True Evidence,Generated Evidence,Hops,Label,Topics,bartscore
"[Bayer 04 Leverkusen] The club plays in the Bundesliga, the top tier of the German football league system, and hosts matches at the BayArena. [BayArena] BayArena (] ) is a football stadium in Leverkusen, North Rhine-Westphalia, Germany, which has been the home ground of Bundesliga club Bayer Leverkusen since 1958. [Willibert Kremer] Willibert Kremer (born 15 October 1939 in Hochneukirch) is a German football coach and a former player who currently works as a scout with Bayer 04 Leverkusen. [Robin Dutt] Starting from the 2011–12 season, he signed a two-year managerial contract with Bayer Leverkusen after the previous manager Jupp Heynckes confirmed on 21 March 2011 that he would not be extending his stay at the BayArena.","[Borussia Dortmund] Borussia Dortmund is a German football club located in Dortmund, North Rhine-Westphalia, Germany. [Robin Dutt] Robin Dutt is a German football coach and former player, who is the current head coach of Borussia Dortmund. [Willibert Kremer] Willibert Kremer is a former German football player and scout. He worked as a scout for Borussia Dortmund from 1980 to 1984.",4,SUPPORTS,"BayArena, Willibert Kremer, Robin Dutt, Bayer 04 Leverkusen",-2.360769271850586
"[Bo Diddley] Ellas McDaniel (born Ellas Otha Bates, December 30, 1928 – June 2, 2008), known as Bo Diddley, was an American R&B singer, guitarist, songwriter and music producer who played a key role in the transition from the blues to rock and roll, and influenced artists including Elvis Presley, Buddy Holly, the Beatles, the Rolling Stones, the Yardbirds, Eric Clapton, the Who, Jimi Hendrix, George Thorogood, Parliament-Funkadelic, and The Clash. [The Yardbirds] The Yardbirds are an English rock band, formed in London in 1963. [Before You Accuse Me] ""Before You Accuse Me"" (also known as ""Before You Accuse Me (Take a Look at Yourself)"" is a song written and recorded by American musician Bo Diddley in 1957. [Journeyman (album)] Heralded as a return to form for Clapton, who had struggled with alcohol addiction and had recently found sobriety, the album has a 1980s electronic sound, but it also includes blues songs like ""Before You Accuse Me,"" ""Running on Faith,"" and ""Hard Times.""","[Journeyman (album)] Journeyman is the ninth studio album by American blues rock guitarist and singer-songwriter Eric Clapton, released in 1989. [The Yardbirds] The Yardbirds were a British rock band that formed in London in 1963. [Rock and roll music] Rock and roll, also known as rock, is a genre of popular music that originated in the 1950s in the United States.",4,SUPPORTS,"Journeyman (album), Before You Accuse Me, Bo Diddley, The Yardbirds",-2.5580148696899414
"[Juan Carlos Onetti] Juan Carlos Onetti Borges (July 1, 1909, Montevideo – May 30, 1994, Madrid) was an Uruguayan novelist and author of short stories. [Richard Llewellyn] Richard Dafydd Vivian Llewellyn Lloyd (8 December 1906 – 30 November 1983), known by his pen name Richard Llewellyn, was a British novelist. [Nuit de chien] It is based on the novel ""Para esta noche"" by Juan Carlos Onetti. [How Green Was My Valley (TV drama serial)] How Green Was My Valley is a BBC Television serial based on the novel by Richard Llewellyn, and features one of the last performances by Stanley Baker.","[Arthur Hiller] Arthur Hiller (April 15, 1926 – December 17, 2016) was a Canadian film director and producer. [John Ford] John Ford (May 3, 1894 – September 14, 1971) was an Irish-American film director. [Lewis Grassic] Lewis Grassic (1918 – 1980) was a Scottish writer, best known for his novel, How Green Was My Valley.",4,SUPPORTS,"Richard Llewellyn, Juan Carlos Onetti, How Green Was My Valley (TV drama serial), Nuit de chien",-3.2667810916900635
"[K. Shivaram Karanth] Kota Shivaram Karanth (10 October 1902 – 9 December 1997) was a Kannada writer, social activist, environmentalist, Yakshagana artist, film maker and thinker. [Yakshagana] Yakshagana ( Kannada : ""ಯಕ್ಷಗಾನ"", Tulu : ""ಆಟ"") is a traditional theatre form that combines dance, music, dialogue, costume, make-up, and stage techniques with a unique style and form. [Marali Mannige] Marali Mannige is a Kannada novel by novelist K. Shivaram Karanth. [Shuddha Saveri] Shuddha Saveri or śuddha sāveri is a rāgam in Carnatic music (musical scale of South Indian classical music) and Yakshagana music.","[Shuddha Saveri] Shuddha Saveri (born 1988) is an Indian actor, dancer, and choreographer who works in the South Indian film industry. [Marali Mannige] The author of Marali Mannige is Sivakarthikeyan.",4,SUPPORTS,"Marali Mannige, Shuddha Saveri, K. Shivaram Karanth, Yakshagana",-2.9176878929138184
"[Nam Woo-hyun] Nam Woo-hyun (Hangul: 남우현 ; Hanja: 南優賢 ; born February 8, 1991), commonly known by his mononym Woohyun, is a South Korean singer and actor with the boy band Infinite. [Eddie Vedder] Eddie Vedder (born Edward Louis Severson; December 23, 1964) is an American musician, singer and songwriter best known as a member of the rock band Pearl Jam, with whom he performs lead vocals and is one of three guitarists. [Write.. (EP)] Write. [Write.. (EP)] . [Write.. (EP)] is the debut extended play by South Korean singer Woohyun. [Bad Radio] The band is most notable for having featured future Pearl Jam vocalist Eddie Vedder as its lead singer from 1988–1990.","[Bad Radio] Bad Radio was an American indie rock band from Los Angeles, California, formed in 1991. [Write.. (EP)] Write.. is the debut extended play (EP) by the American indie rock band, Bad Radio. [Bad Radio – Write.. EP] The EP was released in 1991. The lead singer of Bad Radio from 1988 to 1990 was born in 1969, before the release of the EP in 1991.",4,SUPPORTS,"Bad Radio, Write.. (EP), Nam Woo-hyun, Eddie Vedder",-3.2035255432128906
"[Lucy Maud Montgomery] Lucy Maud Montgomery {'1': "", '2': "", '3': "", '4': ""} (November 30, 1874 – April 24, 1942) published as L.M. Montgomery, was a Canadian author best known for a series of novels beginning in 1908 with ""Anne of Green Gables"". [Jan Karon] Jan Karon is an American novelist who writes for both adults and young readers. [Anne of Avonlea (1975 film)] It is based on ""Anne of Avonlea"", the sequel to ""Anne of Green Gables"" by Lucy Maud Montgomery. [Toby Tarnow] She was the first actress to portray the popular Anne Shirley of Anne of Green Gables in Canadian radio then in Canadian television in a 1956 television movie.","[Anne of Avonlea (1975 film)] Anne of Avonlea is a 1975 Canadian television film directed by Kevin Sullivan, based on the 1974 novel of the same name by L.M. Montgomery. [L.M. Montgomery] L.M. Montgomery (1874-1942) was a Canadian author, best known for her series of novels, including Anne of Green Gables (1908), Anne of Avonlea (1975), and The Story Girl (1911). [Jan Karon] Jan Karon (born 1935) is an American author, best known for her series of novels, including Mitford Years (1990), Out to Canaan (1995), and In This Silent City (2001). Toby Tarnow (played by John Howard) is a character from the Mitford Years series.",4,SUPPORTS,"Jan Karon, Toby Tarnow, Anne of Avonlea (1975 film), Lucy Maud Montgomery",-3.14054012298584
"[Cozy Tapes Vol. 2: Too Cozy] It was released on August 25, 2017, by ASAP Worldwide, Polo Grounds Music and RCA Records. [Cozy Tapes Vol. 2: Too Cozy] It was preceded by two singles, ""RAF"" featuring ASAP Rocky, Playboi Carti, Quavo, Lil Uzi Vert and Frank Ocean, and ""Feels So Good"" featuring ASAP Rocky, ASAP Ferg, ASAP Nast, ASAP Twelvyy and ASAP Ant. [Frank Ocean] Christopher Francis ""Frank"" Ocean (born Christopher Edwin Breaux; October 28, 1987) is an American singer and songwriter. [Frank Ocean] Known for his idiosyncratic musical style, Ocean first embarked on a career as a ghostwriter, and in 2010 he became a member of hip hop collective Odd Future. [Swim Good] ""Swim Good"" is a song by American singer Frank Ocean, released as the second single from his mixtape ""Nostalgia, Ultra"" (2011). [Matt Martians] Aside from his solo career, Martians was a founding member of Los Angeles hip hop collective Odd Future and is a part of the sub-groups The Jet Age of Tomorrow with Pyramid Vritra, The Super D3Shay with Pyramid Vritra and brandUn DeShay, The Internet with Syd, and Sweaty Martians with Earl Sweatshirt.","[Swim Good] Swim Good is a song by American singer-songwriter and producer, Frank Ocean, from his debut studio album, Channel Orange. [Matt Martians] Matt Martians (born Matthew Aaron Martians; September 21, 1989) is an American singer-songwriter, multi-instrumentalist, and record producer from Los Angeles, California. [Too Cozy] Too Cozy is a song by American singer-songwriter and producer, Frank Ocean, from his debut studio album, Channel Orange.",4,SUPPORTS,"Cozy Tapes Vol. 2: Too Cozy, Swim Good, Matt Martians, Frank Ocean",-2.2958734035491943
"[John Malkovich] He has also appeared in films such as ""Empire of the Sun"", ""The Killing Fields"", ""Con Air"", ""Of Mice and Men"", ""Rounders"", ""Ripley's Game"", ""Knockaround Guys"", ""Being John Malkovich"", ""Shadow of the Vampire"", ""Burn After Reading"", ""RED"", ""Mulholland Falls"", ""Dangerous Liaisons"", and ""Warm Bodies"", as well as producing films such as ""Ghost World"", ""Juno"", and ""The Perks of Being a Wallflower"". [Rounders (film)] Rounders is a 1998 American drama film about the underground world of high-stakes poker, directed by John Dahl, and starring Matt Damon and Edward Norton. [David Zayas] He is best known for his roles as Angel Batista on Showtime's series ""Dexter"", Osborne the cop in ""Rounders"" (1998), Enrique Morales on the HBO prison drama series ""Oz"", Lou the bodega owner in ""Annie"" (2014) and Sal Maroni on Fox's series ""Gotham"". [The Wannabe] The film stars Patricia Arquette, David Zayas, Domenick Lombardozzi, Michael Imperioli, Vincent Piazza and Nick Sandow.","[The Wannabe] The Wannabe is a 2015 Italian comedy-drama film directed by Gennaro Nottolo. [John Gavin Malkovich] John Gavin Malkovich is an American actor, director, and producer. [Matt Damon] Matt Damon is an American actor, producer, and screenwriter. [Edward Norton] Edward Norton is an American actor, director, and screenwriter.",4,SUPPORTS,"John Malkovich, The Wannabe, Rounders (film), David Zayas",-2.287598133087158
"[Excuse My French (album)] The album features guest appearances from Diddy, Nicki Minaj, Drake, Ace Hood, Lil Wayne, Birdman, The Weeknd, Rick Ross, 2 Chainz, Max B, Ne-Yo, Machine Gun Kelly, Raekwon, Scarface and Snoop Dogg, among others. [Machine Gun Kelly (rapper)] Richard Colson Baker (born April 22, 1990), better known by his stage names MGK and Machine Gun Kelly, is an American rapper and actor, from Cleveland, Ohio. [Machine Gun Kelly (rapper)] MGK embarked on a musical career as a teenager, releasing a mixtape in 2006. [Pop That] Released as the first single from his debut studio album ""Excuse My French"" (2013), it features guest appearances from fellow rappers Rick Ross, Drake and Lil Wayne. [Lee on the Beats] He is best known for producing French Montana’s “Pop That” and co-producing Khaled’s “Hold You Down (DJ Khaled song)” alongside production partner Bkorn.","[Machine Gun Kelly] Machine Gun Kelly (born Richard Colloca; April 9, 1990) is an American rapper, actor, and television personality from Cleveland, Ohio. [French Montana] His real name is Karim Kharbouch, and he is known for his hits ""Ain't Worried About Nothin'"" and ""Pop That"". [Lee on the Beats] Lee on the Beats is a producer and DJ from Cleveland, Ohio. He has worked with artists such as Machine Gun Kelly, French Montana, and other local Cleveland rappers.",4,SUPPORTS,"Lee on the Beats, Machine Gun Kelly (rapper), Excuse My French (album), Pop That",-3.209160804748535
"[Marie Fredriksson] Gun-Marie Fredriksson, known as    (born 30 May 1958), is a Swedish pop singer-songwriter and pianist, best known for forming one half of the pop rock duo Roxette, which she created together with Per Gessle in 1986. [Bada (singer)] Choi Sung-hee (born February 28, 1980), better known as Bada or Sea, is a South Korean singer and musical actress. [I en tid som vår] I en tid som vår ""(In a time like ours)"" is the fifth album from Swedish pop singer and songwriter Marie Fredriksson. [Made in Sea] Made In Sea is a third album released in January 26, 2006 by South Korean singer Bada.","[Made in Sea] Made in Sea is an album by the musician and producer, Rikard Berger. [I en tid som vår] I en tid som vår is the third studio album by the Norwegian singer and songwriter, Aes Dana.",4,SUPPORTS,"Marie Fredriksson, I en tid som vår, Bada (singer), Made in Sea",-3.5610127449035645
"[The People vs.] The album also featured guest appearances by the likes of Obie Trice, Miz Korona, Jazze Pha, a one-half of D12 members (Proof, Kon Artis and Eminem), and his brother and Goon Sqwad bandmate Diezel. [Proof (rapper)] DeShaun Dupree Holton (October 2, 1973 – April 11, 2006), better known by his stage name Proof, was an American rapper and actor from Detroit, Michigan. [Welcome 2 Detroit (song)] ""Welcome 2 Detroit"" is the lead single from American rapper Trick-Trick's debut studio album, ""The People vs."". [The Villain (album)] The Villain is the second studio album by American rapper Trick-Trick.","[Eminem] Eminem ( born Marshall Bruce Mathers III; October 17, 1972) is an American rapper, songwriter, and record producer. [The Villain (album)] The Villain is the 10th studio album by American rapper Eminem, released on 2017. [Welcome 2 Detroit] ""Welcome 2 Detroit"" is the lead single of this album.",4,SUPPORTS,"The Villain (album), Welcome 2 Detroit (song), Proof (rapper), The People vs.",-3.9783523082733154
"[Nevada School of Law at Old College] After its first year, the school moved from the former St. Thomas Aquinas Parochial School to its permanent home at the old ""Reno Gazette-Journal"" newspaper plant donated by the Gannett Company. [Reno Gazette-Journal] The Reno Gazette-Journal is the main daily newspaper for Reno, Nevada. [Reno Gazette-Journal] It is owned by the Gannett Company. [Nevada Appeal] It is the state's third-largest paper, behind the ""Las Vegas Review-Journal"" and ""Reno Gazette-Journal"". [Henry Rust Mighels] A writer of the Sagebrush School, he was the editor and publisher of Carson City, Nevada's ""Nevada Appeal"".","[Reno Gazette-Journal] The Reno Gazette-Journal is a daily newspaper published in Reno, Nevada. [Las Vegas Review-Journal] The Las Vegas Review-Journal is a daily newspaper published in Las Vegas, Nevada. [Nevada School of Law] The Nevada School of Law was established in 1967 and is located in Reno, Nevada. Henry Rust Mighels was the editor of the Reno Evening Gazette, which was later renamed the Reno Gazette. He served as editor from 1913 to 1946.",4,SUPPORTS,"Nevada Appeal, Reno Gazette-Journal, Nevada School of Law at Old College, Henry Rust Mighels",-2.9128212928771973
"[Gatwick Airport] Gatwick Airport (also known as London Gatwick) (IATA: LGW, ICAO: EGKK) is a major international airport in south-east England, 29.5 mi south of Central London and 2.7 NM north of Crawley. [Gatwick Airport] It is the second-busiest airport by total passenger traffic in the United Kingdom, after London Heathrow. [Heathrow Airport] Heathrow Airport (also known as London Heathrow) (IATA: LHR, ICAO: EGLL) is a major international airport in London, United Kingdom. [Coldwaltham] It is around a 30-minute drive from Gatwick Airport. [John Denison-Pender, 2nd Baron Pender] John Jocelyn Denison-Pender, 2nd Baron Pender, CBE (26 January 1907 – 21 March 1965) was a British civil servant and businessman.","[John Denison-Pender] John Denison-Pender, 2nd Baron Pender (1867-1947) was a British politician and landowner. [British Country] The term ""British Country"" refers to the geographical area of the United Kingdom, including England, Scotland, Wales, and Northern Ireland. [Bristol Airport] Bristol Airport (IATA: BRS, ICAO: EGCK) is a major international airport located in the English county of Somerset, near the city of Bristol. It is located approximately 30 minutes from Coldwaltham by car.",4,SUPPORTS,"Gatwick Airport, Heathrow Airport, John Denison-Pender, 2nd Baron Pender, Coldwaltham",-2.7354345321655273
"[Alexander Kluge] Alexander Kluge (born 14 February 1932) is a German author, philosopher, academic and film director. [Sidney Salkow] Sidney Salkow (June 16, 1911 – October 18, 2000) was an American film director (more than 50 motion pictures), screenwriter, and television director. [Yesterday Girl] Yesterday Girl (German: Abschied von gestern, ""Farewell to Yesterday"") is a 1966 New German Cinema film directed and written by Alexander Kluge. [Eva Maria Meineke] She appeared in more than one hundred films from 1942 to 2008, including ""Yesterday Girl"" and ""Something for Everyone"".","[Eva Maria Meineke] Eva Maria Meineke (born September 10, 1981 in Hamburg, West Germany) is a German actress, known for her roles in the films, Run Lola Run (1998), The Dinner (2001), and The Baader Meinhof Complex (2008). [Sidney Salkow] Sidney Salkow (January 10, 1899 – March 26, 1974) was an American film producer, director, and screenwriter. He was born in New York City, and was of Russian Jewish descent.",4,SUPPORTS,"Yesterday Girl, Eva Maria Meineke, Sidney Salkow, Alexander Kluge",-3.2659595012664795
"[Woodstock (film)] Woodstock is a 1970 documentary film of the watershed counterculture Woodstock Festival which took place in August 1969 near Bethel, New York. [American Dream (film)] American Dream is a 1990 ""cinéma vérité"" documentary film directed by Barbara Kopple and co-directed by Cathy Caplan, Thomas Haneke, and Lawrence Silk. [Michael Wadleigh] Michael Wadleigh, also known as Michael Wadley (born September 24, 1942 in Akron, Ohio), is an American film director and cinematographer renowned for his groundbreaking documentary of the 1969 Woodstock Festival, ""Woodstock"". [Harlan County, USA] Directed and produced by Barbara Kopple, who has long been an advocate of workers' rights, ""Harlan County, U.S.A."" is less ambivalent in its attitude toward unions than her later ""American Dream"", the account of the Hormel Foods strike in Austin, Minnesota in 1985-86.","[Harlan County, USA] Harlan County, USA is a 1970 documentary film directed by Barbara Kopple and produced by David Wolman. [Michael Wadleigh] Michael Wadleigh is a film director and producer, best known for directing the 1978 documentary film, Woodstock.",4,SUPPORTS,"American Dream (film), Woodstock (film), Michael Wadleigh, Harlan County, USA",-2.5616543292999268
"[Marcia Wallace] She is perhaps best known for her roles as receptionist Carol Kester on the 1970s sitcom ""The Bob Newhart Show"", and as the voice of elementary school teacher Edna Krabappel on the animated series ""The Simpsons"", for which she won an Emmy in 1992. [Edna Krabappel] She is the teacher of Bart Simpson's 4th grade class at Springfield Elementary School, and Ned Flanders's wife in later seasons. [The Simpsons Movie] The film was directed by David Silverman, and stars the regular television cast of Dan Castellaneta, Julie Kavner, Nancy Cartwright, Yeardley Smith, Hank Azaria, Harry Shearer, Tress MacNeille, Pamela Hayden, Marcia Wallace, Maggie Roswell and Russi Taylor, along with Tom Hanks, Green Day and Albert Brooks. [Lance Kramer] He was as an additional sequence director for ""The Simpsons Movie"".","[Lance Kramer] Lance Kramer is an American animator, director, and producer, known for his work on The Simpsons, Futurama, and American Dad! [The Simpsons] The Simpsons is an American animated sitcom created by Matt Groening for the Fox Broadcasting Company. [An American Tail] Lacey Chabert is an American actress and voice actress, known for her roles in the films, The Lost Boys (1987), A Nightmare on Elm Street 2: Freddy's Revenge (1988), and An American Tail (1986). She also voiced the character of Saturation in the 1992 animated film, A Troll in Central Park.",4,SUPPORTS,"Marcia Wallace, Edna Krabappel, Lance Kramer, The Simpsons Movie",-3.965465784072876
