True Evidence,Generated Evidence,Hops,Label,Topics,bartscore
"[1999–2000 Parma A.C. season] In the summer following the end of the season, star striker Hernán Crespo ran out of patience, and signed with champions Lazio for a then-world record transfer fee, in a deal that saw Matías Almeyda and Sérgio Conçeicão join Parma. [Matías Almeyda] Matías Jesús Almeyda (] ; born 21 December 1973) is an Argentine retired footballer who played as a defensive midfielder, and the current manager of Mexican club C.D. Guadalajara.","📰 [Matías Almeyda] Matías Jesús Almeyda (born April 14, 1973) is an Argentine former footballer and current manager of C.D. Guadalajara. [Matías Almeyda] Almeyda started his playing career at River Plate in 1991, and played for several clubs in Argentina and Italy before retiring in 2007. [Sérgio Conçeicão] Sérgio Conçeicão (born May 17, 1973) is a Brazilian former footballer who played as a midfielder. He played for several clubs in Brazil and Italy before retiring in 2007.",2,SUPPORTS,"1999–2000 Parma A.C. season, Matías Almeyda",-3.3393917083740234
"[Eastern Market, Detroit] Eastern Market is a historic commercial district in Detroit, Michigan. [Michigan] Michigan ( ) is a state in the Great Lakes and Midwestern regions of the United States.","The Eastern Market in Detroit is a historic public market located at 2934 East Lafayette Street in Detroit, Michigan. [Eastern Market, Detroit] The market was established in 1891 and is one of the largest and oldest public markets in the United States. [Eastern Market, Detroit] The Midwestern and Great Lakes regions of the United States include the states of Illinois, Indiana, Michigan, Ohio, Wisconsin, Minnesota, Iowa, Kansas, Missouri, Nebraska, North Dakota, South Dakota, and Montana.",2,SUPPORTS,"Eastern Market, Detroit, Michigan",-7.483617305755615
"[The Tree of Life (film)] The Tree of Life is a 2011 American experimental epic drama film written and directed by Terrence Malick and featuring a cast of Brad Pitt, Sean Penn, Hunter McCracken, Laramie Eppler, Jessica Chastain, and Tye Sheridan in his debut feature film role. [Terrence Malick] Terrence Frederick Malick ( ; born November 30, 1943) is an American film director, screenwriter and producer.","The writer and director of the film The Tree of Life is Terrence Malick. [Terrence Malick] Terrence Malick is an American film director, producer, and screenwriter. [The Tree of Life] The Tree of Life is a 2011 American experimental drama film written and directed by Terrence Malick.",2,SUPPORTS,"Terrence Malick, The Tree of Life (film)",-2.845486640930176
"[Hunter Mountain Fire Tower] The Hunter Mountain Fire Tower is located on the summit of the eponymous mountain, second highest of the Catskill Mountains in the U.S. state of New York. [Catskill Mountains] The Catskill Mountains, also known as the Catskills, are a large area in the southeastern portion of the U.S. state of New York.","1. [Hunter Mountain] Hunter Mountain is a mountain located in the Catskill Mountains of New York, United States. It is the second highest peak in the Catskills, with an elevation of 3,550 feet (1,082 meters) above sea level. [2. Hunter Mountain] 2. [Catskill Mountains] The Catskill Mountains are a mountain range located in the southeastern part of the state of New York in the United States. The range stretches for 30 miles (48 kilometers) through Delaware, Greene, and Ulster counties. [3. Hunter Mountain] 3. [Catskill Mountains] The highest peak in the Catskills is Slide Mountain, which stands at 4,180 feet (1,270 meters) above sea level.",2,SUPPORTS,"Hunter Mountain Fire Tower, Catskill Mountains",-6.4263505935668945
"[Manru] Manru is an opera (lyrical drama) in three acts, music by Ignacy Jan Paderewski composed to the libretto by Alfred Nossig (English translation by Henry Edward Krehbiel), based on the novel ""A Hut Behind the Village"" (1843) by Józef Ignacy Kraszewski. [Ignacy Jan Paderewski] Ignacy Jan Paderewski, GBE (] ; 18 November [O.S. 6 November] 1860  – 29 June 1941) was a Polish pianist and composer, politician and spokesman for Polish independence.","Manru is a 1907 opera by Alexander Glazunov. [Alexander Glazunov] Alexander Glazunov (1865-1936) was a Russian composer, pianist, and conductor. [Alexander Glazunov] He was a prominent figure in Russian musical circles and was known for his advocacy of Polish independence.",2,SUPPORTS,"O.S. 6 November, Manru, Ignacy Jan Paderewski",-3.7828359603881836
"[Archie (comic book)] Archie (also known as Archie Comics) is an ongoing comic book series featuring the Archie Comics character Archie Andrews. [Archie Andrews] Archie Andrews, created in 1941 by publisher John L. Goldwater and artist Bob Montana in collaboration with writer Vic Bloom, is the main character in an American comic book series published by Archie Comics, as well as the long-running ""Archie Andrews"" radio series, a syndicated comic strip, ""The Archie Show"", and ""Archie's Weird Mysteries"".","Archie Andrews is a fictional character in the Archie Comics franchise. [Vic Bloom] Vic Bloom is a fictional character in the Archie Comics universe, originally created by Bob Montana. [Archie Comics] Archie Andrews is the main character of the Archie Comics franchise, which was created by John L. Goldwater and first appeared in Pep Comics #22 in 1941.",2,SUPPORTS,"Archie (comic book), Archie Andrews",-3.7223684787750244
"[The Venetian Macao] The 10500000 sqft Venetian Macao is modeled on its sister casino resort The Venetian Las Vegas, and is the seventh-largest building in the world by floor area. [The Venetian Las Vegas] Designed by KlingStubbins, the hotel tower contains 36 stories and rises 475 ft .","The Venetian Macao is a luxury resort, casino, and hotel located in Macau, China. It was designed by KlingStubbins, a renowned architecture firm. [The Venetian Macao] The Venetian Macao is a luxury resort, casino, and hotel located in Macau, China. It was designed by KlingStubbins, a renowned architecture firm, and opened in 2008. [KlingStubbins] KlingStubbins is an architecture firm based in Boston, Massachusetts, that specializes in designing luxury hotels, casinos, and resorts.",2,SUPPORTS,"The Venetian Las Vegas, The Venetian Macao",-5.980705261230469
"[Micky Dolenz] George Michael Dolenz, Jr. (born March 8, 1945) is an American actor, musician, television director, radio personality and theater director, best known as a vocalist and drummer of the 1960s pop/rock band the Monkees. [Jesse James Dupree] Dupree is the lead singer, guitarist, and primary songwriter in the rock band Jackyl, founded in 1991.","🎸 Micky Dolenz is a musician and drummer, best known as the drummer and lead vocalist for the American rock band The Monkees. [Micky Dolenz] 🎸 Jesse James Dupree is a musician and singer-songwriter, known for his work in the Southern rock and blues genres. [Jesse James Dupree] 🎸 George Michael Dolenz is the middle child of Micky Dolenz and his wife, Gilda Radner. [George Michael Dolenz] 🎸 The name ""George Michael Dolenz"" contains 9 letters, while the name ""Micky Dolenz"" contains 8 letters. Therefore, between the two bands, Micky Dolenz contains more letters in its name.",2,SUPPORTS,"Jesse James Dupree, Micky Dolenz",-5.929157257080078
"[Presidency of Néstor Kirchner] The Presidency of Néstor Kirchner began on May 25, 2003, when he became President of Argentina. [Presidency of Néstor Kirchner] He was the Governor of Santa Cruz during the 2003 general election, he was elected second to Carlos Menem but became president when Menem refused to go for a required runoff election. [Argentine general election, 2003] Argentina held presidential and parliamentary elections on Sunday, April 27, 2003. [Argentine general election, 2003] Turnout was 78.2%. [Argentine general election, 2003] No one presidential candidate gained enough votes to win outright, but the scheduled runoff was canceled when first-round winner Carlos Menem pulled out, handing the presidency to runner-up Néstor Kirchner.","1. [Néstor Kirchner] Néstor Carlos Kirchner (August 25, 1950 – November 27, 2010) was an Argentine politician who served as the 25th President of Argentina from 2003 to 2007. 2. [Santa Cruz Province] Santa Cruz Province is a province in southern Argentina, located on the Patagonian coast of the Atlantic Ocean. 3. [Runoff Election] A runoff election is an election in which voters are asked to choose between multiple candidates in a second round of voting after no candidate has received more than 50% of the first-round votes.",2,SUPPORTS,"Argentine general election, 2003, Presidency of Néstor Kirchner",-4.238523960113525
"[Lise Roel and Hugo Höstrup] Lise Roel (born 1928) and Hugo Höstrup, (1928–2004) were architects born in Randers, Denmark, with primary activity and production around 1960-1980 in western and southern Sweden. [Randers] Randers (] ) is a city in Randers Municipality, Central Denmark Region on the Jutland peninsula.","🚨BREAKING NEWS🚨 Two of Denmarks most promising young architects, Lise Roel and Hugo Hostrup, have been confirmed to have been born on the Jutland peninsula. [Lise Roel] Lise Roel is a Danish architect and partner at Copenhagen-based architecture studio, COBE. [Hugo Hostrup] Hugo Hostrup is a Danish architect and partner at Copenhagen-based architecture studio, COBE.",2,SUPPORTS,"Randers, Lise Roel and Hugo Höstrup",-4.509719371795654
"[We Need a Little Christmas (album)] It gives an adult contemporary treatment to songs that Williams had previously recorded for 1963's ""The Andy Williams Christmas Album"" (""Away In A Manger"", ""The Christmas Song (Chestnuts Roasting On An Open Fire)"", ""It's The Most Wonderful Time Of The Year"", ""Silent Night""), 1965's ""Merry Christmas"" (""Mary's Little Boy Child""), 1974's ""Christmas Present"" (""Angels We Have Heard On High"", ""Hark! [We Need a Little Christmas (album)] The Herald Angels Sing"", ""I Heard the Bells on Christmas Day"", ""What Child Is This""), and 1990's ""I Still Believe in Santa Claus"" (""I'll Be Home for Christmas"") and includes three songs that Williams had not recorded before. [Hark! The Herald Angels Sing] ""Hark! [Hark! The Herald Angels Sing] The Herald Angels Sing"" is a Christmas carol that first appeared in 1739 in the collection ""Hymns and Sacred Poems"", having been written by Charles Wesley.","22 tracks are included on The Andy Williams Christmas Album, including ""The First Noel,"" ""O Holy Night,"" ""Silent Night,"" ""Winter Wonderland,"" and ""Frosty the Snowman."" [The Andy Williams Christmas Album] The Andy Williams Christmas Album is a 1963 studio album by Andy Williams, featuring Christmas music and holiday classics. [Andy Williams] Charles Wesley (1707-1788) was an English hymnwriter and poet, best known for his hymns, including ""Hark! The Herald Angels Sing"" and ""O for a Thousand Tongues to Sing."" [Charles Wesley] There is no evidence to suggest that a song written by Charles Wesley appeared on The Andy Williams Christmas Album.",2,SUPPORTS,"Hark! The Herald Angels Sing, We Need a Little Christmas (album)",-4.954309940338135
[Giuseppe Tornatore] Giuseppe Tornatore (born 27 May 1956) is an Italian film director and screenwriter. [The Best Offer] The Best Offer (Italian: La migliore offerta – entitled Deception in the UK) is a 2013 Italian English-language romantic mystery film written and directed by Giuseppe Tornatore.,"Giuseppegiuseppe Tornatore (born 27 February 1956) is an Italian film director, producer and screenwriter. [Giuseppe Tornatore] His films are known for their elaborate and intricate camera work, and he is particularly known for his use of long, uninterrupted takes. [The Best Offer] The Best Offer is a 2013 Italian drama film directed by Giuseppe Tornatore and starring Geoffrey Rush, Jim Sturgess, and Sylvia Hoeks. The film was shot in English.",2,SUPPORTS,"Giuseppe Tornatore, The Best Offer",-3.13045597076416
"[BWI Rail Station] It is served by Amtrak intercity services (frequent ""Northeast Regional"" and ""Acela Express"" trains plus the daily ""Vermonter"" and ""Palmetto"") and MARC Penn Line regional rail service. [Acela Express] The Acela Express ( ; colloquially abbreviated to Acela) is Amtrak's flagship service along the Northeast Corridor (NEC) in the Northeast United States between Washington, D.C. and Boston via 14 intermediate stops including Baltimore, Philadelphia, and New York City.","1. [Acela Express] The Acela Express is a high-speed train service operated by Amtrak, the United States' national railroad company. It is the fastest and most convenient way to travel between Boston and Washington, D.C., with stops in New York City, Philadelphia, Baltimore, and Richmond. [BWI Rail Station] BWI Rail Station, located at Baltimore-Washington International Airport, is one of the Amtrak intercity rail stations in the Mid-Atlantic region. It offers direct service to and from Washington, D.C., Philadelphia, New York City, and other destinations in the Northeast and Midwest.",2,SUPPORTS,"Acela Express, BWI Rail Station",-3.0739662647247314
"[Round Table Pizza] Round Table Pizza is a large chain of pizza parlors in the western United States. [Marion's Piazza] Established in 1965 by Marion Glass, the company currently operates 9 restaurants throughout the greater Dayton area.","Round Table Pizza has over 500 locations across the United States, while Marion's Piazza has only 30 locations. [Round Table Pizza] Round Table Pizza is a chain of pizza restaurants that was founded in 1959 in California, USA. As of 2022, the company has over 500 locations across the United States. [Marion's Piazza] Marion's Piazza is a chain of pizza restaurants that was founded in 1978 in New Jersey, USA. As of 2022, the company has only 30 locations across the United States.",2,SUPPORTS,"Marion's Piazza, Round Table Pizza",-6.940221786499023
"[Thodi Der] ""Thodi Der"" (English dub: Stay a Little Longer) is a popular song from the soundtrack of the Bollywood film Half Girlfriend. [Half Girlfriend (film)] Half Girlfriend is an Indian romantic drama film based on the novel of the same name written by Chetan Bhagat.","1. [Chetan Bhagat] Chetan Bhagat is an Indian author, columnist, and television personality. [Thodi Der] ""Thodi Der"" is a song from the 2011 Bollywood film, Aarakshan.",2,SUPPORTS,"Half Girlfriend (film), Thodi Der",-2.767652750015259
"[Ren and Stimpy (characters)] Ren and Stimpy, created by John Kricfalusi, are the title characters in the American-Canadian animated television series ""The Ren & Stimpy Show"". [The Ren &amp; Stimpy Show] The Ren & Stimpy Show is an American animated series created by John Kricfalusi for Nickelodeon.","1. [The Ren and Stimpy Show] The Ren and Stimpy Show is an American-Canadian animated television series created by John Kricfalusi for Nickelodeon. 2. [John Kricfalusi] John Kricfalusi is a Canadian animator, writer, and producer, best known for creating the Nickelodeon animated series, The Ren and Stimpy Show (1991-1996).",2,SUPPORTS,"The Ren &amp; Stimpy Show, Ren and Stimpy (characters)",-3.5223488807678223
[Almost Sunrise] Almost Sunrise is a 2016 American documentary film directed by Michael Collins. [Hail! Hail! Rock 'n' Roll] Rock 'n' Roll is a 1987 documentary film directed by Taylor Hackford that chronicles two 1986 concerts celebrating rock and roll musician Chuck Berry's 60th birthday.,"1. [Hail! Hail! Rock 'n' Roll] Hail! Hail! Rock 'n' Roll is a 1987 documentary film directed by Jim Sheldon and featuring Chuck Berry. [Jim Sheldon] Jim Sheldon is a film director, producer, and screenwriter. [Jim Sheldon] 2. [Almost Sunrise] Almost Sunrise is a 2006 short film directed by Michael C. Panebianco. [Michael C. Panebianco] Michael C. Panebianco is a film director and producer.",2,SUPPORTS,"Almost Sunrise, Hail! Hail! Rock 'n' Roll",-4.62498140335083
"[La Journée de la jupe] La Journée de la jupe is a 2008 French television film, directed by Jean-Paul Lilienfeld and starring Isabelle Adjani as a high school teacher, a role which earned the actress the 2010 César award for Best Actress in a Leading Role. [César Award] The César Award is the national film award of France.","2010 was the year when actress Isabelle Adjani received the prestigious French film award, the César, for her outstanding performance in the movie ""The Life of a King"". [Isabelle Adjani] Isabelle Adjani is a French actress who has received numerous awards for her outstanding performances, including a César Award for Best Actress in 2010 for her role in the film ""The Life of a King"". [César Award] The César Awards (French: Les César) are an annual set of French film awards given by the Académie des Arts et Techniques du Cinéma to recognize the achievements of French filmmakers.",2,SUPPORTS,"La Journée de la jupe, César Award",-4.978536128997803
"[Kwon Yu-ri] In 2013, she made her film debut in ""No Breathing"". [No Breathing] No Breathing () is a 2013 South Korean sports film set in the world of competitive swimming, starring Seo In-guk, Lee Jong-suk and Kwon Yuri.","[Kwon Yu-ri] Kwon Yu-ri (born March 10, 1990) is a South Korean singer, actress, and model. [Kwon Yu-ri] She made her film debut in the 2003 Korean film, My Love, My Bride. [Kwon Yu-ri] In 2006, she starred in the film, Swimming, which was her first major role.",2,SUPPORTS,"No Breathing, Kwon Yu-ri",-3.546053171157837
