True Evidence,Generated Evidence,Hops,Label,Topics,bartscore
"[American Scientist] American Scientist (informally abbreviated AmSci) is an American bimonthly science and technology magazine published since 1913 by Sigma Xi, The Scientific Research Society. [Dwell (magazine)] It was launched with a magazine in September 2000 to bridge the gap between design professionals and enthusiasts by Lara Hedberg Deam with architecture and design critic Karrie Jacobs as its Editor-in-Chief. [Global Open Access Forum] It was created by the American Scientist, which is published by Sigma Xi, in September 1998, before the term ""Open Access"" (OA) was coined, and it was originally called the ""September98-Forum.""","1. [Global Open Access Forum] The Global Open Access Forum (GOAF) is an academic publication dedicated to promoting open access (OA) in the academic community. It was established in 2013 and is published by the Open Access Scholarly Publishers Association (OASPA). [Open Access Scholarly Publishers Association] OASPA is a non-profit organization that represents the interests of open access publishers and advocates for the adoption of open access policies by institutions and funders. [Dwell] Dwell is a magazine that focuses on architecture, design, and technology. It was founded in 1996 and is published quarterly by Dwell Media.",3,REFUTES,"Dwell (magazine), American Scientist, Global Open Access Forum",-5.361118316650391
"[2015–16 Oklahoma City Thunder season] After coming just short of making the playoffs the previous season, the Thunder won the Northwest Division and clinched the third seed in the Western Conference. [Billy Donovan] William John Donovan Jr. (born May 30, 1965) is an American professional basketball coach who is currently the head coach for the Oklahoma City Thunder of the National Basketball Association (NBA). [Lewis Preston (basketball)] He previously served as an assistant men's basketball coach at Pennsylvania State University, Coastal Carolina University, the University of Notre Dame, and under Billy Donovan at the University of Florida.","[Oklahoma City Thunder] The Oklahoma City Thunder is a professional basketball team based in Oklahoma City, Oklahoma. [Lewis Preston] Lewis Preston is the current head coach of the Oklahoma City Thunder of the National Basketball Association (NBA). He played college basketball at the University of Florida.",3,REFUTES,"Billy Donovan, Lewis Preston (basketball), 2015–16 Oklahoma City Thunder season",-2.0682289600372314
"[The Bassarids] The Bassarids (in German: ""Die Bassariden "") is an opera in one act and an intermezzo, with music by Hans Werner Henze to an English libretto by W. H. Auden and Chester Kallman, after Euripides's ""The Bacchae"". [Don Quichotte] Don Quichotte (""Don Quixote"") is an opera in five acts by Jules Massenet to a French libretto by Henri Caïn. [Bodo Igesz] He also staged operas for the Salzburg Festival, and staged numerous operas for the Santa Fe Opera; including the United States premieres of Hindemith's ""Cardillac"" (1967), Schoenberg's ""Die Jakobsleiter"" (1968), Henze's ""The Bassarids"" (1968) and Aribert Reimann's ""Melusine"" (1972).","[Don Quichotte] Don Quixote (French: Don Quichotte), K 503, is a comic opera in three acts by Wolfgang Amadeus Mozart, with a libretto by Johann Joseph Reinhard. [Bodo Igesz] Bodo Igesz (1869-1945) was a Hungarian opera singer and conductor. He was particularly known for his performances in Mozart operas, such as Don Giovanni and Don Quixote.",3,REFUTES,"Bodo Igesz, The Bassarids, Don Quichotte",-2.925886392593384
"[Tom Mandrake] Tom Mandrake (born May 26, 1956) is an American comics artist, perhaps best known for his collaborations with writer John Ostrander on several series, including ""Grimjack"" (from First Comics) and ""Firestorm"", ""The Spectre"", and ""Martian Manhunter"" from DC Comics. [Martian Manhunter] The Martian Manhunter (J'onn J'onzz) is a fictional superhero appearing in American comic books published by DC Comics. [Janus Directive] Among the creators who contributed to the storyline were writers John Ostrander, Kim Yale, Paul Kupperberg, Cary Bates and Greg Weisman and artists John K. Snyder III, Rick Hoberg, Rafael Kayanan, Tom Mandrake and Pat Broderick.","[The Janus Directive] The Janus Directive is a 2000 science fiction film directed by Christian Dugay and written by Jamie Moss, William Wisher Jr., and J. David Stem. [Martian Manhunter] J'onn J'onzz, also known as Martian Manhunter, is a fictional superhero appearing in American comic books published by DC Comics.",3,REFUTES,"Janus Directive, Martian Manhunter, Tom Mandrake",-2.6936848163604736
"[Normanby le Wold] Normanby le Wold is a village and civil parish in the West Lindsey district of Lincolnshire, England. [Caistor] Caistor is a town and civil parish situated in the West Lindsey district of Lincolnshire, England. [Caistor] It lies at the north-west edge of the Lincolnshire Wolds, on the Viking Way, and just off the A46 between Lincoln and Grimsby, at the A46, A1084, A1173 and B1225 junction. [Wolds Top] It lies some distance to the north of the village of Normanby le Wold in Lincolnshire.","📍 Caistor is a small coastal town in Lincolnshire, England. It is situated between the Wolds Top to the north and the A46 Junction between Lincoln and Grimsby to the south. 📍 Caistor is known for its rich history, dating back to the Iron Age, and its picturesque architecture, including the medieval Caistor Castle. 📍 The town is also home to several notable landmarks, such as the St. Andrew's Church and the Caistor Grammar School. 📍 Caistor has a population of around 1,500 people and is a popular destination for tourists looking to explore Lincolnshire's rich cultural heritage.",3,REFUTES,"Caistor, Wolds Top, Normanby le Wold",-4.494035720825195
"[Detroit (film)] Detroit is a 2017 American period crime drama film directed by Kathryn Bigelow and written by Mark Boal. [Detroit (film)] Based on the Algiers Motel incident during Detroit's 1967 12th Street Riot, the film's release commemorated the 50th anniversary of the event. [1967 Detroit riot] The 1967 Detroit riot, also known as the 12th Street riot or the 1967 Detroit rebellion, was one of 159 race riots that swept cities in the United States during the ""Long Hot Summer of 1967"". [Will Poulter] William Jack Poulter (born 28 January 1993) is an English actor known for his work in the films ""The Maze Runner"" (2014), ""Son of Rambow"", """" (2010), ""We're the Millers"" (2013), ""The Revenant"" (2015), and ""Detroit"" (2017).","[Detroit] Detroit is a 2017 British period crime drama film directed by Karyn Kusama and written by Jim Schamus and James Vernon Stewart. The film is set in 1967 and follows the events leading up to the 12th Street Riot. [Will Poulter] Will Poulter is a British actor, known for his roles in the films, The Chronicles of Narnia: The Voyage of the Dawn Treader (2010), We Are the Millers (2013), The Maze Runner (2014), and Alpha (2018).",3,REFUTES,"Will Poulter, 1967 Detroit riot, Detroit (film)",-2.9599475860595703
"[Michael Brodsky] He is best known for his novels, and for his translation of Samuel Beckett's ""Eleuthéria"". [Samuel Beckett] Samuel Barclay Beckett ( ; 13 April 1906 – 22 December 1989) was an Irish avant-garde novelist, playwright, theatre director, and poet, who lived in Paris for most of his adult life and wrote in both English and French. [Act Without Words I] Act Without Words I is a short play by Samuel Beckett.","Michael Mark Brodsky is known for his translation of Norwegian avant-garde novelist, playwright, theatre director, and the poet who wrote the short play Act Without Words I. [Michael Mark Brodsky] Michael Mark Brodsky is an American literary translator, editor, and writer. He has translated works by a number of Norwegian writers, including the poet and playwright, Tom Egeland. [Tom Egeland] Tom Egeland is a Norwegian poet, playwright, and theatre director. He is known for his experimental and avant-garde works, including the short play Act Without Words I.",3,REFUTES,"Act Without Words I, Samuel Beckett, Michael Brodsky",-4.094420433044434
"[Wim Jonk] Together with Jordi Cruyff, Jonk manages Cruyff Football and is responsible for the worldwide continuation and dissemination of the football legacy of Dutch football legend Johan Cruyff, who died on March 24, 2016. [Jordi Cruyff] Johan Jordi Cruijff (] , anglicised to Cruyff; born 9 February 1974) is a Dutch former footballer. [Jordi Cruyff] Cruyff is currently Maccabi Tel Aviv's manager. [1993–94 Inter Milan season] In the summer of 1993, Inter acquired Dutch men Dennis Bergkamp and Wim Jonk, already spotted in the previous winter.","[Johan Cruyff] Johan Cruyff is a Dutch former footballer and manager. [Frank Rijkaard] Frank Rijkaard is a Dutch football coach and former player, who played as a midfielder for clubs such as Ajax, Barcelona, and AC Milan. [Dennis Bergkamp] Dennis Bergkamp is a Dutch former footballer who played as a winger for clubs such as Ajax, Inter Milan, and Arsenal. [Frank Rijkaard] In the 1993–94 season, Cruyff and Rijkaard were both part of the Inter Milan team that won the UEFA Cup. [Johan Cruyff]",3,REFUTES,"1993–94 Inter Milan season, Jordi Cruyff, Wim Jonk",-3.7990002632141113
"[How Glory Goes] How Glory Goes is the second album from Audra McDonald, released in 2000. [How Glory Goes] Five of the songs were written by Harold Arlen, and two by Adam Guettel, including the title track. [Adam Guettel] Adam Guettel ( ; born December 16, 1964) is an American composer-lyricist of musical theater and opera. [Elena Shaddow] She recently toured as Clara Johnson in Adam Guettel's ""The Light in the Piazza"" before leaving and being replaced by Katie Clarke.","[Elana Shaddow] Elana Shaddow is a songwriter and actress born in 1964. She is known for her work on the musicals, The Last Five Years (2001), and Dracula, The Musical (2004). [Audra McDonald] Audra McDonald is an American actress, singer, and songwriter who has won numerous awards for her work in theater, film, and television. [Best Score and Best Orchestrations] She won the Tony Award for Best Score and Best Orchestrations for the musical Ragtime in 1998.",3,REFUTES,"How Glory Goes, Elena Shaddow, Adam Guettel",-3.811262607574463
"[Thomas Keneally] Thomas Michael Keneally, AO (born 7 October 1935) is a prolific Australian novelist, playwright, and essayist. [Peter Straub] Peter Francis Straub (born March 2, 1943) is an American novelist and poet. [The Playmaker] The Playmaker is a novel based in Australia written by the Australian author Thomas Keneally.",1. Peter Straub is a romance novelist. [The Playmaker] 2. The author of The Playmaker is also a novelist. [Peter Straub] 3. Peter Straub is a romance novelist. [The Playmaker] 4. The author of The Playmaker is also a novelist. [Peter Straub],3,REFUTES,"The Playmaker, Thomas Keneally, Peter Straub",-4.247538089752197
"[Thomas Robsahm] In 2015 he produced the film ""Louder Than Bombs"" by Joachim Trier. [Louder Than Bombs (film)] Louder Than Bombs is a 2015 internationally co-produced drama film directed by Joachim Trier, and co-written with Eskil Vogt. [Margarete Robsahm] She is the mother of director Thomas Robsahm and sister of the actor Fred Robsahm.","[Louder Than Bombs] Louder Than Bombs is a 2015 internationally co-produced drama film directed by Joachim Trier and written by Eskil Rymland. The film stars Jesse Eisenberg, Gabriel Byrne, and Isabelle Huppert. [Joachim Trier] Joachim Trier (born 1981) is a Norwegian film director and screenwriter. [Margarete Robsahm] Margarete Robsahm (1920-2018) was a Norwegian actress, known for her work in Norwegian cinema, particularly in the 1950s and 1960s.",3,REFUTES,"Margarete Robsahm, Thomas Robsahm, Louder Than Bombs (film)",-3.494819164276123
"[Waris Hussein] Waris Hussein (born 9 December 1938) is a British-Indian television director and film director best known for his many productions for British television, including ""Doctor Who"" and the ""Play of the Month"" version of ""A Passage to India"" (1965). [Mathieu Kassovitz] Mathieu Kassovitz (born 3 August 1967) is a French director, screenwriter, producer, editor, and actor probably best known in Francophone countries for his role as Nino Quincampoix in ""Amélie"" (""Le Fabuleux Destin d'Amélie Poulain""; 2001). [The Possession of Joel Delaney] The Possession of Joel Delaney is a 1972 American horror film directed by Waris Hussein and starring Shirley MacLaine and Perry King.","📚 The Possession of Joel Delaney (1972) is a horror film directed by Ridley Scott. [Ridley Scott] Ridley Scott (born November 17, 1937) is a British-American film director and producer. [Ridley Scott] 🎬 Mathieu Kassovitz (born December 1, 1967) is a French film director, producer, and screenwriter. [Mathieu Kassovitz] Kassovitz is known for directing films such as La Haine (1993), Gothika (2003), and Oblivion (2013).",3,REFUTES,"The Possession of Joel Delaney, Waris Hussein, Mathieu Kassovitz",-4.050486087799072
"[Fenwick, Northumberland] Its close proximity to Lindisfarne Castle, Bamburgh Castle and Chillingham Castle means it is an ideal base from which to explore the rich history of Northumberland and the Farne Islands. [Bamburgh Castle] Bamburgh Castle is a castle on the northeast coast of England, by the village of Bamburgh in Northumberland. [Sir Claudius Forster, 1st Baronet] He was descended from a long line of Governors of Bamburgh Castle, and was granted ownership of Bamburgh Castle and estates by the Crown in 1609.","[Lindisfarne Castle] Lindisfarne Castle is located on the northeast coast of England, near the village of Holy Island, off the coast of Northumberland. [Sir Claudius Forster] Sir Claudius Forster, 1st Baronet (1793-1868) was a British politician and landowner. He was the son of Claudius Forster, a prominent landowner in Northumberland, and inherited his father's estate, including Lindisfarne Castle, in 1830.",3,REFUTES,"Fenwick, Northumberland, Bamburgh Castle, Sir Claudius Forster, 1st Baronet",-2.5199291706085205
"[1974 South African Grand Prix] The 1974 South African Grand Prix was a Formula One motor race held at Kyalami on 30 March 1974. [Kyalami] Kyalami Racing Circuit (from ""Khaya lami"", ""My home"" in Zulu) is a motor racing circuit located in Midrand, Gauteng province, South Africa. [BRM P201] Its best finish was second place for Jean-Pierre Beltoise at the 1974 South African Grand Prix, on the car's debut.","[BRM P201] The BRM P201 is a Formula One racing car designed and built by the British Motor Racing (BRM) team for the 1970 season. [Race] The race in question is the 1970 South African Grand Prix, held on March 14, 1970, at the Kyalanga Circuit in the South African province of KwaZulu-Natal. The BRM P201 made its debut at second place in this race.",3,REFUTES,"1974 South African Grand Prix, BRM P201, Kyalami",-3.633960723876953
"[Martin Flavin] Martin Archer Flavin (November 2, 1883 – December 27, 1967) was an American playwright and novelist. [Peter Benchley] Peter Bradford Benchley (May 8, 1940 – February 11, 2006) was an American author and screenwriter. [Three Who Loved] Three Who Loved is a 1931 American Pre-Code drama film directed by George Archainbaud from a screenplay by Beulah Marie Dix based on a story by Pulitzer Prize-winning author Martin Flavin.","1. [Harper Prize] The Harper Prize is a literary award given annually by the Harper's Magazine Foundation to a writer who has made ""an important contribution to the cultural heritage of the United States."" 2. [Three Who Loved] Three Who Loved is a novel by A.B. Guthrie Jr. 3. [Peter Benchley] Peter Benchley was an American author best known for his novel Jaws, which was adapted into a successful film in 1975.",3,REFUTES,"Three Who Loved, Martin Flavin, Peter Benchley",-3.91042160987854
"[Wonder Girls] Wonder Girls () was a South Korean girl group and band formed by producer Park Jin-young under JYP Entertainment in 2006, which debuted in 2007. [Wonder Girls] The group's final line-up consisted of Yubin, Yeeun, Sunmi and Hyerim. [Sunmi] Lee Sun-mi (born May 2, 1992), referred to as Sunmi, is a South Korean singer. [Sunmi] She debuted in 2007 as a member of South Korean girl group Wonder Girls and left from the group in January 2010 to pursue her academic career. [Wonder Party] Wonder Party is the third mini album by South Korean girl group Wonder Girls.","Lee Sun-mi and Yeeun were the other two final members of the group whose third mini album was named Wonder Party. [Hyolyn] Hyolyn (Kim Hyerim) and Yeeun (Kim Yoon-mi) were the two members of Sistar who left the group in January 2010 to pursue their academic careers. [Sistar] Sistar was a South Korean girl group formed by Starship Entertainment in 2010. The group consisted of three members: Hyorin, Yoon-mi, and Bora. In January 2010, Hyorin and Yoon-mi left the group to pursue their academic careers, leaving Bora as the remaining member.",3,REFUTES,"Wonder Party, Wonder Girls, Sunmi",-4.227295875549316
"[Loksatta] ""Loksatta"" is published out of Mumbai, Pune, Nagpur, Ahmednagar, Aurangabad, and Delhi. [Aurangabad, Maharashtra] The administrative headquarters of the Aurangabad Division or Marathwada region, Aurangabad is titled ""The City of Gates"" and the strong presence of these can be felt as one drives through the city.The City was founded in 1610 by Malik Amber which in the year 2010 completed 400 years. [Ravi Amale] Ravi Amale is the senior editor of the Loksatta newspaper, the leading Marathi daily in Mumbai.","‣ [Aurangabad] Aurangabad is a city in the state of Maharashtra, India, known for its historical and cultural significance. ‣ [Marathi Daily Newspaper] Marathi is a language spoken in the Indian state of Maharashtra, and there are several newspapers published in Marathi, including the senior editor of the Marathi daily newspaper, Ravi Amale.",3,REFUTES,"Aurangabad, Maharashtra, Ravi Amale, Loksatta",-3.2327256202697754
"[In Love and War (1987 film)] In Love and War (1987) is a Vietnam war-based thriller/drama television film starring James Woods and Jane Alexander. [In Love and War (1987 film)] The film is based on the true story of James Stockdale and Sybil Stockdale. [James Stockdale] James Bond Stockdale (December 23, 1923July 5, 2005) was a United States Navy vice admiral and aviator awarded the Medal of Honor in the Vietnam War, during which he was an American prisoner of war for over seven years. [Steven Vincent Leigh] In 1987 he appeared in the film ""In Love and War"".","1. [James Woods] James Woods is an American actor who has been active in film since the early 1970s. 2. [Steven Vincent Leigh] Steven Vincent Leigh is an American actor and musician, known for his roles in the films, The Big Chill (1983), Vision Quest (1985), and The Last Best Sunday (1999). He also appeared in the television film, Promise (1986).",3,REFUTES,"Steven Vincent Leigh, James Stockdale, In Love and War (1987 film)",-4.083078861236572
"[Supergrass] Supergrass were an English rock band, formed in 1993 in Oxford. [Quietdrive] Quietdrive is an alternative rock band based in Hopkins, Minnesota that formed in 2002. [Mike Smith (A&amp;R man)] He then moved to EMI Publishing in 1992, where he went on to sign acts, such as PJ Harvey, Elastica, Supergrass, Teenage Fan Club, Doves, Starsailor, The Beta Band, The Avalanches, Gorillaz, The White Stripes, The Libertines, The Scissor Sisters, The Arcade Fire, and Arctic Monkeys, as well as resigning Blur and progressing to the position of Head of A&R.","🎸 Quietdrive is a rock band from New Jersey, formed in 1999. They were signed by Mike Smith (A&R man) in 1999. 🎸 [Mike Smith] Mike Smith is a music industry executive, best known for his role as the founder of the rock band, The Smithereens. [Quietdrive] Quietdrive is a rock band from New Jersey, formed in 1999. They were signed by Mike Smith (A&R man) in 1999.",3,REFUTES,"Mike Smith (A&amp;R man), Supergrass, Quietdrive",-3.299316644668579
