True Evidence,Generated Evidence,Hops,Label,Topics,bleu_score
"[Bayer 04 Leverkusen] The club plays in the Bundesliga, the top tier of the German football league system, and hosts matches at the BayArena. [BayArena] BayArena (] ) is a football stadium in Leverkusen, North Rhine-Westphalia, Germany, which has been the home ground of Bundesliga club Bayer Leverkusen since 1958. [Willibert Kremer] Willibert Kremer (born 15 October 1939 in Hochneukirch) is a German football coach and a former player who currently works as a scout with Bayer 04 Leverkusen. [Robin Dutt] Starting from the 2011–12 season, he signed a two-year managerial contract with Bayer Leverkusen after the previous manager Jupp Heynckes confirmed on 21 March 2011 that he would not be extending his stay at the BayArena.","[Bayern Munich] Bayern Munich is a German sports club based in Munich, Bavaria, Germany. [Robin Dutt] Robin Dutt is a German football coach and former player, who most recently worked as an assistant coach for TSG 1899 Hoffenheim. [Willibert Kremer] Willibert Kremer is a German football scout and former player, who worked for TSG 1899 Hoffenheim.",4,SUPPORTS,"BayArena, Willibert Kremer, Robin Dutt, Bayer 04 Leverkusen",0.0916794129127811
"[Bo Diddley] Ellas McDaniel (born Ellas Otha Bates, December 30, 1928 – June 2, 2008), known as Bo Diddley, was an American R&B singer, guitarist, songwriter and music producer who played a key role in the transition from the blues to rock and roll, and influenced artists including Elvis Presley, Buddy Holly, the Beatles, the Rolling Stones, the Yardbirds, Eric Clapton, the Who, Jimi Hendrix, George Thorogood, Parliament-Funkadelic, and The Clash. [The Yardbirds] The Yardbirds are an English rock band, formed in London in 1963. [Before You Accuse Me] ""Before You Accuse Me"" (also known as ""Before You Accuse Me (Take a Look at Yourself)"" is a song written and recorded by American musician Bo Diddley in 1957. [Journeyman (album)] Heralded as a return to form for Clapton, who had struggled with alcohol addiction and had recently found sobriety, the album has a 1980s electronic sound, but it also includes blues songs like ""Before You Accuse Me,"" ""Running on Faith,"" and ""Hard Times.""","[Keith Relf] Keith Relf (1942-1976) was an American singer, songwriter, and guitarist who played with several blues and rock bands, including the Yardbirds, the group that recorded the blues song ""Journeyman"" in 1968. [Keith Relf] Relf was born in Chicago, Illinois, and began playing music at an early age. He was a member of the Yardbirds from 1963 to 1965 and also played with other blues and rock bands throughout his career.",4,SUPPORTS,"Journeyman (album), Before You Accuse Me, Bo Diddley, The Yardbirds",6.163046658457505e-79
"[Juan Carlos Onetti] Juan Carlos Onetti Borges (July 1, 1909, Montevideo – May 30, 1994, Madrid) was an Uruguayan novelist and author of short stories. [Richard Llewellyn] Richard Dafydd Vivian Llewellyn Lloyd (8 December 1906 – 30 November 1983), known by his pen name Richard Llewellyn, was a British novelist. [Nuit de chien] It is based on the novel ""Para esta noche"" by Juan Carlos Onetti. [How Green Was My Valley (TV drama serial)] How Green Was My Valley is a BBC Television serial based on the novel by Richard Llewellyn, and features one of the last performances by Stanley Baker.","1. [John Dos Passos] John Dos Passos (1897-1970) was an American author, critic, and poet. He is best known for his trilogy of novels, including ""Manhattan Transfer"" (1925), ""1919"" (1928), and ""U.S.A."" (1930). [Ernest Hemingway] Ernest Miller Hemingway (1899-1961) was an American novelist, short-story writer, and journalist. He is known for his distinctive writing style and his works, including ""The Old Man and the Sea"" (1952) and ""A Farewell to Arms"" (1929). [John Steinbeck] John Steinbeck (1902-1968) was an American author known for his novels about the Great Depression and the California coast. His works include ""Of Mice and Men"" (1937) and ""The Grapes of Wrath"" (1939).",4,SUPPORTS,"Richard Llewellyn, Juan Carlos Onetti, How Green Was My Valley (TV drama serial), Nuit de chien",1.1320316484108348e-78
"[K. Shivaram Karanth] Kota Shivaram Karanth (10 October 1902 – 9 December 1997) was a Kannada writer, social activist, environmentalist, Yakshagana artist, film maker and thinker. [Yakshagana] Yakshagana ( Kannada : ""ಯಕ್ಷಗಾನ"", Tulu : ""ಆಟ"") is a traditional theatre form that combines dance, music, dialogue, costume, make-up, and stage techniques with a unique style and form. [Marali Mannige] Marali Mannige is a Kannada novel by novelist K. Shivaram Karanth. [Shuddha Saveri] Shuddha Saveri or śuddha sāveri is a rāgam in Carnatic music (musical scale of South Indian classical music) and Yakshagana music.","Shuddha Saveri is a multidisciplinary artist who combines dance, costume, makeup, and dialogue in his performances. [Shuddha Saveri] Shuddha Saveri is a contemporary artist from India, known for his multidisciplinary approach to performance art, which combines dance, costume, makeup, and dialogue. [Marali Mannige] The author of the novel Marali Mannige is a multidisciplinary artist who combines dance, costume, makeup, and dialogue in his performances.",4,SUPPORTS,"Marali Mannige, Shuddha Saveri, K. Shivaram Karanth, Yakshagana",0.12281132436078178
"[Nam Woo-hyun] Nam Woo-hyun (Hangul: 남우현 ; Hanja: 南優賢 ; born February 8, 1991), commonly known by his mononym Woohyun, is a South Korean singer and actor with the boy band Infinite. [Eddie Vedder] Eddie Vedder (born Edward Louis Severson; December 23, 1964) is an American musician, singer and songwriter best known as a member of the rock band Pearl Jam, with whom he performs lead vocals and is one of three guitarists. [Write.. (EP)] Write. [Write.. (EP)] . [Write.. (EP)] is the debut extended play by South Korean singer Woohyun. [Bad Radio] The band is most notable for having featured future Pearl Jam vocalist Eddie Vedder as its lead singer from 1988–1990.","Write.. (EP) is the debut extended play by the Australian rock band Bad Radio, released in 1991. [Bad Radio] Bad Radio is an Australian rock band from Perth, Western Australia, formed in 1988. [Bad Radio] The band's lead singer from 1988 to 1990 was Andrew Stockdale. [Andrew Stockdale] Andrew Stockdale was born on September 23, 1971, in Perth, Western Australia, before Bad Radio was formed in 1988.",4,SUPPORTS,"Bad Radio, Write.. (EP), Nam Woo-hyun, Eddie Vedder",0.10304221378556147
"[Lucy Maud Montgomery] Lucy Maud Montgomery {'1': "", '2': "", '3': "", '4': ""} (November 30, 1874 – April 24, 1942) published as L.M. Montgomery, was a Canadian author best known for a series of novels beginning in 1908 with ""Anne of Green Gables"". [Jan Karon] Jan Karon is an American novelist who writes for both adults and young readers. [Anne of Avonlea (1975 film)] It is based on ""Anne of Avonlea"", the sequel to ""Anne of Green Gables"" by Lucy Maud Montgomery. [Toby Tarnow] She was the first actress to portray the popular Anne Shirley of Anne of Green Gables in Canadian radio then in Canadian television in a 1956 television movie.","1. [Anne of Avonlea (1975 film)] The 1975 film adaptation of L.M. Montgomerys Anne of Avonlea was written by Sandra Oh. [Sandra Oh] Sandra Oh is a Canadian actress, known for her roles in the television series Killing Eve (2018), Grey's Anatomy (2007-2019), and Sideways (2004). 2. [Jan Karon] Jan Karon is a Canadian author, known for her series of books, including The Mitford Years (1990), The Man with a Load of Mischief (1993), and A Light in the Window (1994). 3. [Toby Tarnow] Toby Tarnow is a Canadian actor, known for his roles in the films, Anne of Avonlea (1975), and The Dark Crystal (1982).",4,SUPPORTS,"Jan Karon, Toby Tarnow, Anne of Avonlea (1975 film), Lucy Maud Montgomery",0.1754960115497205
"[Cozy Tapes Vol. 2: Too Cozy] It was released on August 25, 2017, by ASAP Worldwide, Polo Grounds Music and RCA Records. [Cozy Tapes Vol. 2: Too Cozy] It was preceded by two singles, ""RAF"" featuring ASAP Rocky, Playboi Carti, Quavo, Lil Uzi Vert and Frank Ocean, and ""Feels So Good"" featuring ASAP Rocky, ASAP Ferg, ASAP Nast, ASAP Twelvyy and ASAP Ant. [Frank Ocean] Christopher Francis ""Frank"" Ocean (born Christopher Edwin Breaux; October 28, 1987) is an American singer and songwriter. [Frank Ocean] Known for his idiosyncratic musical style, Ocean first embarked on a career as a ghostwriter, and in 2010 he became a member of hip hop collective Odd Future. [Swim Good] ""Swim Good"" is a song by American singer Frank Ocean, released as the second single from his mixtape ""Nostalgia, Ultra"" (2011). [Matt Martians] Aside from his solo career, Martians was a founding member of Los Angeles hip hop collective Odd Future and is a part of the sub-groups The Jet Age of Tomorrow with Pyramid Vritra, The Super D3Shay with Pyramid Vritra and brandUn DeShay, The Internet with Syd, and Sweaty Martians with Earl Sweatshirt.","1. [Swim Good] ""Swim Good"" is a song by Canadian rapper and singer Drake, released in 2018. [Drake] Aubrey Drake Graham (born October 24, 1986) is a Canadian rapper, singer, songwriter, and record producer. [Matt Martians] Matt Martians is an American music producer, singer, songwriter, and multi-instrumentalist. He has produced albums for artists such as Kendrick Lamar, Thundercat, and Tyler, The Creator. [Too Cozy] Too Cozy is a 2018 album by Thundercat, featuring guest appearances from Matt Martians, Kamasi Washington, and BADBADNOTGOOD.",4,SUPPORTS,"Cozy Tapes Vol. 2: Too Cozy, Swim Good, Matt Martians, Frank Ocean",0.07194080475219358
"[John Malkovich] He has also appeared in films such as ""Empire of the Sun"", ""The Killing Fields"", ""Con Air"", ""Of Mice and Men"", ""Rounders"", ""Ripley's Game"", ""Knockaround Guys"", ""Being John Malkovich"", ""Shadow of the Vampire"", ""Burn After Reading"", ""RED"", ""Mulholland Falls"", ""Dangerous Liaisons"", and ""Warm Bodies"", as well as producing films such as ""Ghost World"", ""Juno"", and ""The Perks of Being a Wallflower"". [Rounders (film)] Rounders is a 1998 American drama film about the underground world of high-stakes poker, directed by John Dahl, and starring Matt Damon and Edward Norton. [David Zayas] He is best known for his roles as Angel Batista on Showtime's series ""Dexter"", Osborne the cop in ""Rounders"" (1998), Enrique Morales on the HBO prison drama series ""Oz"", Lou the bodega owner in ""Annie"" (2014) and Sal Maroni on Fox's series ""Gotham"". [The Wannabe] The film stars Patricia Arquette, David Zayas, Domenick Lombardozzi, Michael Imperioli, Vincent Piazza and Nick Sandow.","[The Wannabe] The Wannabe is a 2015 Irish-American comedy-drama film directed by John G. Avildsen and starring John Goodman, Ed Harris, and Ving Rhames. [John G. Avildsen] John Guild Avildsen (December 22, 1946 - June 16, 2017) was an American film director, producer, and editor, known for directing the films Rocky (1976), The Karate Kid (1984), and Can't Stop the Music (1980). [John Gavin Malkovich] John Gavin Malkovich (born December 26, 1953) is an American actor, director, and producer. [Matt Damon] Matthew Paige Damon (born October 8, 1970) is an American actor, writer, and producer, known for his roles in Good Will Hunting (1997), The Martian (2015), and Ocean's Eleven (2001). [Edward Norton] Edward Harrison Norton Jr. (born August 18, 1969) is an American actor, director, and producer, known for his roles in Fight Club (1999), American History X (1998), and The Illusionist (2006).",4,SUPPORTS,"John Malkovich, The Wannabe, Rounders (film), David Zayas",0.06536837934206678
"[Excuse My French (album)] The album features guest appearances from Diddy, Nicki Minaj, Drake, Ace Hood, Lil Wayne, Birdman, The Weeknd, Rick Ross, 2 Chainz, Max B, Ne-Yo, Machine Gun Kelly, Raekwon, Scarface and Snoop Dogg, among others. [Machine Gun Kelly (rapper)] Richard Colson Baker (born April 22, 1990), better known by his stage names MGK and Machine Gun Kelly, is an American rapper and actor, from Cleveland, Ohio. [Machine Gun Kelly (rapper)] MGK embarked on a musical career as a teenager, releasing a mixtape in 2006. [Pop That] Released as the first single from his debut studio album ""Excuse My French"" (2013), it features guest appearances from fellow rappers Rick Ross, Drake and Lil Wayne. [Lee on the Beats] He is best known for producing French Montana’s “Pop That” and co-producing Khaled’s “Hold You Down (DJ Khaled song)” alongside production partner Bkorn.","[Lee on the Beats] Lee on the Beats is an American hip hop producer and DJ from Cleveland, Ohio. [French Montana] French Montana is an Moroccan-American rapper and actor from Cleveland, Ohio. [French Montana] He is known for his hit singles ""Ain't Worried About Nothin'"" and ""Unforgettable"", the latter featuring Swae Lee.",4,SUPPORTS,"Lee on the Beats, Machine Gun Kelly (rapper), Excuse My French (album), Pop That",0.03419184817780912
"[Marie Fredriksson] Gun-Marie Fredriksson, known as    (born 30 May 1958), is a Swedish pop singer-songwriter and pianist, best known for forming one half of the pop rock duo Roxette, which she created together with Per Gessle in 1986. [Bada (singer)] Choi Sung-hee (born February 28, 1980), better known as Bada or Sea, is a South Korean singer and musical actress. [I en tid som vår] I en tid som vår ""(In a time like ours)"" is the fifth album from Swedish pop singer and songwriter Marie Fredriksson. [Made in Sea] Made In Sea is a third album released in January 26, 2006 by South Korean singer Bada.","🎵 Made in Sea 🎵 is an album by the Norwegian musician, Erik Grønbye, released in 2018. 🎵 I en tid som vår 🎵 is an album by the Norwegian singer and songwriter, Aagan, released in 2019. [Erik Grønbye] Erik Grønbye (born 1981) is a Norwegian musician, singer, and songwriter from Stavanger, Norway. [Aagan] Aagan is a Norwegian singer and songwriter from Oslo, Norway. His real name is Arild Aagård.",4,SUPPORTS,"Marie Fredriksson, I en tid som vår, Bada (singer), Made in Sea",0.06171248031202706
"[The People vs.] The album also featured guest appearances by the likes of Obie Trice, Miz Korona, Jazze Pha, a one-half of D12 members (Proof, Kon Artis and Eminem), and his brother and Goon Sqwad bandmate Diezel. [Proof (rapper)] DeShaun Dupree Holton (October 2, 1973 – April 11, 2006), better known by his stage name Proof, was an American rapper and actor from Detroit, Michigan. [Welcome 2 Detroit (song)] ""Welcome 2 Detroit"" is the lead single from American rapper Trick-Trick's debut studio album, ""The People vs."". [The Villain (album)] The Villain is the second studio album by American rapper Trick-Trick.","[Welcome 2 Detroit] ""Welcome 2 Detroit"" is the lead single from Big Sean's debut studio album, Finally Famous (2011). [Big Sean] Big Sean is an American rapper, born on March 10, 1973, in Detroit, Michigan. [Big Sean] His second studio album, Dark Sky Paradise (2015), features the single ""Blessings"".",4,SUPPORTS,"The Villain (album), Welcome 2 Detroit (song), Proof (rapper), The People vs.",0.14281502070013874
"[Nevada School of Law at Old College] After its first year, the school moved from the former St. Thomas Aquinas Parochial School to its permanent home at the old ""Reno Gazette-Journal"" newspaper plant donated by the Gannett Company. [Reno Gazette-Journal] The Reno Gazette-Journal is the main daily newspaper for Reno, Nevada. [Reno Gazette-Journal] It is owned by the Gannett Company. [Nevada Appeal] It is the state's third-largest paper, behind the ""Las Vegas Review-Journal"" and ""Reno Gazette-Journal"". [Henry Rust Mighels] A writer of the Sagebrush School, he was the editor and publisher of Carson City, Nevada's ""Nevada Appeal"".","1. [Gannett Company] The Gannett Company is an American media conglomerate that operates multiple daily newspapers across the United States. [Gannett Company] 2. [Nevada School of Law] The University of Nevada, Las Vegas (UNLV) School of Law is a public law school located in Las Vegas, Nevada. [Nevada School of Law] 3. [Henry Rust Mighels] Henry Rust Mighels was the editor of the Las Vegas Review-Journal, one of the largest newspapers in Nevada. [Henry Rust Mighels]",4,SUPPORTS,"Nevada Appeal, Reno Gazette-Journal, Nevada School of Law at Old College, Henry Rust Mighels",0.13719510188490613
"[Gatwick Airport] Gatwick Airport (also known as London Gatwick) (IATA: LGW, ICAO: EGKK) is a major international airport in south-east England, 29.5 mi south of Central London and 2.7 NM north of Crawley. [Gatwick Airport] It is the second-busiest airport by total passenger traffic in the United Kingdom, after London Heathrow. [Heathrow Airport] Heathrow Airport (also known as London Heathrow) (IATA: LHR, ICAO: EGLL) is a major international airport in London, United Kingdom. [Coldwaltham] It is around a 30-minute drive from Gatwick Airport. [John Denison-Pender, 2nd Baron Pender] John Jocelyn Denison-Pender, 2nd Baron Pender, CBE (26 January 1907 – 21 March 1965) was a British civil servant and businessman.","[Coldwaltham] Coldwaltham is a village and civil parish in West Sussex, England. [John Denison-Pender, 2nd Baron Pender] John Denison-Pender, 2nd Baron Pender (1864-1947) was a British nobleman and politician. [British Country] The term ""British Country"" is not a recognized geographical or cultural designation.",4,SUPPORTS,"Gatwick Airport, Heathrow Airport, John Denison-Pender, 2nd Baron Pender, Coldwaltham",0.07190338684195458
"[Alexander Kluge] Alexander Kluge (born 14 February 1932) is a German author, philosopher, academic and film director. [Sidney Salkow] Sidney Salkow (June 16, 1911 – October 18, 2000) was an American film director (more than 50 motion pictures), screenwriter, and television director. [Yesterday Girl] Yesterday Girl (German: Abschied von gestern, ""Farewell to Yesterday"") is a 1966 New German Cinema film directed and written by Alexander Kluge. [Eva Maria Meineke] She appeared in more than one hundred films from 1942 to 2008, including ""Yesterday Girl"" and ""Something for Everyone"".","1. [Eva Maria Meineke] Eva Maria Meineke is a German actress, known for her roles in the films The Dark Knight (2008), One Day (2011), and Run Fatboy Run (2007). 2. [Sidney Salkow] Sidney Salkow (February 2, 1899 - October 25, 1974) was an American film producer, director, and screenwriter.",4,SUPPORTS,"Yesterday Girl, Eva Maria Meineke, Sidney Salkow, Alexander Kluge",0.13501589727347393
