True Evidence,Generated Evidence,Hops,Label,Topics,bleu_score
"[Alan Campbell (actor)] Bruce Alan Campbell (born April 22, 1957), credited professionally as Alan Campbell, is an American television, film and stage actor who is best known for his roles as Derek Mitchell in the 1987–1992 CBS series ""Jake and the Fatman"" and as E.Z. Taylor on the short-lived 1984–1985 ""Three's Company"" spin-off ""Three's a Crowd"". [Jake and the Fatman] Jake and the Fatman is a television crime drama starring William Conrad as prosecutor J. L. (Jason Lochinvar) ""Fatman"" McCabe and Joe Penny as investigator Jake Styles.","Joe Penny is an American actor, best known for his role as Jake Styles in the CBS television series ""Riptide"". [Riptide] Riptide is a 1984-1986 American television series that aired on the CBS network. [Jake Styles] Jake Styles is a fictional character played by Joe Penny in the television series ""Riptide"".",2,SUPPORTS,"Alan Campbell (actor), Jake and the Fatman",0.05443928844194884
"[1999–2000 Parma A.C. season] In the summer following the end of the season, star striker Hernán Crespo ran out of patience, and signed with champions Lazio for a then-world record transfer fee, in a deal that saw Matías Almeyda and Sérgio Conçeicão join Parma. [Matías Almeyda] Matías Jesús Almeyda (] ; born 21 December 1973) is an Argentine retired footballer who played as a defensive midfielder, and the current manager of Mexican club C.D. Guadalajara.","[Matías Jesús Almeyda] Matías Jesús Almeyda (born 16 July 1973 in San Justo, Buenos Aires, Argentina) is an Argentine former footballer and current manager of C.D. Guadalajara. [Sérgio Conçeicão] Sérgio Conçeicão (born 28 July 1976 in Curitiba, Brazil) is a former Brazilian footballer who played as a midfielder.",2,SUPPORTS,"1999–2000 Parma A.C. season, Matías Almeyda",0.17389567597937683
"[Eastern Market, Detroit] Eastern Market is a historic commercial district in Detroit, Michigan. [Michigan] Michigan ( ) is a state in the Great Lakes and Midwestern regions of the United States.","1. [Eastern Market (Detroit)] Eastern Market (Detroit) is a historic public market located at 2934 Russell Street in Detroit, Michigan. [Midwestern and Great Lakes regions] The Midwestern and Great Lakes regions of the United States are defined by the United States Census Bureau as the states of Illinois, Indiana, Michigan, Ohio, Wisconsin, Minnesota, Iowa, North Dakota, South Dakota, and the province of Ontario in Canada.",2,SUPPORTS,"Michigan, Eastern Market, Detroit",0.15686017631708793
"[The Tree of Life (film)] The Tree of Life is a 2011 American experimental epic drama film written and directed by Terrence Malick and featuring a cast of Brad Pitt, Sean Penn, Hunter McCracken, Laramie Eppler, Jessica Chastain, and Tye Sheridan in his debut feature film role. [Terrence Malick] Terrence Frederick Malick ( ; born November 30, 1943) is an American film director, screenwriter and producer.","[Terrence Malick] Terrence Malick (born January 21, 1943) is an American film director, screenwriter, and producer. [The Tree of Life] The Tree of Life is a 2011 American experimental drama film written and directed by Terrence Malick.",2,SUPPORTS,"The Tree of Life (film), Terrence Malick",0.3481081549105915
"[Hunter Mountain Fire Tower] The Hunter Mountain Fire Tower is located on the summit of the eponymous mountain, second highest of the Catskill Mountains in the U.S. state of New York. [Catskill Mountains] The Catskill Mountains, also known as the Catskills, are a large area in the southeastern portion of the U.S. state of New York.","Hunter Mountain is a mountain in the Catskill Mountains, located in Greene County, New York, United States. [Hunter Mountain] The mountain is known for its ski resort, which is one of the largest in the eastern United States. [Catskill Mountains] The Catskill Mountains are a mountain range located in the southeastern part of the U.S. state of New York. [South East Area of New York] The range is located approximately 65 miles (105 km) northwest of New York City and extends for approximately 30 miles (48 km) from the Hudson River to the Delaware River.",2,SUPPORTS,"Hunter Mountain Fire Tower, Catskill Mountains",0.21111005784474746
"[Manru] Manru is an opera (lyrical drama) in three acts, music by Ignacy Jan Paderewski composed to the libretto by Alfred Nossig (English translation by Henry Edward Krehbiel), based on the novel ""A Hut Behind the Village"" (1843) by Józef Ignacy Kraszewski. [Ignacy Jan Paderewski] Ignacy Jan Paderewski, GBE (] ; 18 November [O.S. 6 November] 1860  – 29 June 1941) was a Polish pianist and composer, politician and spokesman for Polish independence.","Manru is a 1933 Polish film directed by Stefan Friedmann. [Stefan Friedmann] Stefan Friedmann (; born 21 September 1896 in Warsaw, died 12 August 1971 in Warsaw) was a Polish film director, screenwriter, and producer. [Manru] The film starred Leon Schiller, Wanda Makowska, and Jadwiga Andrzejewska.",2,SUPPORTS,"Ignacy Jan Paderewski, Manru, O.S. 6 November",0.0457870378087448
"[Archie (comic book)] Archie (also known as Archie Comics) is an ongoing comic book series featuring the Archie Comics character Archie Andrews. [Archie Andrews] Archie Andrews, created in 1941 by publisher John L. Goldwater and artist Bob Montana in collaboration with writer Vic Bloom, is the main character in an American comic book series published by Archie Comics, as well as the long-running ""Archie Andrews"" radio series, a syndicated comic strip, ""The Archie Show"", and ""Archie's Weird Mysteries"".","Archie Andrews is a fictional character, a high school student and the main character in the Archie Comics series. [Vic Bloom] Victor Bloom (born September 19, 1929) is a Canadian comic book artist, writer, and editor, best known for his work on Archie Comics. [Pep Comics] Pep Comics is a series of comic books published by Malibu Comics, featuring characters such as the X-Men, the Avengers, and the Defenders.",2,SUPPORTS,"Archie (comic book), Archie Andrews",0.06887361717372127
"[The Venetian Macao] The 10500000 sqft Venetian Macao is modeled on its sister casino resort The Venetian Las Vegas, and is the seventh-largest building in the world by floor area. [The Venetian Las Vegas] Designed by KlingStubbins, the hotel tower contains 36 stories and rises 475 ft .","The Venetian Macao is a luxury resort, casino, and hotel complex located in the Macao Special Administrative Region of the People's Republic of China. [KlingStubbins] KlingStubbins (; founded 1972) is an American architecture firm based in Boston, Massachusetts. [The Venetian Macao] The Venetian Macao, inspired by the classic Italian architectural style, features a grand casino modeled after the historic Casino di Venezia. [The Venetian Macao] The resort's casino is one of the largest in the world, with over 1,000 slot machines and 200 gaming tables.",2,SUPPORTS,"The Venetian Las Vegas, The Venetian Macao",0.10654497694701208
"[Micky Dolenz] George Michael Dolenz, Jr. (born March 8, 1945) is an American actor, musician, television director, radio personality and theater director, best known as a vocalist and drummer of the 1960s pop/rock band the Monkees. [Jesse James Dupree] Dupree is the lead singer, guitarist, and primary songwriter in the rock band Jackyl, founded in 1991.","Micky Dolenz (born March 8, 1955) is an American drummer, singer, and songwriter, best known for being the drummer for the American rock band The Monkees. [Micky Dolenz] Jesse James Dupree (born December 15, 1966) is an American singer, songwriter, and guitarist, best known for his work with the band Drivin N Cryin. [George Michael Dolenz] George Michael Dolenz (born January 31, 1961) is an American actor, singer, and musician, best known for his work on the television show Happy Days. [George Michael Dolenz] His father, Mickey Dolenz, was also a drummer and member of The Monkees.",2,SUPPORTS,"Micky Dolenz, Jesse James Dupree",0.18254270966819056
"[Presidency of Néstor Kirchner] The Presidency of Néstor Kirchner began on May 25, 2003, when he became President of Argentina. [Presidency of Néstor Kirchner] He was the Governor of Santa Cruz during the 2003 general election, he was elected second to Carlos Menem but became president when Menem refused to go for a required runoff election. [Argentine general election, 2003] Argentina held presidential and parliamentary elections on Sunday, April 27, 2003. [Argentine general election, 2003] Turnout was 78.2%. [Argentine general election, 2003] No one presidential candidate gained enough votes to win outright, but the scheduled runoff was canceled when first-round winner Carlos Menem pulled out, handing the presidency to runner-up Néstor Kirchner.","[Néstor Kirchner] Néstor Carlos Kirchner (August 25, 1950 – November 27, 2010) was the 25th President of Argentina, serving from 2003 to 2007. [Santa Cruz] Santa Cruz is a province of Argentina.",2,SUPPORTS,"Argentine general election, 2003, Presidency of Néstor Kirchner",4.3756514460156553e-79
"[Lise Roel and Hugo Höstrup] Lise Roel (born 1928) and Hugo Höstrup, (1928–2004) were architects born in Randers, Denmark, with primary activity and production around 1960-1980 in western and southern Sweden. [Randers] Randers (] ) is a city in Randers Municipality, Central Denmark Region on the Jutland peninsula.","Lise Roel (born 1973) is a Danish architect and artist, based in Copenhagen. [Hugo Hostrup] Hugo Hostrup (1882-1961) was a Danish architect and designer, born in Copenhagen.",2,SUPPORTS,"Randers, Lise Roel and Hugo Höstrup",0.06470946230608608
"[We Need a Little Christmas (album)] It gives an adult contemporary treatment to songs that Williams had previously recorded for 1963's ""The Andy Williams Christmas Album"" (""Away In A Manger"", ""The Christmas Song (Chestnuts Roasting On An Open Fire)"", ""It's The Most Wonderful Time Of The Year"", ""Silent Night""), 1965's ""Merry Christmas"" (""Mary's Little Boy Child""), 1974's ""Christmas Present"" (""Angels We Have Heard On High"", ""Hark! [We Need a Little Christmas (album)] The Herald Angels Sing"", ""I Heard the Bells on Christmas Day"", ""What Child Is This""), and 1990's ""I Still Believe in Santa Claus"" (""I'll Be Home for Christmas"") and includes three songs that Williams had not recorded before. [Hark! The Herald Angels Sing] ""Hark! [Hark! The Herald Angels Sing] The Herald Angels Sing"" is a Christmas carol that first appeared in 1739 in the collection ""Hymns and Sacred Poems"", having been written by Charles Wesley.","Charles Wesley (8 December 1707 – 29 March 1791) was an English Anglican clergyman and hymnodist, who wrote the lyrics of many popular hymns. [The Andy Williams Christmas Album] The Andy Williams Christmas Album is a 1963 Christmas album by Andy Williams, featuring several Christmas songs, including ""The First Noel"", ""Silent Night"", ""White Christmas"", ""Have Yourself a Merry Little Christmas"", ""The Christmas Song (Chestnuts Roasting on an Open Fire)"", and ""O Holy Night"".",2,SUPPORTS,"Hark! The Herald Angels Sing, We Need a Little Christmas (album)",0.09670352171765591
[Giuseppe Tornatore] Giuseppe Tornatore (born 27 May 1956) is an Italian film director and screenwriter. [The Best Offer] The Best Offer (Italian: La migliore offerta – entitled Deception in the UK) is a 2013 Italian English-language romantic mystery film written and directed by Giuseppe Tornatore.,"[Giuseppe Tornatore] Giuseppe Tornatore (born 27 August 1956 in Bagheria, Sicily) is an Italian film director, screenwriter, and producer. [The Best Offer] The Best Offer (Italian: La migliore offerta) is a 2013 Italian drama film directed by Giuseppe Tornatore and starring Geoffrey Rush, Jim Broadbent, and Paola Cortellesi. [The Best Offer (film)] The film is set in the world of high-end art auctions and follows a wealthy art collector who becomes embroiled in a series of mysterious events. [The Best Offer (film)] The film was released in Italy on 22 November 2013 and has received mixed reviews from critics.",2,SUPPORTS,"Giuseppe Tornatore, The Best Offer",0.2648772296010252
"[BWI Rail Station] It is served by Amtrak intercity services (frequent ""Northeast Regional"" and ""Acela Express"" trains plus the daily ""Vermonter"" and ""Palmetto"") and MARC Penn Line regional rail service. [Acela Express] The Acela Express ( ; colloquially abbreviated to Acela) is Amtrak's flagship service along the Northeast Corridor (NEC) in the Northeast United States between Washington, D.C. and Boston via 14 intermediate stops including Baltimore, Philadelphia, and New York City.","[Acela Express] Acela Express is a service for an Amtrak flagship that includes Union Station in Washington, D.C., as one of its Amtrak intercity services. [BWI Rail Station] Baltimore–Washington International Airport Rail Station, also known as BWI Rail Station, is an Amtrak and MARC train station located in Linthicum, Maryland, United States.",2,SUPPORTS,"Acela Express, BWI Rail Station",0.10034115196901004
"[Round Table Pizza] Round Table Pizza is a large chain of pizza parlors in the western United States. [Marion's Piazza] Established in 1965 by Marion Glass, the company currently operates 9 restaurants throughout the greater Dayton area.","1. Round Table Pizza has more locations in more cities than Marion's Piazza. 2. Marion's Piazza has only one location in San Diego, California. 3. Round Table Pizza has locations in multiple cities across the United States. 4. Marion's Piazza has only one location in San Diego, California. Round Table Pizza has locations in multiple cities across the United States. Marion's Piazza has only one location in San Diego, California. Round Table Pizza has more locations in more cities than Marion's Piazza.",2,SUPPORTS,"Marion's Piazza, Round Table Pizza",2.0030392441245724e-78
"[Thodi Der] ""Thodi Der"" (English dub: Stay a Little Longer) is a popular song from the soundtrack of the Bollywood film Half Girlfriend. [Half Girlfriend (film)] Half Girlfriend is an Indian romantic drama film based on the novel of the same name written by Chetan Bhagat.","1. [Chetan Bhagat] Chetan Bhagat (born 20 April 1977) is an Indian novelist, columnist, television presenter, and scriptwriter. [3 Idiots] 3 Idiots is a 2009 Bollywood coming-of-age comedy-drama film directed by Rajkumar Hirwaikar and produced by Vinod Chopra. [Thodi Der] Thodi Der is a song from the film Rockstar (2011).",2,SUPPORTS,"Thodi Der, Half Girlfriend (film)",0.09326781263884164
"[Ren and Stimpy (characters)] Ren and Stimpy, created by John Kricfalusi, are the title characters in the American-Canadian animated television series ""The Ren & Stimpy Show"". [The Ren &amp; Stimpy Show] The Ren & Stimpy Show is an American animated series created by John Kricfalusi for Nickelodeon.","1. John Kricfalusi is the creator of Ren and Stimpy, and the show was produced by Nickelodeon. 2. The Ren and Stimpy Show premiered in 1991 and ran for five seasons until 1996. 3. The show follows the misadventures of Ren, a mentally unstable Chihuahua, and Stimpy, a dim-witted but lovable cat.",2,SUPPORTS,"Ren and Stimpy (characters), The Ren &amp; Stimpy Show",0.08737240963964767
[Almost Sunrise] Almost Sunrise is a 2016 American documentary film directed by Michael Collins. [Hail! Hail! Rock 'n' Roll] Rock 'n' Roll is a 1987 documentary film directed by Taylor Hackford that chronicles two 1986 concerts celebrating rock and roll musician Chuck Berry's 60th birthday.,"[Hail! Hail! Rock 'n' Roll] Hail! Hail! Rock 'n' Roll is a 1987 American documentary film directed by David Malloy and starring Chuck Berry, Fats Domino, Little Richard, and Jerry Lee Lewis. [Almost Sunrise] Almost Sunrise is a 2016 American drama film directed by Michael Magarro and starring Haze Durham, Brennan Grymes, and David Herman.",2,SUPPORTS,"Hail! Hail! Rock 'n' Roll, Almost Sunrise",0.41333972814815323
"[La Journée de la jupe] La Journée de la jupe is a 2008 French television film, directed by Jean-Paul Lilienfeld and starring Isabelle Adjani as a high school teacher, a role which earned the actress the 2010 César award for Best Actress in a Leading Role. [César Award] The César Award is the national film award of France.","[Isabelle Adjani] Isabelle Adjani (born 27 June 1955 in Paris, France) is a French actress who has won numerous awards for her acting, including a César Award for Best Actress for her performance in Possession (1981). [César Award] The Césars, also known as the French Film Awards, are presented annually by the Académie des Arts et Techniques du Cinéma to recognize excellence in French filmmaking. [2010 Césars] The 2010 Césars ceremony was held at the Château de Champs-sur-Marne in Paris on February 26, 2010.",2,SUPPORTS,"La Journée de la jupe, César Award",0.10796963234625746
"[Kwon Yu-ri] In 2013, she made her film debut in ""No Breathing"". [No Breathing] No Breathing () is a 2013 South Korean sports film set in the world of competitive swimming, starring Seo In-guk, Lee Jong-suk and Kwon Yuri.","Kwon Yu-ri made her film debut in the 2003 film Fragile. [Kwon Yu-ri] Kwon Yu-ri (born March 10, 1988) is a South Korean singer, actress, and model. [Fragile (film)] Fragile is a 2003 South Korean romantic drama film directed by Kim Yong-hang, starring Kwon Yu-ri and Joo Jin-mo.",2,SUPPORTS,"No Breathing, Kwon Yu-ri",0.14499117664785338
"[Christopher Mont] Dr. Christopher Mont (1496/7–1572) was a sixteenth-century diplomat, born in Koblenz but in 1531 awarded denization in England, where he became an agent of Thomas Cromwell. [Thomas Cromwell] Thomas Cromwell, 1st Earl of Essex ( or ; 1485 – 28 July 1540) was an English lawyer and statesman who served as chief minister to King Henry VIII of England from 1532 to 1540.","1. Christopher Mont was an agent for the actor, Christopher Plummer. 2. Christopher Mont was a former MI6 agent. 3. Christopher Mont was awarded denization in England. 4. An english lawyer represented Christopher Mont in his application for denization. EVIDENCE: 1. Christopher Mont was an agent for the actor, Christopher Plummer. [Christopher Mont] Christopher George ""Chris"" Plummer (born December 13, 1929) is a Canadian actor of film, stage, and television. [Christopher Mont] He has been nominated for four Academy Awards and has won one, as well as a Tony Award. [Christopher Mont] 2. Christopher Mont was a former MI6 agent. [Christopher Mont] Christopher Mont (; born 1950) is a former MI6 agent, who served in the intelligence agency for 20 years. [Christopher Mont] 3. Christopher Mont was awarded denization in England. [Christopher Mont] Denization is the process of granting certain rights or privileges to a foreign national, usually in exchange for certain services or payments. [Christopher Mont] 4. An english lawyer represented Christopher Mont in his application for denization. [Christopher Mont] Robert Harris (; born 1944) is a British lawyer and barrister who has been involved in several high-profile cases, including the successful appeal of Christopher Monts denization application.",2,SUPPORTS,"Christopher Mont, Thomas Cromwell",0.039211562956912235
