True Evidence,Generated Evidence,Hops,Label,Topics,bartscore
"[American Scientist] American Scientist (informally abbreviated AmSci) is an American bimonthly science and technology magazine published since 1913 by Sigma Xi, The Scientific Research Society. [Dwell (magazine)] It was launched with a magazine in September 2000 to bridge the gap between design professionals and enthusiasts by Lara Hedberg Deam with architecture and design critic Karrie Jacobs as its Editor-in-Chief. [Global Open Access Forum] It was created by the American Scientist, which is published by Sigma Xi, in September 1998, before the term ""Open Access"" (OA) was coined, and it was originally called the ""September98-Forum.""","Global Open Access Forum was established in 2003. [Dwell] Dwell is a magazine of architecture, art, and design, published quarterly by Dwell Media, LLC, based in San Francisco, California. [Global Open Access Forum] The Global Open Access Forum is a non-profit organization that advocates for open access to scholarly literature. [Global Open Access Forum] The organization was established in 2003 by a group of academics and librarians who were concerned about the limitations of traditional publishing models and the need for greater access to scholarly literature.",3,REFUTES,"Global Open Access Forum, American Scientist, Dwell (magazine)",-4.308440685272217
"[2015–16 Oklahoma City Thunder season] After coming just short of making the playoffs the previous season, the Thunder won the Northwest Division and clinched the third seed in the Western Conference. [Billy Donovan] William John Donovan Jr. (born May 30, 1965) is an American professional basketball coach who is currently the head coach for the Oklahoma City Thunder of the National Basketball Association (NBA). [Lewis Preston (basketball)] He previously served as an assistant men's basketball coach at Pennsylvania State University, Coastal Carolina University, the University of Notre Dame, and under Billy Donovan at the University of Florida.","[Lewis Preston] Lewis Preston (born June 21, 1965) is an American former professional basketball player and current head coach for the Oklahoma City Thunder of the National Basketball Association (NBA). [Oklahoma City Thunder] The Oklahoma City Thunder is an American professional basketball team based in Oklahoma City, Oklahoma. [Chesapeake Energy Arena] The Chesapeake Energy Arena, formerly known as the Ford Center, is an indoor arena located in downtown Oklahoma City, Oklahoma.",3,REFUTES,"Lewis Preston (basketball), 2015–16 Oklahoma City Thunder season, Billy Donovan",-2.5542030334472656
"[The Bassarids] The Bassarids (in German: ""Die Bassariden "") is an opera in one act and an intermezzo, with music by Hans Werner Henze to an English libretto by W. H. Auden and Chester Kallman, after Euripides's ""The Bacchae"". [Don Quichotte] Don Quichotte (""Don Quixote"") is an opera in five acts by Jules Massenet to a French libretto by Henri Caïn. [Bodo Igesz] He also staged operas for the Salzburg Festival, and staged numerous operas for the Santa Fe Opera; including the United States premieres of Hindemith's ""Cardillac"" (1967), Schoenberg's ""Die Jakobsleiter"" (1968), Henze's ""The Bassarids"" (1968) and Aribert Reimann's ""Melusine"" (1972).","[Don Quichotte] Don Quixote (Spanish: Don Quijote) is a musical play with a book by Paul Kneiphof, lyrics by Robert Bodanzky, and music by Karl von Miltitz. [Bodo Igesz] Bodo Igesz (1886-1945) was a German opera singer and opera director.",3,REFUTES,"Bodo Igesz, Don Quichotte, The Bassarids",-3.690701484680176
"[Tom Mandrake] Tom Mandrake (born May 26, 1956) is an American comics artist, perhaps best known for his collaborations with writer John Ostrander on several series, including ""Grimjack"" (from First Comics) and ""Firestorm"", ""The Spectre"", and ""Martian Manhunter"" from DC Comics. [Martian Manhunter] The Martian Manhunter (J'onn J'onzz) is a fictional superhero appearing in American comic books published by DC Comics. [Janus Directive] Among the creators who contributed to the storyline were writers John Ostrander, Kim Yale, Paul Kupperberg, Cary Bates and Greg Weisman and artists John K. Snyder III, Rick Hoberg, Rafael Kayanan, Tom Mandrake and Pat Broderick.","[Mark Verheiden] Mark Verheiden (born May 14, 1963) is an American television producer, writer, and actor. [The Janus Directive] The Janus Directive is a 1982 science fiction film directed by John H. Sylos and starring Robert Urich, Kitty Winn, and Peter Donat. [Martian Manhunter] Martian Manhunter is a fictional superhero appearing in American comic books published by DC Comics. The character was created by writer Gardner Fox and artist Mike Sekowsky and first appeared in The Flash vol. 2 # 107 (July 1959).",3,REFUTES,"Janus Directive, Tom Mandrake, Martian Manhunter",-4.089408874511719
"[Normanby le Wold] Normanby le Wold is a village and civil parish in the West Lindsey district of Lincolnshire, England. [Caistor] Caistor is a town and civil parish situated in the West Lindsey district of Lincolnshire, England. [Caistor] It lies at the north-west edge of the Lincolnshire Wolds, on the Viking Way, and just off the A46 between Lincoln and Grimsby, at the A46, A1084, A1173 and B1225 junction. [Wolds Top] It lies some distance to the north of the village of Normanby le Wold in Lincolnshire.","Caistor is a small town in Lincolnshire, England. It is situated on the A1133, approximately 10 miles (16 km) north of Grimsby and 12 miles (19 km) south of Lincoln. [Wolds Top] Wolds Top is a hill in Lincolnshire, England, located 3 miles (4.8 km) north of the town of Market Rasen. [A46 Junction] The A46 is a major road in England, running from Lincoln to Grimsby. The junction between the A46 and the A1133 is located approximately 2 miles (3.2 km) north of Caistor.",3,REFUTES,"Caistor, Wolds Top, Normanby le Wold",-3.7487387657165527
"[Detroit (film)] Detroit is a 2017 American period crime drama film directed by Kathryn Bigelow and written by Mark Boal. [Detroit (film)] Based on the Algiers Motel incident during Detroit's 1967 12th Street Riot, the film's release commemorated the 50th anniversary of the event. [1967 Detroit riot] The 1967 Detroit riot, also known as the 12th Street riot or the 1967 Detroit rebellion, was one of 159 race riots that swept cities in the United States during the ""Long Hot Summer of 1967"". [Will Poulter] William Jack Poulter (born 28 January 1993) is an English actor known for his work in the films ""The Maze Runner"" (2014), ""Son of Rambow"", """" (2010), ""We're the Millers"" (2013), ""The Revenant"" (2015), and ""Detroit"" (2017).","Will Poulter as Jimmy in the 2017 British period crime drama film Detroit. [Detroit (film)] Detroit is a 2017 British period crime drama film directed by Kathryn Bigelow and written by Mark Burnell. The film is based on the true events of the 1967 Detroit riot, which took place on July 23, 1967. The film stars John Boyega, Algee Smith, Jacob Latimore, and Will Poulter. The film was released in the United States on August 4, 2017.",3,REFUTES,"Will Poulter, 1967 Detroit riot, Detroit (film)",-2.7286391258239746
"[Michael Brodsky] He is best known for his novels, and for his translation of Samuel Beckett's ""Eleuthéria"". [Samuel Beckett] Samuel Barclay Beckett ( ; 13 April 1906 – 22 December 1989) was an Irish avant-garde novelist, playwright, theatre director, and poet, who lived in Paris for most of his adult life and wrote in both English and French. [Act Without Words I] Act Without Words I is a short play by Samuel Beckett.","Michael Mark Brodsky (born 1958) is a Norwegian-American literary translator, critic, and editor. [Knut Faldbakken] Knut Faldbakken (born 1943) is a Norwegian writer, journalist, and theatre critic. [Act Without Words I] Act Without Words I is a short play written by the Norwegian avant-garde novelist, playwright, theatre director, and poet, Ingmar Bergman.",3,REFUTES,"Act Without Words I, Samuel Beckett, Michael Brodsky",-3.105362892150879
"[Wim Jonk] Together with Jordi Cruyff, Jonk manages Cruyff Football and is responsible for the worldwide continuation and dissemination of the football legacy of Dutch football legend Johan Cruyff, who died on March 24, 2016. [Jordi Cruyff] Johan Jordi Cruijff (] , anglicised to Cruyff; born 9 February 1974) is a Dutch former footballer. [Jordi Cruyff] Cruyff is currently Maccabi Tel Aviv's manager. [1993–94 Inter Milan season] In the summer of 1993, Inter acquired Dutch men Dennis Bergkamp and Wim Jonk, already spotted in the previous winter.","[Rinus Michels] Rinus Michels (19, January 1922 – 3, March 2005) was a Dutch football player, coach and manager. [Dennis Bergkamp] Dennis Bergkamp (born 11 April 1969) is a Dutch former professional footballer who played as a winger or second striker. [Johan Cruyff] Johan Cruyff (25 April 1947 – 24 March 2016) was a Dutch professional footballer and coach who is widely regarded as one of the greatest players in the history of football. [Tel Aviv team] Maccabi Tel Aviv is an Israeli professional football club based in Tel Aviv, Israel, that competes in the Israeli Premier League.",3,REFUTES,"Jordi Cruyff, Wim Jonk, 1993–94 Inter Milan season",-4.362179279327393
"[How Glory Goes] How Glory Goes is the second album from Audra McDonald, released in 2000. [How Glory Goes] Five of the songs were written by Harold Arlen, and two by Adam Guettel, including the title track. [Adam Guettel] Adam Guettel ( ; born December 16, 1964) is an American composer-lyricist of musical theater and opera. [Elena Shaddow] She recently toured as Clara Johnson in Adam Guettel's ""The Light in the Piazza"" before leaving and being replaced by Katie Clarke.","[Sara Bareilles] Sara Bareilles (born December 7, 1964) is an American singer-songwriter, pianist, and actress. [Audra McDonald] Audra McDonald (born June 5, 1972) is an American actress, singer, and narrator known for her powerful, soulful voice and versatility in multiple genres of music, including jazz, blues, and musical theater. [Elana Shaddow] Elana Shaddow is an American actress and singer known for her performances in musical theater, opera, and concerts.",3,REFUTES,"How Glory Goes, Adam Guettel, Elena Shaddow",-2.9385457038879395
"[Thomas Keneally] Thomas Michael Keneally, AO (born 7 October 1935) is a prolific Australian novelist, playwright, and essayist. [Peter Straub] Peter Francis Straub (born March 2, 1943) is an American novelist and poet. [The Playmaker] The Playmaker is a novel based in Australia written by the Australian author Thomas Keneally.","[Peter Straub] Peter Straub is an American author known for his horror and dark fantasy works, such as Ghost Story (1979), If on a winter's night a traveler (1981), and Shadowland (1992). [The Playmaker] The Playmaker is a 1992 romance novel written by Daniel Stevans.",3,REFUTES,"Thomas Keneally, The Playmaker, Peter Straub",-5.076356887817383
"[Thomas Robsahm] In 2015 he produced the film ""Louder Than Bombs"" by Joachim Trier. [Louder Than Bombs (film)] Louder Than Bombs is a 2015 internationally co-produced drama film directed by Joachim Trier, and co-written with Eskil Vogt. [Margarete Robsahm] She is the mother of director Thomas Robsahm and sister of the actor Fred Robsahm.","Joachim Trier (born 22 August 1980) is a Norwegian film director and screenwriter. [Louder Than Bombs] Louder Than Bombs is a 2015 internationally co-produced drama film directed by Joachim Trier and starring Jovan Adepo, David Strathairn, and Gene Jones. [Margarete Robsahm] Margarete Robsahm (1920-2011) was a Norwegian film producer, married to Erik Bye. [Youngest son of Margarete Robsahm] The youngest son of Margarete Robsahm is not a known person.",3,REFUTES,"Louder Than Bombs (film), Margarete Robsahm, Thomas Robsahm",-3.5409955978393555
"[Waris Hussein] Waris Hussein (born 9 December 1938) is a British-Indian television director and film director best known for his many productions for British television, including ""Doctor Who"" and the ""Play of the Month"" version of ""A Passage to India"" (1965). [Mathieu Kassovitz] Mathieu Kassovitz (born 3 August 1967) is a French director, screenwriter, producer, editor, and actor probably best known in Francophone countries for his role as Nino Quincampoix in ""Amélie"" (""Le Fabuleux Destin d'Amélie Poulain""; 2001). [The Possession of Joel Delaney] The Possession of Joel Delaney is a 1972 American horror film directed by Waris Hussein and starring Shirley MacLaine and Perry King.","[Ruth Gordon] Ruth Gordon (September 5, 1896 – January 4, 1981) was a Canadian-American actress, comedian, and screenwriter. [Mathieu Kassovitz] Mathieu Kassovitz (born 15 November 1967 in Paris, France) is a French actor, film director, and screenwriter. [The Possession of Joel Delaney] The Possession of Joel Delaney is a 1978 psychological horror film directed by Ridley Scott and starring Stacey Keach, Carol Kief, and Ed Flanders.",3,REFUTES,"Mathieu Kassovitz, The Possession of Joel Delaney, Waris Hussein",-2.7933263778686523
"[Fenwick, Northumberland] Its close proximity to Lindisfarne Castle, Bamburgh Castle and Chillingham Castle means it is an ideal base from which to explore the rich history of Northumberland and the Farne Islands. [Bamburgh Castle] Bamburgh Castle is a castle on the northeast coast of England, by the village of Bamburgh in Northumberland. [Sir Claudius Forster, 1st Baronet] He was descended from a long line of Governors of Bamburgh Castle, and was granted ownership of Bamburgh Castle and estates by the Crown in 1609.","[Sir Claudius Forster] Sir Claudius Forster, 1st Baronet (1772 – 1841) was a British politician and landowner. [Lindisfarne Castle] Lindisfarne Castle is a castle located on Holy Island, off the northeast coast of England, in Northumberland.",3,REFUTES,"Bamburgh Castle, Fenwick, Northumberland, Sir Claudius Forster, 1st Baronet",-2.2725918292999268
"[1974 South African Grand Prix] The 1974 South African Grand Prix was a Formula One motor race held at Kyalami on 30 March 1974. [Kyalami] Kyalami Racing Circuit (from ""Khaya lami"", ""My home"" in Zulu) is a motor racing circuit located in Midrand, Gauteng province, South Africa. [BRM P201] Its best finish was second place for Jean-Pierre Beltoise at the 1974 South African Grand Prix, on the car's debut.","[BRM P201] The BRM P201 was a Formula One car designed and built by British Racing Motors (BRM) in 1970. [Kyalanga Circuit] The Kyalanga Circuit, also known as the Kyalanga Raceway or the Zulu Park Circuit, is a former Formula One racing circuit located in the South African province of KwaZulu-Natal. [South African Province of Zulu] The South African Province of Zulu is a province located in the eastern part of South Africa.",3,REFUTES,"Kyalami, 1974 South African Grand Prix, BRM P201",-4.450118064880371
"[Martin Flavin] Martin Archer Flavin (November 2, 1883 – December 27, 1967) was an American playwright and novelist. [Peter Benchley] Peter Bradford Benchley (May 8, 1940 – February 11, 2006) was an American author and screenwriter. [Three Who Loved] Three Who Loved is a 1931 American Pre-Code drama film directed by George Archainbaud from a screenplay by Beulah Marie Dix based on a story by Pulitzer Prize-winning author Martin Flavin.",1. Peter Benchley was the author of Jaws. 2. The Harper Prize is awarded annually by the University of Notre Dame for outstanding literary achievement. 3. The Three Who Loved is a novel by Elinor Lipton.,3,REFUTES,"Peter Benchley, Three Who Loved, Martin Flavin",-4.758254528045654
"[Wonder Girls] Wonder Girls () was a South Korean girl group and band formed by producer Park Jin-young under JYP Entertainment in 2006, which debuted in 2007. [Wonder Girls] The group's final line-up consisted of Yubin, Yeeun, Sunmi and Hyerim. [Sunmi] Lee Sun-mi (born May 2, 1992), referred to as Sunmi, is a South Korean singer. [Sunmi] She debuted in 2007 as a member of South Korean girl group Wonder Girls and left from the group in January 2010 to pursue her academic career. [Wonder Party] Wonder Party is the third mini album by South Korean girl group Wonder Girls.","1. Lee Sun-mi joined Wonder Girls in 2007, and Yeeun joined in 2009. 2. The Wonder Girls third mini album was released on January 26, 2010. 3. The group consisted of Hyemi, Lee Sun-mi, Yeeun, and the individual who left the group in January 2010 to pursue her academic career. 4. The groups third mini album was named Wonder Party. CLAIM: The actress who played the role of Princess Jasmine in the 1992 Disney animated film ""Aladdin"" is the same actress who played the role of Dorothy in the 1939 MGM film ""The Wizard of Oz"". EVIDENCE: [1992 Disney animated film ""Aladdin""] The role of Princess Jasmine in the 1992 Disney animated film ""Aladdin"" was voiced by Linda Larkin. [1939 MGM film ""The Wizard of Oz""] The role of Dorothy in the 1939 MGM film ""The Wizard of Oz"" was played by Judy Garland.",3,REFUTES,"Wonder Girls, Sunmi, Wonder Party",-8.075745582580566
"[Loksatta] ""Loksatta"" is published out of Mumbai, Pune, Nagpur, Ahmednagar, Aurangabad, and Delhi. [Aurangabad, Maharashtra] The administrative headquarters of the Aurangabad Division or Marathwada region, Aurangabad is titled ""The City of Gates"" and the strong presence of these can be felt as one drives through the city.The City was founded in 1610 by Malik Amber which in the year 2010 completed 400 years. [Ravi Amale] Ravi Amale is the senior editor of the Loksatta newspaper, the leading Marathi daily in Mumbai.","[Aurangabad] Aurangabad (Marathi: औरंघाबाद, IAST: Aurangābād) is a city in the Indian state of Maharashtra. [The Bombay Darpan] The Bombay Darpan (Marathi: बम्बे दर्पन, IAST: Bombē Darpan) is a Marathi daily newspaper, published from Mumbai, India. [Ravi Amale] Ravi Amale is the senior editor of the Marathi daily newspaper, The Bombay Darpan.",3,REFUTES,"Loksatta, Ravi Amale, Aurangabad, Maharashtra",-3.10787296295166
"[In Love and War (1987 film)] In Love and War (1987) is a Vietnam war-based thriller/drama television film starring James Woods and Jane Alexander. [In Love and War (1987 film)] The film is based on the true story of James Stockdale and Sybil Stockdale. [James Stockdale] James Bond Stockdale (December 23, 1923July 5, 2005) was a United States Navy vice admiral and aviator awarded the Medal of Honor in the Vietnam War, during which he was an American prisoner of war for over seven years. [Steven Vincent Leigh] In 1987 he appeared in the film ""In Love and War"".","James Woods portrays Carlton Stowell in the made-for-TV movie ""The Return of the Secaucus 7."" Stowell was based on Steven Vincent Leigh, a former Marine who was part of the Abu Graib prisoner abuse scandal. [Steven Vincent Leigh] Steven Vincent Leigh (December 27, 1955 – March 20, 2005) was a former United States Marine who was convicted of abusing and sexually assaulting Iraqi prisoners at the Abu Ghraib prison during the Iraq War. [The Return of the Secaucus 7] The Return of the Secaucus 7 is a 1987 television film directed by John Daly and starring James Woods as Carlton Stowell.",3,REFUTES,"In Love and War (1987 film), Steven Vincent Leigh, James Stockdale",-5.650118350982666
"[Supergrass] Supergrass were an English rock band, formed in 1993 in Oxford. [Quietdrive] Quietdrive is an alternative rock band based in Hopkins, Minnesota that formed in 2002. [Mike Smith (A&amp;R man)] He then moved to EMI Publishing in 1992, where he went on to sign acts, such as PJ Harvey, Elastica, Supergrass, Teenage Fan Club, Doves, Starsailor, The Beta Band, The Avalanches, Gorillaz, The White Stripes, The Libertines, The Scissor Sisters, The Arcade Fire, and Arctic Monkeys, as well as resigning Blur and progressing to the position of Head of A&R.","[Quietdrive] Quietdrive is a rock band from Charlotte, North Carolina, formed in 1999. [Mike Smith (A&R man)] Mike Smith is an American A&R man and music producer, best known for his work with the band Cheap Trick. [Quietdrive] Quietdrive released their debut album, ""Bright Side,"" in 2000. [Quietdrive] The album was produced by Smith and featured the hit single ""Love in the 21st Century."" [Quietdrive] Quietdrive has toured with bands such as Nickelback and Creed. [Quietdrive] The band has been inactive since 2004.",3,REFUTES,"Mike Smith (A&amp;R man), Supergrass, Quietdrive",-3.9247210025787354
"[Johnny Tremain (film)] Johnny Tremain is a 1957 film made by Walt Disney Productions, based on the 1944 Newbery Medal-winning children's novel of the same name by Esther Forbes, retelling the story of the years in Boston, Massachusetts prior to the outbreak of the American Revolution. [Magic Kingdom] Initialized by Walt Disney and designed by WED Enterprises, its layout and attractions are based on Disneyland Park in Anaheim, California, and is dedicated to fairy tales and Disney characters. [Hal Stalmaster] Harry Lapidus Stalmaster, known as Hal Stalmaster (born March 29, 1940), is an American former actor, known for his lead role in the 1957 Walt Disney film of the American Revolution ""Johnny Tremain"", based on the 1943 Esther Forbes novel of the same name.","[Hal Stalmaster] Hal Stalmaster (born May 24, 1936) is an American actor, voice actor, and former child actor. [Walt Disney] Walt Disney (; born Walter Elias Disney; December 4, 1901 – December 15, 1966) was an American entrepreneur, animator, film producer, director, and studio executive. [Magic Kingdom] Magic Kingdom is a theme park located at the Walt Disney World Resort in Bay Lake, Florida, in the United States. [Magic Kingdom] Walt Disney was the founder of The Walt Disney Company and is best known for his influence in the entertainment industry, especially in film and television. [Walt Disney World Resort] The Walt Disney World Resort is a vacation resort located in Bay Lake, Florida, near Orlando, that includes four theme parks, including Magic Kingdom.",3,REFUTES,"Johnny Tremain (film), Hal Stalmaster, Magic Kingdom",-4.177297592163086
