True Evidence,Generated Evidence,Hops,Label,Topics,bleu_score
"[Bayer 04 Leverkusen] The club plays in the Bundesliga, the top tier of the German football league system, and hosts matches at the BayArena. [BayArena] BayArena (] ) is a football stadium in Leverkusen, North Rhine-Westphalia, Germany, which has been the home ground of Bundesliga club Bayer Leverkusen since 1958. [Willibert Kremer] Willibert Kremer (born 15 October 1939 in Hochneukirch) is a German football coach and a former player who currently works as a scout with Bayer 04 Leverkusen. [Robin Dutt] Starting from the 2011–12 season, he signed a two-year managerial contract with Bayer Leverkusen after the previous manager Jupp Heynckes confirmed on 21 March 2011 that he would not be extending his stay at the BayArena.","[Fortuna Düsseldorf] Fortuna Düsseldorf is a German football club located in Düsseldorf, North Rhine-Westphalia. [Robin Dutt] Robin Dutt (born 1960) is a former German football player and coach. [Willibert Kremer] Willibert Kremer (born 1939) is a retired German football player and scout.",4,SUPPORTS,"Bayer 04 Leverkusen, BayArena, Willibert Kremer, Robin Dutt",0.07975632654173481
"[Bo Diddley] Ellas McDaniel (born Ellas Otha Bates, December 30, 1928 – June 2, 2008), known as Bo Diddley, was an American R&B singer, guitarist, songwriter and music producer who played a key role in the transition from the blues to rock and roll, and influenced artists including Elvis Presley, Buddy Holly, the Beatles, the Rolling Stones, the Yardbirds, Eric Clapton, the Who, Jimi Hendrix, George Thorogood, Parliament-Funkadelic, and The Clash. [The Yardbirds] The Yardbirds are an English rock band, formed in London in 1963. [Before You Accuse Me] ""Before You Accuse Me"" (also known as ""Before You Accuse Me (Take a Look at Yourself)"" is a song written and recorded by American musician Bo Diddley in 1957. [Journeyman (album)] Heralded as a return to form for Clapton, who had struggled with alcohol addiction and had recently found sobriety, the album has a 1980s electronic sound, but it also includes blues songs like ""Before You Accuse Me,"" ""Running on Faith,"" and ""Hard Times.""","[Keith Relf] Keith Relf (September 24, 1943 – October 2, 1973) was an American rock guitarist, singer, and songwriter, best known for his work with the band Electric Flag. [Journeyman (album)] Journeyman is the ninth studio album by American singer-songwriter Eric Clapton, released in 1989. [Yardbirds] The Yardbirds were a British rock band that formed in London in 1963. [Keith Relf] Relf was the lead vocalist and guitarist for the band during their early years, before he died in a plane crash in 1973. [Keith Relf] Relfs guitar playing was a major influence on the development of rock music, particularly in the 1960s. [Keith Relf] He was known for his powerful, blues-infused guitar playing, and was one of the first guitarists to use the instrument to create a distinctive sound. [Keith Relf] Relf was also a member of the band Cream, and played on several of their albums, including Fresh Cream and Wheels of Fire. [Keith Relf] Relfs playing on the song ""Sunshine of Your Love"" is considered one of the most influential guitar riffs in rock music history. [Keith Relf] Relf was a key figure in the development of the blues rock genre, and his influence can be heard in the work of many other guitarists and bands.",4,SUPPORTS,"Before You Accuse Me, The Yardbirds, Bo Diddley, Journeyman (album)",0.0978706006227352
"[Juan Carlos Onetti] Juan Carlos Onetti Borges (July 1, 1909, Montevideo – May 30, 1994, Madrid) was an Uruguayan novelist and author of short stories. [Richard Llewellyn] Richard Dafydd Vivian Llewellyn Lloyd (8 December 1906 – 30 November 1983), known by his pen name Richard Llewellyn, was a British novelist. [Nuit de chien] It is based on the novel ""Para esta noche"" by Juan Carlos Onetti. [How Green Was My Valley (TV drama serial)] How Green Was My Valley is a BBC Television serial based on the novel by Richard Llewellyn, and features one of the last performances by Stanley Baker.","[Arthur Golden] Arthur Golden (born 1959) is an American author, best known for his novel Memoirs of a Geisha (1997). [John Steinbeck] John Steinbeck (; February 27, 1902 – December 20, 1968) was an American author known for his novels Grapes of Wrath, East of Eden, and Of Mice and Men. [Ernest Hemingway] Ernest Miller Hemingway (July 21, 1899 – July 2, 1961) was an American novelist, short-story writer, and journalist.",4,SUPPORTS,"Nuit de chien, How Green Was My Valley (TV drama serial), Juan Carlos Onetti, Richard Llewellyn",1.1386811503572664e-78
"[K. Shivaram Karanth] Kota Shivaram Karanth (10 October 1902 – 9 December 1997) was a Kannada writer, social activist, environmentalist, Yakshagana artist, film maker and thinker. [Yakshagana] Yakshagana ( Kannada : ""ಯಕ್ಷಗಾನ"", Tulu : ""ಆಟ"") is a traditional theatre form that combines dance, music, dialogue, costume, make-up, and stage techniques with a unique style and form. [Marali Mannige] Marali Mannige is a Kannada novel by novelist K. Shivaram Karanth. [Shuddha Saveri] Shuddha Saveri or śuddha sāveri is a rāgam in Carnatic music (musical scale of South Indian classical music) and Yakshagana music.","[Shuddha Saveri] Shuddha Saveri (born 1980) is an Indian film actor, playback singer, and former model. [Marali Mannige] The novel Marali Mannige (Sinhala, The Beauty of the Soul) is a 1966 Sri Lankan novel by the Sri Lankan author, Edwin Mithran.",4,SUPPORTS,"Shuddha Saveri, Marali Mannige, Yakshagana, K. Shivaram Karanth",0.06232791652173193
"[Nam Woo-hyun] Nam Woo-hyun (Hangul: 남우현 ; Hanja: 南優賢 ; born February 8, 1991), commonly known by his mononym Woohyun, is a South Korean singer and actor with the boy band Infinite. [Eddie Vedder] Eddie Vedder (born Edward Louis Severson; December 23, 1964) is an American musician, singer and songwriter best known as a member of the rock band Pearl Jam, with whom he performs lead vocals and is one of three guitarists. [Write.. (EP)] Write. [Write.. (EP)] . [Write.. (EP)] is the debut extended play by South Korean singer Woohyun. [Bad Radio] The band is most notable for having featured future Pearl Jam vocalist Eddie Vedder as its lead singer from 1988–1990.","Bad Radio is an American indie rock band from New York City, formed in 1988 and active until 1996. [Bad Radio] The bands lead singer, Jeff McDonald, was born in 1965, making him older than the bands debut EP, Write.. (EP), which was released in 1990. [Jeff McDonald] Jeff McDonald is an American singer-songwriter and guitarist, best known as the lead vocalist and guitarist of the alternative rock band Bad Radio from 1988 to 1996.",4,SUPPORTS,"Write.. (EP), Bad Radio, Nam Woo-hyun, Eddie Vedder",0.07997601250869527
"[Lucy Maud Montgomery] Lucy Maud Montgomery {'1': "", '2': "", '3': "", '4': ""} (November 30, 1874 – April 24, 1942) published as L.M. Montgomery, was a Canadian author best known for a series of novels beginning in 1908 with ""Anne of Green Gables"". [Jan Karon] Jan Karon is an American novelist who writes for both adults and young readers. [Anne of Avonlea (1975 film)] It is based on ""Anne of Avonlea"", the sequel to ""Anne of Green Gables"" by Lucy Maud Montgomery. [Toby Tarnow] She was the first actress to portray the popular Anne Shirley of Anne of Green Gables in Canadian radio then in Canadian television in a 1956 television movie.","[Lucy Maud Montgomery] Lucy Maud Montgomery (November 30, 1874 – April 6, 1942) was a Canadian author, best known for her series of novels, beginning with Anne of Green Gables (1908), which was adapted into a 1975 film. [Jan Karon] Jan Karon (; born 1935) is an American author, best known for her series of novels, beginning with Mitford (1990), which was adapted into a 1999 film. [Anne of Avonlea (1975 film)] Anne Shirley portrayed the character of Anne Shirley in the 1975 film adaptation of the book, Anne of Avonlea. [Toby Tarnow] Toby Tarnow is an actor who portrayed the character of Gilbert Blythe in the 1985 television series adaptation of the book, Anne of Avonlea.",4,SUPPORTS,"Jan Karon, Anne of Avonlea (1975 film), Toby Tarnow, Lucy Maud Montgomery",0.2851308964922415
"[Cozy Tapes Vol. 2: Too Cozy] It was released on August 25, 2017, by ASAP Worldwide, Polo Grounds Music and RCA Records. [Cozy Tapes Vol. 2: Too Cozy] It was preceded by two singles, ""RAF"" featuring ASAP Rocky, Playboi Carti, Quavo, Lil Uzi Vert and Frank Ocean, and ""Feels So Good"" featuring ASAP Rocky, ASAP Ferg, ASAP Nast, ASAP Twelvyy and ASAP Ant. [Frank Ocean] Christopher Francis ""Frank"" Ocean (born Christopher Edwin Breaux; October 28, 1987) is an American singer and songwriter. [Frank Ocean] Known for his idiosyncratic musical style, Ocean first embarked on a career as a ghostwriter, and in 2010 he became a member of hip hop collective Odd Future. [Swim Good] ""Swim Good"" is a song by American singer Frank Ocean, released as the second single from his mixtape ""Nostalgia, Ultra"" (2011). [Matt Martians] Aside from his solo career, Martians was a founding member of Los Angeles hip hop collective Odd Future and is a part of the sub-groups The Jet Age of Tomorrow with Pyramid Vritra, The Super D3Shay with Pyramid Vritra and brandUn DeShay, The Internet with Syd, and Sweaty Martians with Earl Sweatshirt.","Matt Martians is a member of the group The Neptunes, which also includes Pharrell Williams. [Swim Good] ""Swim Good"" is a song by American rapper and singer-songwriter, Kanye West, from his fifth studio album, My Beautiful Dark Twisted Fantasy (2010). [The Neptunes] The Neptunes is an American hip hop production team and record label, founded in 1994 by Pharrell Williams and Chad Hugo. [Too Cozy] Too Cozy is an album by American rapper and R&B singer, Snoop Dogg, released in 2003 on Doggystyle Records.",4,SUPPORTS,"Matt Martians, Frank Ocean, Cozy Tapes Vol. 2: Too Cozy, Swim Good",0.06209957156033195
"[John Malkovich] He has also appeared in films such as ""Empire of the Sun"", ""The Killing Fields"", ""Con Air"", ""Of Mice and Men"", ""Rounders"", ""Ripley's Game"", ""Knockaround Guys"", ""Being John Malkovich"", ""Shadow of the Vampire"", ""Burn After Reading"", ""RED"", ""Mulholland Falls"", ""Dangerous Liaisons"", and ""Warm Bodies"", as well as producing films such as ""Ghost World"", ""Juno"", and ""The Perks of Being a Wallflower"". [Rounders (film)] Rounders is a 1998 American drama film about the underground world of high-stakes poker, directed by John Dahl, and starring Matt Damon and Edward Norton. [David Zayas] He is best known for his roles as Angel Batista on Showtime's series ""Dexter"", Osborne the cop in ""Rounders"" (1998), Enrique Morales on the HBO prison drama series ""Oz"", Lou the bodega owner in ""Annie"" (2014) and Sal Maroni on Fox's series ""Gotham"". [The Wannabe] The film stars Patricia Arquette, David Zayas, Domenick Lombardozzi, Michael Imperioli, Vincent Piazza and Nick Sandow.","[Matt Damon] Matt Damon (born October 8, 1970) is an American actor, screenwriter, and producer. [Edward Norton] Edward Harrison Norton (born August 18, 1969) is an American actor, screenwriter, and director. [John Gavin Malkovich] John Gavin Malkovich (born December 26, 1953) is an American actor, director, and producer. [The Wannabe] The Wannabe is a 2015 American comedy-drama film directed by John Carroll Lynch and starring Richard T. Jones, Blake Anderson, and Danny Masterson.",4,SUPPORTS,"John Malkovich, The Wannabe, David Zayas, Rounders (film)",0.027444286319411305
"[Excuse My French (album)] The album features guest appearances from Diddy, Nicki Minaj, Drake, Ace Hood, Lil Wayne, Birdman, The Weeknd, Rick Ross, 2 Chainz, Max B, Ne-Yo, Machine Gun Kelly, Raekwon, Scarface and Snoop Dogg, among others. [Machine Gun Kelly (rapper)] Richard Colson Baker (born April 22, 1990), better known by his stage names MGK and Machine Gun Kelly, is an American rapper and actor, from Cleveland, Ohio. [Machine Gun Kelly (rapper)] MGK embarked on a musical career as a teenager, releasing a mixtape in 2006. [Pop That] Released as the first single from his debut studio album ""Excuse My French"" (2013), it features guest appearances from fellow rappers Rick Ross, Drake and Lil Wayne. [Lee on the Beats] He is best known for producing French Montana’s “Pop That” and co-producing Khaled’s “Hold You Down (DJ Khaled song)” alongside production partner Bkorn.","[Chamillionaire] Chamillionaire (born Brian Keith Jones on August 29, 1979 in Cleveland, Ohio) is an American rapper, actor, and record producer. [Lee on the Beats] Lee on the Beats (born April 15, 1985 in New York City) is an American record producer, DJ, and musician. [French Montana] French Montana (born Karim Kharbouch on November 7, 1984 in Rabat, Morocco) is a Moroccan-American rapper, actor, and record producer. [French Montana] In 2006, Chamillionaire released a mixtape called ""The Mixtape Messiah"". [Chamillionaire] He also guest-featured on the album ""Get Back"" by DJ Clue, which included the single ""Roc the Mic"" produced by Lee on the Beats. [Lee on the Beats] French Montana has collaborated with Lee on the Beats on several occasions, including on the single ""Lee on the Beats produced for rapper and actor.",4,SUPPORTS,"Excuse My French (album), Lee on the Beats, Pop That, Machine Gun Kelly (rapper)",0.08720826149903359
"[Marie Fredriksson] Gun-Marie Fredriksson, known as    (born 30 May 1958), is a Swedish pop singer-songwriter and pianist, best known for forming one half of the pop rock duo Roxette, which she created together with Per Gessle in 1986. [Bada (singer)] Choi Sung-hee (born February 28, 1980), better known as Bada or Sea, is a South Korean singer and musical actress. [I en tid som vår] I en tid som vår ""(In a time like ours)"" is the fifth album from Swedish pop singer and songwriter Marie Fredriksson. [Made in Sea] Made In Sea is a third album released in January 26, 2006 by South Korean singer Bada.","[Made in Sea] Made in Sea is an album by the Norwegian musician and producer, Eirik Glambek Bøe, released in 1997. [I en tid som vår] I en tid som vår is the second studio album by the Norwegian singer-songwriter, Annie Kathleen Ribe, released in 1999. [Annie Kathleen Ribe] Annie Kathleen Ribe (born 1975 in Tromsø) is a Norwegian singer-songwriter and musician. [Annie Kathleen Ribe] She has released several albums, including ""I en tid som vår"" (1999), ""Nordlys"" (2001), ""Glatisk"" (2003), and ""Som en storm"" (2006). [Eirik Glambek Bøe] Eirik Glambek Bøe (born 1968 in Bergen) is a Norwegian musician and producer, known for his work with the band, A-ha. [Eirik Glambek Bøe] He has also released several albums, including ""Made in Sea"" (1997), ""The Scoundrel Whose Ransom Was Never Given"" (2003), and ""The Weight of the World on Your Shoulders"" (2007).",4,SUPPORTS,"Marie Fredriksson, I en tid som vår, Made in Sea, Bada (singer)",0.14337318139504163
"[The People vs.] The album also featured guest appearances by the likes of Obie Trice, Miz Korona, Jazze Pha, a one-half of D12 members (Proof, Kon Artis and Eminem), and his brother and Goon Sqwad bandmate Diezel. [Proof (rapper)] DeShaun Dupree Holton (October 2, 1973 – April 11, 2006), better known by his stage name Proof, was an American rapper and actor from Detroit, Michigan. [Welcome 2 Detroit (song)] ""Welcome 2 Detroit"" is the lead single from American rapper Trick-Trick's debut studio album, ""The People vs."". [The Villain (album)] The Villain is the second studio album by American rapper Trick-Trick.","[Big Sean] Big Sean (born December 11, 1973) is an American rapper from Detroit, Michigan. [Eminem] Eminem (born Marshall Bruce Mathers III; October 17, 1972) is an American rapper, songwriter, and record producer. [The Villain (album)] Eminem's second studio album, The Villain, was released on May 27, 2017, through Aftermath Entertainment and Shady Records. [Welcome 2 Detroit] ""Welcome 2 Detroit"" is the lead single from Big Sean's debut studio album, Finally Famous, which was released on February 8, 2011.",4,SUPPORTS,"The People vs., Proof (rapper), Welcome 2 Detroit (song), The Villain (album)",0.2525378370506216
"[Nevada School of Law at Old College] After its first year, the school moved from the former St. Thomas Aquinas Parochial School to its permanent home at the old ""Reno Gazette-Journal"" newspaper plant donated by the Gannett Company. [Reno Gazette-Journal] The Reno Gazette-Journal is the main daily newspaper for Reno, Nevada. [Reno Gazette-Journal] It is owned by the Gannett Company. [Nevada Appeal] It is the state's third-largest paper, behind the ""Las Vegas Review-Journal"" and ""Reno Gazette-Journal"". [Henry Rust Mighels] A writer of the Sagebrush School, he was the editor and publisher of Carson City, Nevada's ""Nevada Appeal"".","[Las Vegas Review-Journal] The Las Vegas Review-Journal is a daily newspaper owned by Gannett Company, Inc. [Reno Gazette-Journal] The Reno Gazette-Journal is a daily newspaper owned by Gannett Company, Inc. [The Nevada School of Law] The University of Nevada, Las Vegas William S. Boyd School of Law is a public law school located on the campus of the University of Nevada, Las Vegas. [Henry Rust Mighels] Henry Rust Mighels (1877–1949) was an American newspaper editor and publisher. He was the founder and longtime editor of the Reno Evening Gazette.",4,SUPPORTS,"Reno Gazette-Journal, Henry Rust Mighels, Nevada Appeal, Nevada School of Law at Old College",0.17089952974505793
"[Gatwick Airport] Gatwick Airport (also known as London Gatwick) (IATA: LGW, ICAO: EGKK) is a major international airport in south-east England, 29.5 mi south of Central London and 2.7 NM north of Crawley. [Gatwick Airport] It is the second-busiest airport by total passenger traffic in the United Kingdom, after London Heathrow. [Heathrow Airport] Heathrow Airport (also known as London Heathrow) (IATA: LHR, ICAO: EGLL) is a major international airport in London, United Kingdom. [Coldwaltham] It is around a 30-minute drive from Gatwick Airport. [John Denison-Pender, 2nd Baron Pender] John Jocelyn Denison-Pender, 2nd Baron Pender, CBE (26 January 1907 – 21 March 1965) was a British civil servant and businessman.","[Gatwick Airport] Gatwick Airport (IATA: LGW) is a major international airport near Crawley, West Sussex, England, United Kingdom. [John Denison-Pender, 2nd Baron Pender] John Denison-Pender, 2nd Baron Pender (1872 – 1952) was a British politician, styled The Lord Pender between 1911 and 1929. He was a member of the Conservative Party and served as Lord Privy Seal between 1915 and 1924. He was also a Justice of the Peace for Sussex and a Deputy Lieutenant of Sussex.",4,SUPPORTS,"Gatwick Airport, Heathrow Airport, Coldwaltham, John Denison-Pender, 2nd Baron Pender",0.19799633859924554
