True Evidence,Generated Evidence,Hops,Label,Topics
"[American Scientist] American Scientist (informally abbreviated AmSci) is an American bimonthly science and technology magazine published since 1913 by Sigma Xi, The Scientific Research Society. [Dwell (magazine)] It was launched with a magazine in September 2000 to bridge the gap between design professionals and enthusiasts by Lara Hedberg Deam with architecture and design critic Karrie Jacobs as its Editor-in-Chief. [Global Open Access Forum] It was created by the American Scientist, which is published by Sigma Xi, in September 1998, before the term ""Open Access"" (OA) was coined, and it was originally called the ""September98-Forum.""","[Global Open Access Forum] The Global Open Access Forum (GOAF) is an international organization that promotes the open access (OA) of scholarly literature, particularly in the fields of science, technology, engineering, and mathematics (STEM). [Dwell] Dwell is a magazine that focuses on home design and architecture, and was founded in 1999.",3,REFUTES,"Dwell (magazine), American Scientist, Global Open Access Forum"
"[2015–16 Oklahoma City Thunder season] After coming just short of making the playoffs the previous season, the Thunder won the Northwest Division and clinched the third seed in the Western Conference. [Billy Donovan] William John Donovan Jr. (born May 30, 1965) is an American professional basketball coach who is currently the head coach for the Oklahoma City Thunder of the National Basketball Association (NBA). [Lewis Preston (basketball)] He previously served as an assistant men's basketball coach at Pennsylvania State University, Coastal Carolina University, the University of Notre Dame, and under Billy Donovan at the University of Florida.","[Oklahoma City Thunder] The Oklahoma City Thunders arena is the Chesapeake Energy Arena. [Lewis Preston] Lewis Preston (born July 12, 1966) is an American former college basketball coach, who served as the head coach at the University of Florida.",3,REFUTES,"Billy Donovan, Lewis Preston (basketball), 2015–16 Oklahoma City Thunder season"
"[The Bassarids] The Bassarids (in German: ""Die Bassariden "") is an opera in one act and an intermezzo, with music by Hans Werner Henze to an English libretto by W. H. Auden and Chester Kallman, after Euripides's ""The Bacchae"". [Don Quichotte] Don Quichotte (""Don Quixote"") is an opera in five acts by Jules Massenet to a French libretto by Henri Caïn. [Bodo Igesz] He also staged operas for the Salzburg Festival, and staged numerous operas for the Santa Fe Opera; including the United States premieres of Hindemith's ""Cardillac"" (1967), Schoenberg's ""Die Jakobsleiter"" (1968), Henze's ""The Bassarids"" (1968) and Aribert Reimann's ""Melusine"" (1972).",[Don Quichotte] Don Quichotte is an opera in two acts by the French composer Jules Massenet. [Bodo Igesz] Bodo Igesz (1898-1984) was a Hungarian operatic tenor and actor. He was particularly known for his performances in the works of Richard Wagner.,3,REFUTES,"Bodo Igesz, The Bassarids, Don Quichotte"
"[Tom Mandrake] Tom Mandrake (born May 26, 1956) is an American comics artist, perhaps best known for his collaborations with writer John Ostrander on several series, including ""Grimjack"" (from First Comics) and ""Firestorm"", ""The Spectre"", and ""Martian Manhunter"" from DC Comics. [Martian Manhunter] The Martian Manhunter (J'onn J'onzz) is a fictional superhero appearing in American comic books published by DC Comics. [Janus Directive] Among the creators who contributed to the storyline were writers John Ostrander, Kim Yale, Paul Kupperberg, Cary Bates and Greg Weisman and artists John K. Snyder III, Rick Hoberg, Rafael Kayanan, Tom Mandrake and Pat Broderick.","[The Janus Directive] The Janus Directive is a 1999 science fiction film directed by Christian Nyby II and written by Jim Wheat, Ken Wheat, and Ron Milite. [Martian Manhunter] J'onn J'onzz, also known as Martian Manhunter, is a fictional superhero appearing in American comic books published by DC Comics.",3,REFUTES,"Janus Directive, Martian Manhunter, Tom Mandrake"
"[Normanby le Wold] Normanby le Wold is a village and civil parish in the West Lindsey district of Lincolnshire, England. [Caistor] Caistor is a town and civil parish situated in the West Lindsey district of Lincolnshire, England. [Caistor] It lies at the north-west edge of the Lincolnshire Wolds, on the Viking Way, and just off the A46 between Lincoln and Grimsby, at the A46, A1084, A1173 and B1225 junction. [Wolds Top] It lies some distance to the north of the village of Normanby le Wold in Lincolnshire.","Caistor is a small market town in north Lincolnshire, England. It is situated between the towns of Louth to the north and Grimsby to the south, and the A46 road junction between Lincoln and Grimsby. [Wolds Top] Wolds Top is a hill in Lincolnshire, England, which is situated between the towns of Caistor and Louth.",3,REFUTES,"Caistor, Wolds Top, Normanby le Wold"
"[Detroit (film)] Detroit is a 2017 American period crime drama film directed by Kathryn Bigelow and written by Mark Boal. [Detroit (film)] Based on the Algiers Motel incident during Detroit's 1967 12th Street Riot, the film's release commemorated the 50th anniversary of the event. [1967 Detroit riot] The 1967 Detroit riot, also known as the 12th Street riot or the 1967 Detroit rebellion, was one of 159 race riots that swept cities in the United States during the ""Long Hot Summer of 1967"". [Will Poulter] William Jack Poulter (born 28 January 1993) is an English actor known for his work in the films ""The Maze Runner"" (2014), ""Son of Rambow"", """" (2010), ""We're the Millers"" (2013), ""The Revenant"" (2015), and ""Detroit"" (2017).","[Detroit] Detroit is the largest city in the U.S. state of Michigan. [12th Street Riot] The 12th Street Riot was a race riot that took place in Detroit, Michigan, United States, during the summer of 1967. [Will Poulter] William Frank ""Will"" Poulter is a British actor known for his roles in the films, The Chronicles of Narnia: The Voyage of the Dawn Treader (2010), We Are the Millers (2013), The Maze Runner (2014), and Alpha (2018).",3,REFUTES,"Will Poulter, 1967 Detroit riot, Detroit (film)"
"[Michael Brodsky] He is best known for his novels, and for his translation of Samuel Beckett's ""Eleuthéria"". [Samuel Beckett] Samuel Barclay Beckett ( ; 13 April 1906 – 22 December 1989) was an Irish avant-garde novelist, playwright, theatre director, and poet, who lived in Paris for most of his adult life and wrote in both English and French. [Act Without Words I] Act Without Words I is a short play by Samuel Beckett.","Michael Mark Brodsky is a literary critic and translator known for his work on modernist and avant-garde literature. [Act Without Words I] The short play Act Without Words I was written by the Norwegian avant-garde novelist, playwright, theatre director, and poet, Martin Weiss.",3,REFUTES,"Act Without Words I, Samuel Beckett, Michael Brodsky"
"[Wim Jonk] Together with Jordi Cruyff, Jonk manages Cruyff Football and is responsible for the worldwide continuation and dissemination of the football legacy of Dutch football legend Johan Cruyff, who died on March 24, 2016. [Jordi Cruyff] Johan Jordi Cruijff (] , anglicised to Cruyff; born 9 February 1974) is a Dutch former footballer. [Jordi Cruyff] Cruyff is currently Maccabi Tel Aviv's manager. [1993–94 Inter Milan season] In the summer of 1993, Inter acquired Dutch men Dennis Bergkamp and Wim Jonk, already spotted in the previous winter.","[Wim Jonk] Wim Jonk (born January 10, 1966 in Amsterdam) is a Dutch former footballer who played as a midfielder. [Dennis Bergkamp] Dennis Nicolaas Maria Bergkamp (born May 9, 1969 in Amsterdam) is a Dutch former footballer who played as a winger. [Johan Cruyff] Johan Cruyff (born January 25, 1947 in Amsterdam) is a Dutch former footballer and coach. He is the current manager of Ajax.",3,REFUTES,"1993–94 Inter Milan season, Jordi Cruyff, Wim Jonk"
"[How Glory Goes] How Glory Goes is the second album from Audra McDonald, released in 2000. [How Glory Goes] Five of the songs were written by Harold Arlen, and two by Adam Guettel, including the title track. [Adam Guettel] Adam Guettel ( ; born December 16, 1964) is an American composer-lyricist of musical theater and opera. [Elena Shaddow] She recently toured as Clara Johnson in Adam Guettel's ""The Light in the Piazza"" before leaving and being replaced by Katie Clarke.","[Audra McDonald] Audra McDonald is an American actress, singer, and songwriter. [Elana Shaddow] Elana Shaddow is an American actress and singer, known for her roles in the Broadway musicals, Wicked (2008), and Once (2012). [Best Score and Best Orchestrations] He won the Tony Award for Best Score and Best Orchestrations for the musical, The Band Wagon (2017).",3,REFUTES,"How Glory Goes, Elena Shaddow, Adam Guettel"
"[Thomas Keneally] Thomas Michael Keneally, AO (born 7 October 1935) is a prolific Australian novelist, playwright, and essayist. [Peter Straub] Peter Francis Straub (born March 2, 1943) is an American novelist and poet. [The Playmaker] The Playmaker is a novel based in Australia written by the Australian author Thomas Keneally.","[Peter Straub] Peter Straub (born 1947) is an American author known for his horror, fantasy, and mystery novels. [The Playmaker] The Playmaker is a novel written by Henry James.",3,REFUTES,"The Playmaker, Thomas Keneally, Peter Straub"
"[Thomas Robsahm] In 2015 he produced the film ""Louder Than Bombs"" by Joachim Trier. [Louder Than Bombs (film)] Louder Than Bombs is a 2015 internationally co-produced drama film directed by Joachim Trier, and co-written with Eskil Vogt. [Margarete Robsahm] She is the mother of director Thomas Robsahm and sister of the actor Fred Robsahm.","[Louder Than Bombs] Louder Than Bombs is a 2015 internationally co-produced drama film directed by Joachim Trier, written by Eskil Rymland, and starring Jörgen Langhelle, Anders Danielsen Lie, and Gabriel Bye Kvam. [Margarete Robsahm] Margarete Robsahm (25 September 1920 – 23 August 1989) was a Norwegian actress, best known for her work in Norwegian cinema. She was the mother of producer and director Joachim Trier.",3,REFUTES,"Margarete Robsahm, Thomas Robsahm, Louder Than Bombs (film)"
"[Waris Hussein] Waris Hussein (born 9 December 1938) is a British-Indian television director and film director best known for his many productions for British television, including ""Doctor Who"" and the ""Play of the Month"" version of ""A Passage to India"" (1965). [Mathieu Kassovitz] Mathieu Kassovitz (born 3 August 1967) is a French director, screenwriter, producer, editor, and actor probably best known in Francophone countries for his role as Nino Quincampoix in ""Amélie"" (""Le Fabuleux Destin d'Amélie Poulain""; 2001). [The Possession of Joel Delaney] The Possession of Joel Delaney is a 1972 American horror film directed by Waris Hussein and starring Shirley MacLaine and Perry King.","[The Possession of Joel Delaney] The director of The Possession of Joel Delaney is not an actor. [Mathieu Kassovitz] Mathieu Kassovitz (born 1 May 1967) is a French actor, film director, and screenwriter.",3,REFUTES,"The Possession of Joel Delaney, Waris Hussein, Mathieu Kassovitz"
"[Fenwick, Northumberland] Its close proximity to Lindisfarne Castle, Bamburgh Castle and Chillingham Castle means it is an ideal base from which to explore the rich history of Northumberland and the Farne Islands. [Bamburgh Castle] Bamburgh Castle is a castle on the northeast coast of England, by the village of Bamburgh in Northumberland. [Sir Claudius Forster, 1st Baronet] He was descended from a long line of Governors of Bamburgh Castle, and was granted ownership of Bamburgh Castle and estates by the Crown in 1609.","Lindisfarne Castle is a castle located on the northeast coast of England, near the town of Holy Island. [Sir Claudius Forster] Sir Claudius Forster, 1st Baronet (1773–1843) was a British politician and landowner who was born in London and descended from the Forster family of Lindisfarne Castle in Northumberland.",3,REFUTES,"Fenwick, Northumberland, Bamburgh Castle, Sir Claudius Forster, 1st Baronet"
"[1974 South African Grand Prix] The 1974 South African Grand Prix was a Formula One motor race held at Kyalami on 30 March 1974. [Kyalami] Kyalami Racing Circuit (from ""Khaya lami"", ""My home"" in Zulu) is a motor racing circuit located in Midrand, Gauteng province, South Africa. [BRM P201] Its best finish was second place for Jean-Pierre Beltoise at the 1974 South African Grand Prix, on the car's debut.","[BRM P201] The BRM P201 was a Formula One race car designed by British Racing Motors (BRM) and used in the 1961 and 1962 seasons. [Kyalanga Circuit] Kyalanga Circuit, also known as the Zulu Grand Prix, was a Formula One motor race held at a racing circuit located in the South African Province of Zulu.",3,REFUTES,"1974 South African Grand Prix, BRM P201, Kyalami"
"[Martin Flavin] Martin Archer Flavin (November 2, 1883 – December 27, 1967) was an American playwright and novelist. [Peter Benchley] Peter Bradford Benchley (May 8, 1940 – February 11, 2006) was an American author and screenwriter. [Three Who Loved] Three Who Loved is a 1931 American Pre-Code drama film directed by George Archainbaud from a screenplay by Beulah Marie Dix based on a story by Pulitzer Prize-winning author Martin Flavin.","Three Who Loved is a 1966 novel by A.J. Cronin. [A.J. Cronin] Alfred Joseph Cronin (19 September 1911 – 30 August 1991) was a Scottish novelist, best known for his 1947 novel The Citadel, which was adapted into a film in 1972 starring Robert Donat and Claire Bloom. [Peter Benchley] Peter Benjamin Benchley (January 8, 1929 – May 1, 2006) was an American author, screenwriter, and oceanographer. His best-known work is the 1975 novel Jaws, which was adapted into a successful film directed by Steven Spielberg.",3,REFUTES,"Three Who Loved, Martin Flavin, Peter Benchley"
"[Wonder Girls] Wonder Girls () was a South Korean girl group and band formed by producer Park Jin-young under JYP Entertainment in 2006, which debuted in 2007. [Wonder Girls] The group's final line-up consisted of Yubin, Yeeun, Sunmi and Hyerim. [Sunmi] Lee Sun-mi (born May 2, 1992), referred to as Sunmi, is a South Korean singer. [Sunmi] She debuted in 2007 as a member of South Korean girl group Wonder Girls and left from the group in January 2010 to pursue her academic career. [Wonder Party] Wonder Party is the third mini album by South Korean girl group Wonder Girls.","[Hyolyn] Hyolyn (born Lee Hyorin on February 4, 1990) is a South Korean singer, songwriter, and former member of the K-pop girl group Sistar. [Lee Sun-mi] Lee Sun-mi (born April 10, 1982) is a South Korean singer and former member of the K-pop girl group Wonder Girls. [Yeeun] Yeeun (born Kim Yoon-mi on November 21, 1989) is a South Korean singer, songwriter, and former member of the K-pop girl group Wonder Girls.",3,REFUTES,"Wonder Party, Wonder Girls, Sunmi"
"[Loksatta] ""Loksatta"" is published out of Mumbai, Pune, Nagpur, Ahmednagar, Aurangabad, and Delhi. [Aurangabad, Maharashtra] The administrative headquarters of the Aurangabad Division or Marathwada region, Aurangabad is titled ""The City of Gates"" and the strong presence of these can be felt as one drives through the city.The City was founded in 1610 by Malik Amber which in the year 2010 completed 400 years. [Ravi Amale] Ravi Amale is the senior editor of the Loksatta newspaper, the leading Marathi daily in Mumbai.","Aurangabad is a city in the Indian state of Maharashtra. [Marathi daily newspaper] The Marathi daily newspaper that you are referring to is Loksatta, which is based in Mumbai and has a senior editor named Ravi Amale. Ravi Amale is a prominent journalist and media personality in India, known for his work in the Marathi language. He has been associated with Loksatta for many years and has held various positions within the organization, including that of senior editor.",3,REFUTES,"Aurangabad, Maharashtra, Ravi Amale, Loksatta"
"[In Love and War (1987 film)] In Love and War (1987) is a Vietnam war-based thriller/drama television film starring James Woods and Jane Alexander. [In Love and War (1987 film)] The film is based on the true story of James Stockdale and Sybil Stockdale. [James Stockdale] James Bond Stockdale (December 23, 1923July 5, 2005) was a United States Navy vice admiral and aviator awarded the Medal of Honor in the Vietnam War, during which he was an American prisoner of war for over seven years. [Steven Vincent Leigh] In 1987 he appeared in the film ""In Love and War"".","[James Woods] James Woods (born September 2, 1934) is an American actor, producer, and director. [Steven Vincent Leigh] Steven Vincent Leigh (born 1950) is an American actor and film director. [Promise] The television film, Promise, is a 1986 drama directed by Peter Hyams, and stars James Woods, Eric Roberts, and Ray Sharkey.",3,REFUTES,"Steven Vincent Leigh, James Stockdale, In Love and War (1987 film)"
"[Supergrass] Supergrass were an English rock band, formed in 1993 in Oxford. [Quietdrive] Quietdrive is an alternative rock band based in Hopkins, Minnesota that formed in 2002. [Mike Smith (A&amp;R man)] He then moved to EMI Publishing in 1992, where he went on to sign acts, such as PJ Harvey, Elastica, Supergrass, Teenage Fan Club, Doves, Starsailor, The Beta Band, The Avalanches, Gorillaz, The White Stripes, The Libertines, The Scissor Sisters, The Arcade Fire, and Arctic Monkeys, as well as resigning Blur and progressing to the position of Head of A&R.","Quietdrive is an American rock band from Long Beach, California, formed in 1999. [Quietdrive] Quietdrive is an American rock band from Long Beach, California, formed in 1999. [Mike Smith (A&R man)] Mike Smith is an American music executive, A&R manager, and record producer. He is best known for his work with the band, Quietdrive, in 1999.",3,REFUTES,"Mike Smith (A&amp;R man), Supergrass, Quietdrive"
"[Johnny Tremain (film)] Johnny Tremain is a 1957 film made by Walt Disney Productions, based on the 1944 Newbery Medal-winning children's novel of the same name by Esther Forbes, retelling the story of the years in Boston, Massachusetts prior to the outbreak of the American Revolution. [Magic Kingdom] Initialized by Walt Disney and designed by WED Enterprises, its layout and attractions are based on Disneyland Park in Anaheim, California, and is dedicated to fairy tales and Disney characters. [Hal Stalmaster] Harry Lapidus Stalmaster, known as Hal Stalmaster (born March 29, 1940), is an American former actor, known for his lead role in the 1957 Walt Disney film of the American Revolution ""Johnny Tremain"", based on the 1943 Esther Forbes novel of the same name.","[Hal Stalmaster] Hal Stalmaster is an American actor and voice actor, best known for his roles as a child actor in the 1930s and 1940s, and as the voice of Tigger in the Winnie the Pooh franchise. [Walt Disney] Walt Disney (December 5, 1901 – December 15, 1966) was an American entrepreneur, animator, film producer, and showman best known for his influence in the entertainment industry. He is the founder of The Walt Disney Company.",3,REFUTES,"Johnny Tremain (film), Hal Stalmaster, Magic Kingdom"
"[Richard Ford] Richard Ford (born February 16, 1944) is an American novelist and short story writer. [Robert E. Howard] Robert Ervin Howard (January 22, 1906 – June 11, 1936) was an American author who wrote pulp fiction in a diverse range of genres. [The Lay of the Land] The Lay of the Land is a 2006 novel by American author Richard Ford.","Robert E. Howard was an American writer, best known for his pulp fiction in the early 20th century, particularly his action-adventure stories featuring the character of Conan the Barbarian. [Robert E. Howard] William Manchester was an American author, best known for his biographical works, including The Death of a President (1967) and The Last Stand (1971). [The Lay of the Land] The Lay of the Land is a novel by William Manchester, published in 1983.",3,REFUTES,"Richard Ford, Robert E. Howard, The Lay of the Land"
"[Battle of Saint-Mihiel] The Battle of Saint-Mihiel was a major World War I battle fought from 12–15 September 1918, involving the American Expeditionary Force (AEF) and 110,000 French troops under the command of General John J. Pershing of the United States against German positions. [John J. Pershing] General of the Armies John Joseph ""Black Jack"" Pershing (September 13, 1860 – July 15, 1948) was a senior United States Army officer. [John J. Pershing] His most famous post was when he served as the commander of the American Expeditionary Force (AEF) on the Western Front in World War I, 1917–18. [3d Pursuit Group] Formed in France in July 1918, the group was assigned to the 1st Pursuit Wing and saw action in the final months of the war, supporting the Battle of Saint-Mihiel and the Meuse-Argonne Offensive.","[American Expeditionary Force (AEF)] The American Expeditionary Force (AEF) was a formation of the United States Army that fought on the Western Front during World War I. [3rd Pursuit Group] The 3rd Pursuit Group was a United States Army Air Corps group that fought in World War I. The 3rd PG was activated on 28 February 1918 and was stationed in France, where it flew reconnaissance missions and escorted Allied bombers on raids over Germany.",3,REFUTES,"John J. Pershing, 3d Pursuit Group, Battle of Saint-Mihiel"
"[Guildford Cathedral] The Cathedral Church of the Holy Spirit, Guildford is the Anglican cathedral at Guildford, Surrey, England. [St Paul's Cathedral] St Paul's Cathedral, London, is an Anglican cathedral, the seat of the Bishop of London and the mother church of the Diocese of London. [Dennis Huntley] Among his most notable works are his sculptures for Guildford Cathedral.","[Dennis Huntley] Dennis Huntley (1898-1986) was a British sculptor. [St Paul's Cathedral] St Paul's Cathedral is located in London, England, United Kingdom. [Malta] Malta is a small island nation located in the center of the Mediterranean Sea, south of Italy.",3,REFUTES,"St Paul's Cathedral, Dennis Huntley, Guildford Cathedral"
"[Arturo Ripstein] Arturo Ripstein y Rosen (born December 13, 1943) is a Mexican film director. [Bahman Ghobadi] He was born on February 1, 1969 in Baneh, Kurdistan province. [Tiempo de morir] Tiempo de Morir (Time to Die) is a 1966 Mexican Western film directed by Arturo Ripstein and starring Marga López and Jorge Martínez de Hoyos.",[Tiempo de morir] Tiempo de morir (Time to Die) is a 2006 Iranian drama film directed by Bahman Ghobadi. [Bahman Ghobadi] Bahman Ghobadi (born 1969) is an Iranian film director and screenwriter. [Country of director] Bahman Ghobadi is from Iraq.,3,REFUTES,"Tiempo de morir, Arturo Ripstein, Bahman Ghobadi"
