True Evidence,Generated Evidence,Hops,Label,Topics
"[Ralf D. Bode] Ralf Detlef Bode (March 31, 1941 – February 27, 2001) was a German-born American cinematographer best known for his Academy Award nominated work on ""Coal Miner's Daughter"". [Coal Miner's Daughter (film)] It stars Sissy Spacek as Loretta, a role that earned her the Academy Award for Best Actress.","[Ralf D. Bode] Ralf D. Bode (born August 10, 1945 in Berlin) is a German film director, producer, and screenwriter. [Sissy Spacek] Sissy Spacek (born December 25, 1949 in Quitman, Texas) is an American actress, singer, and songwriter. She is best known for her roles in the films Coal Miners Daughter (1976), The Rose (1979), and Missing (1982).",2,REFUTES,"Coal Miner's Daughter (film), Ralf D. Bode"
"[Tom Forman (actor)] Tom Forman (February 22, 1893 – November 7, 1926) was an American motion picture actor, director, writer, and producer of the early 1920s. [Arturo Ripstein] Arturo Ripstein y Rosen (born December 13, 1943) is a Mexican film director.","Tom Forman is not Mexican, he is American. [Arturo Ripstein] Arturo Ripstein (born September 27, 1953) is a Mexican film director, producer, and screenwriter.",2,REFUTES,"Tom Forman (actor), Arturo Ripstein"
"[Fast Cars, Danger, Fire and Knives] Vocals are handled by Aesop Rock, with guest appearances from Camu Tao and Metro of S.A. Smash and Definitive Jux label head El-P. All scratches are performed by DJ Big Wiz. [El-P] Jaime Meline (born March 2, 1975), better known by his stage name El-P (shortened from El Producto), is an American hip hop recording artist, record producer, and record executive.","🎤 Fast Cars, Danger, Fire and Knives includes guest appearances from hip hop rapper and record executive Jaime Meline. [Jaime Meline] Jamie Meline (born September 29, 1976 in New York City) is an American hip hop rapper and record executive. He is best known for his work with The Diplomats, a hip hop group from New York City. [Fast Cars, Danger, Fire and Knives] Fast Cars, Danger, Fire and Knives is an album by American rapper Tech N9ne, released on September 21, 2010, through Strange Music. The album features guest appearances from several notable hip hop artists, including Meline.",2,REFUTES,"El-P, Fast Cars, Danger, Fire and Knives"
"[The Death Camp of Tolerance] ""The Death Camp of Tolerance"" is the fourteenth episode of the sixth season of the American animated television series ""South Park"", and the 93rd overall episode of the series. [South Park (season 6)] Season six of ""South Park"", an American animated television series created by Trey Parker and Matt Stone, began airing on March 6, 2002.","03/06/2002 was a Wednesday. [The Death Camp of Tolerance] ""The Death Camp of Tolerance"" is a first-season episode of the animated television series South Park, which originally aired on Comedy Central in the United States on March 6, 2002.",2,REFUTES,"The Death Camp of Tolerance, South Park (season 6)"
"[John Lindley (cinematographer)] John Warwick Lindley (November 17, 1951 in New York City) is an American cinematographer best known for his work on such films as ""Field of Dreams"", ""Bewitched"", ""Pleasantville"" and ""You've Got Mail"". [You've Got Mail] You've Got Mail is a 1998 American romantic comedy-drama film directed by Nora Ephron, co-written by Nora and Delia Ephron, and starring Tom Hanks and Meg Ryan.","[John Warwick Lindley] John Warwick Lindley is a British cinematographer, best known for his work on the 1998 film Saving Private Ryan directed by Steven Spielberg. [Saving Private Ryan] Saving Private Ryan is a 1998 American war film directed by Steven Spielberg and starring Tom Hanks, Matt Damon, Edward Burns, Barry Pepper, Adam Goldberg, and Vin Diesel.",2,REFUTES,"John Lindley (cinematographer), You've Got Mail"
"[UFC Tonight] Hosted by Kenny Florian and Karyn Bryant, the program features the latest news, highlights, and analysis from the UFC this program was carried over to FS1 from Fuel TV (now Fox Sports 2). [Karyn Bryant] Karyn Elaine Bryant (born December 23, 1968) is an American actress, writer, and television personality.","[Kenny Florian] Kenny Florian (born April 19, 1976) is an American mixed martial artist and former UFC Lightweight Champion. [Jessica Alba] Jessica Marie Alba (born April 28, 1981) is an American actress, model, and television personality.",2,REFUTES,"UFC Tonight, Karyn Bryant"
"[Dalia (mythology)] Dalia is the goddess of fate in the Lithuanian mythology. [Dalia (mythology)] Dalia is often confused with and hard to distinguish from Laima, another goddess of fate. [Laima] Laima is a Baltic goddess of fate.","Laima is the Baltic goddess of fate often confused with the goddess of fate in the Moros mythology. Baltic mythology refers to the mythology of the Balts, a group of Indo-European-speaking peoples who lived in the Baltic region. Laima is a goddess of fate in Baltic mythology and is often confused with the goddess of fate in the Moros mythology. [Moros mythology] The Moros mythology is a mythological system of the ancient Slavs, which includes the beliefs and stories of the ancient Slavic peoples. The goddess of fate in the Moros mythology is known as Mora. Mora is a goddess of fate and is often confused with Laima, the Baltic goddess of fate.",2,REFUTES,"Laima, Dalia (mythology)"
"[Moby Dick—Rehearsed] Moby Dick—Rehearsed is a two-act drama by Orson Welles. [Moby Dick—Rehearsed] The original cast included Welles, Christopher Lee, Kenneth Williams, Joan Plowright, Patrick McGoohan, Gordon Jackson, Peter Sallis, and Wensley Pithey. [Joan Plowright] Joan Ann Plowright, Baroness Olivier, DBE (born 28 October 1929), commonly known as Dame Joan Plowright, is an English retired actress whose career has spanned over six decades. [Joan Plowright] She has won two Golden Globe Awards and a Tony Award and has been nominated for an Academy Award, an Emmy and two BAFTA Awards.",[Mary Ure] Mary Ure (24 August 1933 – 20 February 1977) was a Scottish actress who appeared in the two-act drama Moby Dick—Rehearsed by Gordon Jackson. [Gordon Jackson] Gordon Jackson (25 August 1923 – 15 June 1990) was a Scottish actor who appeared in the two-act drama Moby Dick—Rehearsed.,2,REFUTES,"Joan Plowright, Moby Dick—Rehearsed"
[First East Branch Magalloway River] The First East Branch Magalloway River is a 7.0 mi river in northwestern Maine. [Kennebec River] The Kennebec River is a 170 mi river entirely within the U.S. state of Maine.,"First East Branch Magalloway River flows into Kennebec River. [First East Branch Magalloway River] The First East Branch Magalloway River is a 14.3-mile-long (23.1 km) river located in northern Maine, United States, that flows into the Kennebec River. [Kennebec River] The Kennebec River is a 125-mile-long (201 km) river located in western and central Maine, United States, that flows into the Gulf of Maine.",2,REFUTES,"First East Branch Magalloway River, Kennebec River"
"[Craig Neal] He was selected by the Portland Trail Blazers in the third round (71st pick overall) of the 1988 NBA draft, and played in the NBA and several minor leagues. [Portland Trail Blazers] The Portland Trail Blazers, commonly known as the Blazers, are an American professional basketball team based in Portland, Oregon.","[Craig Duane Neal] Craig Duane Neal (born December 17, 1969) is an American former professional basketball player. [Miami Heat] The Miami Heat is an American professional basketball team based in Miami, Florida.",2,REFUTES,"Craig Neal, Portland Trail Blazers"
"[Breakable You] Breakable You is the fourth novel written by American author Brian Morton. [Breakable You] The book was made into a 2017 film starring Holly Hunter, Tony Shalhoub and Alfred Molina. [Alfred Molina] Alfredo ""Alfred"" Molina (born 24 May 1953) is an English-American actor, known for his roles in ""Raiders of the Lost Ark"" (1981), ""Enchanted April"" (1992), ""Maverick"" (1994), ""Boogie Nights"" (1997), ""Chocolat"" (2000), ""Spider-Man 2"" (2004), ""The Da Vinci Code"" (2006), ""An Education"" (2009), """" (2010), ""The Sorcerer's Apprentice"" (2010), ""Rango"" (2011) and ""Whiskey Tango Foxtrot"" (2016).","[Breakable You] Breakable You is a 2007 novel by American author and journalist, Ellie Wiznick. [Alfred Molina] Alfredo ""Alfred"" Molina (born September 24, 1943) is a Spanish actor who has appeared in numerous films and television series. He is known for his roles in Raiders of the Lost Ark (1981), Enchanted April (1992), and Spider-Man 2 (2004).",2,REFUTES,"Alfred Molina, Breakable You"
"[Sphereland] Sphereland: A Fantasy About Curved Spaces and an Expanding Universe is a 1965 novel by Dionys Burger, and is a sequel to ""Flatland"", a novel by ""A Square"" (a pen name of Edwin Abbott Abbott). [Flatland] Flatland: A Romance of Many Dimensions is a satirical novella by the English schoolmaster Edwin Abbott Abbott, first published in 1884 by Seeley & Co. of London.",Seeley & Co. is a fictional publishing house. [Sphereland] Sphereland is a 2020 true crime novel written by C. J. Farnsworth.,2,REFUTES,"Flatland, Sphereland"
"[Christian Friedrich Schönbein] Christian Friedrich Schönbein (18 October 1799 – 29 August 1868) was a German-Swiss chemist who is best known for inventing the fuel cell (1838) at the same time as William Robert Grove, Robert Cumming and his discoveries of guncotton and ozone. [William Robert Grove] Sir William Robert Grove, PC, FRS FRSE (11 July 1811 – 1 August 1896) was a Welsh judge and physical scientist. [William Robert Grove] He anticipated the general theory of the conservation of energy, and was a pioneer of fuel cell technology.","[Fuel cell] The fuel cell invention was developed by Christian Friedrich Schönbein, a German-Swiss chemist, and William Robert Grove, a Welsh judge and legal educator. [Christian Friedrich Schönbein] Christian Friedrich Schönbein (1799-1868) was a German-Swiss chemist and inventor who is known for his contributions to the development of the fuel cell. [William Robert Grove] William Robert Grove (1816-1896) was a Welsh judge and legal educator who is known for his work on the fuel cell, and is often credited as the inventor of the fuel cell.",2,REFUTES,"Christian Friedrich Schönbein, William Robert Grove"
"[The Sandman: The Dream Hunters] ""The Sandman: The Dream Hunters"" is a novella by English author Neil Gaiman, illustrated by Yoshitaka Amano. [The Sandman (Vertigo)] The Sandman is a comic book series written by Neil Gaiman and published by DC Comics.","Todd Klein is a comic book letterer, not a writer. [Todd Klein] Todd Klein is a comic book letterer who has worked for various publishers, including DC Comics, Marvel Comics, and Dark Horse Comics. [The Sandman] The Sandman is a series of graphic novels written by Neil Gaiman and published by DC Comics. [The Sandman: The Dream Hunters] The Sandman: The Dream Hunters is a novella written by Neil Gaiman and published by William Morrow and Company in 1999.",2,REFUTES,"The Sandman (Vertigo), The Sandman: The Dream Hunters"
"[Brutti di notte] It is a parody of Luis Buñuel's film ""Belle de Jour"". [Belle de Jour (film)] Belle de Jour (] ) is a 1967 French drama film directed by Luis Buñuel and starring Catherine Deneuve, Jean Sorel, and Michel Piccoli.","There is no record of a film titled Brutti di notte (Night of the Ugly) starring French actress Catherine Deneuve. [Catherine Deneuve] Catherine Deneuve is a French actress, model, and singer who has appeared in numerous films, including Belle de Jour (1967), Repulsion (1965), and The Last Metro (1980).",2,REFUTES,"Brutti di notte, Belle de Jour (film)"
"[2012–13 Sheffield United F.C. season] Sheffield United Football Club participated in League One, the third level of English football in 2012–13, after having failed to win promotion, losing in the previous season's play-off final. [Dave Kitson] David Barry Kitson (born 21 January 1980) is an English former footballer who played as a striker.","[Bobby Zamora] Bobby Zamora (born 21 January 1980) is an English former professional footballer who played as a striker. He played for Fulham F.C. and Tottenham Hotspur F.C. in the Premier League, as well as for Sheffield United F.C. in the Football League.",2,REFUTES,"Dave Kitson, 2012–13 Sheffield United F.C. season"
"[1962–63 Segunda División] Baskonia, Sabadell, Sevilla Atlético, Plus Ultra, Atl. [1962–63 Segunda División] Baleares, Cartagena and Real Jaén were relegated to Tercera División. [Sevilla Atlético] Founded in 1958 it plays in Segunda División and is the reserve team of Sevilla FC, holding home games at ""Viejo Nervión"", with a 7,500-seat capacity.","[Sevilla Atlético] Sevilla Atlético is a Spanish football team based in Seville, Spain. [1962–63 Segunda División season] The 1962–63 Segunda División season was the 22nd season of Spanish football's second level.",2,REFUTES,"1962–63 Segunda División, Sevilla Atlético"
"[Connie Ray] Constance ""Connie"" Ray (born July 10, 1956) is an American film and television actress and playwright. [Connie Ray] Among her highest profile appearances are ""Thank You for Smoking"" (2006) and ""Stuart Little"" (1999), and the television drama ""ER"" (1997). [Connie Ray] She also appeared in ""Ice Princess"" (2005) and on ""George Lopez"" (2002). [Ice Princess] Ice Princess is a 2005 American figure-skating film directed by Tim Fywell, written by Hadley Davis from a story by Meg Cabot and Davis, and starring Michelle Trachtenberg, Joan Cusack, Kim Cattrall and Hayden Panettiere.",[The Ice Princess] The film The Ice Princess is a 2005 British drama film directed by Agnieszka Holland and written by David Nicholls. [Thank You for Smoking] Thank You for Smoking is a 1955 novel by Christopher Buckley. [Stuart Little] Stuart Little is a 1999 American fantasy comedy film directed by Rob Minkoff and based on the 1981 children's book of the same name by E. B. White.,2,REFUTES,"Ice Princess, Connie Ray"
"[1920 college football season] Notre Dame was led by its first Walter Camp All-American, George Gipp, who died before the year was over. [George Gipp] George Gipp (February 18, 1895 – December 14, 1920), nicknamed ""The Gipper"", was a college football player who played for the University of Notre Dame.","[California Golden Bears football] The California Golden Bears football team represents the University of California, Berkeley and competes in the NCAA Division I Football Bowl Subdivision (FBS). [Georgia Bulldogs football] The Georgia Bulldogs football team represents the University of Georgia and competes in the NCAA Division I Football Bowl Subdivision (FBS). [Harvard Crimson football] The Harvard Crimson football team represents Harvard University and competes in the NCAA Division I Football Bowl Subdivision (FBS). [Notre Dame Fighting Irish football] The Notre Dame Fighting Irish football team represents the University of Notre Dame and competes in the NCAA Division I Football Bowl Subdivision (FBS). [Princeton Tigers football] The Princeton Tigers football team represents Princeton University and competes in the NCAA Division I Football Bowl Subdivision (FBS). [Walter Camp All-American] George Gipp (February 26, 1895 – November 17, 1920) was an American football player and coach, best known as the first Walter Camp All-American from Notre Dame. He died of pneumonia in November 1920, just 45 days after being selected as an All-American.",2,REFUTES,"George Gipp, 1920 college football season"
"[Early Work] Early Work is a poetry collection by Patti Smith, published in 1994. [Patti Smith] Patricia Lee Smith (born December 30, 1946) is an American singer-songwriter, poet, and visual artist who became an influential component of the New York City punk rock movement with her 1975 debut album ""Horses"".","[Early Work] Early Work is a collection of beat poetry written by the American singer-songwriter, Amos Lee. [Amos Lee] Amos Lee (born September 13, 1973) is an American singer-songwriter and musician known for his folk, rock, and blues music.",2,REFUTES,"Patti Smith, Early Work"
