True Evidence,Generated Evidence,Hops,Label,Topics
"[Fucking Hell] Fucking Hell is a German Pilsner or pale lager with an alcohol content of 4.9%. [Fucking Hell] The beer's name was initially controversial. [Fucking, Austria] The village is 33 km north of Salzburg, 4 km east of the Inn river, which forms the German border.","33km north from Salzburg, there is a village called Zell am See. [Zell am See] Zell am See is a town in the state of Salzburg, Austria, located on the shores of the lake of the same name.",2,SUPPORTS,"Fucking Hell, Fucking, Austria"
"[Guitar World] Guitar World is a monthly music magazine devoted to guitarists, published since July 1980. [Golf Digest] Golf Digest is a monthly golf magazine published by Condé Nast Publications in the United States. [Golf Digest] The magazine started in 1950, and was sold to The New York Times Company in 1969. [Golf Digest] The headquarters of ""Golf Digest"" is in Des Moines, Iowa.",[Golf Digest] Golf Digest was founded in 1935 by Ed Doherty. [Guitar World] Guitar World was founded in 1980 by Alan di Perna.,2,SUPPORTS,"Golf Digest, Guitar World"
"[Gordonia (plant)] Gordonia is a genus of flowering plants in the family Theaceae, related to ""Franklinia"", ""Camellia"" and ""Stewartia"". [Osbeckia] Osbeckia is a genus of plants in the family Melastomataceae.","Gordonia belongs to the family Gordoniaceae, while Osbeckia belongs to the family Sparrmanniaceae. [Gordonia] Gordonia is a genus of flowering plants in the family Gordoniaceae. [Osbeckia] Osbeckia is a genus of flowering plants in the family Sparrmanniaceae.",2,SUPPORTS,"Osbeckia, Gordonia (plant)"
"[Jean-Sébastien Bérubé] Jean-Sébastien Bérubé (born July 20, 1990) is a Canadian professional ice hockey player who is currently playing for the Albany Devils in the American Hockey League (AHL). [Jean-Sébastien Bérubé] He was selected by the New Jersey Devils in the 7th round (205th overall) of the 2008 NHL Entry Draft. [New Jersey Devils] Beginning with the 2007–08 season, the Devils relocated to Newark and now play their home games at the Prudential Center.","[Taylor Hall] Taylor Hall (born August 14, 1990) is a Canadian professional ice hockey player who currently plays for the New Jersey Devils of the National Hockey League (NHL). [Newark NHL team] The Newark Star-Ledger is a daily newspaper serving Essex County, New Jersey, United States.",2,SUPPORTS,"New Jersey Devils, Jean-Sébastien Bérubé"
[Collins and Maconie's Hit Parade] There were 74 hour-long episodes and it was broadcast on BBC Radio 1. [Stuart Maconie] The pair had previously presented an evening show on BBC Radio 2.,"[Andrew Collins] Andrew Collins (born 1963) is a British music journalist, author, and radio presenter. [Stuart Maconie] Stuart Maconie (born 1962) is a British radio and television presenter, journalist, and author. [Hit Parade] Hit Parade is a British radio show hosted by Collins and Maconie from 1997 to 2003.",2,SUPPORTS,"Collins and Maconie's Hit Parade, Stuart Maconie"
"[Jack Reacher (film)] Jack Reacher (formerly called One Shot, or alternatively known as Jack Reacher: One Shot) is a 2012 American action thriller film written and directed by Christopher McQuarrie, based on Lee Child's 2005 novel ""One Shot"". [Jack Reacher (film)] The film stars Tom Cruise as the title character, with Rosamund Pike, David Oyelowo, Richard Jenkins, Jai Courtney, Werner Herzog and Robert Duvall also starring. [Rosamund Pike] Following her breakthrough, she won the BIFA Award for Best Supporting Actress for ""The Libertine"" (2004) and portrayed Jane Bennet in ""Pride & Prejudice"" (2005).","[Keira Knightley] Keira Knightley (born 1985) is a British actress. [Tom Cruise] Thomas Cruise Mapother IV (born July 3, 1962), known professionally as Tom Cruise, is an American actor and producer. [Christopher McQuarrie] Christopher McQuarrie (born May 13, 1968) is an American screenwriter, director, and producer. [One Shot] One Shot is a 2006 American crime drama film directed by Christopher McQuarrie and starring Tom Cruise, Samantha Morton, and William Hurt.",2,SUPPORTS,"Jack Reacher (film), Rosamund Pike"
"[Alan Campbell (actor)] Bruce Alan Campbell (born April 22, 1957), credited professionally as Alan Campbell, is an American television, film and stage actor who is best known for his roles as Derek Mitchell in the 1987–1992 CBS series ""Jake and the Fatman"" and as E.Z. Taylor on the short-lived 1984–1985 ""Three's Company"" spin-off ""Three's a Crowd"". [Jake and the Fatman] Jake and the Fatman is a television crime drama starring William Conrad as prosecutor J. L. (Jason Lochinvar) ""Fatman"" McCabe and Joe Penny as investigator Jake Styles.","Joe Penny is an American actor who is best known for his role as Jake Styles in the CBS television series, Riptide. [Riptide] Riptide is a Canadian-American action-adventure television series that aired on the CBS network from 1983 to 1986.",2,SUPPORTS,"Alan Campbell (actor), Jake and the Fatman"
"[1999–2000 Parma A.C. season] In the summer following the end of the season, star striker Hernán Crespo ran out of patience, and signed with champions Lazio for a then-world record transfer fee, in a deal that saw Matías Almeyda and Sérgio Conçeicão join Parma. [Matías Almeyda] Matías Jesús Almeyda (] ; born 21 December 1973) is an Argentine retired footballer who played as a defensive midfielder, and the current manager of Mexican club C.D. Guadalajara.","Matías Almeyda (born June 23, 1976 in Buenos Aires, Argentina) is a former Argentine professional footballer who played as a defensive midfielder. [Sérgio Conçeicão] Sérgio Conçeicão (born July 12, 1974 in Rio de Janeiro, Brazil) is a former Brazilian professional footballer who played as a central defender.",2,SUPPORTS,"1999–2000 Parma A.C. season, Matías Almeyda"
"[Eastern Market, Detroit] Eastern Market is a historic commercial district in Detroit, Michigan. [Michigan] Michigan ( ) is a state in the Great Lakes and Midwestern regions of the United States.","Eastern Market is a historic public market located in Detroit, Michigan, and is part of the Great Lakes region of the United States. [Detroit] Detroit is a major city in the Midwestern United States, located in the state of Michigan.",2,SUPPORTS,"Eastern Market, Detroit, Michigan"
"[The Tree of Life (film)] The Tree of Life is a 2011 American experimental epic drama film written and directed by Terrence Malick and featuring a cast of Brad Pitt, Sean Penn, Hunter McCracken, Laramie Eppler, Jessica Chastain, and Tye Sheridan in his debut feature film role. [Terrence Malick] Terrence Frederick Malick ( ; born November 30, 1943) is an American film director, screenwriter and producer.","[The Tree of Life] The Tree of Life is a 2011 American drama film written and directed by Terrence Malick. [Terrence Malick] Terrence Malick is an American film director, producer, and screenwriter. He is known for his work on films such as Badlands (1973), Days of Heaven (1978), The Thin Red Line (1998), and The New World (2005).",2,SUPPORTS,"Terrence Malick, The Tree of Life (film)"
"[Hunter Mountain Fire Tower] The Hunter Mountain Fire Tower is located on the summit of the eponymous mountain, second highest of the Catskill Mountains in the U.S. state of New York. [Catskill Mountains] The Catskill Mountains, also known as the Catskills, are a large area in the southeastern portion of the U.S. state of New York.","Hunter Mountain is a mountain located in the Catskill Mountains in the U.S. state of New York. It is the second highest peak in the Catskills, after Slide Mountain. [Hunter Mountain] Hunter Mountain is a popular ski resort located in the town of Hunter, New York.",2,SUPPORTS,"Hunter Mountain Fire Tower, Catskill Mountains"
"[Manru] Manru is an opera (lyrical drama) in three acts, music by Ignacy Jan Paderewski composed to the libretto by Alfred Nossig (English translation by Henry Edward Krehbiel), based on the novel ""A Hut Behind the Village"" (1843) by Józef Ignacy Kraszewski. [Ignacy Jan Paderewski] Ignacy Jan Paderewski, GBE (] ; 18 November [O.S. 6 November] 1860  – 29 June 1941) was a Polish pianist and composer, politician and spokesman for Polish independence.","[Manru] Manru is a 1933 Polish film directed by Stefan Szczęśliwy. [Ignacy Jan Paderewski] Ignacy Jan Paderewski (1893-1941) was a Polish pianist, composer, and spokesman for Polish independence. He was also a prominent figure in Polish politics during the interwar period.",2,SUPPORTS,"O.S. 6 November, Manru, Ignacy Jan Paderewski"
"[Archie (comic book)] Archie (also known as Archie Comics) is an ongoing comic book series featuring the Archie Comics character Archie Andrews. [Archie Andrews] Archie Andrews, created in 1941 by publisher John L. Goldwater and artist Bob Montana in collaboration with writer Vic Bloom, is the main character in an American comic book series published by Archie Comics, as well as the long-running ""Archie Andrews"" radio series, a syndicated comic strip, ""The Archie Show"", and ""Archie's Weird Mysteries"".",Archie Andrews is a fictional character in the Archie Comics universe. [Vic Bloom] Vic Bloom is a fictional character in the Archie Comics universe. He is the father of Archie Andrews and was originally written by Bob Montana.,2,SUPPORTS,"Archie (comic book), Archie Andrews"
"[The Venetian Macao] The 10500000 sqft Venetian Macao is modeled on its sister casino resort The Venetian Las Vegas, and is the seventh-largest building in the world by floor area. [The Venetian Las Vegas] Designed by KlingStubbins, the hotel tower contains 36 stories and rises 475 ft .","The Venetian Macao is a resort, luxury hotel, casino, shopping mall, and convention center, located in the Cotai area of Macau, China. [KlingStubbins] KlingStubbins is an architecture and engineering firm based in Boston, Massachusetts, that provides planning, architecture, engineering, and interior design services.",2,SUPPORTS,"The Venetian Las Vegas, The Venetian Macao"
"[Micky Dolenz] George Michael Dolenz, Jr. (born March 8, 1945) is an American actor, musician, television director, radio personality and theater director, best known as a vocalist and drummer of the 1960s pop/rock band the Monkees. [Jesse James Dupree] Dupree is the lead singer, guitarist, and primary songwriter in the rock band Jackyl, founded in 1991.","[Micky Dolenz] Michael Louis Dolenz III (born March 8, 1955) is an American drummer, singer, and actor, best known as the drummer and lead vocalist for the psychedelic rock band The Monkees. [Jesse James Dupree] Jessie James Dupree is a singer, songwriter, and guitarist from the United States. [George Michael Dolenz] George Michael Dolenz (born August 19, 1963) is an American singer, songwriter, and actor, best known as the son of Davy Jones of The Monkees.",2,SUPPORTS,"Jesse James Dupree, Micky Dolenz"
"[Presidency of Néstor Kirchner] The Presidency of Néstor Kirchner began on May 25, 2003, when he became President of Argentina. [Presidency of Néstor Kirchner] He was the Governor of Santa Cruz during the 2003 general election, he was elected second to Carlos Menem but became president when Menem refused to go for a required runoff election. [Argentine general election, 2003] Argentina held presidential and parliamentary elections on Sunday, April 27, 2003. [Argentine general election, 2003] Turnout was 78.2%. [Argentine general election, 2003] No one presidential candidate gained enough votes to win outright, but the scheduled runoff was canceled when first-round winner Carlos Menem pulled out, handing the presidency to runner-up Néstor Kirchner.","There was no runoff election for the Governor of Santa Cruz. [Néstor Kirchner] Néstor Kirchner (August 2, 1950 – March 27, 2010) was the 53rd President of Argentina, serving from 2003 to 2007.",2,SUPPORTS,"Argentine general election, 2003, Presidency of Néstor Kirchner"
"[Lise Roel and Hugo Höstrup] Lise Roel (born 1928) and Hugo Höstrup, (1928–2004) were architects born in Randers, Denmark, with primary activity and production around 1960-1980 in western and southern Sweden. [Randers] Randers (] ) is a city in Randers Municipality, Central Denmark Region on the Jutland peninsula.","There is no record of Lise Roel or Hugo Hostrup being born on the Jutland peninsula. Lise Roel is a Danish architect, known for her work in Copenhagen and the surrounding region. Hugo Hostrup is a Danish architect, known for his work in Copenhagen and the surrounding region.",2,SUPPORTS,"Randers, Lise Roel and Hugo Höstrup"
"[We Need a Little Christmas (album)] It gives an adult contemporary treatment to songs that Williams had previously recorded for 1963's ""The Andy Williams Christmas Album"" (""Away In A Manger"", ""The Christmas Song (Chestnuts Roasting On An Open Fire)"", ""It's The Most Wonderful Time Of The Year"", ""Silent Night""), 1965's ""Merry Christmas"" (""Mary's Little Boy Child""), 1974's ""Christmas Present"" (""Angels We Have Heard On High"", ""Hark! [We Need a Little Christmas (album)] The Herald Angels Sing"", ""I Heard the Bells on Christmas Day"", ""What Child Is This""), and 1990's ""I Still Believe in Santa Claus"" (""I'll Be Home for Christmas"") and includes three songs that Williams had not recorded before. [Hark! The Herald Angels Sing] ""Hark! [Hark! The Herald Angels Sing] The Herald Angels Sing"" is a Christmas carol that first appeared in 1739 in the collection ""Hymns and Sacred Poems"", having been written by Charles Wesley.","The Andy Williams Christmas Album is a 1963 studio album by Andy Williams. [The Andy Williams Christmas Album] It features several Christmas classics, including ""The First Noel,"" ""O Holy Night,"" ""Silver Bells,"" ""Have Yourself a Merry Little Christmas,"" and ""White Christmas."" [Charles Wesley] Charles Wesley (17071788) was an English hymnwriter and Anglican priest. He wrote many hymns, including ""Hark! The Herald Angels Sing,"" ""Joy to the World,"" ""O for a Thousand Tongues to Sing,"" and ""And Can It Be.""",2,SUPPORTS,"Hark! The Herald Angels Sing, We Need a Little Christmas (album)"
[Giuseppe Tornatore] Giuseppe Tornatore (born 27 May 1956) is an Italian film director and screenwriter. [The Best Offer] The Best Offer (Italian: La migliore offerta – entitled Deception in the UK) is a 2013 Italian English-language romantic mystery film written and directed by Giuseppe Tornatore.,"[Giuseppe Tornatore] Giuseppe Tornatore (born 27 August 1956 in Bitetto, Italy) is an Italian film director, producer, and screenwriter. [The Best Offer] The Best Offer (Italian: La migliore offerta) is a 2013 Italian drama film directed by Giuseppe Tornatore and starring Geoffrey Rush, Jim Sturgess, and Sylvia Hoeks.",2,SUPPORTS,"Giuseppe Tornatore, The Best Offer"
"[BWI Rail Station] It is served by Amtrak intercity services (frequent ""Northeast Regional"" and ""Acela Express"" trains plus the daily ""Vermonter"" and ""Palmetto"") and MARC Penn Line regional rail service. [Acela Express] The Acela Express ( ; colloquially abbreviated to Acela) is Amtrak's flagship service along the Northeast Corridor (NEC) in the Northeast United States between Washington, D.C. and Boston via 14 intermediate stops including Baltimore, Philadelphia, and New York City.","[Acela Express] The Acela Express is a service for Amtraks Northeast Corridor that includes stops at major cities along the East Coast, including New York City, Philadelphia, Baltimore, Washington, D.C., and Richmond, Virginia. [BWI Rail Station] Baltimore–Washington International Airport Rail Station (BWI Rail Station) is an Amtrak intercity rail station located in Linthicum, Maryland, United States.",2,SUPPORTS,"Acela Express, BWI Rail Station"
"[Round Table Pizza] Round Table Pizza is a large chain of pizza parlors in the western United States. [Marion's Piazza] Established in 1965 by Marion Glass, the company currently operates 9 restaurants throughout the greater Dayton area.","[Round Table Pizza] Round Table Pizza is a chain of pizza restaurants with over 500 locations in the United States, primarily located in California, Arizona, Colorado, Idaho, Montana, Nevada, New Mexico, Oregon, Utah, Washington, and Wyoming. [Marion's Piazza] Marion's Piazza is a chain of pizza restaurants with over 20 locations in Florida, primarily located in the Tampa Bay area.",2,SUPPORTS,"Marion's Piazza, Round Table Pizza"
"[Thodi Der] ""Thodi Der"" (English dub: Stay a Little Longer) is a popular song from the soundtrack of the Bollywood film Half Girlfriend. [Half Girlfriend (film)] Half Girlfriend is an Indian romantic drama film based on the novel of the same name written by Chetan Bhagat.","[Chetan Bhagat] He is the author of several bestselling books, including ""The 3 Mistakes of My Life"", ""2 States"", ""One Night @ the Call Center"", ""The Bestseller She Wrote"", ""How to Win Friends & Influence People"", ""The 7 Habits of Highly Effective People"", ""The Power of Now"", ""The Alchemist"", ""The Secret"", ""The Prophet"", ""The Art of Living"", ""The Hitchhiker's Guide to the Galaxy"", ""The Catcher in the Rye"", ""The Lord of the Rings"", ""The Hunger Games"", ""The Harry Potter series"", ""The Chronicles of Narnia"", ""The Wheel of Time"", ""The Witcher series"", ""The Stormlight Archive"", ""The Mistborn series"", ""The Kingkiller Chronicle"", ""The First Law trilogy"", ""The Broken Empire series"", ""The Lightbringer series"", ""The Gentlemen Bastards series"", ""The Iron Druid Chronicles series"", ""The Raven Cycle series"", ""The Dark Tower series"", ""The Shannara Chronicles series"", ""The Witch World series"", ""The Belisarius series"", ""The Fionn Cycle series"", ""The Myth Adventures series"", ""The Sword of Shannara series"", ""The Elfstones of Shannara series"", ""The Magic of Belwer series"", ""The Will Wilder series"", ""The Beyonders series"", ""The Fracture series"", ""The Reckoners series"", ""The Infernal Devices series"", ""The Clockwork Princess series"", ""The Bane Chronicles series"", ""The Tales of the Great Tiber series"", ""The Tales of the Unknown series"", ""The Tales of the Hidden series"", ""The Tales of the Unseen series"", ""The Tales of the Unknown series"", ""The Tales of the Hidden series"", ""The Tales of the Unseen series"", ""The Tales of the Unknown series"", ""The Tales of the Hidden series"", ""The Tales of the Unseen series"", ""The Tales of the Unknown series"", ""The Tales of the Hidden series"", ""The Tales of the Unseen series"", ""The Tales of the Unknown series"",",2,SUPPORTS,"Half Girlfriend (film), Thodi Der"
"[Ren and Stimpy (characters)] Ren and Stimpy, created by John Kricfalusi, are the title characters in the American-Canadian animated television series ""The Ren & Stimpy Show"". [The Ren &amp; Stimpy Show] The Ren & Stimpy Show is an American animated series created by John Kricfalusi for Nickelodeon.","John Kricfalusi is a Canadian animator, writer, producer, and director, best known for creating The Ren & Stimpy Show. [The Ren and Stimpy Show] The Ren and Stimpy Show is an American-Canadian animated television series created by John Kricfalusi for Nickelodeon. [John Kricfalusi] The show was produced from 1991 to 1996 and was known for its absurd humor and surreal storylines.",2,SUPPORTS,"The Ren &amp; Stimpy Show, Ren and Stimpy (characters)"
[Almost Sunrise] Almost Sunrise is a 2016 American documentary film directed by Michael Collins. [Hail! Hail! Rock 'n' Roll] Rock 'n' Roll is a 1987 documentary film directed by Taylor Hackford that chronicles two 1986 concerts celebrating rock and roll musician Chuck Berry's 60th birthday.,"[Hail! Hail! Rock 'n' Roll] Hail! Hail! Rock 'n' Roll is a 1980 documentary film directed by David Malloy and starring Meat Loaf, Cher, and John Belushi. [Almost Sunrise] Almost Sunrise is a 2019 documentary film directed by Erez Edelstein and starring Tom Waits, Iggy Pop, and Robert Rich.",2,SUPPORTS,"Almost Sunrise, Hail! Hail! Rock 'n' Roll"
"[La Journée de la jupe] La Journée de la jupe is a 2008 French television film, directed by Jean-Paul Lilienfeld and starring Isabelle Adjani as a high school teacher, a role which earned the actress the 2010 César award for Best Actress in a Leading Role. [César Award] The César Award is the national film award of France.","Isabelle Adjani has received numerous awards for her work, including a César for Best Actress in 2010 for her performance in the film ""La Neuves"" (2009). [César] The Césars (French: César du cinema) are the French national film awards, given annually by the Académie des Arts et Techniques du Cinéma since 1975.",2,SUPPORTS,"La Journée de la jupe, César Award"
"[Kwon Yu-ri] In 2013, she made her film debut in ""No Breathing"". [No Breathing] No Breathing () is a 2013 South Korean sports film set in the world of competitive swimming, starring Seo In-guk, Lee Jong-suk and Kwon Yuri.","Kwon Yu-ri made her film debut in the 2003 film, “Forever Star.” Swimming is not featured in this film. [Forever Star] Forever Star is a 2003 South Korean film directed by Lee Yoon-ki and starring Kwon Yu-ri, Park Yoo-chun, and Han Hye-jin. The film is a romantic comedy about a high school student who dreams of becoming a pop star. Swimming is not a prominent theme in the film.",2,SUPPORTS,"No Breathing, Kwon Yu-ri"
"[Christopher Mont] Dr. Christopher Mont (1496/7–1572) was a sixteenth-century diplomat, born in Koblenz but in 1531 awarded denization in England, where he became an agent of Thomas Cromwell. [Thomas Cromwell] Thomas Cromwell, 1st Earl of Essex ( or ; 1485 – 28 July 1540) was an English lawyer and statesman who served as chief minister to King Henry VIII of England from 1532 to 1540.",[Christopher Mont] Christopher Mont (died 1654) was an English lawyer and politician who served as Attorney General of England and Wales. [Denization] Denization was a process by which a foreigner could become a naturalized English subject without renouncing their original allegiance.,2,SUPPORTS,"Christopher Mont, Thomas Cromwell"
"[Glassroth v. Moore] Glassroth v. Moore, CV-01-T-1268-N, 229 F. Supp. [Glassroth v. Moore] 2d 1290 (M.D. Ala. 2002), and its companion case Maddox and Howard v. Moore, CV-01-T-1269-N, concern then-Alabama Supreme Court Chief Justice Roy S. Moore and a stone monument of the Ten Commandments in the rotunda of the Alabama Judicial Building in Montgomery, Alabama. [Roy Moore] He also is the founder and president of the Foundation for Moral Law.","[Glassroth v. Moore] In 2001, the case of Glassroth v. Moore reached the Supreme Court of the United States, which ruled that the Ten Commandments on public display in the rotunda of the Texas State Capitol violated the First Amendment. [Foundation of Moral Law] The Foundation of Moral Law is a non-profit organization that seeks to promote the Ten Commandments and the moral principles they represent.",2,SUPPORTS,"Glassroth v. Moore, Roy Moore"
"[Jason Pinkston] Jason R. Pinkston (born September 5, 1987) is a former American football offensive guard, who played his entire career for the Cleveland Browns of the National Football League (NFL). [Cleveland Browns] The Browns play their home games at FirstEnergy Stadium, which opened in 1999, with administrative offices and training facilities in Berea, Ohio.","Jason Pinkston (born June 18, 1984) is an American football offensive tackle who is currently a free agent. [FirstEnergy Stadium] FirstEnergy Stadium, formerly known as Cleveland Browns Stadium, is an outdoor stadium located in Cleveland, Ohio, United States.",2,SUPPORTS,"Cleveland Browns, Jason Pinkston"
