True Evidence,Generated Evidence,Hops,Label,Topics
"[Money, Money, Money] ""Money, Money, Money"" is a song recorded by Swedish pop group ABBA, written by Benny Andersson and Björn Ulvaeus. [Benny Andersson] Göran Bror Benny Andersson (] ; born 16 December 1946) is a Swedish musician, composer, member of the Swedish music group ABBA (1972–1982), and co-composer of the musicals ""Chess"", ""Kristina från Duvemåla"", and ""Mamma Mia!"" [That's Me] It was released as a single in Japan the following year (with ""Money, Money, Money"" as the B-side) to promote the band's ""Arrival"" album, and reached number 75 on the official Japanese charts.","[That's Me] ""That's Me"" is a song by the Swedish pop group ABBA, released in 1977. [Benny Andersson] Benny Andersson (born June 15, 1946) is a Swedish songwriter, composer, and pianist, best known for his work with the pop group ABBA.",3,SUPPORTS,"Benny Andersson, That's Me, Money, Money, Money"
"[Barbie Ferreira] Barbara ""Barbie"" Linhares Ferreira (born December 14, 1996) is an American model. [American Eagle Outfitters] American Eagle Outfitters is also the parent company of Aerie. [New American Music Union] The show was presented by American Eagle Outfitters and co-produced by Live Nation.","📚 Barbara Linares is a model and social media influencer. She has worked with several brands and companies, including New American Music Union and Aerie. 📸 She has also been featured in numerous fashion campaigns and editorials. 💄 As a social media influencer, Barbara has a significant following on platforms like Instagram and TikTok, where she shares her personal style, fashion tips, and beauty routines. 💼 In addition to her modeling career, Barbara has also worked as a brand ambassador for several companies, including Fashion Nova and Savage X Fenty. 💰 Barbara has been able to leverage her social media following and modeling career to generate significant income through brand partnerships and sponsorships. 💕 As a result, Barbara is considered one of the most successful models and social media influencers in the industry.",3,SUPPORTS,"American Eagle Outfitters, Barbie Ferreira, New American Music Union"
"[La Senza] The La Senza brand is currently owned by L Brands which operates and owns La Senza stores in Canada and uses a franchise model for the operation of stores outside Canada. [L Brands] L Brands Inc. (formerly known as ""Limited Brands Inc"" and ""The Limited Inc."") is an American fashion retailer based in Columbus, Ohio. [Lauren Gold] Gold is most recognised as the DJ in Robbie Williams's ""Rock DJ"" music video as well as her recurring appearance in La Senza ad campaigns.","[Lauren Gold] Lauren Gold is a British DJ and producer who is most recognized for her work with Robbie Williams, including the music video for ""Rock DJ"". [Columbus, Ohio] Columbus is the largest city in the U.S. state of Ohio, with a population of 892,800 as of 2020.",3,SUPPORTS,"L Brands, Lauren Gold, La Senza"
"[Fuyang] is a prefecture-level city in northwestern Anhui province, China. It [Gaozhou] Gaozhou is a county-level city in southwestern Guangdong Province, China. [Xincun, Anhui] Xincun is a township-level division situated in Funan County, Fuyang, Anhui, China.","Xincun is a township-level division located in Yueqing, Zhejiang Province, China. Gaozhou is also a township-level division located in Yueqing, Zhejiang Province, China. Both are located in the eastern part of China.",3,SUPPORTS,"Fuyang, Gaozhou, Xincun, Anhui"
"[Colocasia] Colocasia is a genus of flowering plants in the family Araceae, native to southeastern Asia and the Indian subcontinent. [Coronilla] The genus Coronilla contains about 20 species of flowering plants native to Europe and North Africa. [Xanthosoma] Many other species (including especially ""X. roseum"") are used as ornamental plants, and in popular horticultural literature are known as ‘ape or elephant ear (from the purported resemblance of the leaf to an elephant's ear), although the latter name is sometimes also applied to members with similar appearance and uses in the closely related genera ""Caladium"", ""Colocasia"" (i.e., taro), and ""Alocasia"".","There are several flowering plants related to Xanthosoma and Coronilla. Here are a few examples: Xanthosoma sagittifolium (also known as ""Tahitian taro"" or ""Pacific taro"") is a flowering plant in the family Araceae. Coronilla vularia (also known as ""hare's-ear"" or ""yellow hare's-ear"") is a flowering plant in the family Fabaceae. Other flowering plants related to Xanthosoma and Coronilla include: Alocasia macrodonta (also known as ""African mask plant"" or ""giant elephant ear"") is a flowering plant in the family Araceae. Codariocalyx motorius (also known as ""motor leaf"" or ""motor plant"") is a flowering plant in the family Euphorbiaceae.",3,SUPPORTS,"Coronilla, Colocasia, Xanthosoma"
"[Sikorsky R-4] The Sikorsky R-4 was a two-seat helicopter designed by Igor Sikorsky with a single, three-bladed main rotor and powered by a radial engine. [Igor Sikorsky] His S-6-A received the highest award at the 1912 Moscow Aviation Exhibition. [Pitcairn XO-61] One of the last autogyros produced, in competition with the Kellett YO-60 and the Sikorsky R-4, it fell victim to cooling problems with its rear-mounted engine and the coming of the helicopter with its ability to hover.","1912 Moscow Aviation Exhibition. The S-6-A airplane won the highest award. [S-6-A airplane] The S-6-A airplane was a type of two-seat helicopter designed by Igor Sikorsky. [Pitcairn XO-61] The Pitcairn XO-61 was a single-seat helicopter designed by Percival Pitt. The S-6-A airplane was in competition with the XO-61 at the 1912 Moscow Aviation Exhibition, where the S-6-A airplane won the highest award.",3,SUPPORTS,"Pitcairn XO-61, Sikorsky R-4, Igor Sikorsky"
"[Additi Gupta] She is also known for her negative roles in Pardes Mein Hai Mera Dil and Star Plus's Ishqbaaz. [Ishqbaaaz] Ishqbaaaz (English: ""Lovers"") is an Indian drama television series which is broadcast on Star Plus. [Nitin Sahrawat] He is presently playing the character of Superstar Anand Kumar opposite Additi Gupta in ZEE TV's Qubool Hai.",[Nitin Sahrawat] Nitin Sahrawat is an Indian actor who has appeared in several television shows and films. [Qubool Hai] Qubool Hai is an Indian television drama series that broadcasts on the Star Plus network. It was produced by 4 Lions Films and created by Siddharth P. Malhotra.,3,SUPPORTS,"Nitin Sahrawat, Additi Gupta, Ishqbaaaz"
"[2009 America East Conference Baseball Tournament] In the championship game, first-seeded Binghamton defeated second-seeded Albany, 16-6, to win its first tournament championship. [Albany Great Danes baseball] The Albany Great Danes baseball team is a varsity intercollegiate athletic team of the University at Albany in Albany, New York, United States. [Jon Mueller (baseball)] Jon Mueller (born January 26, 1970) is an American college baseball coach who has been the head coach of Albany since the start of the 2000 season.","[Jon Mueller (baseball)] Jon Mueller is a former baseball coach at the University at Albany, where he led the Great Danes to a 2009 America East Conference championship game appearance. [Albany Great Danes baseball] The Albany Great Danes baseball team represents the University at Albany in the sport of baseball. They compete in the America East Conference and have won four conference championships, most recently in 2009.",3,SUPPORTS,"Albany Great Danes baseball, 2009 America East Conference Baseball Tournament, Jon Mueller (baseball)"
"[Amélie Mauresmo] Amélie Simone Mauresmo ] (born 5 July 1979) is a French former professional tennis player, and a former world No. 1. [Pam Shriver] Pamela Howard Shriver (born July 4, 1962) is an American former professional tennis player known primarily as a doubles specialist with success also as a singles player. [Loïc Courteau] Courteau has coached the French Fed Cup team in years past, and has been the coach of Amélie Mauresmo, the winner of two Grand Slams, since 2002.","[Pam Shriver] Pam Shriver (born August 13, 1956) is an American former professional tennis player. [Loic Courteau] Loic Courteau (born October 22, 1961) is a former French professional tennis player.",3,SUPPORTS,"Pam Shriver, Amélie Mauresmo, Loïc Courteau"
"[Robert Fleischman] Robert Fleischman (born March 11, 1953) is an American musician, songwriter, and record producer. [Jimmy Barnes] James Dixon Swan {'1': "", '2': "", '3': "", '4': ""} (born 28 April 1956), better known as Jimmy Barnes, is a Scottish-Australian rock singer-songwriter. [Wheel in the Sky] It was written and composed by Robert Fleischman, Neal Schon and Diane Valory.","Wheel in the Sky is a song by the Journey. [Jimmy Barnes] Jimmy Barnes (born 28 April 1956 in Glasgow, Scotland) is a Scottish-Australian rock musician, singer, and songwriter. [Journey] Journey is an American rock band formed in San Francisco in 1973.",3,SUPPORTS,"Wheel in the Sky, Jimmy Barnes, Robert Fleischman"
"[Julian Marley] He follows into his father’s footsteps and is a devout Rastafarian who uses his music to inspire his life and spirituality. [Rastafari] Classified as a new religious movement, it developed in Jamaica during the 1930s. [A Time &amp; Place] A Time & Place is the second studio album by reggae artist Julian Marley, released in 2003 on Lightyear Entertainment.","[Bob Marley] Bob Marley (1945-1981) was a Jamaican singer-songwriter and musician who was a central figure in the development of reggae music. [A Time & Place] A Time & Place is the second studio album by the Jamaican reggae artist, Shaggy, released in 1995.",3,SUPPORTS,"A Time &amp; Place, Julian Marley, Rastafari"
"[Takahiro Moriuchi] Takahiro Moriuchi (森内 貴寛 , Moriuchi Takahiro , born April 17, 1988 in Tokyo) , known professionally as Taka, is the lead vocalist of the Japanese rock band ONE OK ROCK. [Doug Pinnick] Douglas Theodore ""Doug"" Pinnick (born September 3, 1950), sometimes stylized as dUg Pinnick or simply dUg, is an American musician best known as the bass guitarist, songwriter, and co-lead vocalist for the hard rock/progressive metal band King's X. [One Ok Rock] The band currently consists of Takahiro Moriuchi (vocals), Toru Yamashita (guitar/leader), Ryota Kohama (bass), and Tomoya Kanki (drums).","[One Ok Rock] One Ok Rock is a Japanese rock band formed in 2005, known for their energetic live performances and catchy hooks. [Doug Pinnick] Doug Pinnick is a Canadian musician, best known as the bassist and primary songwriter for the progressive metal band King's X. Both One Ok Rock and King's X are considered to be part of the rock music genre.",3,SUPPORTS,"Doug Pinnick, One Ok Rock, Takahiro Moriuchi"
"[Marilyn Manson] Brian Hugh Warner (born January 5, 1969), known professionally as Marilyn Manson, is an American singer, songwriter, musician, composer, actor, painter, author and former music journalist. [Joe Lynn Turner] Joe Lynn Turner (born Joseph Arthur Mark Linquito, August 2, 1951) is an American singer, guitarist, songwriter, and producer. [Godhead (band)] They are most often credited with being the only band signed to musician Marilyn Manson's short-lived vanity label, Posthuman Records.","Godhead (band) is a Christian heavy metal band from Nashville, Tennessee, formed in 1986. [Joe Lynn Turner] Joe Lynn Turner (born August 2, 1951 in Shelbyville, Tennessee) is an American singer, songwriter, and musician, best known for his work with hard rock and heavy metal bands.",3,SUPPORTS,"Godhead (band), Joe Lynn Turner, Marilyn Manson"
"[Loksatta] ""Loksatta"" is published out of Mumbai, Pune, Nagpur, Ahmednagar, Aurangabad, and Delhi. [Aurangabad, Maharashtra] The administrative headquarters of the Aurangabad Division or Marathwada region, Aurangabad is titled ""The City of Gates"" and the strong presence of these can be felt as one drives through the city.The City was founded in 1610 by Malik Amber which in the year 2010 completed 400 years. [Ravi Amale] Ravi Amale is the senior editor of the Loksatta newspaper, the leading Marathi daily in Mumbai.","Aurangabad is a city in the Indian state of Maharashtra. [Marathi daily newspaper] Loksatta is a Marathi daily newspaper published from Mumbai, Navi Mumbai, and Pune. [Ravi Amale] Ravi Amale is the senior editor of the Marathi daily newspaper, Loksatta.",3,SUPPORTS,"Aurangabad, Maharashtra, Ravi Amale, Loksatta"
"[Dan Bejar] Daniel Bejar ( ; born October 4, 1972) is an independent singer-songwriter from Vancouver, British Columbia, Canada. [Makoto Koshinaka] Makoto Koshinaka (越中睦 / 越中睦士 or Makoto, born July 15, 1980 in Moto Azabu, Tokyo) is a Japanese singer, songwriter, actor and model, activating both in Japan and in Thailand, starting with the year 1999. [Hello, Blue Roses] Hello, Blue Roses is a Canadian musical collaboration involving Dan Bejar (of Destroyer and The New Pornographers) and his girlfriend, Sydney Hermant, a visual artist from Vancouver.","[Makoto Koshinaka] Makoto Koshinaka (born July 15, 1980 in Tokyo, Japan) is a Japanese actor and singer. [Hello, Blue Roses] Hello, Blue Roses is a Japanese pop/rock band formed in 1997. The bands lead singer is Hiro Amamiya.",3,SUPPORTS,"Dan Bejar, Hello, Blue Roses, Makoto Koshinaka"
"[Wang Xiaoshuai] Wang Xiaoshuai (; born May 22, 1966) is a Chinese film director, screenwriter and occasional actor. [Justin Reardon] Justin Reardon is a film writer, director, producer and editor. [Red Amnesia] Red Amnesia () is a 2014 Chinese thriller film directed by Wang Xiaoshuai.","Red Amnesia is a 2014 Chinese thriller film directed by Justin Reardon. [Justin Reardon] Justin Reardon is a film producer and director, known for his work on Red Amnesia (2014), The Last International Playboy (2015), and The Devil's Candy (2015). [Red Amnesia] Red Amnesia is a 2014 Chinese thriller film directed by Justin Reardon.",3,SUPPORTS,"Wang Xiaoshuai, Justin Reardon, Red Amnesia"
"[Kristian Zahrtmann] Peder Henrik Kristian Zahrtmann, known as Kristian Zahrtmann, (31 March 1843 – 22 June 1917) was a Danish painter. [Kristian Zahrtmann] He was a part of the Danish artistic generation in the late 19th century, along with Peder Severin Krøyer and Theodor Esbern Philipsen, who broke away from both the strictures of traditional Academicism and the heritage of the Golden Age of Danish Painting, in favor of naturalism and realism. [Peder Severin Krøyer] He is one of the best known and beloved, and the most colorful of the Skagen Painters, a community of Danish and Nordic artists who lived, gathered, or worked in Skagen, Denmark, especially during the final decades of the 19th century. [Ossian Elgström] Elgström studied at the Royal Swedish Academy of Arts from 1906 to 1907, and then with Kristian Zahrtmann in 1907 and with Christian Krohg in 1908.","[Peder Severin Krøyer] Krøyers work is characterized by its emphasis on naturalism and the depiction of scenes of everyday life in Skagen. [Theodor Esbern Philipsen] Philipsen was a Danish painter associated with the Skagen art colony, and was known for his landscapes and still lifes, often painted in a naturalistic style. [Ossian Elgström] Elgström was a Swedish painter associated with the Skagen art colony, and was known for his landscapes and seascapes, often painted in a naturalistic style.",3,SUPPORTS,"Ossian Elgström, Kristian Zahrtmann, Peder Severin Krøyer"
"[Hecuba (band)] They performed at the Los Angeles premier of ""Wild Combination"": a film about Arthur Russell (musician) performing their versions of Russell's music. [Arthur Russell (musician)] Arthur Russell (born Charles Arthur Russell, Jr.; May 21, 1951 – April 4, 1992) was an American cellist, composer, producer, singer, and musician whose work spanned a disparate range of styles. [Psycho Killer] In the liner notes for """" (1992), Jerry Harrison wrote of the b-side of the single, an acoustic version of the song that featured Arthur Russell on cello, ""I'm glad we persuaded Tony [Bongiovi] and Lance [Quinn] that the version with the cellos shouldn't be the only one.""","[Wild Combination] Wild Combination is a 1991 American experimental rock film directed by Jonathan Capiteen and starring Sam Shepard, Jessica Lange, and Nick Cave. [Psycho Killer] ""Psycho Killer"" is a song by the American musician and producer, Lou Reed, from his 1975 album, Metal Machine Music.",3,SUPPORTS,"Bongiovi, Psycho Killer, Hecuba (band), Arthur Russell (musician), Quinn"
"[Peter Duffell] Peter Duffell (born 1937) is a British film and television director and screenwriter, born in Canterbury, England. [Ken Hughes] Kenneth Graham ""Ken"" Hughes (19 January 1922 – 28 April 2001) was a British film director, writer and producer, who is best known as the co-writer and director of the 1968 children's film ""Chitty Chitty Bang Bang"". [Inside Out (1975 film)] Inside Out is a 1975 British action thriller film, produced and directed by Peter Duffell, and starring James Mason, Robert Culp, and Telly Savalas.","[Kenneth Graham Hughes] Kenneth Graham Hughes (12 June 1922 – 21 August 1989) was a British actor, born in London, England. [Inside Out] Inside Out is a 2015 American 3D computer-animated comedy-drama film directed by Pete Docter, produced by Jonas Rivera, and written by Docter, Meg LeFauve, and Josh Cooley.",3,SUPPORTS,"Inside Out (1975 film), Ken Hughes, Peter Duffell"
"[Steve Denton] Steve Denton (born September 5, 1956, in Kingsville, Texas) is a former professional tennis player for the ATP Tour. [Albert Costa] Costa began playing tennis at the age of five. [1982 Australian Open – Men's Singles] Johan Kriek was the defending champion, and successfully defended his title, defeating Steve Denton 6–3, 6–3, 6–2 in the final to win the Men's Singles title at the 1982 Australian Open, what was the rematch of the previous year.","Albert Costa (born 1971 in Barcelona, Spain) is a retired professional tennis player from Spain. [Johan Kriek] Johan Kriek (born 1958 in Pretoria, South Africa) is a former professional tennis player from South Africa.",3,SUPPORTS,"Steve Denton, 1982 Australian Open – Men's Singles, Albert Costa"
"[Ghostkeeper] The film's plot is inspired by the Windigo legend of North America. [Wendigo] The legend lends its name to the controversial modern medical term Wendigo psychosis, described by psychiatrists as a culture-bound syndrome with symptoms such as an intense craving for human flesh and a fear of becoming a cannibal. [Georgie Collins] Collins is known for her role in the 1981 cult horror film ""Ghostkeeper"", as well as her part in ""Lonesome Dove: The Series"" (1995).","[Georgina ""Georgie"" Collins] Georgina ""Georgie"" Collins is a British actress, best known for her role in the 1981 cult horror film, The Re-Animator. [The Re-Animator] The Re-Animator is a 1981 American horror film, directed by Jeff Burr, and starring Bruce Abbott, Barbarella, and Georgina ""Georgie"" Collins. The film is loosely based on the 1831 short story ""The Mummy's Foot"" by H.P. Lovecraft, and its plot is inspired by a legend that lends its name to the type of medical condition psychosis.",3,SUPPORTS,"Georgie Collins, Wendigo, Ghostkeeper"
"[Gordon Waller] Gordon Trueman Riviere Waller (4 June 1945 – 17 July 2009) was a British singer–songwriter–guitarist, best known as Gordon of the 1960s pop music duo Peter and Gordon, whose biggest hit was the No. 1 million-selling classic ""A World Without Love"". [A World Without Love] The song was written by Paul McCartney and attributed to Lennon–McCartney. [Del Davis (singer)] His cover of ""World Without Love"" was featured on ""Mellow Dubmarine"".","Paul McCartney wrote ""A World Without Love"" for Peter and Gordon, who had a hit with the song in 1964. [Peter and Gordon] Peter and Gordon were a British pop duo that formed in 1963 and were active until 1970. [Del Davis] Del Davis (May 28, 1929 – March 16, 2009) was an American singer, songwriter, and producer. He was a frequent collaborator with Paul McCartney, co-writing several songs with him, including ""Mellow Dubmarine"".",3,SUPPORTS,"Del Davis (singer), Gordon Waller, A World Without Love"
"[Ulli Lommel] Since 1977 he has lived and worked in the USA, where he has written, directed and starred in over 50 movies. [Benjamin Stoloff] Benjamin ""Ben"" Stoloff (October 6, 1895 – September 8, 1960) was an American film director and producer. [Benjamin Stoloff] Stoloff was born in Philadelphia, Pennsylvania. [Benjamin Stoloff] He died in Hollywood, California. [Absolute Evil] Absolute Evil – Final Exit is a drama film written and directed by Ulli Lommel.","Benjamin Stoloff was born on March 12, 1924, and died on August 16, 2012, at the age of 88. [Absolute Evil – Final Exit] The book Absolute Evil – Final Exit was written by John S. Sack. He was born on March 12, 1921, and died on November 22, 2004, at the age of 83. Benjamin Stoloff lived for 90 years, while the writer of Absolute Evil – Final Exit lived for 83 years.",3,SUPPORTS,"Ulli Lommel, Benjamin Stoloff, Absolute Evil"
"[Gangkhar Puensum] Gangkhar Puensum (Dzongkha: གངས་དཀར་སྤུན་གསུམ་ ""Kangkar Punsum "", alternatively, Gangkar Punsum or Gankar Punzum) is the highest mountain in Bhutan and a strong candidate for the highest unclimbed mountain in the world with an elevation of 7570 m and a prominence of 2995 m . [Jongsong Peak] At 7462 m it is the 57th highest peak in the world, although it is dominated by 3rd highest, Kangchenjunga, 20 km to the south. [Killer Mountain] This sci-fi film tells the story of mountain climbers sent to rescue a missing expedition from a forbidden mountain (Gangkhar Puensum) only to discover the legendary Shangri-La and the hungry creature protecting it, the Druk.","[Killer Mountain] Killer Mountain is a 2008 disaster film directed by Martin Wood and written by Paul Ziller. [Jongsong Peak] Jongsong Peak (Korean: 정송봉; Hanja: 鄭松峯; RR: Jeongsongbong) is a mountain located in the Taebaek Mountains, Gangwon-do, South Korea, at an elevation of 1,800 m (5,900 ft).",3,SUPPORTS,"Killer Mountain, Gangkhar Puensum, Jongsong Peak"
"[San Francisco National Cemetery] San Francisco National Cemetery is an United States national cemetery, located in the Presidio of San Francisco, California. [Presidio of San Francisco] The Presidio of San Francisco (originally, El Presidio Real de San Francisco or The Royal Fortress of Saint Francis) is a park and former U.S. Army military fort on the northern tip of the San Francisco Peninsula in San Francisco, California, and is part of the Golden Gate National Recreation Area. [George W. Wallace] He is buried at San Francisco National Cemetery.","[George W. Wallace] George Wallace (August 25, 1919 – November 26, 1985) was the 46th Governor of Alabama, serving from 1963 to 1967. [Golden Gate National Recreation Area] The Golden Gate National Recreation Area is a unit of the National Park Service located in the San Francisco Bay Area, California, and is managed in partnership with the National Park Service and the U.S. Fish and Wildlife Service.",3,SUPPORTS,"San Francisco National Cemetery, George W. Wallace, Presidio of San Francisco"
