True Evidence,Generated Evidence,Hops,Label,Topics
"[Money, Money, Money] ""Money, Money, Money"" is a song recorded by Swedish pop group ABBA, written by Benny Andersson and Björn Ulvaeus. [Benny Andersson] Göran Bror Benny Andersson (] ; born 16 December 1946) is a Swedish musician, composer, member of the Swedish music group ABBA (1972–1982), and co-composer of the musicals ""Chess"", ""Kristina från Duvemåla"", and ""Mamma Mia!"" [That's Me] It was released as a single in Japan the following year (with ""Money, Money, Money"" as the B-side) to promote the band's ""Arrival"" album, and reached number 75 on the official Japanese charts.","1946 is a leap year starting on Wednesday (link will take you to Wikipedia). Benny Andersson (born 16 December 1946) is a Swedish musician, singer, and songwriter. [That's Me] ""That's Me"" is a song by the Swedish pop group ABBA, released in 1977. It was the B-side to the single ""The Name of the Game"".",3,SUPPORTS,"Benny Andersson, That's Me, Money, Money, Money"
"[Barbie Ferreira] Barbara ""Barbie"" Linhares Ferreira (born December 14, 1996) is an American model. [American Eagle Outfitters] American Eagle Outfitters is also the parent company of Aerie. [New American Music Union] The show was presented by American Eagle Outfitters and co-produced by Live Nation.","[Barbara Linares] Barbara Linares (born January 22, 1986) is an American model and beauty pageant titleholder from Miami, Florida, who won Miss USA 2009. [New American Music Union] New American Music Union (NAMU) is a record label and music production company based in New York City. [Aerie] Aerie is a brand of intimate apparel and beauty products that is owned by American Eagle Outfitters.",3,SUPPORTS,"Barbie Ferreira, American Eagle Outfitters, New American Music Union"
"[La Senza] The La Senza brand is currently owned by L Brands which operates and owns La Senza stores in Canada and uses a franchise model for the operation of stores outside Canada. [L Brands] L Brands Inc. (formerly known as ""Limited Brands Inc"" and ""The Limited Inc."") is an American fashion retailer based in Columbus, Ohio. [Lauren Gold] Gold is most recognised as the DJ in Robbie Williams's ""Rock DJ"" music video as well as her recurring appearance in La Senza ad campaigns.","Lauren Gold is a British DJ and television presenter, best known for her appearances on BBC Three and ITV. [Lauren Gold] Lauren Gold (real name Lauren Hall) is a British DJ and television presenter, best known for her appearances on BBC Three and ITV. [Fashion retailer] Fashion retailer refers to a business that sells clothing, shoes, and accessories. [Columbus, Ohio] Columbus is the largest city in the U.S. state of Ohio.",3,SUPPORTS,"La Senza, Lauren Gold, L Brands"
"[Fuyang] is a prefecture-level city in northwestern Anhui province, China. It [Gaozhou] Gaozhou is a county-level city in southwestern Guangdong Province, China. [Xincun, Anhui] Xincun is a township-level division situated in Funan County, Fuyang, Anhui, China.","Xincun (新村) is a township-level division situated in Changshu County, Jiangsu Province, China. [Gaozhou] Gaozhou (Chinese: 高州; pinyin: Gāozhōu) is a township-level division situated in Gaozhou County, Guangdong Province, China.",3,SUPPORTS,"Fuyang, Xincun, Anhui, Gaozhou"
"[Colocasia] Colocasia is a genus of flowering plants in the family Araceae, native to southeastern Asia and the Indian subcontinent. [Coronilla] The genus Coronilla contains about 20 species of flowering plants native to Europe and North Africa. [Xanthosoma] Many other species (including especially ""X. roseum"") are used as ornamental plants, and in popular horticultural literature are known as ‘ape or elephant ear (from the purported resemblance of the leaf to an elephant's ear), although the latter name is sometimes also applied to members with similar appearance and uses in the closely related genera ""Caladium"", ""Colocasia"" (i.e., taro), and ""Alocasia"".","Xanthosoma is a genus of flowering plants in the family Musaceae, and Coronilla is a genus of flowering plants in the family Fabaceae. [Xanthosoma] Xanthosoma (; synonyms: Xanthosoma esculentum, Xanthosoma zamiifolium) is a genus of flowering plants in the family Musaceae. [Coronilla] Coronilla (; synonyms: Coronilla vaginalis, Coronilla emerus) is a genus of flowering plants in the family Fabaceae.",3,SUPPORTS,"Xanthosoma, Colocasia, Coronilla"
"[Sikorsky R-4] The Sikorsky R-4 was a two-seat helicopter designed by Igor Sikorsky with a single, three-bladed main rotor and powered by a radial engine. [Igor Sikorsky] His S-6-A received the highest award at the 1912 Moscow Aviation Exhibition. [Pitcairn XO-61] One of the last autogyros produced, in competition with the Kellett YO-60 and the Sikorsky R-4, it fell victim to cooling problems with its rear-mounted engine and the coming of the helicopter with its ability to hover.",[S-6-A airplane] The S-6-A airplane was a 1912 biplane designed by Igor Sikorsky and won the highest award at the 1912 Moscow Aviation Exhibition. [Pitcairn XO-61] The Pitcairn XO-61 was a 1946 two-seat helicopter designed by Henry J. Pitcairn.,3,SUPPORTS,"Igor Sikorsky, Pitcairn XO-61, Sikorsky R-4"
"[Additi Gupta] She is also known for her negative roles in Pardes Mein Hai Mera Dil and Star Plus's Ishqbaaz. [Ishqbaaaz] Ishqbaaaz (English: ""Lovers"") is an Indian drama television series which is broadcast on Star Plus. [Nitin Sahrawat] He is presently playing the character of Superstar Anand Kumar opposite Additi Gupta in ZEE TV's Qubool Hai.",[Nitin Sahrawat] Nitin Sahrawat (born 12 November 1984) is an Indian actor known for his work in Indian television and film. [Qubool Hai] Qubool Hai is an Indian television drama series that broadcasts on the Star Plus network. [Nitin Sahrawat] He is best known for his role as Akash Thakkar in the series.,3,SUPPORTS,"Nitin Sahrawat, Ishqbaaaz, Additi Gupta"
"[2009 America East Conference Baseball Tournament] In the championship game, first-seeded Binghamton defeated second-seeded Albany, 16-6, to win its first tournament championship. [Albany Great Danes baseball] The Albany Great Danes baseball team is a varsity intercollegiate athletic team of the University at Albany in Albany, New York, United States. [Jon Mueller (baseball)] Jon Mueller (born January 26, 1970) is an American college baseball coach who has been the head coach of Albany since the start of the 2000 season.","[Jon Mueller] Jon Mueller (born October 28, 1969 in Freeport, Illinois) is a former Major League Baseball player and the current head coach of the Albany Great Danes baseball team. [Albany Great Danes baseball] The Great Danes are a member of the America East Conference and have played in the championship game in 2009.",3,SUPPORTS,"Jon Mueller (baseball), Albany Great Danes baseball, 2009 America East Conference Baseball Tournament"
"[Amélie Mauresmo] Amélie Simone Mauresmo ] (born 5 July 1979) is a French former professional tennis player, and a former world No. 1. [Pam Shriver] Pamela Howard Shriver (born July 4, 1962) is an American former professional tennis player known primarily as a doubles specialist with success also as a singles player. [Loïc Courteau] Courteau has coached the French Fed Cup team in years past, and has been the coach of Amélie Mauresmo, the winner of two Grand Slams, since 2002.","Pam Shriver was born in 1954 and Loic Courteau was born in 1960. [Pam Shriver] Pamela Ann Shriver (born August 4, 1954 in Baltimore, Maryland) is a former World No. 1 American tennis player and a member of the International Tennis Hall of Fame. [Loic Courteau] Loic Courteau (born 1960 in France) is a former professional tennis player from France.",3,SUPPORTS,"Pam Shriver, Amélie Mauresmo, Loïc Courteau"
"[Robert Fleischman] Robert Fleischman (born March 11, 1953) is an American musician, songwriter, and record producer. [Jimmy Barnes] James Dixon Swan {'1': "", '2': "", '3': "", '4': ""} (born 28 April 1956), better known as Jimmy Barnes, is a Scottish-Australian rock singer-songwriter. [Wheel in the Sky] It was written and composed by Robert Fleischman, Neal Schon and Diane Valory.","[Jimmy Barnes] Jimmy Barnes (born Charles William Hutchinson on 28 April 1956 in Glasgow, Scotland) is a Scottish-Australian rock singer-songwriter and occasional actor. [Wheel in the Sky] ""Wheel in the Sky"" is a song by the band Journey, from their 1976 album, ""Wheel of Fortune"".",3,SUPPORTS,"Wheel in the Sky, Robert Fleischman, Jimmy Barnes"
"[Julian Marley] He follows into his father’s footsteps and is a devout Rastafarian who uses his music to inspire his life and spirituality. [Rastafari] Classified as a new religious movement, it developed in Jamaica during the 1930s. [A Time &amp; Place] A Time & Place is the second studio album by reggae artist Julian Marley, released in 2003 on Lightyear Entertainment.","[Bob Marley] Bob Marley (1945-1981) was a Jamaican singer-songwriter, musician, and guitarist who is considered one of the most influential musicians of all time. [A Time & Place] A Time & Place is the second studio album by Bob Marley and the Wailers, released in 1972. The album was recorded at Studio One in Kingston, Jamaica, and features the singles ""Soul Rebel"" and ""No Woman, No Cry"". Marley was a Rastafari, and his beliefs are reflected in his music and lyrics.",3,SUPPORTS,"Rastafari, A Time &amp; Place, Julian Marley"
"[Takahiro Moriuchi] Takahiro Moriuchi (森内 貴寛 , Moriuchi Takahiro , born April 17, 1988 in Tokyo) , known professionally as Taka, is the lead vocalist of the Japanese rock band ONE OK ROCK. [Doug Pinnick] Douglas Theodore ""Doug"" Pinnick (born September 3, 1950), sometimes stylized as dUg Pinnick or simply dUg, is an American musician best known as the bass guitarist, songwriter, and co-lead vocalist for the hard rock/progressive metal band King's X. [One Ok Rock] The band currently consists of Takahiro Moriuchi (vocals), Toru Yamashita (guitar/leader), Ryota Kohama (bass), and Tomoya Kanki (drums).","[One Ok Rock] One Ok Rock is a Japanese rock band formed in 2005, known for their energetic live performances and catchy hooks. [Doug Pinnick] Doug Pinnick is an American bassist, singer, and songwriter best known for his work with the progressive metal band King's X. [King's X] King's X is an American heavy metal band from Houston, Texas, formed in 1987.",3,SUPPORTS,"Takahiro Moriuchi, One Ok Rock, Doug Pinnick"
"[Marilyn Manson] Brian Hugh Warner (born January 5, 1969), known professionally as Marilyn Manson, is an American singer, songwriter, musician, composer, actor, painter, author and former music journalist. [Joe Lynn Turner] Joe Lynn Turner (born Joseph Arthur Mark Linquito, August 2, 1951) is an American singer, guitarist, songwriter, and producer. [Godhead (band)] They are most often credited with being the only band signed to musician Marilyn Manson's short-lived vanity label, Posthuman Records.","[Joe Lynn Turner] Joe Lynn Turner (born Joseph Michael Turner; September 2, 1951, in Shreveport, Louisiana, USA) is an American singer, songwriter, and musician. [Godhead (band)] Godhead is an American heavy metal band from Los Angeles, California, formed in 1985. [Godhead (band)] The bands original lineup consisted of lead vocalist and guitarist Randy Rand, guitarist Steve Baxter, bassist John Oswald, and drummer John Carpenter.",3,SUPPORTS,"Marilyn Manson, Joe Lynn Turner, Godhead (band)"
"[Loksatta] ""Loksatta"" is published out of Mumbai, Pune, Nagpur, Ahmednagar, Aurangabad, and Delhi. [Aurangabad, Maharashtra] The administrative headquarters of the Aurangabad Division or Marathwada region, Aurangabad is titled ""The City of Gates"" and the strong presence of these can be felt as one drives through the city.The City was founded in 1610 by Malik Amber which in the year 2010 completed 400 years. [Ravi Amale] Ravi Amale is the senior editor of the Loksatta newspaper, the leading Marathi daily in Mumbai.","1. [Aurangabad] Aurangazeb (also known as Aurangabad; Marathi: अAUरंगाबाद, Urdu: عورنگاباد) is a city in the Indian state of Maharashtra. [Ravi Amale] Ravi Amale is the senior editor of the Marathi daily newspaper, Loksatta.",3,SUPPORTS,"Loksatta, Ravi Amale, Aurangabad, Maharashtra"
"[Dan Bejar] Daniel Bejar ( ; born October 4, 1972) is an independent singer-songwriter from Vancouver, British Columbia, Canada. [Makoto Koshinaka] Makoto Koshinaka (越中睦 / 越中睦士 or Makoto, born July 15, 1980 in Moto Azabu, Tokyo) is a Japanese singer, songwriter, actor and model, activating both in Japan and in Thailand, starting with the year 1999. [Hello, Blue Roses] Hello, Blue Roses is a Canadian musical collaboration involving Dan Bejar (of Destroyer and The New Pornographers) and his girlfriend, Sydney Hermant, a visual artist from Vancouver.","[Makoto Koshinaka] Makoto Koshinaka (born July 15, 1980) is a Japanese actor and model. [Hello, Blue Roses] Hello, Blue Roses is a 1989 Japanese film directed by Akira Kurosawa, starring Tatsuya Nakamura, Hideko Taka, and Yoshio Harada.",3,SUPPORTS,"Hello, Blue Roses, Dan Bejar, Makoto Koshinaka"
"[Wang Xiaoshuai] Wang Xiaoshuai (; born May 22, 1966) is a Chinese film director, screenwriter and occasional actor. [Justin Reardon] Justin Reardon is a film writer, director, producer and editor. [Red Amnesia] Red Amnesia () is a 2014 Chinese thriller film directed by Wang Xiaoshuai.","[Justin Reardon] Justin Reardon is a film producer, known for his work on The Disappearance of Finbar (2013), The Last Will and Testament of Rosalind Leigh (2012), and The Divide (2011). [Red Amnesia] Red Amnesia (Chinese: 紅色遺忘) is a 2014 Chinese thriller film directed by Yan Shi and starring Liu Cao, Liu Yifei, and Wang Xiaofei.",3,SUPPORTS,"Red Amnesia, Justin Reardon, Wang Xiaoshuai"
"[Kristian Zahrtmann] Peder Henrik Kristian Zahrtmann, known as Kristian Zahrtmann, (31 March 1843 – 22 June 1917) was a Danish painter. [Kristian Zahrtmann] He was a part of the Danish artistic generation in the late 19th century, along with Peder Severin Krøyer and Theodor Esbern Philipsen, who broke away from both the strictures of traditional Academicism and the heritage of the Golden Age of Danish Painting, in favor of naturalism and realism. [Peder Severin Krøyer] He is one of the best known and beloved, and the most colorful of the Skagen Painters, a community of Danish and Nordic artists who lived, gathered, or worked in Skagen, Denmark, especially during the final decades of the 19th century. [Ossian Elgström] Elgström studied at the Royal Swedish Academy of Arts from 1906 to 1907, and then with Kristian Zahrtmann in 1907 and with Christian Krohg in 1908.","1. [Peder Severin Krøyer] Peder Severin Krøyer (31 December 1890 – 22 August 1971) was a Danish painter, associated with the Skagen Artists group. [Theodor Esbern Philipsen] Theodor Esbern Philipsen (15 December 1874 – 21 January 1966) was a Danish painter, known for his landscapes and seascapes. [Ossian Elgström] Ossian Elgström (21 October 1893 – 1981) was a Swedish painter, known for his landscapes and seascapes. [Skagen Painters] The Skagen Painters were a group of Danish and Norwegian painters who lived and worked in Skagen, Denmark, in the late 19th and early 20th centuries. They were known for their naturalistic and realistic style of painting, which was influenced by the French Barbizon school and the Danish Golden Age of painting.",3,SUPPORTS,"Kristian Zahrtmann, Peder Severin Krøyer, Ossian Elgström"
"[Hecuba (band)] They performed at the Los Angeles premier of ""Wild Combination"": a film about Arthur Russell (musician) performing their versions of Russell's music. [Arthur Russell (musician)] Arthur Russell (born Charles Arthur Russell, Jr.; May 21, 1951 – April 4, 1992) was an American cellist, composer, producer, singer, and musician whose work spanned a disparate range of styles. [Psycho Killer] In the liner notes for """" (1992), Jerry Harrison wrote of the b-side of the single, an acoustic version of the song that featured Arthur Russell on cello, ""I'm glad we persuaded Tony [Bongiovi] and Lance [Quinn] that the version with the cellos shouldn't be the only one.""","1. [Wild Combination] Wild Combination is a 1968 American experimental film directed by Jonathan Kaplan and starring Nico, James Williamson, and Randy Carver. [Psycho Killer] Psycho Killer is a 1985 song by the Talking Heads, an American rock band formed in 1975. [Cello] Cello is a stringed musical instrument that is played with a bow or, in some cases, by plucking the strings with the fingers.",3,SUPPORTS,"Quinn, Bongiovi, Hecuba (band), Arthur Russell (musician), Psycho Killer"
"[Peter Duffell] Peter Duffell (born 1937) is a British film and television director and screenwriter, born in Canterbury, England. [Ken Hughes] Kenneth Graham ""Ken"" Hughes (19 January 1922 – 28 April 2001) was a British film director, writer and producer, who is best known as the co-writer and director of the 1968 children's film ""Chitty Chitty Bang Bang"". [Inside Out (1975 film)] Inside Out is a 1975 British action thriller film, produced and directed by Peter Duffell, and starring James Mason, Robert Culp, and Telly Savalas.","[Kenneth Graham Hughes] Kenneth Graham Hughes (27 July 1916 – 21 August 1979) was a British film director and producer, who worked in the British film industry from the 1940s to the 1970s. [Kenneth Graham Hughes] He was born in London, England, and died in Los Angeles, California, after suffering a heart attack while on holiday. [Inside Out] Inside Out is a 1975 British drama film directed by David Hemmings and starring John Hurt, Vanessa Redgrave, and Sarah Kendall.",3,SUPPORTS,"Peter Duffell, Ken Hughes, Inside Out (1975 film)"
"[Steve Denton] Steve Denton (born September 5, 1956, in Kingsville, Texas) is a former professional tennis player for the ATP Tour. [Albert Costa] Costa began playing tennis at the age of five. [1982 Australian Open – Men's Singles] Johan Kriek was the defending champion, and successfully defended his title, defeating Steve Denton 6–3, 6–3, 6–2 in the final to win the Men's Singles title at the 1982 Australian Open, what was the rematch of the previous year.","Johan Kriek] Johan Kriek (born August 28, 1958) is a South African-born Australian former professional tennis player. [Albert Costa] Albert Costa (born 17 April 1964 in Barcelona, Spain) is a Spanish former professional tennis player. [Johan Kriek] He was the first South African player to win a Grand Slam singles title, doing so at the 1982 Australian Open when he defeated Johan Kriek in the final. [Johan Kriek] Kriek won the match 6-4, 6-2, 6-2 against Costa.",3,SUPPORTS,"Albert Costa, 1982 Australian Open – Men's Singles, Steve Denton"
"[Ghostkeeper] The film's plot is inspired by the Windigo legend of North America. [Wendigo] The legend lends its name to the controversial modern medical term Wendigo psychosis, described by psychiatrists as a culture-bound syndrome with symptoms such as an intense craving for human flesh and a fear of becoming a cannibal. [Georgie Collins] Collins is known for her role in the 1981 cult horror film ""Ghostkeeper"", as well as her part in ""Lonesome Dove: The Series"" (1995).","[Georgina ""Georgie"" Collins] Georgina ""Georgie"" Collins is a fictional character from the 1981 British horror film An American Werewolf in London. [Werewolf legends] According to legend, a werewolf is a human who has the ability to transform into a wolf-like creature, typically during a full moon. [An American Werewolf in London] The films plot follows two American tourists who are attacked by a werewolf while visiting England, and the subsequent transformation of one of them into a werewolf.",3,SUPPORTS,"Georgie Collins, Ghostkeeper, Wendigo"
"[Gordon Waller] Gordon Trueman Riviere Waller (4 June 1945 – 17 July 2009) was a British singer–songwriter–guitarist, best known as Gordon of the 1960s pop music duo Peter and Gordon, whose biggest hit was the No. 1 million-selling classic ""A World Without Love"". [A World Without Love] The song was written by Paul McCartney and attributed to Lennon–McCartney. [Del Davis (singer)] His cover of ""World Without Love"" was featured on ""Mellow Dubmarine"".","[Peter and Gordon] Peter and Gordon were a British pop and rock duo that formed in 1964, best known for their 1964 hit ""World Without Love"". [Del Davis] Del Davis (February 24, 1929 – September 4, 2009) was an American singer, songwriter, and producer. [Mellow Dubmarine] Mellow Dubmarine is the second album by American singer-songwriter, Warren Zevon, released in 1979.",3,SUPPORTS,"Gordon Waller, A World Without Love, Del Davis (singer)"
"[Ulli Lommel] Since 1977 he has lived and worked in the USA, where he has written, directed and starred in over 50 movies. [Benjamin Stoloff] Benjamin ""Ben"" Stoloff (October 6, 1895 – September 8, 1960) was an American film director and producer. [Benjamin Stoloff] Stoloff was born in Philadelphia, Pennsylvania. [Benjamin Stoloff] He died in Hollywood, California. [Absolute Evil] Absolute Evil – Final Exit is a drama film written and directed by Ulli Lommel.","[Benjamin Stoloff] Benjamin Stoloff (February 23, 1900 – September 13, 1988) was an American cinematographer, camera operator, and film director. [Michael Cimino] Michael Cimino (February 3, 1943 – July 2, 2016) was an American film director, producer, and screenwriter. [Absolute Evil – Final Exit] Absolute Evil – Final Exit is a 1989 American drama film directed by Michael Cimino.",3,SUPPORTS,"Benjamin Stoloff, Absolute Evil, Ulli Lommel"
