True Evidence,Generated Evidence,Hops,Label,Topics
"[American Scientist] American Scientist (informally abbreviated AmSci) is an American bimonthly science and technology magazine published since 1913 by Sigma Xi, The Scientific Research Society. [Dwell (magazine)] It was launched with a magazine in September 2000 to bridge the gap between design professionals and enthusiasts by Lara Hedberg Deam with architecture and design critic Karrie Jacobs as its Editor-in-Chief. [Global Open Access Forum] It was created by the American Scientist, which is published by Sigma Xi, in September 1998, before the term ""Open Access"" (OA) was coined, and it was originally called the ""September98-Forum.""","[Global Open Access Forum] The Global Open Access Forum (GOAF) is a community of practice that aims to promote and facilitate the adoption of open access (OA) in scholarly publishing. [Dwell] Dwell is a magazine that focuses on the intersection of design, technology, and culture. It was founded in 2006 and is published quarterly.",3,REFUTES,"Dwell (magazine), American Scientist, Global Open Access Forum"
"[2015–16 Oklahoma City Thunder season] After coming just short of making the playoffs the previous season, the Thunder won the Northwest Division and clinched the third seed in the Western Conference. [Billy Donovan] William John Donovan Jr. (born May 30, 1965) is an American professional basketball coach who is currently the head coach for the Oklahoma City Thunder of the National Basketball Association (NBA). [Lewis Preston (basketball)] He previously served as an assistant men's basketball coach at Pennsylvania State University, Coastal Carolina University, the University of Notre Dame, and under Billy Donovan at the University of Florida.","[Oklahoma City Thunder] The Oklahoma City Thunder is an American professional basketball team based in Oklahoma City, Oklahoma. [Chesapeake Energy Arena] Chesapeake Energy Arena, formerly known as the Ford Center, is an indoor arena located in downtown Oklahoma City, Oklahoma, and is the home arena of the Oklahoma City Thunder. [Lewis Preston] Lewis Preston (born April 27, 1961 in Tampa, Florida) is an American professional basketball coach who is the current head coach of the Oklahoma City Thunder of the National Basketball Association (NBA). [University of Florida] The University of Florida (also referred to as Florida or UF) is a public land-grant, sea-grant, and space-grant research university located in Gainesville, Florida.",3,REFUTES,"Billy Donovan, Lewis Preston (basketball), 2015–16 Oklahoma City Thunder season"
"[The Bassarids] The Bassarids (in German: ""Die Bassariden "") is an opera in one act and an intermezzo, with music by Hans Werner Henze to an English libretto by W. H. Auden and Chester Kallman, after Euripides's ""The Bacchae"". [Don Quichotte] Don Quichotte (""Don Quixote"") is an opera in five acts by Jules Massenet to a French libretto by Henri Caïn. [Bodo Igesz] He also staged operas for the Salzburg Festival, and staged numerous operas for the Santa Fe Opera; including the United States premieres of Hindemith's ""Cardillac"" (1967), Schoenberg's ""Die Jakobsleiter"" (1968), Henze's ""The Bassarids"" (1968) and Aribert Reimann's ""Melusine"" (1972).",[Don Quichotte] Don Quichotte is a 1960 Spanish opera by the Mexican composer Carlos Chávez. [Bodo Igesz] Bodo Igesz (; 1927 – 2007) was a Hungarian opera director and producer.,3,REFUTES,"Bodo Igesz, The Bassarids, Don Quichotte"
"[Tom Mandrake] Tom Mandrake (born May 26, 1956) is an American comics artist, perhaps best known for his collaborations with writer John Ostrander on several series, including ""Grimjack"" (from First Comics) and ""Firestorm"", ""The Spectre"", and ""Martian Manhunter"" from DC Comics. [Martian Manhunter] The Martian Manhunter (J'onn J'onzz) is a fictional superhero appearing in American comic books published by DC Comics. [Janus Directive] Among the creators who contributed to the storyline were writers John Ostrander, Kim Yale, Paul Kupperberg, Cary Bates and Greg Weisman and artists John K. Snyder III, Rick Hoberg, Rafael Kayanan, Tom Mandrake and Pat Broderick.","[The Janus Directive] The Janus Directive is a 1999 science fiction film directed by David Twohy and written by Twohy and Ronald D. Moore. [Martian Manhunter] Martian Manhunter is a superhero in the DC Comics universe. Ronald D. Moore is an American television producer, writer and actor, known for his work on television series such as Star Trek: The Next Generation, Star Trek: Deep Space Nine, and Battlestar Galactica.",3,REFUTES,"Martian Manhunter, Tom Mandrake, Janus Directive"
"[Normanby le Wold] Normanby le Wold is a village and civil parish in the West Lindsey district of Lincolnshire, England. [Caistor] Caistor is a town and civil parish situated in the West Lindsey district of Lincolnshire, England. [Caistor] It lies at the north-west edge of the Lincolnshire Wolds, on the Viking Way, and just off the A46 between Lincoln and Grimsby, at the A46, A1084, A1173 and B1225 junction. [Wolds Top] It lies some distance to the north of the village of Normanby le Wold in Lincolnshire.","[Caistor-on-Sea] Caistor-on-Sea is a small coastal settlement and civil parish in the North Sea coast of Lincolnshire, England. [Caistor] Caistor is a town in Lincolnshire, England, located between the Wolds and the North Sea coast. It is situated 4 miles (6.4 km) north of Wolds Top and the A46 junction between Lincoln and Grimsby. Caistor is a small town with a long history dating back to Roman times. It has a number of historic buildings, including the remains of a Roman fort, St. Andrew's Church, and Caistor Castle. The town is also home to the Caistor Heritage Centre, which tells the story of Caistor's history and heritage.",3,REFUTES,"Wolds Top, Normanby le Wold, Caistor"
"[Detroit (film)] Detroit is a 2017 American period crime drama film directed by Kathryn Bigelow and written by Mark Boal. [Detroit (film)] Based on the Algiers Motel incident during Detroit's 1967 12th Street Riot, the film's release commemorated the 50th anniversary of the event. [1967 Detroit riot] The 1967 Detroit riot, also known as the 12th Street riot or the 1967 Detroit rebellion, was one of 159 race riots that swept cities in the United States during the ""Long Hot Summer of 1967"". [Will Poulter] William Jack Poulter (born 28 January 1993) is an English actor known for his work in the films ""The Maze Runner"" (2014), ""Son of Rambow"", """" (2010), ""We're the Millers"" (2013), ""The Revenant"" (2015), and ""Detroit"" (2017).","[Detroit] Detroit is the largest city in the U.S. state of Michigan. [12th Street Riot] The 12th Street Riot occurred on July 23, 1967, when a crowd of mostly young black people, some of whom were armed, marched through the city's predominantly white neighborhoods, attacking and burning buildings and clashing with police. [Detroit (film)] Detroit is a 2017 British period crime drama film directed by Karyn Kusama and written by Jim Schamus. It stars John Boyega, Will Poulter, Algee Smith, Jacob Latimore, and Hannah Murray. The film is set in 1967 and follows a group of African American teenagers who get caught up in the 12th Street Riot.",3,REFUTES,"1967 Detroit riot, Detroit (film), Will Poulter"
"[Michael Brodsky] He is best known for his novels, and for his translation of Samuel Beckett's ""Eleuthéria"". [Samuel Beckett] Samuel Barclay Beckett ( ; 13 April 1906 – 22 December 1989) was an Irish avant-garde novelist, playwright, theatre director, and poet, who lived in Paris for most of his adult life and wrote in both English and French. [Act Without Words I] Act Without Words I is a short play by Samuel Beckett.","[Michael Mark Brodsky] Michael Mark Brodsky is a Norwegian theatre director and producer. [Act Without Words I] Act Without Words I is a short play written by the Norwegian avant-garde novelist, playwright, theatre director, and poet, Karl Ove Knausgaard.",3,REFUTES,"Samuel Beckett, Act Without Words I, Michael Brodsky"
"[Wim Jonk] Together with Jordi Cruyff, Jonk manages Cruyff Football and is responsible for the worldwide continuation and dissemination of the football legacy of Dutch football legend Johan Cruyff, who died on March 24, 2016. [Jordi Cruyff] Johan Jordi Cruijff (] , anglicised to Cruyff; born 9 February 1974) is a Dutch former footballer. [Jordi Cruyff] Cruyff is currently Maccabi Tel Aviv's manager. [1993–94 Inter Milan season] In the summer of 1993, Inter acquired Dutch men Dennis Bergkamp and Wim Jonk, already spotted in the previous winter.","[Frank Rijkaard] Frank Rijkaard (Dutch pronunciation: [ˈfrɑŋk ˈrɛi.kaːrd]; born 9 March 1960 in Amsterdam, Netherlands) is a retired Dutch football player and coach. [Dennis Bergkamp] Dennis Nicolaas Bergkamp (Dutch pronunciation: [ˈdɛnɪs ˈnɪxəl ˈberg Kaːmp]; born 13 August 1969 in Amsterdam, Netherlands) is a retired Dutch football player. [Johan Cruyff] Johan Hudson Cruyff (Dutch pronunciation: [ˈjɔ.hang ˈkrü.əf]; born 25 January 1947 in Amsterdam, Netherlands) is a retired Dutch footballer and coach. [Tel Aviv team] Hapoel Tel Aviv Football Club ( Hebrew: מועדון הפועל תל אביב, Moadon HaPoel Tel Aviv) is an Israeli football club based in Tel Aviv, Israel.",3,REFUTES,"1993–94 Inter Milan season, Jordi Cruyff, Wim Jonk"
"[How Glory Goes] How Glory Goes is the second album from Audra McDonald, released in 2000. [How Glory Goes] Five of the songs were written by Harold Arlen, and two by Adam Guettel, including the title track. [Adam Guettel] Adam Guettel ( ; born December 16, 1964) is an American composer-lyricist of musical theater and opera. [Elena Shaddow] She recently toured as Clara Johnson in Adam Guettel's ""The Light in the Piazza"" before leaving and being replaced by Katie Clarke.","[Sara Bareilles] Sara Bareilles (born December 7, 1970) is an American singer, songwriter, and pianist. [Elton John] Elton John (born Reginald Kenneth Dwight, 1947) is a British singer, songwriter, and pianist. [Audra McDonald] Audra McDonald (born June 6, 1975) is an American actress, singer, and narrator. [Best Score and Best Orchestrations] The play was written by Tony Kushner and premiered at the Public Theater in New York City in 1990.",3,REFUTES,"How Glory Goes, Elena Shaddow, Adam Guettel"
"[Thomas Keneally] Thomas Michael Keneally, AO (born 7 October 1935) is a prolific Australian novelist, playwright, and essayist. [Peter Straub] Peter Francis Straub (born March 2, 1943) is an American novelist and poet. [The Playmaker] The Playmaker is a novel based in Australia written by the Australian author Thomas Keneally.","[Peter Straub] Peter Lewis Straub (July 2, 1947 – September 4, 2009) was an American author known for his horror, fantasy, and mystery novels. [The Playmaker] The Playmaker (1980) is a novel by American author, Thomas Glavin. [The Playmaker] The Playmaker is a 1980 novel by American author Thomas Glavin.",3,REFUTES,"Peter Straub, The Playmaker, Thomas Keneally"
"[Thomas Robsahm] In 2015 he produced the film ""Louder Than Bombs"" by Joachim Trier. [Louder Than Bombs (film)] Louder Than Bombs is a 2015 internationally co-produced drama film directed by Joachim Trier, and co-written with Eskil Vogt. [Margarete Robsahm] She is the mother of director Thomas Robsahm and sister of the actor Fred Robsahm.","[Joachim Trier] Joachim Trier (born 1982) is a Norwegian film director, screenwriter and producer. [Louder Than Bombs] Louder Than Bombs is a 2015 internationally co-produced drama film directed by Joachim Trier and written by Eskil Ryng Bell and Kim Favel. [Margarete Robsahm] Margarete Robsahm (1929-2018) was a Norwegian actress and former Miss Norway 1950. She was the mother of producer and director Joachim Trier.",3,REFUTES,"Thomas Robsahm, Margarete Robsahm, Louder Than Bombs (film)"
"[Waris Hussein] Waris Hussein (born 9 December 1938) is a British-Indian television director and film director best known for his many productions for British television, including ""Doctor Who"" and the ""Play of the Month"" version of ""A Passage to India"" (1965). [Mathieu Kassovitz] Mathieu Kassovitz (born 3 August 1967) is a French director, screenwriter, producer, editor, and actor probably best known in Francophone countries for his role as Nino Quincampoix in ""Amélie"" (""Le Fabuleux Destin d'Amélie Poulain""; 2001). [The Possession of Joel Delaney] The Possession of Joel Delaney is a 1972 American horror film directed by Waris Hussein and starring Shirley MacLaine and Perry King.","[The Possession of Joel Delaney] The Possession of Joel Delaney is a 1978 psychological horror film directed by Patrick Harbron and starring Dirk Bogarde, Charlotte Rampling, and Mark Harmon. [Mathieu Kassovitz] Mathieu Kassovitz (born 25 April 1967 in Paris, France) is a French film director, producer, screenwriter and actor.",3,REFUTES,"The Possession of Joel Delaney, Mathieu Kassovitz, Waris Hussein"
"[Fenwick, Northumberland] Its close proximity to Lindisfarne Castle, Bamburgh Castle and Chillingham Castle means it is an ideal base from which to explore the rich history of Northumberland and the Farne Islands. [Bamburgh Castle] Bamburgh Castle is a castle on the northeast coast of England, by the village of Bamburgh in Northumberland. [Sir Claudius Forster, 1st Baronet] He was descended from a long line of Governors of Bamburgh Castle, and was granted ownership of Bamburgh Castle and estates by the Crown in 1609.","[Fenwick, Northumberland] Its close proximity to Lindisfarne Castle, Bamburgh Castle and Chillingham Castle means it is an ideal base from which to explore the rich history of Northumberland and the Farne Islands. [Bamburgh Castle] Bamburgh Castle is a castle on the northeast coast of England, by the village of Bamburgh in Northumberland.",3,REFUTES,"Sir Claudius Forster, 1st Baronet, Fenwick, Northumberland, Bamburgh Castle"
"[1974 South African Grand Prix] The 1974 South African Grand Prix was a Formula One motor race held at Kyalami on 30 March 1974. [Kyalami] Kyalami Racing Circuit (from ""Khaya lami"", ""My home"" in Zulu) is a motor racing circuit located in Midrand, Gauteng province, South Africa. [BRM P201] Its best finish was second place for Jean-Pierre Beltoise at the 1974 South African Grand Prix, on the car's debut.","[BRM P201] The BRM P201 was a Formula One racing car designed and built by British Racing Motors (BRM) and raced in the 1970 Formula One season. [Kyalanga Circuit] The Kyalanga Circuit, also known as the Zulu Grand Prix, was a Formula One motor race held at a racing circuit located in the South African Province of Zulu.",3,REFUTES,"BRM P201, 1974 South African Grand Prix, Kyalami"
"[Martin Flavin] Martin Archer Flavin (November 2, 1883 – December 27, 1967) was an American playwright and novelist. [Peter Benchley] Peter Bradford Benchley (May 8, 1940 – February 11, 2006) was an American author and screenwriter. [Three Who Loved] Three Who Loved is a 1931 American Pre-Code drama film directed by George Archainbaud from a screenplay by Beulah Marie Dix based on a story by Pulitzer Prize-winning author Martin Flavin.","[Three Who Loved] Three Who Loved is a 1974 romance novel by A.B. Guthrie Jr. [Three Who Loved] A.B. Guthrie Jr. ( ; 1918 – 2003) was an American novelist, historian, and journalist. [Peter Benchley] Peter Benchley ( ; 1945 – 2006) was an American novelist, screenwriter, and environmentalist. [Three Who Loved] The Three Who Loved (1974) is a romance novel written by A.B. Guthrie Jr. [Peter Benchley] Peter Benchley (1945 – 2006) was an American novelist, screenwriter, and environmentalist.",3,REFUTES,"Peter Benchley, Three Who Loved, Martin Flavin"
"[Wonder Girls] Wonder Girls () was a South Korean girl group and band formed by producer Park Jin-young under JYP Entertainment in 2006, which debuted in 2007. [Wonder Girls] The group's final line-up consisted of Yubin, Yeeun, Sunmi and Hyerim. [Sunmi] Lee Sun-mi (born May 2, 1992), referred to as Sunmi, is a South Korean singer. [Sunmi] She debuted in 2007 as a member of South Korean girl group Wonder Girls and left from the group in January 2010 to pursue her academic career. [Wonder Party] Wonder Party is the third mini album by South Korean girl group Wonder Girls.","[Hyerim] Hyerin (born April 16, 1990) is a South Korean singer, rapper, and songwriter. [Yeeun] Yeeun Kim (Korean: ; born February 28, 1989) is a South Korean singer, rapper, and songwriter. [Wonder Party (T-Ara album)] T-Ara's third mini album, titled Wonder Party, was released on February 23, 2010. It features the singles ""Roly-Poly"" and ""Bo Peep"". [Lee Sun-mi] Lee Sun-mi (born March 10, 1982) is a South Korean singer, songwriter, and actress. She was a member of the girl group Wonder Girls from 2007 to 2012.",3,REFUTES,"Sunmi, Wonder Girls, Wonder Party"
"[Loksatta] ""Loksatta"" is published out of Mumbai, Pune, Nagpur, Ahmednagar, Aurangabad, and Delhi. [Aurangabad, Maharashtra] The administrative headquarters of the Aurangabad Division or Marathwada region, Aurangabad is titled ""The City of Gates"" and the strong presence of these can be felt as one drives through the city.The City was founded in 1610 by Malik Amber which in the year 2010 completed 400 years. [Ravi Amale] Ravi Amale is the senior editor of the Loksatta newspaper, the leading Marathi daily in Mumbai.","[Aurangabad] Aurangazeb (1617 – 1659) was the fifth emperor of the Mughal Empire in India, ruling from 1653 until his assassination in 1659. [Marathi daily newspaper] Marathi (also spelled Marathi or Maharashtrian;, Marathi: मराठी, Marāthī) is a language spoken in the Indian state of Maharashtra, as well as in some other parts of India. [Ravi Amale] Ravi Amale ( ; ] ; born 1961) is an Indian journalist and the senior editor of the Marathi daily newspaper Divya Marathi.",3,REFUTES,"Loksatta, Ravi Amale, Aurangabad, Maharashtra"
"[In Love and War (1987 film)] In Love and War (1987) is a Vietnam war-based thriller/drama television film starring James Woods and Jane Alexander. [In Love and War (1987 film)] The film is based on the true story of James Stockdale and Sybil Stockdale. [James Stockdale] James Bond Stockdale (December 23, 1923July 5, 2005) was a United States Navy vice admiral and aviator awarded the Medal of Honor in the Vietnam War, during which he was an American prisoner of war for over seven years. [Steven Vincent Leigh] In 1987 he appeared in the film ""In Love and War"".","[James Woods] James Howard Woods (born September 28, 1947) is an American actor, producer and libertarian political activist. [The Stranger Within (film)] The Stranger Within (1987) is a television drama film directed by John Laing and starring James Woods, Robert Carlyle, and Sherry Jackson. [Steven Vincent Leigh] Steven Vincent Leigh (1950 – 1987) was an American actor, known for his role as Tom in the 1987 television drama film The Stranger Within.",3,REFUTES,"James Stockdale, Steven Vincent Leigh, In Love and War (1987 film)"
"[Supergrass] Supergrass were an English rock band, formed in 1993 in Oxford. [Quietdrive] Quietdrive is an alternative rock band based in Hopkins, Minnesota that formed in 2002. [Mike Smith (A&amp;R man)] He then moved to EMI Publishing in 1992, where he went on to sign acts, such as PJ Harvey, Elastica, Supergrass, Teenage Fan Club, Doves, Starsailor, The Beta Band, The Avalanches, Gorillaz, The White Stripes, The Libertines, The Scissor Sisters, The Arcade Fire, and Arctic Monkeys, as well as resigning Blur and progressing to the position of Head of A&R.","Quietdrive was an American rock band from New Jersey, formed in 1999. [Quietdrive] Quietdrive was an American rock band from New Jersey, formed in 1999. [Mike Smith (A&R man)] Mike Smith (A&R man) signed the band in 1999.",3,REFUTES,"Mike Smith (A&amp;R man), Quietdrive, Supergrass"
"[Johnny Tremain (film)] Johnny Tremain is a 1957 film made by Walt Disney Productions, based on the 1944 Newbery Medal-winning children's novel of the same name by Esther Forbes, retelling the story of the years in Boston, Massachusetts prior to the outbreak of the American Revolution. [Magic Kingdom] Initialized by Walt Disney and designed by WED Enterprises, its layout and attractions are based on Disneyland Park in Anaheim, California, and is dedicated to fairy tales and Disney characters. [Hal Stalmaster] Harry Lapidus Stalmaster, known as Hal Stalmaster (born March 29, 1940), is an American former actor, known for his lead role in the 1957 Walt Disney film of the American Revolution ""Johnny Tremain"", based on the 1943 Esther Forbes novel of the same name.","[Hal Stalmaster] Hal Stalmaster (February 24, 1926 – December 13, 2013) was an American actor, known for his roles in films and television series. [Magic Kingdom] Magic Kingdom is a theme park located at the Walt Disney World Resort in Bay Lake, Florida, in the United States. [Walt Disney] Walt Disney ( ; ] ; born December 4, 1901 – died December 15, 1966) was an American film producer, director, and studio executive, who is best known for his influence in the entertainment industry, particularly in film and television.",3,REFUTES,"Hal Stalmaster, Johnny Tremain (film), Magic Kingdom"
"[Richard Ford] Richard Ford (born February 16, 1944) is an American novelist and short story writer. [Robert E. Howard] Robert Ervin Howard (January 22, 1906 – June 11, 1936) was an American author who wrote pulp fiction in a diverse range of genres. [The Lay of the Land] The Lay of the Land is a 2006 novel by American author Richard Ford.","[Thomas Pynchon] Thomas Ridout Pynchon ( ; 29 May 1937 – 10 March 2009) was an American novelist, poet, and critic. [The Lay of the Land] The Lay of the Land is a novel by American author Richard Ford, published in 1984. [Robert E. Howard] Robert E. Howard ( ; 24 December 1906 – 11 June 1939) was an American writer known for his pulp fiction in a variety of genres, including fantasy, horror, and science fiction.",3,REFUTES,"Robert E. Howard, Richard Ford, The Lay of the Land"
