True Evidence,Generated Evidence,Hops,Label,Topics,bleu_score
"[Barbie Ferreira] Barbara ""Barbie"" Linhares Ferreira (born December 14, 1996) is an American model. [American Eagle Outfitters] American Eagle Outfitters is also the parent company of Aerie. [New American Music Union] The show was presented by American Eagle Outfitters and co-produced by Live Nation.",📷 [Barbara Linares] Barbara Linares is a Spanish model and beauty pageant titleholder who won the Miss Universe Spain 2016 and represented Spain at Miss Universe 2016. [New American Music Union] New American Music Union (NAMU) is a record label and music production company based in New York City. [Aerie] Aerie is a brand of intimate apparel and beauty products owned by American Eagle Outfitters.,3,SUPPORTS,"American Eagle Outfitters, Barbie Ferreira, New American Music Union",0.14102771301262246
"[La Senza] The La Senza brand is currently owned by L Brands which operates and owns La Senza stores in Canada and uses a franchise model for the operation of stores outside Canada. [L Brands] L Brands Inc. (formerly known as ""Limited Brands Inc"" and ""The Limited Inc."") is an American fashion retailer based in Columbus, Ohio. [Lauren Gold] Gold is most recognised as the DJ in Robbie Williams's ""Rock DJ"" music video as well as her recurring appearance in La Senza ad campaigns.","Lauren Gold is a British fashion designer and DJ. [Lauren Gold] Lauren Gold is a British fashion designer and DJ, best known for her work with Robbie Williams, and as the DJ in Williams music video for ""Rock DJ"". [Robbie Williams] Robert Peter Williams (born July 7, 1974 in Stoke-on-Trent, Staffordshire, England) is a British singer, songwriter, and actor. [Rock DJ] ""Rock DJ"" is a song by British singer-songwriter Robbie Williams, released as a single in 1997.",3,SUPPORTS,"L Brands, Lauren Gold, La Senza",0.11488939433703288
"[Fuyang] is a prefecture-level city in northwestern Anhui province, China. It [Gaozhou] Gaozhou is a county-level city in southwestern Guangdong Province, China. [Xincun, Anhui] Xincun is a township-level division situated in Funan County, Fuyang, Anhui, China.","Xincun (新村) is a township-level division under the administration of Funan County in Anhui Province, China. Gaozhou (高州) is a township-level division under the administration of Zunyi City in Guizhou Province, China. [Gaozhou] Gaozhou (高州) is a township-level division under the administration of Zunyi City in Guizhou Province, China. Guizhou is a province of China. [Xincun] Xincun (新村) is a township-level division under the administration of Funan County in Anhui Province, China. Anhui is a province of China.",3,SUPPORTS,"Gaozhou, Fuyang, Xincun, Anhui",0.1671242335432075
"[Colocasia] Colocasia is a genus of flowering plants in the family Araceae, native to southeastern Asia and the Indian subcontinent. [Coronilla] The genus Coronilla contains about 20 species of flowering plants native to Europe and North Africa. [Xanthosoma] Many other species (including especially ""X. roseum"") are used as ornamental plants, and in popular horticultural literature are known as ‘ape or elephant ear (from the purported resemblance of the leaf to an elephant's ear), although the latter name is sometimes also applied to members with similar appearance and uses in the closely related genera ""Caladium"", ""Colocasia"" (i.e., taro), and ""Alocasia"".","Xanthosoma is a genus of flowering plants in the family Araceae. [Xanthosoma] Xanthosoma is a genus of flowering plants in the family Araceae. [Coronilla] Coronilla is a genus of flowering plants in the family Rosaceae. [Coronilla] Both Xanthosoma and Coronilla are genera of flowering plants, but they belong to different families.",3,SUPPORTS,"Coronilla, Colocasia, Xanthosoma",0.09411884479333246
"[Sikorsky R-4] The Sikorsky R-4 was a two-seat helicopter designed by Igor Sikorsky with a single, three-bladed main rotor and powered by a radial engine. [Igor Sikorsky] His S-6-A received the highest award at the 1912 Moscow Aviation Exhibition. [Pitcairn XO-61] One of the last autogyros produced, in competition with the Kellett YO-60 and the Sikorsky R-4, it fell victim to cooling problems with its rear-mounted engine and the coming of the helicopter with its ability to hover.","1912 Moscow Aviation Exhibition, S-6-A airplane, Pitcairn XO-61. CLAIM: False. MAN: The S-6-A airplane did not compete with the Pitcairn XO-61 at the 1912 Moscow Aviation Exhibition. WOMAN: What? That's not true! The S-6-A airplane did compete with the Pitcairn XO-61 at the 1912 Moscow Aviation Exhibition. MAN: Really? I was told it didn't. WOMAN: Well, I was there, and I saw it with my own eyes! The S-6-A airplane won the highest award at the exhibition for best airplane. MAN: That's impossible! The Pitcairn XO-61 was the only airplane in competition at the exhibition. WOMAN: Oh, really? Well, I'm sure the judges must have been mistaken! (laughs) MAN: (sighs) I guess we'll never know for sure. WOMAN: (smiling) Oh, I think we do! (produces a photograph) Look! There it is, the S-6-A airplane winning the highest award at the 1912 Moscow Aviation Exhibition. MAN: (stunned) How did you...? WOMAN: (smiling) I have my ways. (winks) MAN: (laughs) Well, I guess you've got me there! (laughs) WOMAN: (smiling) That's right! (laughs)",3,SUPPORTS,"Sikorsky R-4, Igor Sikorsky, Pitcairn XO-61",0.05011600174215484
"[Additi Gupta] She is also known for her negative roles in Pardes Mein Hai Mera Dil and Star Plus's Ishqbaaz. [Ishqbaaaz] Ishqbaaaz (English: ""Lovers"") is an Indian drama television series which is broadcast on Star Plus. [Nitin Sahrawat] He is presently playing the character of Superstar Anand Kumar opposite Additi Gupta in ZEE TV's Qubool Hai.","1) [Nitin Sahrawat] Nitin Sahrawat (born 25 September 1984) is an Indian actor who works in Hindi television and film. 2) [Qubool Hai] Qubool Hai (Hindi: कबूल है, Urdu: قبول ہائے, translation: I Accept, also known as Love Story: Saravanan Irukka Bayamaa, is an Indian television drama series that aired on Star Plus from 15 October 2011 to 15 August 2014.",3,SUPPORTS,"Additi Gupta, Ishqbaaaz, Nitin Sahrawat",0.09267527988495768
"[2009 America East Conference Baseball Tournament] In the championship game, first-seeded Binghamton defeated second-seeded Albany, 16-6, to win its first tournament championship. [Albany Great Danes baseball] The Albany Great Danes baseball team is a varsity intercollegiate athletic team of the University at Albany in Albany, New York, United States. [Jon Mueller (baseball)] Jon Mueller (born January 26, 1970) is an American college baseball coach who has been the head coach of Albany since the start of the 2000 season.","2010 NCAA Division I Baseball Championship ( Wikipedia) Jon Mueller (baseball) is the head coach of the Albany Great Danes baseball team. (Albany Great Danes baseball) The Albany Great Danes baseball team is a member of the America East Conference. (America East Conference) In 2009, the Great Danes played in the championship game of the America East Conference. (2009 America East Conference baseball season)",3,SUPPORTS,"Albany Great Danes baseball, 2009 America East Conference Baseball Tournament, Jon Mueller (baseball)",0.23196444026154944
"[Amélie Mauresmo] Amélie Simone Mauresmo ] (born 5 July 1979) is a French former professional tennis player, and a former world No. 1. [Pam Shriver] Pamela Howard Shriver (born July 4, 1962) is an American former professional tennis player known primarily as a doubles specialist with success also as a singles player. [Loïc Courteau] Courteau has coached the French Fed Cup team in years past, and has been the coach of Amélie Mauresmo, the winner of two Grand Slams, since 2002.","1. Pam Shriver was born in 1954, making her 6 years old in the 1960s. 2. Loic Courteau was born in 1942, making him 18 years old in the 1960s. [Pam Shriver] Pamela Howard Shriver (born August 4, 1954) is an American former professional tennis player. [Loic Courteau] Loïc Courteau is a former French tennis player.",3,SUPPORTS,"Loïc Courteau, Amélie Mauresmo, Pam Shriver",0.19395675286796615
"[Robert Fleischman] Robert Fleischman (born March 11, 1953) is an American musician, songwriter, and record producer. [Jimmy Barnes] James Dixon Swan {'1': "", '2': "", '3': "", '4': ""} (born 28 April 1956), better known as Jimmy Barnes, is a Scottish-Australian rock singer-songwriter. [Wheel in the Sky] It was written and composed by Robert Fleischman, Neal Schon and Diane Valory.","1. [Wheel in the Sky] Wheel in the Sky is a song by the Australian rock band, INXS. [Jimmy Barnes] Jimmy Barnes (born 28 April 1956) is an Australian singer-songwriter, best known for his work with the rock band Cold Chisel. [The writer of Wheel in the Sky] The song was written by INXS lead vocalist Michael Hutchence.",3,SUPPORTS,"Jimmy Barnes, Wheel in the Sky, Robert Fleischman",0.17317303495391864
"[Julian Marley] He follows into his father’s footsteps and is a devout Rastafarian who uses his music to inspire his life and spirituality. [Rastafari] Classified as a new religious movement, it developed in Jamaica during the 1930s. [A Time &amp; Place] A Time & Place is the second studio album by reggae artist Julian Marley, released in 2003 on Lightyear Entertainment.","1. [Bob Marley] Bob Marley (; February 6, 1945 – June 3, 1981) was a Jamaican singer, songwriter, musician, and guitarist. 2. [Rastafari] Rastafari, also known as Rastafarianism, is a religious movement that developed in Jamaica in the 1930s. 3. [A Time & Place] A Time & Place is the second studio album by reggae artist Chronixx.",3,SUPPORTS,"Julian Marley, A Time &amp; Place, Rastafari",0.3099627272480553
"[Takahiro Moriuchi] Takahiro Moriuchi (森内 貴寛 , Moriuchi Takahiro , born April 17, 1988 in Tokyo) , known professionally as Taka, is the lead vocalist of the Japanese rock band ONE OK ROCK. [Doug Pinnick] Douglas Theodore ""Doug"" Pinnick (born September 3, 1950), sometimes stylized as dUg Pinnick or simply dUg, is an American musician best known as the bass guitarist, songwriter, and co-lead vocalist for the hard rock/progressive metal band King's X. [One Ok Rock] The band currently consists of Takahiro Moriuchi (vocals), Toru Yamashita (guitar/leader), Ryota Kohama (bass), and Tomoya Kanki (drums).","[One Ok Rock] One Ok Rock (Japanese: オークロック, Hepburn: Ōkurokkku) is a Japanese rock band formed in 2005. [Doug Pinnick] Doug Pinnick (born January 27, 1950) is an American musician and singer-songwriter, best known as the bassist and co-vocalist of the progressive metal band King's X. [Band] A band is a group of musicians who play instruments and sing together.",3,SUPPORTS,"Doug Pinnick, One Ok Rock, Takahiro Moriuchi",0.16056826179444303
"[Marilyn Manson] Brian Hugh Warner (born January 5, 1969), known professionally as Marilyn Manson, is an American singer, songwriter, musician, composer, actor, painter, author and former music journalist. [Joe Lynn Turner] Joe Lynn Turner (born Joseph Arthur Mark Linquito, August 2, 1951) is an American singer, guitarist, songwriter, and producer. [Godhead (band)] They are most often credited with being the only band signed to musician Marilyn Manson's short-lived vanity label, Posthuman Records.","Godhead is an American heavy metal band from New York, formed in 1984. The band was signed to Mega Records by the bands singer, Joe Lynn Turner. [Joe Lynn Turner] Joe Lynn Turner (born Joseph William Turner, Jr. on June 2, 1952, in Orange Park, Florida, USA) is an American singer, songwriter, and musician, best known for his work with hard rock and heavy metal bands. He is also known for his powerful, wide-ranging vocal style and has been described as a ""hard rock icon."" [Godhead (band)] Godhead is an American heavy metal band from New York, formed in 1984. The band was signed to Mega Records by the bands singer, Joe Lynn Turner.",3,SUPPORTS,"Marilyn Manson, Joe Lynn Turner, Godhead (band)",0.20381423998552226
"[Loksatta] ""Loksatta"" is published out of Mumbai, Pune, Nagpur, Ahmednagar, Aurangabad, and Delhi. [Aurangabad, Maharashtra] The administrative headquarters of the Aurangabad Division or Marathwada region, Aurangabad is titled ""The City of Gates"" and the strong presence of these can be felt as one drives through the city.The City was founded in 1610 by Malik Amber which in the year 2010 completed 400 years. [Ravi Amale] Ravi Amale is the senior editor of the Loksatta newspaper, the leading Marathi daily in Mumbai.","1. [The City of Gates] Aurangabad is a city in the state of Maharashtra, India, known for its historical and cultural heritage. 2. [Ravi Amale] Ravi Amale is a senior editor at the Marathi daily newspaper, Loksatta, based in Mumbai, India.",3,SUPPORTS,"Aurangabad, Maharashtra, Ravi Amale, Loksatta",0.10543237945348022
"[Dan Bejar] Daniel Bejar ( ; born October 4, 1972) is an independent singer-songwriter from Vancouver, British Columbia, Canada. [Makoto Koshinaka] Makoto Koshinaka (越中睦 / 越中睦士 or Makoto, born July 15, 1980 in Moto Azabu, Tokyo) is a Japanese singer, songwriter, actor and model, activating both in Japan and in Thailand, starting with the year 1999. [Hello, Blue Roses] Hello, Blue Roses is a Canadian musical collaboration involving Dan Bejar (of Destroyer and The New Pornographers) and his girlfriend, Sydney Hermant, a visual artist from Vancouver.","[Makoto Koshinaka] Makoto Koshinaka ( born July 15, 1980) is a Japanese musician, singer, songwriter, and record producer. He is the lead vocalist and a member of the Japanese rock band, B'z. [Hello, Blue Roses] Hello, Blue Roses is the second album by the Japanese rock band, B'z. It was released on March 21, 1987.",3,SUPPORTS,"Dan Bejar, Hello, Blue Roses, Makoto Koshinaka",0.21270401418324283
"[Wang Xiaoshuai] Wang Xiaoshuai (; born May 22, 1966) is a Chinese film director, screenwriter and occasional actor. [Justin Reardon] Justin Reardon is a film writer, director, producer and editor. [Red Amnesia] Red Amnesia () is a 2014 Chinese thriller film directed by Wang Xiaoshuai.",[Justin Reardon] Justin Reardon is a film producer and screenwriter. [Red Amnesia] Red Amnesia is a 2014 Chinese thriller film directed by Yan Shouxing.,3,SUPPORTS,"Red Amnesia, Justin Reardon, Wang Xiaoshuai",0.25232186871659734
"[Kristian Zahrtmann] Peder Henrik Kristian Zahrtmann, known as Kristian Zahrtmann, (31 March 1843 – 22 June 1917) was a Danish painter. [Kristian Zahrtmann] He was a part of the Danish artistic generation in the late 19th century, along with Peder Severin Krøyer and Theodor Esbern Philipsen, who broke away from both the strictures of traditional Academicism and the heritage of the Golden Age of Danish Painting, in favor of naturalism and realism. [Peder Severin Krøyer] He is one of the best known and beloved, and the most colorful of the Skagen Painters, a community of Danish and Nordic artists who lived, gathered, or worked in Skagen, Denmark, especially during the final decades of the 19th century. [Ossian Elgström] Elgström studied at the Royal Swedish Academy of Arts from 1906 to 1907, and then with Kristian Zahrtmann in 1907 and with Christian Krohg in 1908.","1. Skagen Painters was a group of Danish artists who worked in Skagen in the late 19th century. 2. The group included Peder Severin Krøyer, Theodor Esbern Philipsen, and Ossian Elgström. 3. They were known for their focus on naturalism in their paintings. 4. Krøyer, Philipsen, and Elgström were all influential figures in the Skagen art colony. [Skagen Painters] The Skagen Painters were a group of Danish artists who worked in Skagen, a small fishing village in northern Denmark, in the late 19th century. The group included Peder Severin Krøyer, Theodor Esbern Philipsen, and Ossian Elgström. They were known for their focus on naturalism in their paintings, which often depicted scenes of everyday life in Skagen and the surrounding countryside. Krøyer, Philipsen, and Elgström were all influential figures in the Skagen art colony, and their work helped to establish Skagen as a center of artistic activity in Denmark.",3,SUPPORTS,"Kristian Zahrtmann, Peder Severin Krøyer, Ossian Elgström",0.10631065373417675
"[Hecuba (band)] They performed at the Los Angeles premier of ""Wild Combination"": a film about Arthur Russell (musician) performing their versions of Russell's music. [Arthur Russell (musician)] Arthur Russell (born Charles Arthur Russell, Jr.; May 21, 1951 – April 4, 1992) was an American cellist, composer, producer, singer, and musician whose work spanned a disparate range of styles. [Psycho Killer] In the liner notes for """" (1992), Jerry Harrison wrote of the b-side of the single, an acoustic version of the song that featured Arthur Russell on cello, ""I'm glad we persuaded Tony [Bongiovi] and Lance [Quinn] that the version with the cellos shouldn't be the only one.""","There is no evidence to suggest that ""wild combination"" is a film about an American cellist, composer, producer and singer. The term ""wild combination"" does not appear to be a known title of a film, nor is there any information available about an individual with that name who was involved in music or film.",3,SUPPORTS,"Quinn, Arthur Russell (musician), Bongiovi, Psycho Killer, Hecuba (band)",0.04382417716352421
"[Peter Duffell] Peter Duffell (born 1937) is a British film and television director and screenwriter, born in Canterbury, England. [Ken Hughes] Kenneth Graham ""Ken"" Hughes (19 January 1922 – 28 April 2001) was a British film director, writer and producer, who is best known as the co-writer and director of the 1968 children's film ""Chitty Chitty Bang Bang"". [Inside Out (1975 film)] Inside Out is a 1975 British action thriller film, produced and directed by Peter Duffell, and starring James Mason, Robert Culp, and Telly Savalas.","Ken Hughes (Kenneth Graham Hughes; 1922 – 4 November 2009) was a British film director and producer. [Ken Hughes] Inside Out is a 2015 Canadian 3D computer-animated comedy-drama film directed by Pete Docter, and produced by Jonas Rivera and Michael Govia. [Inside Out] Docter was born on December 26, 1974, in Champaign, Illinois, United States.",3,SUPPORTS,"Inside Out (1975 film), Ken Hughes, Peter Duffell",0.13669387866321644
"[Steve Denton] Steve Denton (born September 5, 1956, in Kingsville, Texas) is a former professional tennis player for the ATP Tour. [Albert Costa] Costa began playing tennis at the age of five. [1982 Australian Open – Men's Singles] Johan Kriek was the defending champion, and successfully defended his title, defeating Steve Denton 6–3, 6–3, 6–2 in the final to win the Men's Singles title at the 1982 Australian Open, what was the rematch of the previous year.","1. [Johan Kriek] Johan Pierre Kriek (10 October 1958 – 18 December 2010) was a South African professional tennis player. 2. [Albert Costa] Albert Costa (born 15 March 1971 in Barcelona) is a retired Spanish tennis player. 3. [Australian Open] The Australian Open is a tennis tournament held annually in Melbourne, Australia, and is one of the four Grand Slam tennis tournaments.",3,SUPPORTS,"Steve Denton, Albert Costa, 1982 Australian Open – Men's Singles",0.08923568601656551
"[Ghostkeeper] The film's plot is inspired by the Windigo legend of North America. [Wendigo] The legend lends its name to the controversial modern medical term Wendigo psychosis, described by psychiatrists as a culture-bound syndrome with symptoms such as an intense craving for human flesh and a fear of becoming a cannibal. [Georgie Collins] Collins is known for her role in the 1981 cult horror film ""Ghostkeeper"", as well as her part in ""Lonesome Dove: The Series"" (1995).","1981 cult horror film The Burning. [Georgie Collins] Georgie Collins (played by actress Lois Maxwell) is a minor character in the 1981 cult horror film The Burning, directed by Tony Mayham and written by Bob Brunner and Mark Frost. [The Burning] The Burning is a 1981 American horror film directed by Tony Mayham, written by Bob Brunner and Mark Frost, and starring Jason Alexander, Fisher Stevens, Bruce Campbell, and Lois Maxwell.",3,SUPPORTS,"Ghostkeeper, Georgie Collins, Wendigo",0.11100297787338585
