True Evidence,Generated Evidence,Hops,Label,Topics,bleu_score
"[Railroad Labor Board] The Board was terminated on May 20, 1926 when President Calvin Coolidge signed a new Railway Labor Act into law. [Calvin Coolidge] A Republican lawyer from Vermont, Coolidge worked his way up the ladder of Massachusetts state politics, eventually becoming governor of that state.","There is no record of any president signing a new Railway Labor Act in 1926. The Railway Labor Act was first passed in 1926, and has been reauthorized several times since then. [Zhanjiang] Zhanjiang (Chinese: 湾江; pinyin: Zhanjiāng) is a city located in the southwestern part of Guangdong Province in China.",2,REFUTES,"Calvin Coolidge, Railroad Labor Board",0.0821350340026022
"[Powwow Highway] Wes Studi and Graham Greene, who were relatively unknown actors at the time, have small supporting roles. [Wes Studi] Wesley ""Wes"" Studi (Cherokee: ᏪᏌ ᏍᏚᏗ ) (born December 17, 1947) is a Cherokee actor and film producer from Nofire Hollow in Oklahoma. [Wes Studi] He has appeared in Academy Award-winning films, such as ""Dances with Wolves"" (1990) and ""The Last of the Mohicans"" (1992), and in the Academy Award-nominated films """" (1993) and ""The New World"" (2005).","[Wes Studi] Wesley ""Wes"" Studi (born December 4, 1947) is an American actor of Cherokee descent. [Powwow Highway] Powwow Highway is a 1989 American drama film directed by Barry Levy and starring Adam Arkin, Mary Steenburgen, and Ted Danson. [Dances with Wolves] Dances with Wolves is a 1990 epic historical drama film directed by Kevin Costner, who also co-wrote the screenplay with Thomas B. Costner. [Kevin Costner] Kevin Michael Costner (born January 18, 1955) is an American actor, director, and producer. He has been nominated for three Academy Awards and has won two Golden Globe Awards for his work.",2,REFUTES,"Wes Studi, Powwow Highway",0.16131359855186816
"[We Were Soldiers] It is based on the book ""We Were Soldiers Once… And Young"" (1992) by Lieutenant General (Ret.) [Hal Moore] He was a recipient of the Distinguished Service Cross, which is the U.S. military's second highest decoration for valor, and was the first of his West Point class (1945) to be promoted to brigadier general, major general, and lieutenant general.","[Lt. Col. Harold G. ""Hal"" Moore] Lt. Col. Harold G. ""Hal"" Moore (September 30, 1922 – July 10, 1994) was a retired Major General in the United States Army who served as a battalion commander in the Vietnam War. [Distinguished Coast Guard military decoration for valor] The Distinguished Coast Guard Military Decoration for Valor is a military decoration awarded to members of the United States Coast Guard for extraordinary heroism.",2,REFUTES,"We Were Soldiers, Hal Moore",1.6908229104315805e-78
"[Electoral district of Fisher] It covers a 94.2 km² suburban and semi rural area on the southern fringes of Adelaide, taking in the suburbs of Aberfoyle Park, Chandlers Hill, Cherry Gardens, Coromandel East, Happy Valley, Reynella East and parts of Clarendon, O'Halloran Hill and Woodcroft. [Aberfoyle Park, South Australia] Aberfoyle Park is a suburb in the City of Onkaparinga in the state of South Australia.","The Australian Electoral Commission's (AEC) website lists the electoral divisions for the 2019 federal election, including the division of Fisher. [The Hub] The Hub is a large shopping center located in the suburb of Aberfoyle Park in Adelaide, South Australia. [Fisher (electoral district)] The division of Fisher is located in the Australian state of South Australia, and includes parts of the Adelaide metropolitan area.",2,REFUTES,"Electoral district of Fisher, Aberfoyle Park, South Australia",0.09582126347198015
"[Sixth-generation jet fighter] The USAF is pursuing development and acquisition of a sixth-generation fighter through the F-X program to complement existing platforms in service such as the Lockheed Martin F-22 Raptor. [Lockheed Martin F-22 Raptor] The Lockheed Martin F-22 Raptor is a fifth-generation, single-seat, twin-engine, all-weather stealth tactical fighter aircraft developed for the United States Air Force (USAF). [Lockheed Martin F-22 Raptor] The prime contractor, Lockheed Martin, built most of the F-22's airframe and weapons systems and conducted final assembly, while Boeing provided the wings, aft fuselage, avionics integration, and training systems.","1. Lockheed Martin F-22 Raptor is a 5th generation tactical fighter aircraft developed by Lockheed Martin for the United States Air Force (USAF). 2. The F-22 Raptor is the only operational fifth-generation fighter in the world, and it has been in service since 2005. 3. The F-22 Raptor has been designed to be highly maneuverable, with advanced avionics and weapons systems, including radar-absorbing material (RAM) and a sophisticated electronic warfare system. 4. The F-22 Raptor has been used in combat operations in Iraq and Afghanistan, and it has been involved in various exercises and training programs around the world. 5. The F-22 Raptor is expected to remain in service alongside the new sixth-generation fighter, which is currently being developed by Lockheed Martin and Boeing.",2,REFUTES,"Lockheed Martin F-22 Raptor, Sixth-generation jet fighter",0.17166728565764777
"[Steyr M1912] The Steyr M1912, also known as the Steyr-Hahn, is a semi-automatic pistol developed in 1911 by the Austrian firm Steyr Mannlicher and designed by Karel Krnka, based on the mechanism of the Roth–Steyr M1907. [Steyr Mannlicher] Steyr Mannlicher is a firearms manufacturer based in Sankt Ulrich bei Steyr, Austria.","Steyr-Mannlicher is a firearms manufacturer based in St. Ulrich, Austria. [Steyr Mannlicher] Steyr Mannlicher is a firearms manufacturer based in St. Ulrich, Austria, that produces high-quality rifles and pistols. [Steyr Mannlicher] The company was founded in 1864 by Johann von Steyr and Ludwig Mannlicher, and is known for producing some of the most accurate and reliable firearms in the world. [Steyr Mannlicher] Steyr Mannlicher is a subsidiary of the Steyr Arms company, which is headquartered in Austria.",2,REFUTES,"Steyr Mannlicher, Steyr M1912",0.1932873928974805
"[Æthelwulf of Berkshire] He received a land grant in 843/44 from Brihtwulf, king of Mercia; and lost his life at the Battle of Reading. [Battle of Reading (871)] The first Battle of Reading was a battle on 4 January 871 at Reading in what is now the English county of Berkshire.","Æthelwulf (c. 810 – 858) was King of Wessex from 830 to 858, and fought against the Viking invasions of England. [Battle of Reading (871)] The Battle of Reading (Old English: Brycglaf; Latin: Bellum Readingense) was a battle fought on 4 January 871 between the Viking Great Heathen Army and the West Saxon army led by King Æthelwulf of Berkshire. [Battle of Reading (871)] The battle took place in the town of Reading in what is now the English county of Berkshire.",2,REFUTES,"Battle of Reading (871), Æthelwulf of Berkshire",0.2813075179290887
"[Municipality of Concord] In 2000, it merged with Drummoyne Council to become the City of Canada Bay Council. [City of Canada Bay] The City of Canada Bay is a local government area in the Inner West of Sydney, New South Wales, Australia.","[Municipality of Concord] The Municipality of Concord was a local government area of Sydney, New South Wales, Australia. [Drummoyne Council] Drummoyne Council was a local government area in the Inner West of Sydney, New South Wales, Australia. [City of Canada Bay] The City of Canada Bay is a local government area in the Inner West of Sydney, New South Wales, Australia.",2,REFUTES,"City of Canada Bay, Municipality of Concord",0.45187115156334573
"[Eastern Air Lines Shuttle] Eastern Air Lines Shuttle (or Eastern Air Shuttle) was the brand name of Eastern's air shuttle. [Eastern Air Lines Shuttle] It began operations on April 30, 1961 and was sold in 1989 to Donald Trump, and later became the Trump Shuttle. [American Airlines Shuttle] American Airlines Shuttle is the brand name for American Airlines' hourly air shuttle service operating in the Northeastern United States.","[Donald Trump] Donald John Trump (born June 14, 1946) is an American businessman, television personality, and politician who is the 45th and current President of the United States. [Northeastern shuttle service] The shuttle service that operates in the Northeastern region was sold to Donald Trump under its former name in June 1989. [Northeastern shuttle service] The shuttle service, which was previously known as XYZ Shuttle Service, was renamed Trump Shuttle Service after the sale.",2,REFUTES,"Eastern Air Lines Shuttle, American Airlines Shuttle",2.697370331971902e-78
"[Tribometer] A tribometer is an instrument that measures tribological quantities, such as coefficient of friction, friction force, and wear volume, between two surfaces in contact. [Tribometer] It was invented by the 18th century Dutch scientist Musschenbroek [Pieter van Musschenbroek] Pieter van Musschenbroek (14 March 1692 – 19 September 1761) was a Dutch scientist.","[Tribometer] Tribometer is a 1968 Dutch science fiction short film directed by Paul Verhoeven. [Dutch] The Netherlands (Dutch: Nederland), also known as Holland, is a country located in Northwest Europe, known for its tolerant and open society, rich cultural heritage, and global connectedness.",2,REFUTES,"Tribometer, Pieter van Musschenbroek",1.657040075491668e-78
"[Svetlana Zakharova (athlete)] She won several international marathons, such as: the Honolulu Marathon (1997, 2002 and 2009), the Chicago Marathon (2003) and the Boston Marathon (2003). [Honolulu Marathon] The Honolulu Marathon (branded JAL Honolulu Marathon for sponsorship reasons) is a major 26.2 mi marathon in Honolulu, Hawaii.","Svetlana Zakharova (born 14 September 1984) is a Russian long-distance runner who specializes in the marathon. She won the 2011 Honolulu Marathon in a time of 2:30:47. [Svetlana Zakharova] Svetlana Zakharova is a Russian long-distance runner who has won the Honolulu Marathon three times, in 2011, 2012, and 2013. [Honolulu Marathon] The Honolulu Marathon is an annual marathon held in Honolulu, Hawaii, in November. It was first run in 1904 and has been held continuously since then, with the exception of the years during World War II. The race is open to runners of all ages and abilities, and has a course that takes participants through some of the most scenic areas of the city, including Waikiki Beach and Diamond Head.",2,REFUTES,"Svetlana Zakharova (athlete), Honolulu Marathon",0.10891326945966932
"['S Wonderful] It was introduced in the Broadway musical ""Funny Face"" (1927) by Adele Astaire and Allen Kearns. [Adele Astaire] Adele, Lady Charles Cavendish (born Adele Marie Austerlitz; September 10, 1896 – January 25, 1981) was an American dancer, stage actress and singer.","Tomoko Kawase (born September 10, 1896) is a Japanese singer and actress. [Funny Face] Funny Face is a 1957 American musical romantic comedy film directed by Stanley Donen and starring Audrey Hepburn, Gary Cooper, and Mel Ferrer.",2,REFUTES,"'S Wonderful, Adele Astaire",0.06683462734849538
"[Ralf D. Bode] Ralf Detlef Bode (March 31, 1941 – February 27, 2001) was a German-born American cinematographer best known for his Academy Award nominated work on ""Coal Miner's Daughter"". [Coal Miner's Daughter (film)] It stars Sissy Spacek as Loretta, a role that earned her the Academy Award for Best Actress.","Ralf D. Bode is a German film director and producer, best known for his work on the 1973 film, The Wrong Guys, starring Christopher George and Peter Graves. [Sissy Spacek] Sissy Spacek (born December 25, 1949) is an American actress, singer, and songwriter. [Robert Stack] Robert Stack (born Robert Anthony Janos; August 15, 1913 – January 3, 1973) was an American actor best known for his role as Eliot Ness in the 1960s television series The Untouchables.",2,REFUTES,"Ralf D. Bode, Coal Miner's Daughter (film)",0.0580609778140333
"[Tom Forman (actor)] Tom Forman (February 22, 1893 – November 7, 1926) was an American motion picture actor, director, writer, and producer of the early 1920s. [Arturo Ripstein] Arturo Ripstein y Rosen (born December 13, 1943) is a Mexican film director.","Tom Forman is a Mexican actor and comedian. [Tom Forman] Tom Forman (born December 26, 1974) is a Mexican actor, comedian, and television host. [Arturo Ripstein] Arturo Ripstein (born March 20, 1953) is a Mexican film director, producer, and screenwriter.",2,REFUTES,"Tom Forman (actor), Arturo Ripstein",0.2893256474946509
"[Fast Cars, Danger, Fire and Knives] Vocals are handled by Aesop Rock, with guest appearances from Camu Tao and Metro of S.A. Smash and Definitive Jux label head El-P. All scratches are performed by DJ Big Wiz. [El-P] Jaime Meline (born March 2, 1975), better known by his stage name El-P (shortened from El Producto), is an American hip hop recording artist, record producer, and record executive.","Jaime Meline has no guest appearances in Fast Cars, Danger, Fire and Knives. In fact, Fast Cars, Danger, Fire and Knives does not feature any hip hop artists or record executives. Therefore, the claim is false.",2,REFUTES,"Fast Cars, Danger, Fire and Knives, El-P",0.08616422758504583
"[The Death Camp of Tolerance] ""The Death Camp of Tolerance"" is the fourteenth episode of the sixth season of the American animated television series ""South Park"", and the 93rd overall episode of the series. [South Park (season 6)] Season six of ""South Park"", an American animated television series created by Trey Parker and Matt Stone, began airing on March 6, 2002.","03/06/2002 [The Death Camp of Tolerance] ""The Death Camp of Tolerance"" is a television episode of the American television series ""Star Trek: Enterprise"", which aired on March 6, 2002. [The Death Camp of Tolerance] The episode is the 16th of the shows second season, and it follows the crew of the Enterprise as they encounter a group of aliens who are being persecuted by a hostile government. [The Death Camp of Tolerance] The episode is notable for its exploration of themes such as tolerance, prejudice, and discrimination, and it features a powerful performance by actor Scott Bakula.",2,REFUTES,"The Death Camp of Tolerance, South Park (season 6)",0.22197767641417976
"[John Lindley (cinematographer)] John Warwick Lindley (November 17, 1951 in New York City) is an American cinematographer best known for his work on such films as ""Field of Dreams"", ""Bewitched"", ""Pleasantville"" and ""You've Got Mail"". [You've Got Mail] You've Got Mail is a 1998 American romantic comedy-drama film directed by Nora Ephron, co-written by Nora and Delia Ephron, and starring Tom Hanks and Meg Ryan.","John Lindley served as the director of photography on the 1998 film You've Got Mail, which was produced by Nora Ephron. [John Warwick Lindley] John Warwick Lindley (July 12, 1947 – April 26, 2017) was an American cinematographer, who worked in the film industry for over 30 years. [You've Got Mail] You've Got Mail is a 1998 American romantic comedy-drama film directed by Nora Ephron and starring Meg Ryan and Tom Hanks.",2,REFUTES,"You've Got Mail, John Lindley (cinematographer)",0.3693995071293084
"[UFC Tonight] Hosted by Kenny Florian and Karyn Bryant, the program features the latest news, highlights, and analysis from the UFC this program was carried over to FS1 from Fuel TV (now Fox Sports 2). [Karyn Bryant] Karyn Elaine Bryant (born December 23, 1968) is an American actress, writer, and television personality.","[Kenny Florian] Kenny Florian (born April 1, 1976) is an American mixed martial artist and former UFC Lightweight Champion. [Brooklyn Decker] Brooklyn Danielle Decker (born April 12, 1987) is an American fashion model and actress best known for her appearances in the Sports Illustrated Swimsuit Issue, including the cover of the 2010 issue.",2,REFUTES,"UFC Tonight, Karyn Bryant",0.0638236092097689
"[Dalia (mythology)] Dalia is the goddess of fate in the Lithuanian mythology. [Dalia (mythology)] Dalia is often confused with and hard to distinguish from Laima, another goddess of fate. [Laima] Laima is a Baltic goddess of fate.","Laima (Lithuanian mythology) Laima is the Lithuanian goddess of fate, often confused with the goddess of fate in the Moros mythology. [Moros mythology] The Moros mythology is a collection of myths and legends from the ancient Greeks and Romans.",2,REFUTES,"Laima, Dalia (mythology)",0.20681340557700115
"[Moby Dick—Rehearsed] Moby Dick—Rehearsed is a two-act drama by Orson Welles. [Moby Dick—Rehearsed] The original cast included Welles, Christopher Lee, Kenneth Williams, Joan Plowright, Patrick McGoohan, Gordon Jackson, Peter Sallis, and Wensley Pithey. [Joan Plowright] Joan Ann Plowright, Baroness Olivier, DBE (born 28 October 1929), commonly known as Dame Joan Plowright, is an English retired actress whose career has spanned over six decades. [Joan Plowright] She has won two Golden Globe Awards and a Tony Award and has been nominated for an Academy Award, an Emmy and two BAFTA Awards.","Golden Globe Awards: Best Actress in a Drama, The Man Who Came to Dinner (1955); Best Actress in a Comedy or Musical, Guess Who's Coming to Dinner (1967) [Gordon Jackson] Gordon Jackson (27 February 1923 – 15 November 1990) was a Scottish actor, best known for his portrayal of Danny Gallagher in the BBC sitcom Still Game. [Moby Dick—Rehearsed] Moby Dick—Rehearsed is a two-act drama by Herman Melville, first performed in 1890 in New York City.",2,REFUTES,"Joan Plowright, Moby Dick—Rehearsed",0.12345217170860792
[First East Branch Magalloway River] The First East Branch Magalloway River is a 7.0 mi river in northwestern Maine. [Kennebec River] The Kennebec River is a 170 mi river entirely within the U.S. state of Maine.,"First East Branch Magalloway River is a stream in Maine, United States. [First East Branch Magalloway River] It is a left tributary of the Kennebec River, which is also located in Maine. [Kennebec River] The Kennebec River is a river located in the state of Maine in the United States.",2,REFUTES,"First East Branch Magalloway River, Kennebec River",0.39320978102793275
"[Craig Neal] He was selected by the Portland Trail Blazers in the third round (71st pick overall) of the 1988 NBA draft, and played in the NBA and several minor leagues. [Portland Trail Blazers] The Portland Trail Blazers, commonly known as the Blazers, are an American professional basketball team based in Portland, Oregon.","[Craig Duane Neal] Craig Duane Neal (born August 11, 1969) is a former American professional basketball player. [Miami Heat] The Miami Heat is a professional basketball team based in Miami, Florida.",2,REFUTES,"Craig Neal, Portland Trail Blazers",0.08577828348319513
"[Breakable You] Breakable You is the fourth novel written by American author Brian Morton. [Breakable You] The book was made into a 2017 film starring Holly Hunter, Tony Shalhoub and Alfred Molina. [Alfred Molina] Alfredo ""Alfred"" Molina (born 24 May 1953) is an English-American actor, known for his roles in ""Raiders of the Lost Ark"" (1981), ""Enchanted April"" (1992), ""Maverick"" (1994), ""Boogie Nights"" (1997), ""Chocolat"" (2000), ""Spider-Man 2"" (2004), ""The Da Vinci Code"" (2006), ""An Education"" (2009), """" (2010), ""The Sorcerer's Apprentice"" (2010), ""Rango"" (2011) and ""Whiskey Tango Foxtrot"" (2016).","Breakable You is a 2007 novel written by Robin Antalexander. [Alfred Molina] Alfredo ""Alfred"" Molina (born May 24, 1943) is a Spanish actor, known for his roles in the films Raiders of the Lost Ark (1981), The Thing (1982), Fletch (1985), Stand by Me (1986), The Lost City of Z (2016), and Enchanted April (1992). [Raiders of the Lost Ark] Raiders of the Lost Ark (released as Indiana Jones and the Raiders of the Lost Ark in some countries) is a 1981 American action-adventure film directed by Steven Spielberg, produced by Frank Marshall, and starring Harrison Ford, Ron Howard, John Rhys-Davies, Denholm Elliott, and Joanna Barnes. [Enchanted April] Enchanted April is a 1992 British romantic comedy-drama film directed by Mike Newell, and starring Josephine Tewson, James Fleet, and Bridget McManus.",2,REFUTES,"Breakable You, Alfred Molina",0.19301467215983018
"[Sphereland] Sphereland: A Fantasy About Curved Spaces and an Expanding Universe is a 1965 novel by Dionys Burger, and is a sequel to ""Flatland"", a novel by ""A Square"" (a pen name of Edwin Abbott Abbott). [Flatland] Flatland: A Romance of Many Dimensions is a satirical novella by the English schoolmaster Edwin Abbott Abbott, first published in 1884 by Seeley & Co. of London.",Seeley & Co. is not a real publishing house. EVIDENCE: [Sphereland] Sphereland is a 1989 true crime novel written by Michael McNamara and published by St. Martins Press.,2,REFUTES,"Flatland, Sphereland",0.0318983886539281
"[Christian Friedrich Schönbein] Christian Friedrich Schönbein (18 October 1799 – 29 August 1868) was a German-Swiss chemist who is best known for inventing the fuel cell (1838) at the same time as William Robert Grove, Robert Cumming and his discoveries of guncotton and ozone. [William Robert Grove] Sir William Robert Grove, PC, FRS FRSE (11 July 1811 – 1 August 1896) was a Welsh judge and physical scientist. [William Robert Grove] He anticipated the general theory of the conservation of energy, and was a pioneer of fuel cell technology.","[Christian Friedrich Schönbein] Christian Friedrich Schönbein (German: [ˈkʁɪstiːan ˈʃøːnbaɪn]; 28 February 1772 – 29 October 1798) was a German-Swiss chemist, physicist, and inventor. [William Robert Grove] William Robert Grove (30 April 1816 – 26 July 1896) was a Welsh judge, legal educator, and chemist. [Fuel cell] A fuel cell is a device that converts chemical energy from a fuel, usually hydrogen, into electrical energy. The first practical fuel cell was developed in the 1830s by Christian Friedrich Schönbein and William Robert Grove.",2,REFUTES,"William Robert Grove, Christian Friedrich Schönbein",0.2512217673827817
"[The Sandman: The Dream Hunters] ""The Sandman: The Dream Hunters"" is a novella by English author Neil Gaiman, illustrated by Yoshitaka Amano. [The Sandman (Vertigo)] The Sandman is a comic book series written by Neil Gaiman and published by DC Comics.","Todd Klein (born August 1958 in Portland, Oregon) is an American comic book letterer, colorist, and writer, best known for his work on various DC Comics titles, including the critically acclaimed series ""The Sandman"" by Neil Gaiman. [The Sandman: The Dream Hunters] The Sandman: The Dream Hunters is a novella written by Neil Gaiman and illustrated by Yoshitake Nabata.",2,REFUTES,"The Sandman: The Dream Hunters, The Sandman (Vertigo)",0.2949745153671155
"[Brutti di notte] It is a parody of Luis Buñuel's film ""Belle de Jour"". [Belle de Jour (film)] Belle de Jour (] ) is a 1967 French drama film directed by Luis Buñuel and starring Catherine Deneuve, Jean Sorel, and Michel Piccoli.","[Brutti di notte] Brutti di notte is a 1978 Italian comedy film directed by Michele Luttazzi and starring Catherine Deneuve, Franco Nero, and Vanessa Redgrave. [Catherine Deneuve] Catherine Deneuve (born 22 December 1943) is a French actress, model, and singer, best known for her work in French cinema. [Franco Nero] Franco Nero (born 10 November 1941) is an Italian actor, best known for his roles in the Spaghetti Western films of the 1960s and 1970s. [Vanessa Redgrave] Vanessa Redgrave (born 10 July 1937) is a British actress, known for her performances in film, television, and theater.",2,REFUTES,"Brutti di notte, Belle de Jour (film)",0.09090606166629137
"[2012–13 Sheffield United F.C. season] Sheffield United Football Club participated in League One, the third level of English football in 2012–13, after having failed to win promotion, losing in the previous season's play-off final. [Dave Kitson] David Barry Kitson (born 21 January 1980) is an English former footballer who played as a striker.","[Danny Rose] Danny Rose (born 21 January 1980) is an English former professional footballer who played as a striker. He played for several clubs, including Sheffield United, Watford, Bristol Rovers, Chelsea, and Fulham. He also made appearances for the England national team.",2,REFUTES,"Dave Kitson, 2012–13 Sheffield United F.C. season",0.24051062888815283
