True Evidence,Generated Evidence,Hops,Label,Topics,Precision,Recall,F1 Score
"[Money, Money, Money] ""Money, Money, Money"" is a song recorded by Swedish pop group ABBA, written by Benny Andersson and Björn Ulvaeus. [Benny Andersson] Göran Bror Benny Andersson (] ; born 16 December 1946) is a Swedish musician, composer, member of the Swedish music group ABBA (1972–1982), and co-composer of the musicals ""Chess"", ""Kristina från Duvemåla"", and ""Mamma Mia!"" [That's Me] It was released as a single in Japan the following year (with ""Money, Money, Money"" as the B-side) to promote the band's ""Arrival"" album, and reached number 75 on the official Japanese charts.","1. [Benny Andersson] Benny Andersson (born 16 December 1946) is a Swedish songwriter, pianist, arranger, and producer. [Benny Andersson] He is best known as the keyboardist and co-composer for the Swedish pop group ABBA. [Benny Andersson] His first band was the group Hep Stars, who were one of the first Swedish rock bands to make an impact outside of Sweden. [Benny Andersson] In 1971, Andersson, along with Björn Ulvaeus and two others, founded ABBA. [Benny Andersson] After the breakup of ABBA in 1982, Andersson and Ulvaeus formed the group Army of Two. [Benny Andersson] Andersson has also written music for the Swedish musicals Chess and Kristina från Duvemåla, and the film musical Dancing Queen. [Benny Andersson] In 2004, he was inducted into the Swedish Music Hall of Fame. [Benny Andersson] In 2006, he was awarded the Polar Music Prize. [Benny Andersson] In 2008, he was inducted into the Rock and Roll Hall of Fame as a member of ABBA. [Benny Andersson] In 2010, he was awarded the Swedish Grammy Award for producer of the year. [Benny Andersson] In 2013, he was awarded the Swedish Grammy Award for songwriter of the year. [Benny Andersson] In 2015, he was awarded the Swedish Grammy Award for songwriter of the year. [Benny Andersson] In 2016, he was awarded the Swedish Grammy Award for producer of the year. [Benny Andersson] In 2017, he was awarded the Swedish Grammy Award for songwriter of the year. [Benny Andersson] In 2018, he was awarded the Swedish Grammy Award for songwriter of the year. [Benny Andersson] In 2019, he was awarded the Swedish Grammy Award for songwriter of the year. [Benny Andersson] In 2020, he was awarded the Swedish Grammy Award for songwriter of the year. [Benny Andersson] In 20",3,SUPPORTS,"Money, Money, Money, That's Me, Benny Andersson",0.827424168586731,0.855226457118988,0.8410956859588623
"[Barbie Ferreira] Barbara ""Barbie"" Linhares Ferreira (born December 14, 1996) is an American model. [American Eagle Outfitters] American Eagle Outfitters is also the parent company of Aerie. [New American Music Union] The show was presented by American Eagle Outfitters and co-produced by Live Nation.",[Barbara Linares] Barbara Linares is an American model and actress. [Aerie] Aerie is an American women's underwear brand owned by American Eagle Outfitters. [New American Music Union] New American Music Union is a record label that was founded by American Eagle Outfitters.,3,SUPPORTS,"Barbie Ferreira, New American Music Union, American Eagle Outfitters",0.8994992971420288,0.8814401626586914,0.8903781175613403
"[La Senza] The La Senza brand is currently owned by L Brands which operates and owns La Senza stores in Canada and uses a franchise model for the operation of stores outside Canada. [L Brands] L Brands Inc. (formerly known as ""Limited Brands Inc"" and ""The Limited Inc."") is an American fashion retailer based in Columbus, Ohio. [Lauren Gold] Gold is most recognised as the DJ in Robbie Williams's ""Rock DJ"" music video as well as her recurring appearance in La Senza ad campaigns.","[Lauren Gold] Lauren Gold is a British fashion model who is most recognised as the DJ in Robbie Williams's ""Rock DJ"" music video. [Columbus, Ohio] Columbus is the capital of and the largest city in the U.S. state of Ohio. [American Eagle Outfitters] American Eagle Outfitters, Inc. is an American clothing retailer, headquartered in Midtown Manhattan, New York City. [American Eagle Outfitters] The company operates 1,000 stores in 29 countries and is the 28th-largest clothing retailer in the United States. [American Eagle Outfitters] The company was founded in 1977 by Robert J. Fisher and his brother Mark Fisher. [American Eagle Outfitters] The company was first known as American Apparel, and later renamed American Eagle Outfitters. [American Eagle Outfitters] In 2000, the company was acquired by the Canadian company, Wet Seal. [American Eagle Outfitters] In 2003, Wet Seal spun off American Eagle Outfitters as an independent publicly traded company. [American Eagle Outfitters] In 2007, the company acquired the upscale retailer, 77kids, in a deal valued at $70 million. [American Eagle Outfitters] In 2008, the company acquired the retailer, Aerie, for $150 million. [American Eagle Outfitters] The company is headquartered in the American Eagle Outfitters Tower in Midtown Manhattan. [American Eagle Outfitters] The company has its own clothing line, and also carries brands such as 77kids, Aerie, and American Eagle. [American Eagle Outfitters] The company also operates a chain of retail stores under the names American Eagle Outfitters, 77kids, Aerie, and American Eagle. [American Eagle Outfitters] In 2008, the company acquired the upscale retailer, 77kids, in a deal valued at $70 million. [American Eagle Outfitters] The company",3,SUPPORTS,"La Senza, L Brands, Lauren Gold",0.8106709122657776,0.8672831058502197,0.8380220532417297
"[Fuyang] is a prefecture-level city in northwestern Anhui province, China. It [Gaozhou] Gaozhou is a county-level city in southwestern Guangdong Province, China. [Xincun, Anhui] Xincun is a township-level division situated in Funan County, Fuyang, Anhui, China.","[Xincun, Anhui] Xincun (simplified Chinese: ; traditional Chinese: ; pinyin: Xìncūn) is a township-level division situated in Funan County in Anhui Province, China. [Gaozhou] Gaozhou (simplified Chinese: ; traditional Chinese: ; pinyin: Gàozhōu) is a township-level division situated in Xingren County in Guangxi Zhuang Autonomous Region, China.",3,SUPPORTS,"Gaozhou, Fuyang, Xincun, Anhui",0.8481082320213318,0.9127196669578552,0.8792285323143005
"[Colocasia] Colocasia is a genus of flowering plants in the family Araceae, native to southeastern Asia and the Indian subcontinent. [Coronilla] The genus Coronilla contains about 20 species of flowering plants native to Europe and North Africa. [Xanthosoma] Many other species (including especially ""X. roseum"") are used as ornamental plants, and in popular horticultural literature are known as ‘ape or elephant ear (from the purported resemblance of the leaf to an elephant's ear), although the latter name is sometimes also applied to members with similar appearance and uses in the closely related genera ""Caladium"", ""Colocasia"" (i.e., taro), and ""Alocasia"".","1. [Xanthosoma] Xanthosoma is a genus of flowering plants in the family Araceae, native to the New World tropics. [Coronilla] Coronilla is a genus of flowering plants in the family Fabaceae.",3,SUPPORTS,"Coronilla, Xanthosoma, Colocasia",0.9282093048095703,0.8367969989776611,0.8801360130310059
"[Sikorsky R-4] The Sikorsky R-4 was a two-seat helicopter designed by Igor Sikorsky with a single, three-bladed main rotor and powered by a radial engine. [Igor Sikorsky] His S-6-A received the highest award at the 1912 Moscow Aviation Exhibition. [Pitcairn XO-61] One of the last autogyros produced, in competition with the Kellett YO-60 and the Sikorsky R-4, it fell victim to cooling problems with its rear-mounted engine and the coming of the helicopter with its ability to hover.","1912 Moscow Aviation Exhibition The first major international aviation exhibition took place in Moscow in August 1912, and was organized by the Russian military. The event was a major success, with over 1,200,000 people visiting the exhibition during the 18 days it was open. The exhibition was held at the Sokolniki Exhibition Centre, located in the Sokolniki Park area of Moscow, and was open from August 12 to August 29, 1912. [S-6-A airplane] The S-6-A was a two-seat, open-cockpit biplane, with a fixed undercarriage and a 130 hp (97 kW) Gnome Omega rotary engine. [Pitcairn XO-61] The Pitcairn XO-61 was a two-seat, open-cockpit biplane, with a fixed undercarriage and a 150 hp (112 kW) Curtiss OX-5 V-8 water-cooled engine.",3,SUPPORTS,"Igor Sikorsky, Sikorsky R-4, Pitcairn XO-61",0.8514161109924316,0.8601815700531006,0.8557764291763306
"[Additi Gupta] She is also known for her negative roles in Pardes Mein Hai Mera Dil and Star Plus's Ishqbaaz. [Ishqbaaaz] Ishqbaaaz (English: ""Lovers"") is an Indian drama television series which is broadcast on Star Plus. [Nitin Sahrawat] He is presently playing the character of Superstar Anand Kumar opposite Additi Gupta in ZEE TV's Qubool Hai.","1. [Nitin Sahrawat] Nitin Sahrawat (born 24 November 1974) is an Indian actor, known for his roles in Indian television series. [Qubool Hai] Qubool Hai (Urdu: قبول ہے‎; English: Acceptance) is an Indian soap opera, which premiered on 12 June 2012 on the channel Zee TV. [Karan Singh Grover] Karan Singh Grover (born 23 August 1982) is an Indian television actor. [Karan Singh Grover] He is best known for his roles in the television series Dil Mil Gaye and Qubool Hai. [Karan Singh Grover] He has also acted in the Bollywood movie Alone.",3,SUPPORTS,"Ishqbaaaz, Nitin Sahrawat, Additi Gupta",0.847856342792511,0.8621352910995483,0.8549361824989319
"[2009 America East Conference Baseball Tournament] In the championship game, first-seeded Binghamton defeated second-seeded Albany, 16-6, to win its first tournament championship. [Albany Great Danes baseball] The Albany Great Danes baseball team is a varsity intercollegiate athletic team of the University at Albany in Albany, New York, United States. [Jon Mueller (baseball)] Jon Mueller (born January 26, 1970) is an American college baseball coach who has been the head coach of Albany since the start of the 2000 season.","[Jon Mueller] Jon Mueller (baseball) is the coach of the baseball team ""Albany Great Danes baseball"" that is a member of the America East Conference, which played in the championship game in 2009. [Albany Great Danes baseball] The Albany Great Danes baseball team is a college baseball team that represents the University at Albany in Albany, New York, United States. [2009 America East Conference Baseball Tournament] The 2009 America East Conference Baseball Tournament was held from May 21 to 24, 2009, to determine the champion of the America East Conference for the 2009 season. [2009 America East Conference Baseball Tournament] The Albany Great Danes defeated the Stony Brook Seawolves in the championship game.",3,SUPPORTS,"Jon Mueller (baseball), Albany Great Danes baseball, 2009 America East Conference Baseball Tournament",0.917232096195221,0.9058020710945129,0.9114812612533569
"[Amélie Mauresmo] Amélie Simone Mauresmo ] (born 5 July 1979) is a French former professional tennis player, and a former world No. 1. [Pam Shriver] Pamela Howard Shriver (born July 4, 1962) is an American former professional tennis player known primarily as a doubles specialist with success also as a singles player. [Loïc Courteau] Courteau has coached the French Fed Cup team in years past, and has been the coach of Amélie Mauresmo, the winner of two Grand Slams, since 2002.","Pam Shriver was born in 1964. [Pam Shriver] Pamela McGaha Shriver (born November 24, 1964) is an American former professional tennis player. [Loic Courteau] Loïc Courteau (born 24 November 1963 in Amiens) is a French former professional tennis player. [Loic Courteau] He was born in Amiens, France, and now lives in Paris.",3,SUPPORTS,"Pam Shriver, Amélie Mauresmo, Loïc Courteau",0.9045344591140747,0.8704975843429565,0.8871896862983704
"[Robert Fleischman] Robert Fleischman (born March 11, 1953) is an American musician, songwriter, and record producer. [Jimmy Barnes] James Dixon Swan {'1': "", '2': "", '3': "", '4': ""} (born 28 April 1956), better known as Jimmy Barnes, is a Scottish-Australian rock singer-songwriter. [Wheel in the Sky] It was written and composed by Robert Fleischman, Neal Schon and Diane Valory.","[Wheel in the Sky] Wheel in the Sky is a song by the American rock band Journey, from their 1981 album Escape. [Jimmy Barnes] James Allan Barnes (born 28 April 1956) is an Australian rock musician and occasional actor. [Jimmy Barnes] He is the lead singer of Cold Chisel, which has had 31 Top 40 singles and 16 Top 20 albums in Australia. [Jimmy Barnes] Barnes has also had a successful solo career, releasing 14 studio albums. [Jimmy Barnes] Barnes has won 14 ARIA Music Awards, including three ARIA Awards for Album of the Year. [Jimmy Barnes] In 1989, Barnes was inducted into the ARIA Hall of Fame. [Jimmy Barnes] Barnes was born in Glasgow, Scotland. [Jimmy Barnes] His parents were both Scottish. [Jimmy Barnes] They were from the Gorbals, and his father was a railway worker. [Jimmy Barnes] His mother was a domestic worker. [Jimmy Barnes] Barnes was 18 months old when he was brought to Australia by his mother, who was 19 years old at the time. [Jimmy Barnes] She left him with his grandparents in Glasgow, and she returned to Australia on her own. [Jimmy Barnes] Barnes has said that he was ""a bit of a wild kid"" in his youth, and he began drinking and smoking at the age of 13. [Jimmy Barnes] He was also a ""bit of a thug"". [Jimmy Barnes] He attended a number of schools in Sydney, but he did not complete Year 12. [Jimmy Barnes] Barnes began singing in pubs in the mid-1970s, and he began playing guitar in 1977. [Jimmy Barnes] He was a member of the band Cold Chisel from 1973 to 1983, and he rejoined the band in 1999. [Jimmy Barnes] He has released 13 solo albums, and he has written",3,SUPPORTS,"Jimmy Barnes, Robert Fleischman, Wheel in the Sky",0.8116939067840576,0.8306628465652466,0.8210688233375549
"[Julian Marley] He follows into his father’s footsteps and is a devout Rastafarian who uses his music to inspire his life and spirituality. [Rastafari] Classified as a new religious movement, it developed in Jamaica during the 1930s. [A Time &amp; Place] A Time & Place is the second studio album by reggae artist Julian Marley, released in 2003 on Lightyear Entertainment.","[Rastafari] Rastafari, sometimes spelled Ras Tafari, is a religious movement, started in Jamaica in the 1930s, which worships Haile Selassie I, the Ethiopian emperor from 1930 to 1974. [A Time & Place] A Time & Place is the second studio album by the Jamaican reggae artist Tarrus Riley, released on October 1, 2010, through Tarrus Riley Music and VP Records.",3,SUPPORTS,"Julian Marley, A Time &amp; Place, Rastafari",0.8854765295982361,0.893068790435791,0.8892564177513123
"[Takahiro Moriuchi] Takahiro Moriuchi (森内 貴寛 , Moriuchi Takahiro , born April 17, 1988 in Tokyo) , known professionally as Taka, is the lead vocalist of the Japanese rock band ONE OK ROCK. [Doug Pinnick] Douglas Theodore ""Doug"" Pinnick (born September 3, 1950), sometimes stylized as dUg Pinnick or simply dUg, is an American musician best known as the bass guitarist, songwriter, and co-lead vocalist for the hard rock/progressive metal band King's X. [One Ok Rock] The band currently consists of Takahiro Moriuchi (vocals), Toru Yamashita (guitar/leader), Ryota Kohama (bass), and Tomoya Kanki (drums).","[Doug Pinnick] Doug Pinnick (born November 22, 1963) is an American vocalist, best known as the lead singer of the band King's X. [One Ok Rock] One Ok Rock (Japanese: ワン・オクロック, Hepburn: Wan Okurokku) is a Japanese rock band from Tokyo. [Band] A band is a musical group whose members perform with their instruments (usually electric guitars, electric bass, drums, and keyboards). [Band] A rock band is a group of musicians—typically guitarists and singers—who play popular music. [Band] The band's current lineup consists of lead vocalist Taka, lead guitarist Toru Yamashita, rhythm guitarist Takahiro Moriuchi, bassist Ryota Kohama, and drummer Tomoya Kanki. [One Ok Rock] The band's music has been described as a fusion of pop rock, alternative rock, and post-hardcore. [One Ok Rock] Their lyrics often express themes of social alienation, isolation, and loneliness, as well as the band's desire to escape the mundane and everyday life. [One Ok Rock] The band has been known to experiment with various genres, including pop rock, alternative rock, post-hardcore, and pop punk. [One Ok Rock] Their lyrics often express themes of social alienation, isolation, and loneliness, as well as the band's desire to escape the mundane and everyday life. [One Ok Rock] The band has been known to experiment with various genres, including pop rock, alternative rock, post-hardcore, and pop punk. [One Ok Rock] Their lyrics often express themes of social alienation, isolation, and loneliness, as well as the band's desire to escape the mundane and everyday life. [One Ok Rock] The band has been known to experiment with various genres, including pop rock, alternative rock, post-hardcore, and pop punk. [One Ok Rock] Their lyrics often express themes of social alienation, isolation, and loneliness, as well as the band's desire to escape the mundane and everyday life. [",3,SUPPORTS,"Doug Pinnick, Takahiro Moriuchi, One Ok Rock",0.831274151802063,0.8770713210105896,0.8535588979721069
