True Evidence,Generated Evidence,Hops,Label,Topics
"[Railroad Labor Board] The Board was terminated on May 20, 1926 when President Calvin Coolidge signed a new Railway Labor Act into law. [Calvin Coolidge] A Republican lawyer from Vermont, Coolidge worked his way up the ladder of Massachusetts state politics, eventually becoming governor of that state.",杨明浦 (Yang Ming) was a Chinese lawyer and politician who served as the President of China from 1928 to 1931. [Railway Labor Act] The Railway Labor Act is a federal law in the United States that regulates labor relations in the railroad industry. The law was first enacted in 1926 and has been amended several times since. [New Railway Labor Act] The New Railway Labor Act is a federal law in the United States that regulates labor relations in the railroad industry. It was enacted in 1934 and replaced the original Railway Labor Act of 1926.,2,REFUTES,"Calvin Coolidge, Railroad Labor Board"
"[Powwow Highway] Wes Studi and Graham Greene, who were relatively unknown actors at the time, have small supporting roles. [Wes Studi] Wesley ""Wes"" Studi (Cherokee: ᏪᏌ ᏍᏚᏗ ) (born December 17, 1947) is a Cherokee actor and film producer from Nofire Hollow in Oklahoma. [Wes Studi] He has appeared in Academy Award-winning films, such as ""Dances with Wolves"" (1990) and ""The Last of the Mohicans"" (1992), and in the Academy Award-nominated films """" (1993) and ""The New World"" (2005).","Wesley ""Wes"" Studi is an American actor and producer. He is known for his roles in the films Dances with Wolves (1990), The Last of the Mohicans (1992), and Avatar (2009). [Powwow Highway] Powwow Highway is a 1989 American drama film directed by Kevin Rafferty.",2,REFUTES,"Powwow Highway, Wes Studi"
"[We Were Soldiers] It is based on the book ""We Were Soldiers Once… And Young"" (1992) by Lieutenant General (Ret.) [Hal Moore] He was a recipient of the Distinguished Service Cross, which is the U.S. military's second highest decoration for valor, and was the first of his West Point class (1945) to be promoted to brigadier general, major general, and lieutenant general.","[Hal Moore] Harold Kenkathome Moore (born November 10, 1922) is a retired United States Army colonel and a highly decorated war hero of the Vietnam War. [Distinguished Coast Guard military decoration for valor] The Distinguished Coast Guard Military Decoration for Valor is a military award given to members of the United States Coast Guard for acts of heroism.",2,REFUTES,"Hal Moore, We Were Soldiers"
"[Electoral district of Fisher] It covers a 94.2 km² suburban and semi rural area on the southern fringes of Adelaide, taking in the suburbs of Aberfoyle Park, Chandlers Hill, Cherry Gardens, Coromandel East, Happy Valley, Reynella East and parts of Clarendon, O'Halloran Hill and Woodcroft. [Aberfoyle Park, South Australia] Aberfoyle Park is a suburb in the City of Onkaparinga in the state of South Australia.","The Australian Electoral Commission defines the Electoral Division of Fisher as being located in the eastern suburbs of Adelaide, South Australia. [The Hub] The Hub is a shopping center located in the suburb of Aberfoyle Park, in the Australian state of South Australia.",2,REFUTES,"Aberfoyle Park, South Australia, Electoral district of Fisher"
"[Sixth-generation jet fighter] The USAF is pursuing development and acquisition of a sixth-generation fighter through the F-X program to complement existing platforms in service such as the Lockheed Martin F-22 Raptor. [Lockheed Martin F-22 Raptor] The Lockheed Martin F-22 Raptor is a fifth-generation, single-seat, twin-engine, all-weather stealth tactical fighter aircraft developed for the United States Air Force (USAF). [Lockheed Martin F-22 Raptor] The prime contractor, Lockheed Martin, built most of the F-22's airframe and weapons systems and conducted final assembly, while Boeing provided the wings, aft fuselage, avionics integration, and training systems.",1. Lockheed Martin F-22 Raptor is a fifth generation tactical fighter built by Lockheed Martin and Boeing. 2. Lockheed Martin F-35 Lightning II is a sixth generation tactical fighter. 3. The F-22 Raptor will remain in service alongside the F-35 Lightning II.,2,REFUTES,"Lockheed Martin F-22 Raptor, Sixth-generation jet fighter"
"[Steyr M1912] The Steyr M1912, also known as the Steyr-Hahn, is a semi-automatic pistol developed in 1911 by the Austrian firm Steyr Mannlicher and designed by Karel Krnka, based on the mechanism of the Roth–Steyr M1907. [Steyr Mannlicher] Steyr Mannlicher is a firearms manufacturer based in Sankt Ulrich bei Steyr, Austria.","1. [Steyr Mannlicher] Steyr Mannlicher is a brand of firearms produced by Steyr-Mannlicher GmbH & Co OG, based in Sankt Ulrich bei Steyr, Austria. [Sankt Ulrich bei Steyr] Sankt Ulrich bei Steyr is a municipality in the district of Perg in the Austrian state of Upper Austria.",2,REFUTES,"Steyr Mannlicher, Steyr M1912"
"[Æthelwulf of Berkshire] He received a land grant in 843/44 from Brihtwulf, king of Mercia; and lost his life at the Battle of Reading. [Battle of Reading (871)] The first Battle of Reading was a battle on 4 January 871 at Reading in what is now the English county of Berkshire.","Æthelwulf of Berkshire died in 871. [Battle of Reading] The Battle of Reading was a battle fought on 4 January 871 at Reading in what is now the English county of Berkshire. The battle was won by the Viking Great Heath, who defeated the Anglo-Saxon army of King Æthelwulf of Berkshire, who lost his life in the battle at the age of 47. [Æthelwulf of Berkshire] Æthelwulf of Berkshire (c. 800 – 871) was King of the East Anglian kingdom of East Anglia and the royal house of Wessex from 836 to 855, and King of the Anglo-Saxon kingdom of Berkshire from 855 to 871. He was the son of King Egbert of Wessex and his wife, Redburga. He was the father of King Alfred the Great.",2,REFUTES,"Battle of Reading (871), Æthelwulf of Berkshire"
"[Municipality of Concord] In 2000, it merged with Drummoyne Council to become the City of Canada Bay Council. [City of Canada Bay] The City of Canada Bay is a local government area in the Inner West of Sydney, New South Wales, Australia.","1. [City of Canada Bay] City of Canada Bay is a local government area in the Inner West of Sydney, New South Wales, Australia. It was formed on 1 January 2000 when the Municipality of Concord merged with Drummoyne Council. 2. [Drummoyne Council] Drummoyne Council was a local government area in the Inner West of Sydney, New South Wales, Australia. It was formed on 1 January 1980, and merged with the Municipality of Concord in summer 2000 to become the council of the City of Canada Bay local government area. 3. [Municipality of Concord] The Municipality of Concord was a local government area of Sydney, New South Wales; in summer 2000, it merged with Drummoyne Council to become the council of the City of Canada Bay local government area in the Inner West of Sydney, New South Wales, Australia.",2,REFUTES,"City of Canada Bay, Municipality of Concord"
"[Eastern Air Lines Shuttle] Eastern Air Lines Shuttle (or Eastern Air Shuttle) was the brand name of Eastern's air shuttle. [Eastern Air Lines Shuttle] It began operations on April 30, 1961 and was sold in 1989 to Donald Trump, and later became the Trump Shuttle. [American Airlines Shuttle] American Airlines Shuttle is the brand name for American Airlines' hourly air shuttle service operating in the Northeastern United States.","1989, the company changed its name to Trump Shuttle. [Trump Shuttle] The Trump Shuttle was a shuttle service that operated in the Northeastern United States, primarily in the New York City area. It was owned by Donald Trump and operated from 1989 to 1990. [Donald Trump] Donald John Trump (born June 14, 1946) is an American business magnate, television personality, and politician who is the 45th and current President of the United States. He is a graduate of the Wharton School of the University of Pennsylvania.",2,REFUTES,"American Airlines Shuttle, Eastern Air Lines Shuttle"
"[Tribometer] A tribometer is an instrument that measures tribological quantities, such as coefficient of friction, friction force, and wear volume, between two surfaces in contact. [Tribometer] It was invented by the 18th century Dutch scientist Musschenbroek [Pieter van Musschenbroek] Pieter van Musschenbroek (14 March 1692 – 19 September 1761) was a Dutch scientist.","[Tribometer] Tribometer is a 1966 novel by the American author, Michael Crichton. [Dutch] The Netherlands, also known as Holland, is a country located in Northwestern Europe, bordered by Germany to the east, Belgium to the south, and the North Sea to the north and west.",2,REFUTES,"Pieter van Musschenbroek, Tribometer"
"[Svetlana Zakharova (athlete)] She won several international marathons, such as: the Honolulu Marathon (1997, 2002 and 2009), the Chicago Marathon (2003) and the Boston Marathon (2003). [Honolulu Marathon] The Honolulu Marathon (branded JAL Honolulu Marathon for sponsorship reasons) is a major 26.2 mi marathon in Honolulu, Hawaii.","2018 Honolulu Marathon results. [Svetlana Zakharova] Svetlana Anatolyevna Zakharova (Russian: Светлана Анатольевна Захарова; born 1987) is a Russian long-distance runner. She won the 2015 Honolulu Marathon, and has also won the 2016 and 2017 races.",2,REFUTES,"Svetlana Zakharova (athlete), Honolulu Marathon"
"['S Wonderful] It was introduced in the Broadway musical ""Funny Face"" (1927) by Adele Astaire and Allen Kearns. [Adele Astaire] Adele, Lady Charles Cavendish (born Adele Marie Austerlitz; September 10, 1896 – January 25, 1981) was an American dancer, stage actress and singer.","🎤 Tomoko Kawase (September 10, 1896 – March 16, 1985) was a Japanese singer and actress, best known for her hit song ""Funny Face"" (1934). 🎤 ""Funny Face"" is a popular song written by Richard A. Whiting and published in 1929. The song was introduced in the 1934 film ""Gold Diggers of 1935"" starring Warner Baxter and Joan Bennett. 🎤 Kawase's version of ""Funny Face"" was released in 1935 and became a hit, selling over a million copies. 🎤 Kawase was known as the ""Japanese Sophie Tucker"" and was a popular performer in Japan during the 1920s and 1930s. 🎤 She was also an actress, appearing in several films and plays in Japan. 🎤 Kawase passed away on March 16, 1985, at the age of 88.",2,REFUTES,"'S Wonderful, Adele Astaire"
"[Ralf D. Bode] Ralf Detlef Bode (March 31, 1941 – February 27, 2001) was a German-born American cinematographer best known for his Academy Award nominated work on ""Coal Miner's Daughter"". [Coal Miner's Daughter (film)] It stars Sissy Spacek as Loretta, a role that earned her the Academy Award for Best Actress.","Ralf D. Bode is a German film director and screenwriter. [Sissy Spacek] Mariette Sigourney ""Sissy"" Spacek (born December 25, 1949) is an American actress, singer, and songwriter. [Robert Stack] Robert Charles ""Bob"" Stack (August 15, 1930 – December 3, 1973) was an American actor, best known for his role as Eliot Ness in the television series The Untouchables.",2,REFUTES,"Ralf D. Bode, Coal Miner's Daughter (film)"
"[Tom Forman (actor)] Tom Forman (February 22, 1893 – November 7, 1926) was an American motion picture actor, director, writer, and producer of the early 1920s. [Arturo Ripstein] Arturo Ripstein y Rosen (born December 13, 1943) is a Mexican film director.","Tom Forman is an American actor, writer, and director, known for his work on the television series ""One Day at a Time"" and ""The Golden Girls"". [Arturo Ripstein] Arturo Ripstein is a Mexican film director and producer.",2,REFUTES,"Tom Forman (actor), Arturo Ripstein"
"[Fast Cars, Danger, Fire and Knives] Vocals are handled by Aesop Rock, with guest appearances from Camu Tao and Metro of S.A. Smash and Definitive Jux label head El-P. All scratches are performed by DJ Big Wiz. [El-P] Jaime Meline (born March 2, 1975), better known by his stage name El-P (shortened from El Producto), is an American hip hop recording artist, record producer, and record executive.","🎤 [Jaime Meline] Jaime Meline (born June 23, 1983), known professionally as Jae Millz, is an American hip hop rapper and record executive from New York City. 🔥 [Fast Cars, Danger, Fire and Knives] Fast Cars, Danger, Fire and Knives is a 2000 British crime thriller film directed by J.P. Manoux and starring Ray Panthaki, Javed Jaffrey, and Laila Rouass. 🔥 [Fast Cars, Danger, Fire and Knives] The film follows a British Asian man who gets caught up in a dangerous underworld of gangsters and drug dealers in London. 🔥 [Fast Cars, Danger, Fire and Knives] The movie was released in the United Kingdom on 21 April 2000.",2,REFUTES,"Fast Cars, Danger, Fire and Knives, El-P"
"[The Death Camp of Tolerance] ""The Death Camp of Tolerance"" is the fourteenth episode of the sixth season of the American animated television series ""South Park"", and the 93rd overall episode of the series. [South Park (season 6)] Season six of ""South Park"", an American animated television series created by Trey Parker and Matt Stone, began airing on March 6, 2002.","2002-03 TV season. [The Death Camp of Tolerance] ""The Death Camp of Tolerance"" is a fictional episode of the television series Star Trek: Deep Space Nine, which was first broadcast on November 18, 1993. [The Death Camp of Tolerance] The episode is set during the Battle of Wolf 359, which takes place in the year 2373. [The Death Camp of Tolerance] The episode is a dramatic and intense story that explores the themes of tolerance and compassion. [The Death Camp of Tolerance] It is considered one of the most powerful and thought-provoking episodes of the series.",2,REFUTES,"South Park (season 6), The Death Camp of Tolerance"
"[John Lindley (cinematographer)] John Warwick Lindley (November 17, 1951 in New York City) is an American cinematographer best known for his work on such films as ""Field of Dreams"", ""Bewitched"", ""Pleasantville"" and ""You've Got Mail"". [You've Got Mail] You've Got Mail is a 1998 American romantic comedy-drama film directed by Nora Ephron, co-written by Nora and Delia Ephron, and starring Tom Hanks and Meg Ryan.","John Warwick Lindley is an American cinematographer, known for his work in films such as Sleepless in Seattle (1993), You've Got Mail (1998), and Hanging Up (2000). [Sleepless in Seattle] Sleepless in Seattle is a 1993 American romantic comedy-drama film directed by Nora Ephron, from a story by Ephron and Jeff Arch. [You've Got Mail] You've Got Mail is a 1998 American romantic comedy-drama film directed by Nora Ephron, from a screenplay by Ephron and Greg Malcolm. [Hanging Up] Hanging Up is a 2000 American comedy-drama film directed by Susan Seidelman, from a screenplay by Dana Stevens.",2,REFUTES,"John Lindley (cinematographer), You've Got Mail"
"[UFC Tonight] Hosted by Kenny Florian and Karyn Bryant, the program features the latest news, highlights, and analysis from the UFC this program was carried over to FS1 from Fuel TV (now Fox Sports 2). [Karyn Bryant] Karyn Elaine Bryant (born December 23, 1968) is an American actress, writer, and television personality.","[Kenny Florian] Kenny Florian (born July 10, 1976) is an American mixed martial artist, actor, and television personality. He is a former UFC Lightweight Champion and has been a commentator for the UFC since 2012. [American actress] An American actress is a woman who acts in motion pictures, television shows, or theater productions. Examples of American actresses include Meryl Streep, Julia Roberts, and Sandra Bullock. [American model] An American model is a person who models clothing, accessories, or other products for photographs, commercials, or runway shows. Examples of American models include Gigi Hadid, Kendall Jenner, and Ashley Graham. [American television personality] An American television personality is a person who appears on television shows, often as a host, presenter, or personality. Examples of American television personalities include Ellen DeGeneres, Oprah Winfrey, and Ryan Seacrest.",2,REFUTES,"Karyn Bryant, UFC Tonight"
"[Dalia (mythology)] Dalia is the goddess of fate in the Lithuanian mythology. [Dalia (mythology)] Dalia is often confused with and hard to distinguish from Laima, another goddess of fate. [Laima] Laima is a Baltic goddess of fate.","1. Laima is a Baltic goddess of fate, often confused with the goddess of fate in the Moros mythology. 2. In the Lithuanian mythology, Laima is a goddess of fate, the wife of the god of the dead, and the mother of the god of the wind. 3. Laima is a goddess of fate in the Latvian mythology, and is often confused with the goddess of fate in the Moros mythology. 4. Laima is a goddess of fate in the Estonian mythology, and is often confused with the goddess of fate in the Moros mythology. 5. Laima is a goddess of fate in the Livonian mythology, and is often confused with the goddess of fate in the Moros mythology. 6. Laima is a goddess of fate in the Samogitian mythology, and is often confused with the goddess of fate in the Moros mythology. 7. Laima is a goddess of fate in the Sudovian mythology, and is often confused with the goddess of fate in the Moros mythology. 8. Laima is a goddess of fate in the Polabian mythology, and is often confused with the goddess of fate in the Moros mythology. 9. Laima is a goddess of fate in the Sorbian mythology, and is often confused with the goddess of fate in the Moros mythology. 10. Laima is a goddess of fate in the Germanic mythology, and is often confused with the goddess of fate in the Moros mythology.",2,REFUTES,"Dalia (mythology), Laima"
"[Moby Dick—Rehearsed] Moby Dick—Rehearsed is a two-act drama by Orson Welles. [Moby Dick—Rehearsed] The original cast included Welles, Christopher Lee, Kenneth Williams, Joan Plowright, Patrick McGoohan, Gordon Jackson, Peter Sallis, and Wensley Pithey. [Joan Plowright] Joan Ann Plowright, Baroness Olivier, DBE (born 28 October 1929), commonly known as Dame Joan Plowright, is an English retired actress whose career has spanned over six decades. [Joan Plowright] She has won two Golden Globe Awards and a Tony Award and has been nominated for an Academy Award, an Emmy and two BAFTA Awards.","2 Golden Globe Awards won by the actress include Best Actress in a Motion Picture—Drama for her performance in ""Who's Afraid of Virginia Woolf?"" (1966) and Best Actress in a Supporting Role in a Motion Picture for her performance in ""Airport"" (1970). [Gordon Jackson] Sir Gordon Neil Jackson (16 March 1923 – 16 November 1984) was a Scottish actor and producer, best known for his role as Jeeves in the 1950s television series ""The Hotspur of the Air"".",2,REFUTES,"Joan Plowright, Moby Dick—Rehearsed"
[First East Branch Magalloway River] The First East Branch Magalloway River is a 7.0 mi river in northwestern Maine. [Kennebec River] The Kennebec River is a 170 mi river entirely within the U.S. state of Maine.,"[First East Branch Magalloway River] The First East Branch Magalloway River is a 15.3-mile-long (24.7 km) river located in Maine, United States, that flows through Oxford County and flows into the Kennebec River. [Kennebec River] The Kennebec River is a 153-mile-long (246 km) river located in western Maine, United States, that flows through Androscoggin, Kennebec, and Lincoln counties and empties into the Gulf of Maine.",2,REFUTES,"Kennebec River, First East Branch Magalloway River"
"[Craig Neal] He was selected by the Portland Trail Blazers in the third round (71st pick overall) of the 1988 NBA draft, and played in the NBA and several minor leagues. [Portland Trail Blazers] The Portland Trail Blazers, commonly known as the Blazers, are an American professional basketball team based in Portland, Oregon.","1. Craig Duane Neal (born September 25, 1969 in New York City) is a former American basketball player who played in the National Basketball Association (NBA). 2. Neal was selected by the Miami Heat in the 1988 NBA draft. [Craig Duane Neal] Craig Duane Neal is a former American basketball player who played in the National Basketball Association (NBA). He was selected by the Miami Heat in the 1988 NBA draft.",2,REFUTES,"Portland Trail Blazers, Craig Neal"
"[Breakable You] Breakable You is the fourth novel written by American author Brian Morton. [Breakable You] The book was made into a 2017 film starring Holly Hunter, Tony Shalhoub and Alfred Molina. [Alfred Molina] Alfredo ""Alfred"" Molina (born 24 May 1953) is an English-American actor, known for his roles in ""Raiders of the Lost Ark"" (1981), ""Enchanted April"" (1992), ""Maverick"" (1994), ""Boogie Nights"" (1997), ""Chocolat"" (2000), ""Spider-Man 2"" (2004), ""The Da Vinci Code"" (2006), ""An Education"" (2009), """" (2010), ""The Sorcerer's Apprentice"" (2010), ""Rango"" (2011) and ""Whiskey Tango Foxtrot"" (2016).","Breakable You is a 2007 novel by American author, Adele Griffin. There is no evidence to suggest that the book was made into a movie, let alone one starring Alfredo ""Alfred"" Molina.",2,REFUTES,"Breakable You, Alfred Molina"
"[Sphereland] Sphereland: A Fantasy About Curved Spaces and an Expanding Universe is a 1965 novel by Dionys Burger, and is a sequel to ""Flatland"", a novel by ""A Square"" (a pen name of Edwin Abbott Abbott). [Flatland] Flatland: A Romance of Many Dimensions is a satirical novella by the English schoolmaster Edwin Abbott Abbott, first published in 1884 by Seeley & Co. of London.",[Sphereland] Sphereland is a 1981 science fiction novel by American writer Michael F. Huss. [Seeley & Co.] Seeley & Co. is a fictional publishing house that is the purported publisher of the novel.,2,REFUTES,"Sphereland, Flatland"
