True Evidence,Generated Evidence,Hops,Label,Topics
"[Bayer 04 Leverkusen] The club plays in the Bundesliga, the top tier of the German football league system, and hosts matches at the BayArena. [BayArena] BayArena (] ) is a football stadium in Leverkusen, North Rhine-Westphalia, Germany, which has been the home ground of Bundesliga club Bayer Leverkusen since 1958. [Willibert Kremer] Willibert Kremer (born 15 October 1939 in Hochneukirch) is a German football coach and a former player who currently works as a scout with Bayer 04 Leverkusen. [Robin Dutt] Starting from the 2011–12 season, he signed a two-year managerial contract with Bayer Leverkusen after the previous manager Jupp Heynckes confirmed on 21 March 2011 that he would not be extending his stay at the BayArena.","1. [Willibert Kremer] Willibert Kremer (born June 22, 1945 in Dusseldorf, Germany) is a German football scout, who is most notable for his work with the German national team, and various clubs in Europe, including Bayern Munich, Borussia Dortmund, and Schalke 04. 2. [Robin Dutt] Robin Dutt (born October 10, 1961 in Cologne, West Germany) is a former German football player and coach, who played as a midfielder. He is best known for his work with Borussia Dortmund, where he played from 1987 to 1993, and later coached the club from 2011 to 2012.",4,SUPPORTS,"Willibert Kremer, Robin Dutt, Bayer 04 Leverkusen, BayArena"
"[Bo Diddley] Ellas McDaniel (born Ellas Otha Bates, December 30, 1928 – June 2, 2008), known as Bo Diddley, was an American R&B singer, guitarist, songwriter and music producer who played a key role in the transition from the blues to rock and roll, and influenced artists including Elvis Presley, Buddy Holly, the Beatles, the Rolling Stones, the Yardbirds, Eric Clapton, the Who, Jimi Hendrix, George Thorogood, Parliament-Funkadelic, and The Clash. [The Yardbirds] The Yardbirds are an English rock band, formed in London in 1963. [Before You Accuse Me] ""Before You Accuse Me"" (also known as ""Before You Accuse Me (Take a Look at Yourself)"" is a song written and recorded by American musician Bo Diddley in 1957. [Journeyman (album)] Heralded as a return to form for Clapton, who had struggled with alcohol addiction and had recently found sobriety, the album has a 1980s electronic sound, but it also includes blues songs like ""Before You Accuse Me,"" ""Running on Faith,"" and ""Hard Times.""","12 bar blues, blues rock, psychedelic blues, and swamp blues are all sub-genres of blues music. [Journeyman (album)] Journeyman is the eighth studio album by American blues rock musician Eric Clapton, released in 1989. [The Yardbirds] The Yardbirds are a British rock band that formed in London in 1963. [Blues] Blues is a popular music genre that originated in the Deep South of the United States around the end of the 19th century. [Rock and roll] Rock and roll, also known as rock, is a genre of popular music that originated in the United States in the late 1940s and early 1950s.",4,SUPPORTS,"Before You Accuse Me, Journeyman (album), Bo Diddley, The Yardbirds"
"[Juan Carlos Onetti] Juan Carlos Onetti Borges (July 1, 1909, Montevideo – May 30, 1994, Madrid) was an Uruguayan novelist and author of short stories. [Richard Llewellyn] Richard Dafydd Vivian Llewellyn Lloyd (8 December 1906 – 30 November 1983), known by his pen name Richard Llewellyn, was a British novelist. [Nuit de chien] It is based on the novel ""Para esta noche"" by Juan Carlos Onetti. [How Green Was My Valley (TV drama serial)] How Green Was My Valley is a BBC Television serial based on the novel by Richard Llewellyn, and features one of the last performances by Stanley Baker.","1. Ernest Hemingway 2. F. Scott Fitzgerald 3. John Steinbeck 4. Thomas Wolfe [Nuit de Chien] Nuit de Chien (French for ""Night of the Wolf"") is a 1992 French-Canadian drama film directed by Louis Saia, and starring Benoît Girard, Jacques Lavallée, and Louise Portal. [How Green Was My Valley] How Green Was My Valley is a 1940 novel by Richard Llewellyn, which was adapted into a 1941 film of the same name.",4,SUPPORTS,"Nuit de chien, Richard Llewellyn, Juan Carlos Onetti, How Green Was My Valley (TV drama serial)"
"[K. Shivaram Karanth] Kota Shivaram Karanth (10 October 1902 – 9 December 1997) was a Kannada writer, social activist, environmentalist, Yakshagana artist, film maker and thinker. [Yakshagana] Yakshagana ( Kannada : ""ಯಕ್ಷಗಾನ"", Tulu : ""ಆಟ"") is a traditional theatre form that combines dance, music, dialogue, costume, make-up, and stage techniques with a unique style and form. [Marali Mannige] Marali Mannige is a Kannada novel by novelist K. Shivaram Karanth. [Shuddha Saveri] Shuddha Saveri or śuddha sāveri is a rāgam in Carnatic music (musical scale of South Indian classical music) and Yakshagana music.","Shuddha Saveri is a contemporary artist from India who is known for his work in the field of performance art. He combines dance, costume, makeup, and dialogue in his works to create a unique and immersive experience for the audience. [Marali Mannige] Marali Mannige is a novel written by the Indian author, Sivakarthikeyan. The novel is a romantic comedy that follows the story of two young people who fall in love despite their different backgrounds and social status. The novel has been well received by readers and critics alike, and has been translated into several languages.",4,SUPPORTS,"Yakshagana, Shuddha Saveri, Marali Mannige, K. Shivaram Karanth"
"[Nam Woo-hyun] Nam Woo-hyun (Hangul: 남우현 ; Hanja: 南優賢 ; born February 8, 1991), commonly known by his mononym Woohyun, is a South Korean singer and actor with the boy band Infinite. [Eddie Vedder] Eddie Vedder (born Edward Louis Severson; December 23, 1964) is an American musician, singer and songwriter best known as a member of the rock band Pearl Jam, with whom he performs lead vocals and is one of three guitarists. [Write.. (EP)] Write. [Write.. (EP)] . [Write.. (EP)] is the debut extended play by South Korean singer Woohyun. [Bad Radio] The band is most notable for having featured future Pearl Jam vocalist Eddie Vedder as its lead singer from 1988–1990.","1. [Bad Radio] Bad Radio is an American indie rock band from Pittsburgh, Pennsylvania, formed in 1988 and disbanded in 1995. 2. [Write.. (EP)] Write.. (EP) is the debut extended play by the American indie rock band Bad Radio. 3. [Lead singer] The lead singer of Bad Radio from 1988–1990 was born before the band was formed.",4,SUPPORTS,"Nam Woo-hyun, Write.. (EP), Eddie Vedder, Bad Radio"
"[Lucy Maud Montgomery] Lucy Maud Montgomery {'1': "", '2': "", '3': "", '4': ""} (November 30, 1874 – April 24, 1942) published as L.M. Montgomery, was a Canadian author best known for a series of novels beginning in 1908 with ""Anne of Green Gables"". [Jan Karon] Jan Karon is an American novelist who writes for both adults and young readers. [Anne of Avonlea (1975 film)] It is based on ""Anne of Avonlea"", the sequel to ""Anne of Green Gables"" by Lucy Maud Montgomery. [Toby Tarnow] She was the first actress to portray the popular Anne Shirley of Anne of Green Gables in Canadian radio then in Canadian television in a 1956 television movie.","1. [Lucy Maud Montgomery] Lucy Maud Montgomery (November 30, 1874 – April 6, 1942) was a Canadian author, particularly noted for her children's books set in the fictional town of Avonlea on Prince Edward Island. [Anne of Avonlea (1975 film)] Anne of Avonlea is a 1975 Canadian television film directed by Kevin Sullivan, and written by Bridget McNamara. [Jan Karon] Jan Karon (born 1935) is an American author, best known for her Mitford series of novels. [Toby Tarnow] Toby Tarnow is an actor, known for his role as Jeremy Baker in the 1975 film adaptation of the Anne of Avonlea novel.",4,SUPPORTS,"Jan Karon, Toby Tarnow, Lucy Maud Montgomery, Anne of Avonlea (1975 film)"
"[Cozy Tapes Vol. 2: Too Cozy] It was released on August 25, 2017, by ASAP Worldwide, Polo Grounds Music and RCA Records. [Cozy Tapes Vol. 2: Too Cozy] It was preceded by two singles, ""RAF"" featuring ASAP Rocky, Playboi Carti, Quavo, Lil Uzi Vert and Frank Ocean, and ""Feels So Good"" featuring ASAP Rocky, ASAP Ferg, ASAP Nast, ASAP Twelvyy and ASAP Ant. [Frank Ocean] Christopher Francis ""Frank"" Ocean (born Christopher Edwin Breaux; October 28, 1987) is an American singer and songwriter. [Frank Ocean] Known for his idiosyncratic musical style, Ocean first embarked on a career as a ghostwriter, and in 2010 he became a member of hip hop collective Odd Future. [Swim Good] ""Swim Good"" is a song by American singer Frank Ocean, released as the second single from his mixtape ""Nostalgia, Ultra"" (2011). [Matt Martians] Aside from his solo career, Martians was a founding member of Los Angeles hip hop collective Odd Future and is a part of the sub-groups The Jet Age of Tomorrow with Pyramid Vritra, The Super D3Shay with Pyramid Vritra and brandUn DeShay, The Internet with Syd, and Sweaty Martians with Earl Sweatshirt.","Matt Martians (born Matthew Martin; June 22, 1989) is an American music producer, songwriter, and multi-instrumentalist from Los Angeles, California. [Swim Good] ""Swim Good"" is a song by American rapper and singer Kanye West, released as the second single from his fifth studio album, My Beautiful Dark Twisted Fantasy (2010). [Matt Martians] Matt Martians has worked with artists such as Kendrick Lamar, Thundercat, and BADBADNOTGOOD, and has also been a member of the group Sa-Ra. [Matt Martians] He has also had a guest appearance on the album too Cozy by the group Wiz Khalifa. [Matt Martians] Wiz Khalifa (born Cameron Jibril Thomaz; August 8, 1987) is an American rapper, singer, and songwriter from Pittsburgh, Pennsylvania.",4,SUPPORTS,"Frank Ocean, Swim Good, Matt Martians, Cozy Tapes Vol. 2: Too Cozy"
"[John Malkovich] He has also appeared in films such as ""Empire of the Sun"", ""The Killing Fields"", ""Con Air"", ""Of Mice and Men"", ""Rounders"", ""Ripley's Game"", ""Knockaround Guys"", ""Being John Malkovich"", ""Shadow of the Vampire"", ""Burn After Reading"", ""RED"", ""Mulholland Falls"", ""Dangerous Liaisons"", and ""Warm Bodies"", as well as producing films such as ""Ghost World"", ""Juno"", and ""The Perks of Being a Wallflower"". [Rounders (film)] Rounders is a 1998 American drama film about the underground world of high-stakes poker, directed by John Dahl, and starring Matt Damon and Edward Norton. [David Zayas] He is best known for his roles as Angel Batista on Showtime's series ""Dexter"", Osborne the cop in ""Rounders"" (1998), Enrique Morales on the HBO prison drama series ""Oz"", Lou the bodega owner in ""Annie"" (2014) and Sal Maroni on Fox's series ""Gotham"". [The Wannabe] The film stars Patricia Arquette, David Zayas, Domenick Lombardozzi, Michael Imperioli, Vincent Piazza and Nick Sandow.","[The Wannabe] The Wannabe is a 2015 American comedy film directed by John R. Leonetti and written by John C. McGinley and John R. Leonetti. [John C. McGinley] John C. McGinley (born March 5, 1955) is an American actor, writer, and director. [Matt Damon] Matthew Paige Damon (born October 8, 1970) is an American actor, screenwriter, and producer. [Edward Norton] Edward Thomas Norton Jr. (born August 18, 1969) is an American actor, screenwriter, and producer.",4,SUPPORTS,"Rounders (film), The Wannabe, John Malkovich, David Zayas"
"[Excuse My French (album)] The album features guest appearances from Diddy, Nicki Minaj, Drake, Ace Hood, Lil Wayne, Birdman, The Weeknd, Rick Ross, 2 Chainz, Max B, Ne-Yo, Machine Gun Kelly, Raekwon, Scarface and Snoop Dogg, among others. [Machine Gun Kelly (rapper)] Richard Colson Baker (born April 22, 1990), better known by his stage names MGK and Machine Gun Kelly, is an American rapper and actor, from Cleveland, Ohio. [Machine Gun Kelly (rapper)] MGK embarked on a musical career as a teenager, releasing a mixtape in 2006. [Pop That] Released as the first single from his debut studio album ""Excuse My French"" (2013), it features guest appearances from fellow rappers Rick Ross, Drake and Lil Wayne. [Lee on the Beats] He is best known for producing French Montana’s “Pop That” and co-producing Khaled’s “Hold You Down (DJ Khaled song)” alongside production partner Bkorn.","2 Chainz, born Tauheed Epps, is an American rapper, singer, songwriter, and actor from Cleveland, Ohio. [2 Chainz] Tauheed Epps (born April 12, 1989), known professionally as 2 Chainz, is an American rapper, singer, songwriter, and actor from Cleveland, Ohio. [French Montana] Moroccan-born American rapper, singer, songwriter, and actor Chucky Scraggs (born November 7, 1982), known professionally as French Montana, is a Moroccan-born American rapper, singer, songwriter, and actor. [Lee on the Beats] Lee on the Beats (born December 23, 1988) is an American record producer, songwriter, and rapper from Cleveland, Ohio.",4,SUPPORTS,"Machine Gun Kelly (rapper), Excuse My French (album), Lee on the Beats, Pop That"
"[Marie Fredriksson] Gun-Marie Fredriksson, known as    (born 30 May 1958), is a Swedish pop singer-songwriter and pianist, best known for forming one half of the pop rock duo Roxette, which she created together with Per Gessle in 1986. [Bada (singer)] Choi Sung-hee (born February 28, 1980), better known as Bada or Sea, is a South Korean singer and musical actress. [I en tid som vår] I en tid som vår ""(In a time like ours)"" is the fifth album from Swedish pop singer and songwriter Marie Fredriksson. [Made in Sea] Made In Sea is a third album released in January 26, 2006 by South Korean singer Bada.","1. [Made in Sea] Made in Sea is an album by the musician and producer, Jens Lindgren. 2. [I en tid som vår] I en tid som vår is the second studio album by the Norwegian singer and songwriter, Astrid Swan.",4,SUPPORTS,"Marie Fredriksson, Bada (singer), Made in Sea, I en tid som vår"
"[The People vs.] The album also featured guest appearances by the likes of Obie Trice, Miz Korona, Jazze Pha, a one-half of D12 members (Proof, Kon Artis and Eminem), and his brother and Goon Sqwad bandmate Diezel. [Proof (rapper)] DeShaun Dupree Holton (October 2, 1973 – April 11, 2006), better known by his stage name Proof, was an American rapper and actor from Detroit, Michigan. [Welcome 2 Detroit (song)] ""Welcome 2 Detroit"" is the lead single from American rapper Trick-Trick's debut studio album, ""The People vs."". [The Villain (album)] The Villain is the second studio album by American rapper Trick-Trick.","[GUEST APPEARANCE] The guest appearance of the rapper on the debut studio album of the American rapper is a reference to his appearance on Eminem's 2000 album The Marshall Mathers LP. [Eminem] Marshall Bruce Mathers III (born October 17, 1972), known professionally as Eminem, is an American rapper, songwriter, record producer, and actor. [Welcome 2 Detroit] ""Welcome 2 Detroit"" is a song by American rapper Danny Brown. It was released as the lead single from his second studio album, The Villain, on September 16, 2016. [The Villain (album)] The Villain is the second studio album by American rapper Eminem, released on June 1, 2018, through Aftermath Entertainment and Interscope Records.",4,SUPPORTS,"The Villain (album), Welcome 2 Detroit (song), The People vs., Proof (rapper)"
"[Nevada School of Law at Old College] After its first year, the school moved from the former St. Thomas Aquinas Parochial School to its permanent home at the old ""Reno Gazette-Journal"" newspaper plant donated by the Gannett Company. [Reno Gazette-Journal] The Reno Gazette-Journal is the main daily newspaper for Reno, Nevada. [Reno Gazette-Journal] It is owned by the Gannett Company. [Nevada Appeal] It is the state's third-largest paper, behind the ""Las Vegas Review-Journal"" and ""Reno Gazette-Journal"". [Henry Rust Mighels] A writer of the Sagebrush School, he was the editor and publisher of Carson City, Nevada's ""Nevada Appeal"".","1. [Reno Gazette-Journal] The Reno Gazette-Journal is a daily newspaper published in Reno, Nevada, United States. 2. [Las Vegas Review-Journal] The Las Vegas Review-Journal is a daily newspaper published in Las Vegas, Nevada, United States. 3. [Nevada State Journal] The Nevada State Journal is a daily newspaper published in Reno, Nevada, United States. 4. [Henry Rust Mighels] Henry Rust Mighels (1883-1953) was an American newspaper editor and publisher, best known for his tenure as editor and publisher of the Nevada State Journal in Reno, Nevada.",4,SUPPORTS,"Nevada School of Law at Old College, Reno Gazette-Journal, Nevada Appeal, Henry Rust Mighels"
"[Gatwick Airport] Gatwick Airport (also known as London Gatwick) (IATA: LGW, ICAO: EGKK) is a major international airport in south-east England, 29.5 mi south of Central London and 2.7 NM north of Crawley. [Gatwick Airport] It is the second-busiest airport by total passenger traffic in the United Kingdom, after London Heathrow. [Heathrow Airport] Heathrow Airport (also known as London Heathrow) (IATA: LHR, ICAO: EGLL) is a major international airport in London, United Kingdom. [Coldwaltham] It is around a 30-minute drive from Gatwick Airport. [John Denison-Pender, 2nd Baron Pender] John Jocelyn Denison-Pender, 2nd Baron Pender, CBE (26 January 1907 – 21 March 1965) was a British civil servant and businessman.","[London Gatwick Airport] London Gatwick Airport (IATA: LGW) is a major international airport near Crawley, West Sussex, England, UK. [Coldwaltham] Coldwaltham is a hamlet in West Sussex, England, located near the village of Stedham. [John Denison-Pender] John Denison-Pender, 2nd Baron Pender (1864 – 1943) was a British peer and politician.",4,SUPPORTS,"Heathrow Airport, Coldwaltham, John Denison-Pender, 2nd Baron Pender, Gatwick Airport"
"[Alexander Kluge] Alexander Kluge (born 14 February 1932) is a German author, philosopher, academic and film director. [Sidney Salkow] Sidney Salkow (June 16, 1911 – October 18, 2000) was an American film director (more than 50 motion pictures), screenwriter, and television director. [Yesterday Girl] Yesterday Girl (German: Abschied von gestern, ""Farewell to Yesterday"") is a 1966 New German Cinema film directed and written by Alexander Kluge. [Eva Maria Meineke] She appeared in more than one hundred films from 1942 to 2008, including ""Yesterday Girl"" and ""Something for Everyone"".","[Eva Maria Meineke] Eva Maria Meineke (January 1, 1894 – December 21, 1975) was an American actress who appeared in 55 films between 1915 and 1935. [Sidney Salkow] Sidney Salkow (; born January 12, 1898, in New York City; died March 22, 1979, in Woodland Hills, California) was an American film director and producer. [One of the movies Eva Maria Meineke appeared in] One of the movies Eva Maria Meineke appeared in was The Last Flight (1931), directed by Sidney Salkow.",4,SUPPORTS,"Sidney Salkow, Eva Maria Meineke, Alexander Kluge, Yesterday Girl"
