True Evidence,Generated Evidence,Hops,Label,Topics
"[Colocasia] Colocasia is a genus of flowering plants in the family Araceae, native to southeastern Asia and the Indian subcontinent. [Coronilla] The genus Coronilla contains about 20 species of flowering plants native to Europe and North Africa. [Xanthosoma] Many other species (including especially ""X. roseum"") are used as ornamental plants, and in popular horticultural literature are known as ‘ape or elephant ear (from the purported resemblance of the leaf to an elephant's ear), although the latter name is sometimes also applied to members with similar appearance and uses in the closely related genera ""Caladium"", ""Colocasia"" (i.e., taro), and ""Alocasia"".",Xanthosoma is a genus of flowering plants in the family Musaceae. [Coronilla] Coronilla is a genus of flowering plants in the family Fabaceae.,3,SUPPORTS,"Coronilla, Xanthosoma, Colocasia"
"[Sikorsky R-4] The Sikorsky R-4 was a two-seat helicopter designed by Igor Sikorsky with a single, three-bladed main rotor and powered by a radial engine. [Igor Sikorsky] His S-6-A received the highest award at the 1912 Moscow Aviation Exhibition. [Pitcairn XO-61] One of the last autogyros produced, in competition with the Kellett YO-60 and the Sikorsky R-4, it fell victim to cooling problems with its rear-mounted engine and the coming of the helicopter with its ability to hover.",[S-6-A] The S-6-A was a type of two-seat helicopter designed by Igor Sikorsky. [Pitcairn XO-61] The Pitcairn XO-61 was a single-seat autogyro designed by Harold F. Pitcairn.,3,SUPPORTS,"Sikorsky R-4, Pitcairn XO-61, Igor Sikorsky"
"[Additi Gupta] She is also known for her negative roles in Pardes Mein Hai Mera Dil and Star Plus's Ishqbaaz. [Ishqbaaaz] Ishqbaaaz (English: ""Lovers"") is an Indian drama television series which is broadcast on Star Plus. [Nitin Sahrawat] He is presently playing the character of Superstar Anand Kumar opposite Additi Gupta in ZEE TV's Qubool Hai.",[Nitin Sahrawat] Nitin Sahrawat is an Indian actor who has appeared in several Hindi films and television serials. [Qubool Hai] Qubool Hai is an Indian television drama series that premiered on 19 February 2014 on the Star Plus network. It was created by Siddharth Kumar Tewary and produced by Fiction Factory.,3,SUPPORTS,"Nitin Sahrawat, Ishqbaaaz, Additi Gupta"
"[2009 America East Conference Baseball Tournament] In the championship game, first-seeded Binghamton defeated second-seeded Albany, 16-6, to win its first tournament championship. [Albany Great Danes baseball] The Albany Great Danes baseball team is a varsity intercollegiate athletic team of the University at Albany in Albany, New York, United States. [Jon Mueller (baseball)] Jon Mueller (born January 26, 1970) is an American college baseball coach who has been the head coach of Albany since the start of the 2000 season.","[Jon Mueller (baseball)] Jon Mueller (born June 12, 1977 in Newark, New York) is a former Major League Baseball pitcher who played for the Cleveland Indians, Florida Marlins, Texas Rangers and Cincinnati Reds. [Albany Great Danes baseball] The Albany Great Danes baseball team represents the University at Albany in Albany, New York, United States. They are members of the America East Conference and have played in the NCAA Division I Baseball Championship.",3,SUPPORTS,"2009 America East Conference Baseball Tournament, Jon Mueller (baseball), Albany Great Danes baseball"
"[Amélie Mauresmo] Amélie Simone Mauresmo ] (born 5 July 1979) is a French former professional tennis player, and a former world No. 1. [Pam Shriver] Pamela Howard Shriver (born July 4, 1962) is an American former professional tennis player known primarily as a doubles specialist with success also as a singles player. [Loïc Courteau] Courteau has coached the French Fed Cup team in years past, and has been the coach of Amélie Mauresmo, the winner of two Grand Slams, since 2002.","Loic Courteau is a French former professional tennis player. [Pam Shriver] Pamela Ann Shriver (born August 4, 1954 in Baltimore, Maryland, USA) is a former World No. 1 American tennis player.",3,SUPPORTS,"Amélie Mauresmo, Loïc Courteau, Pam Shriver"
"[Robert Fleischman] Robert Fleischman (born March 11, 1953) is an American musician, songwriter, and record producer. [Jimmy Barnes] James Dixon Swan {'1': "", '2': "", '3': "", '4': ""} (born 28 April 1956), better known as Jimmy Barnes, is a Scottish-Australian rock singer-songwriter. [Wheel in the Sky] It was written and composed by Robert Fleischman, Neal Schon and Diane Valory.","[Wheel in the Sky] ""Wheel in the Sky"" is a song written by Jimmy Barnes and released in 1978 on his album Cutting Back. [Jimmy Barnes] James (Jimmy) Andrew Barnes (born 28 September 1946 in Glasgow, Scotland) is an Australian rock singer-songwriter, and lead vocalist of the Australian rock band Cold Chisel. [Wheel in the Sky (song)] ""Wheel in the Sky"" is a song by Journey, released in 1983 on the album Escape.",3,SUPPORTS,"Robert Fleischman, Jimmy Barnes, Wheel in the Sky"
"[Julian Marley] He follows into his father’s footsteps and is a devout Rastafarian who uses his music to inspire his life and spirituality. [Rastafari] Classified as a new religious movement, it developed in Jamaica during the 1930s. [A Time &amp; Place] A Time & Place is the second studio album by reggae artist Julian Marley, released in 2003 on Lightyear Entertainment.","[Chronixx] Chronixx (born Delaunay Weldon Terry Jr. on August 10, 1990) is a Jamaican reggae singer who is known for his unique style, which blends the classic roots sound with modern production techniques. [A Time & Place] A Time & Place is the second studio album by Chronixx, released on September 10, 2015, through Zojack Records.",3,SUPPORTS,"Julian Marley, Rastafari, A Time &amp; Place"
"[Takahiro Moriuchi] Takahiro Moriuchi (森内 貴寛 , Moriuchi Takahiro , born April 17, 1988 in Tokyo) , known professionally as Taka, is the lead vocalist of the Japanese rock band ONE OK ROCK. [Doug Pinnick] Douglas Theodore ""Doug"" Pinnick (born September 3, 1950), sometimes stylized as dUg Pinnick or simply dUg, is an American musician best known as the bass guitarist, songwriter, and co-lead vocalist for the hard rock/progressive metal band King's X. [One Ok Rock] The band currently consists of Takahiro Moriuchi (vocals), Toru Yamashita (guitar/leader), Ryota Kohama (bass), and Tomoya Kanki (drums).","[One Ok Rock] One Ok Rock is a Japanese rock band formed in 2005. [Doug Pinnick] Doug Pinnick is an American musician, best known as the bassist and primary songwriter for the progressive metal band King's X. [Band] A band is a group of musicians who play different instruments and sing together.",3,SUPPORTS,"Takahiro Moriuchi, One Ok Rock, Doug Pinnick"
"[Marilyn Manson] Brian Hugh Warner (born January 5, 1969), known professionally as Marilyn Manson, is an American singer, songwriter, musician, composer, actor, painter, author and former music journalist. [Joe Lynn Turner] Joe Lynn Turner (born Joseph Arthur Mark Linquito, August 2, 1951) is an American singer, guitarist, songwriter, and producer. [Godhead (band)] They are most often credited with being the only band signed to musician Marilyn Manson's short-lived vanity label, Posthuman Records.","[Joe Lynn Turner] Joe Lynn Turner (born Joseph William Turner; September 2, 1951, in Shreveport, Louisiana, USA) is an American rock singer, songwriter, and guitarist. [Godhead (band)] Godhead is a Christian metal band from California, formed in 1986. They have released 11 studio albums, and have been a major influence on the Christian metal genre.",3,SUPPORTS,"Godhead (band), Joe Lynn Turner, Marilyn Manson"
"[Loksatta] ""Loksatta"" is published out of Mumbai, Pune, Nagpur, Ahmednagar, Aurangabad, and Delhi. [Aurangabad, Maharashtra] The administrative headquarters of the Aurangabad Division or Marathwada region, Aurangabad is titled ""The City of Gates"" and the strong presence of these can be felt as one drives through the city.The City was founded in 1610 by Malik Amber which in the year 2010 completed 400 years. [Ravi Amale] Ravi Amale is the senior editor of the Loksatta newspaper, the leading Marathi daily in Mumbai.","[Aurangabad] Aurangazeb (24 August 1617 – 20 February 1707), commonly known as Aurangzeb or Abul Muzaffar Ahmed, was the sixth and last ruler of the Mughal Empire in India from 1658 to 1707. [Marathi daily newspaper] Loksatta (Marathi: लोकसाठा) is a Marathi-language daily newspaper published from Mumbai, India. [Ravi Amale] Ravi Amale (born 21 August 1964) is an Indian journalist, writer and senior editor of the Marathi daily newspaper Loksatta.",3,SUPPORTS,"Aurangabad, Maharashtra, Loksatta, Ravi Amale"
"[Dan Bejar] Daniel Bejar ( ; born October 4, 1972) is an independent singer-songwriter from Vancouver, British Columbia, Canada. [Makoto Koshinaka] Makoto Koshinaka (越中睦 / 越中睦士 or Makoto, born July 15, 1980 in Moto Azabu, Tokyo) is a Japanese singer, songwriter, actor and model, activating both in Japan and in Thailand, starting with the year 1999. [Hello, Blue Roses] Hello, Blue Roses is a Canadian musical collaboration involving Dan Bejar (of Destroyer and The New Pornographers) and his girlfriend, Sydney Hermant, a visual artist from Vancouver.","[Makoto Koshinaka] Makoto Koshinaka (born July 15, 1980) is a Japanese actor and model. [Hello, Blue Roses] Hello, Blue Roses is a 1999 Japanese drama film directed by Shunji Iwai and starring Takeshi Kaneshiro, Takashi Matsui, and Yuko Takeuchi.",3,SUPPORTS,"Dan Bejar, Makoto Koshinaka, Hello, Blue Roses"
"[Wang Xiaoshuai] Wang Xiaoshuai (; born May 22, 1966) is a Chinese film director, screenwriter and occasional actor. [Justin Reardon] Justin Reardon is a film writer, director, producer and editor. [Red Amnesia] Red Amnesia () is a 2014 Chinese thriller film directed by Wang Xiaoshuai.","[Justin Reardon] Justin Reardon is a film producer and screenwriter. [Red Amnesia] Red Amnesia (Chinese: 缺勤追准; pinyin: Kē'ān Zúòu) is a 2014 Chinese thriller film directed by Yan Shi, and starring Li Chen, Liu Cung, Zhang Yun, and Yao Chen.",3,SUPPORTS,"Justin Reardon, Red Amnesia, Wang Xiaoshuai"
"[Kristian Zahrtmann] Peder Henrik Kristian Zahrtmann, known as Kristian Zahrtmann, (31 March 1843 – 22 June 1917) was a Danish painter. [Kristian Zahrtmann] He was a part of the Danish artistic generation in the late 19th century, along with Peder Severin Krøyer and Theodor Esbern Philipsen, who broke away from both the strictures of traditional Academicism and the heritage of the Golden Age of Danish Painting, in favor of naturalism and realism. [Peder Severin Krøyer] He is one of the best known and beloved, and the most colorful of the Skagen Painters, a community of Danish and Nordic artists who lived, gathered, or worked in Skagen, Denmark, especially during the final decades of the 19th century. [Ossian Elgström] Elgström studied at the Royal Swedish Academy of Arts from 1906 to 1907, and then with Kristian Zahrtmann in 1907 and with Christian Krohg in 1908.","[Peder Severin Krøyer] Peder Severin Krøyer (1859 – 1905) was a Danish painter, known for his naturalistic paintings of people and landscapes. [Theodor Esbern Philipsen] Theodor Esbern Philipsen (1874 – 1930) was a Danish painter, known for his landscapes and still lifes in a naturalistic style. [Ossian Elgström] Ossian Elgström (1872 – 1939) was a Swedish painter, known for his naturalistic paintings of landscapes and people.",3,SUPPORTS,"Peder Severin Krøyer, Ossian Elgström, Kristian Zahrtmann"
"[Hecuba (band)] They performed at the Los Angeles premier of ""Wild Combination"": a film about Arthur Russell (musician) performing their versions of Russell's music. [Arthur Russell (musician)] Arthur Russell (born Charles Arthur Russell, Jr.; May 21, 1951 – April 4, 1992) was an American cellist, composer, producer, singer, and musician whose work spanned a disparate range of styles. [Psycho Killer] In the liner notes for """" (1992), Jerry Harrison wrote of the b-side of the single, an acoustic version of the song that featured Arthur Russell on cello, ""I'm glad we persuaded Tony [Bongiovi] and Lance [Quinn] that the version with the cellos shouldn't be the only one.""","There is no evidence to suggest that ""wild combination"" is a film about an American cellist, composer, producer, and singer who played cello in the acoustic version of Psycho Killer. In fact, there is no evidence to suggest that such a person exists. Psycho Killer is a song by the band Metallica, and it does not feature any cellos or acoustic instruments. Therefore, the claim that ""wild combination"" is a film about such a person is false.",3,SUPPORTS,"Bongiovi, Hecuba (band), Psycho Killer, Arthur Russell (musician), Quinn"
"[Peter Duffell] Peter Duffell (born 1937) is a British film and television director and screenwriter, born in Canterbury, England. [Ken Hughes] Kenneth Graham ""Ken"" Hughes (19 January 1922 – 28 April 2001) was a British film director, writer and producer, who is best known as the co-writer and director of the 1968 children's film ""Chitty Chitty Bang Bang"". [Inside Out (1975 film)] Inside Out is a 1975 British action thriller film, produced and directed by Peter Duffell, and starring James Mason, Robert Culp, and Telly Savalas.","Ken Hughes (1932 – 2009) was a British film director and producer. [Inside Out (film)] Inside Out is a 2015 American 3D computer-animated comedy-drama film directed by Pete Docter, and produced by Jonas Rivera.",3,SUPPORTS,"Ken Hughes, Inside Out (1975 film), Peter Duffell"
"[Steve Denton] Steve Denton (born September 5, 1956, in Kingsville, Texas) is a former professional tennis player for the ATP Tour. [Albert Costa] Costa began playing tennis at the age of five. [1982 Australian Open – Men's Singles] Johan Kriek was the defending champion, and successfully defended his title, defeating Steve Denton 6–3, 6–3, 6–2 in the final to win the Men's Singles title at the 1982 Australian Open, what was the rematch of the previous year.","[Johan Kriek] Johan Martin Kriek (born 22 June 1958 in Pretoria, South Africa) is a South African former professional tennis player. [Albert Costa] Albert Costa (; born 28 March 1971 in Barcelona, Spain) is a former Spanish professional tennis player. [1982 Australian Open – Men's Singles] Mark Edmondson defeated Johan Kriek in the quarterfinals, and Anders Jäeger defeated Edmondson in the semifinals, before Costa defeated Jäeger in the final, 6–4, 6–2, 6–3.",3,SUPPORTS,"Albert Costa, Steve Denton, 1982 Australian Open – Men's Singles"
"[Ghostkeeper] The film's plot is inspired by the Windigo legend of North America. [Wendigo] The legend lends its name to the controversial modern medical term Wendigo psychosis, described by psychiatrists as a culture-bound syndrome with symptoms such as an intense craving for human flesh and a fear of becoming a cannibal. [Georgie Collins] Collins is known for her role in the 1981 cult horror film ""Ghostkeeper"", as well as her part in ""Lonesome Dove: The Series"" (1995).","[Georgina ""Georgie"" Collins] Georgina ""Georgie"" Collins (born 1950) is an English actress, best known for her role as Lucy Carlyle in the 1981 cult horror film An American Werewolf in London. [An American Werewolf in London] An American Werewolf in London is a 1981 British-American horror comedy film directed by John Landis, and starring David Naughton, Jenny Agutter, and Griffin Dunne. The films plot revolves around two American tourists who are attacked by a werewolf while on holiday in England, and the subsequent chaos that ensues. The legend of the werewolf is an ancient one, with tales of shape-shifting humans and animals dating back to ancient Greece and Rome. The films title is a play on words, combining the American location with the legendary creature.",3,SUPPORTS,"Wendigo, Ghostkeeper, Georgie Collins"
"[Gordon Waller] Gordon Trueman Riviere Waller (4 June 1945 – 17 July 2009) was a British singer–songwriter–guitarist, best known as Gordon of the 1960s pop music duo Peter and Gordon, whose biggest hit was the No. 1 million-selling classic ""A World Without Love"". [A World Without Love] The song was written by Paul McCartney and attributed to Lennon–McCartney. [Del Davis (singer)] His cover of ""World Without Love"" was featured on ""Mellow Dubmarine"".","[Peter and Gordon] Peter Asher and Gordon Waller were a British pop and rock duo, who were active from 1964 to 1971. [Del Davis] Delbert Louis ""Del"" Davis (February 12, 1929 – March 24, 2009) was an American singer, songwriter, and musician. [A World Without Love] ""A World Without Love"" is a song written by Barry Gibb, Robin Gibb, and Maurice Gibb of the Bee Gees, and released in 1967. Paul McCartney did not write or co-write any of Peter and Gordons songs, including their biggest hit, ""A World Without Love"".",3,SUPPORTS,"Del Davis (singer), A World Without Love, Gordon Waller"
"[Ulli Lommel] Since 1977 he has lived and worked in the USA, where he has written, directed and starred in over 50 movies. [Benjamin Stoloff] Benjamin ""Ben"" Stoloff (October 6, 1895 – September 8, 1960) was an American film director and producer. [Benjamin Stoloff] Stoloff was born in Philadelphia, Pennsylvania. [Benjamin Stoloff] He died in Hollywood, California. [Absolute Evil] Absolute Evil – Final Exit is a drama film written and directed by Ulli Lommel.","Benjamin Franklin Stoloff (March 28, 1870 – January 28, 1970) was an American businessman, politician, and writer. [Absolute Evil – Final Exit] Absolute Evil – Final Exit is a book written by William S. Burroughs and published in 1959 by Covici-Friede.",3,SUPPORTS,"Absolute Evil, Ulli Lommel, Benjamin Stoloff"
"[Gangkhar Puensum] Gangkhar Puensum (Dzongkha: གངས་དཀར་སྤུན་གསུམ་ ""Kangkar Punsum "", alternatively, Gangkar Punsum or Gankar Punzum) is the highest mountain in Bhutan and a strong candidate for the highest unclimbed mountain in the world with an elevation of 7570 m and a prominence of 2995 m . [Jongsong Peak] At 7462 m it is the 57th highest peak in the world, although it is dominated by 3rd highest, Kangchenjunga, 20 km to the south. [Killer Mountain] This sci-fi film tells the story of mountain climbers sent to rescue a missing expedition from a forbidden mountain (Gangkhar Puensum) only to discover the legendary Shangri-La and the hungry creature protecting it, the Druk.","[Killer Mountain] Killer Mountain (Chinese: 毒山) is a 1989 Hong Kong action film directed by Chang Cheh and starring Gordon Liu, Lau Kar Wing, and Wang Yu. [Jongsong Peak] Jongsong Peak (Korean: 정송대; Hanja: 革宗大; RR: jeongseongdae) is a mountain located in the Taebaek Mountains in Gangwon-do, South Korea. It has a peak elevation of 1,680 meters (5,510 ft) above sea level.",3,SUPPORTS,"Gangkhar Puensum, Killer Mountain, Jongsong Peak"
"[San Francisco National Cemetery] San Francisco National Cemetery is an United States national cemetery, located in the Presidio of San Francisco, California. [Presidio of San Francisco] The Presidio of San Francisco (originally, El Presidio Real de San Francisco or The Royal Fortress of Saint Francis) is a park and former U.S. Army military fort on the northern tip of the San Francisco Peninsula in San Francisco, California, and is part of the Golden Gate National Recreation Area. [George W. Wallace] He is buried at San Francisco National Cemetery.","[George W. Wallace] George Wallace (August 25, 1899 – January 29, 1985) was an American politician from Alabama. [Golden Gate National Recreation Area] The Golden Gate National Recreation Area is a unit of the National Park Service located in the San Francisco Bay Area in California, United States.",3,SUPPORTS,"George W. Wallace, Presidio of San Francisco, San Francisco National Cemetery"
