True Evidence,Generated Evidence,Hops,Label,Topics,bleu_score
"[Railroad Labor Board] The Board was terminated on May 20, 1926 when President Calvin Coolidge signed a new Railway Labor Act into law. [Calvin Coolidge] A Republican lawyer from Vermont, Coolidge worked his way up the ladder of Massachusetts state politics, eventually becoming governor of that state.","[Franklin D. Roosevelt] Franklin Delano Roosevelt ( ; January 30, 1882 – April 12, 1945) was the 32nd President of the United States (1933–1945), an American statesman and political leader who served as a dominant figure in domestic and foreign policy for most of his presidency. [Railway Labor Act] The Railway Labor Act (RLA) is a federal law in the United States that regulates labor relations in the railroad industry. It was first enacted in 1926 and has been amended several times since.",2,REFUTES,"Railroad Labor Board, Calvin Coolidge",1.261906513209816e-78
"[Powwow Highway] Wes Studi and Graham Greene, who were relatively unknown actors at the time, have small supporting roles. [Wes Studi] Wesley ""Wes"" Studi (Cherokee: ᏪᏌ ᏍᏚᏗ ) (born December 17, 1947) is a Cherokee actor and film producer from Nofire Hollow in Oklahoma. [Wes Studi] He has appeared in Academy Award-winning films, such as ""Dances with Wolves"" (1990) and ""The Last of the Mohicans"" (1992), and in the Academy Award-nominated films """" (1993) and ""The New World"" (2005).","[Wes Studi] Wesley ""Wes"" Studi (born December 4, 1947) is an American actor, known for his roles in the films Dances with Wolves (1990) and Avatar (2009). [Powwow Highway] Powwow Highway is a 1989 American drama film directed by Lee Watson and written by Sherman Alexie.",2,REFUTES,"Wes Studi, Powwow Highway",0.1443311755999256
"[We Were Soldiers] It is based on the book ""We Were Soldiers Once… And Young"" (1992) by Lieutenant General (Ret.) [Hal Moore] He was a recipient of the Distinguished Service Cross, which is the U.S. military's second highest decoration for valor, and was the first of his West Point class (1945) to be promoted to brigadier general, major general, and lieutenant general.","[Hal Moore] Harold Klee ""Hal"" Moore Jr. (January 31, 1922 – February 15, 2001) was a highly decorated United States Army Major General who served as a battalion commander in the Vietnam War. [We Were Soldiers Once… And Young] ""We Were Soldiers Once… And Young"" is a 1984 non-fiction book written by Harold G. Moore and Joseph L. Galloway.",2,REFUTES,"Hal Moore, We Were Soldiers",0.17103262353743706
"[Electoral district of Fisher] It covers a 94.2 km² suburban and semi rural area on the southern fringes of Adelaide, taking in the suburbs of Aberfoyle Park, Chandlers Hill, Cherry Gardens, Coromandel East, Happy Valley, Reynella East and parts of Clarendon, O'Halloran Hill and Woodcroft. [Aberfoyle Park, South Australia] Aberfoyle Park is a suburb in the City of Onkaparinga in the state of South Australia.","The electoral division of Fisher is located in the Australian state of South Australia. [The Hub] The Hub is a shopping center located in the suburb of Aberfoyle Park in Adelaide, South Australia.",2,REFUTES,"Aberfoyle Park, South Australia, Electoral district of Fisher",0.07373126106486148
"[Sixth-generation jet fighter] The USAF is pursuing development and acquisition of a sixth-generation fighter through the F-X program to complement existing platforms in service such as the Lockheed Martin F-22 Raptor. [Lockheed Martin F-22 Raptor] The Lockheed Martin F-22 Raptor is a fifth-generation, single-seat, twin-engine, all-weather stealth tactical fighter aircraft developed for the United States Air Force (USAF). [Lockheed Martin F-22 Raptor] The prime contractor, Lockheed Martin, built most of the F-22's airframe and weapons systems and conducted final assembly, while Boeing provided the wings, aft fuselage, avionics integration, and training systems.","1. Lockheed Martin F-22 Raptor is a single-seat, twin-engine fifth-generation stealth tactical fighter aircraft developed by Lockheed Martin for the United States Air Force (USAF). 2. The F-22 Raptor has been in service since 2005 and will remain in service alongside the new sixth-generation fighter. 3. The new sixth-generation fighter is the Northrop Grumman B-21 Raider.",2,REFUTES,"Lockheed Martin F-22 Raptor, Sixth-generation jet fighter",0.1547939531619973
"[Steyr M1912] The Steyr M1912, also known as the Steyr-Hahn, is a semi-automatic pistol developed in 1911 by the Austrian firm Steyr Mannlicher and designed by Karel Krnka, based on the mechanism of the Roth–Steyr M1907. [Steyr Mannlicher] Steyr Mannlicher is a firearms manufacturer based in Sankt Ulrich bei Steyr, Austria.","[Steyr Mannlicher] Steyr Mannlicher is a manufacturer of firearms based in St. Ulrich am Steyr, Austria.",2,REFUTES,"Steyr M1912, Steyr Mannlicher",0.06883299446639837
"[Æthelwulf of Berkshire] He received a land grant in 843/44 from Brihtwulf, king of Mercia; and lost his life at the Battle of Reading. [Battle of Reading (871)] The first Battle of Reading was a battle on 4 January 871 at Reading in what is now the English county of Berkshire.","Æthelwulf (c. 800 – 4 January 871) was an Anglo-Saxon king of Berkshire who lost his life in the Battle of Reading on 4 January 871, aged 47. [Battle of Reading] The Battle of Reading was a battle fought on 4 January 871 between the forces of Æthelwulf of Berkshire and the Viking invaders, near Reading in what is now the English county of Berkshire.",2,REFUTES,"Æthelwulf of Berkshire, Battle of Reading (871)",0.3692772059369126
"[Municipality of Concord] In 2000, it merged with Drummoyne Council to become the City of Canada Bay Council. [City of Canada Bay] The City of Canada Bay is a local government area in the Inner West of Sydney, New South Wales, Australia.","2000 Census Data - Australia, http://www.abs.gov.au/AUSSTATS/2305.0.55.001. [City of Canada Bay] The City of Canada Bay is a local government area in the Inner West of Sydney, New South Wales, Australia. It was formed in 2000 when the Municipality of Concord merged with Drummoyne Council. [Concord, New South Wales] Concord is a suburb of Sydney in the state of New South Wales, Australia. It is located 16 kilometers west of the Sydney central business district.",2,REFUTES,"City of Canada Bay, Municipality of Concord",0.3922357240741351
"[Eastern Air Lines Shuttle] Eastern Air Lines Shuttle (or Eastern Air Shuttle) was the brand name of Eastern's air shuttle. [Eastern Air Lines Shuttle] It began operations on April 30, 1961 and was sold in 1989 to Donald Trump, and later became the Trump Shuttle. [American Airlines Shuttle] American Airlines Shuttle is the brand name for American Airlines' hourly air shuttle service operating in the Northeastern United States.","[Donald Trump] Donald John Trump (born June 14, 1946) is an American businessman, television personality, and politician who is the 45th and current president of the United States. [Northeastern region] The Northeastern region is a geographic term used to describe the states of the Northeastern United States, including Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, and Connecticut.",2,REFUTES,"Eastern Air Lines Shuttle, American Airlines Shuttle",0.06105063591804085
"[Tribometer] A tribometer is an instrument that measures tribological quantities, such as coefficient of friction, friction force, and wear volume, between two surfaces in contact. [Tribometer] It was invented by the 18th century Dutch scientist Musschenbroek [Pieter van Musschenbroek] Pieter van Musschenbroek (14 March 1692 – 19 September 1761) was a Dutch scientist.",[Tribometer] Tribometer is a 1996 science fiction novel written by Stephen Baxter. [Dutch scientist] The Dutch scientist is a character in the 2018 film First Man.,2,REFUTES,"Pieter van Musschenbroek, Tribometer",1.0040936612477449e-78
"[Svetlana Zakharova (athlete)] She won several international marathons, such as: the Honolulu Marathon (1997, 2002 and 2009), the Chicago Marathon (2003) and the Boston Marathon (2003). [Honolulu Marathon] The Honolulu Marathon (branded JAL Honolulu Marathon for sponsorship reasons) is a major 26.2 mi marathon in Honolulu, Hawaii.","2012 Honolulu Marathon results [Svetlana Zakharova] Svetlana Anatolyevna Zakharova (Russian: Светлана Анатольевна Захарова; born 27 August 1983 in Moscow, Soviet Union) is a Russian long-distance runner who specializes in the 3000 m steeplechase and the 5000 m. [Honolulu Marathon] The Honolulu Marathon is an annual marathon held in Honolulu, Hawaii, United States. The race was first held in 1974 and has since become one of the most popular and prestigious marathons in the world.",2,REFUTES,"Honolulu Marathon, Svetlana Zakharova (athlete)",0.14522207242599106
"['S Wonderful] It was introduced in the Broadway musical ""Funny Face"" (1927) by Adele Astaire and Allen Kearns. [Adele Astaire] Adele, Lady Charles Cavendish (born Adele Marie Austerlitz; September 10, 1896 – January 25, 1981) was an American dancer, stage actress and singer.","0 [Tomoko Kawase] Tomoko Kawase (born September 10, 1896) is a Japanese singer and actress who was active during the silent film era. She is best known for her hit song ""Funny Face"". [Funny Face] ""Funny Face"" is a popular song written by Al Dubin and Harry Woodcock, and first performed by Tomoko Kawase in the 1930s.",2,REFUTES,"'S Wonderful, Adele Astaire",0.09331296024321686
"[Ralf D. Bode] Ralf Detlef Bode (March 31, 1941 – February 27, 2001) was a German-born American cinematographer best known for his Academy Award nominated work on ""Coal Miner's Daughter"". [Coal Miner's Daughter (film)] It stars Sissy Spacek as Loretta, a role that earned her the Academy Award for Best Actress.","[Ralf D. Bode] Ralf D. Bode (born August 13, 1941 in Berlin) is a German-American film director, producer, and screenwriter. [Sissy Spacek] Sissy Spacek (born December 25, 1949) is an American actress, singer, and songwriter. [Robert Stack] Robert Charles Stack (born March 13, 1917 – died July 3, 1978) was an American actor, best known for his roles in the TV series ""Unsolved Mysteries"" and the films ""The Untouchables"" and ""The Flight of the Phoenix"".",2,REFUTES,"Ralf D. Bode, Coal Miner's Daughter (film)",0.10062058124104956
"[Tom Forman (actor)] Tom Forman (February 22, 1893 – November 7, 1926) was an American motion picture actor, director, writer, and producer of the early 1920s. [Arturo Ripstein] Arturo Ripstein y Rosen (born December 13, 1943) is a Mexican film director.","[Tom Forman] Thomas E. Forman (February 11, 1875 – March 28, 1955) was an American film director, producer, and screenwriter. [Arturo Ripstein] Arturo Ripstein (born 1953) is a Mexican film director and producer.",2,REFUTES,"Tom Forman (actor), Arturo Ripstein",0.28649503411461863
"[Fast Cars, Danger, Fire and Knives] Vocals are handled by Aesop Rock, with guest appearances from Camu Tao and Metro of S.A. Smash and Definitive Jux label head El-P. All scratches are performed by DJ Big Wiz. [El-P] Jaime Meline (born March 2, 1975), better known by his stage name El-P (shortened from El Producto), is an American hip hop recording artist, record producer, and record executive.","🎤🔥🚗 [Jaime Meline] Jaime Meline (born January 24, 1975) is an American hip hop rapper and record executive from New York City. He is the co-founder of the record label Fools Gold and has worked with artists such as A$AP Rocky, Danny Brown, and Flosstrstra. [Fast Cars, Danger, Fire and Knives] Fast Cars, Danger, Fire and Knives is an album by the British electronic music group, Justice, released in 2003. It features the hit single ""D.A.N.C.E."" and has been certified gold by the RIAA.",2,REFUTES,"El-P, Fast Cars, Danger, Fire and Knives",0.1936195335481435
"[The Death Camp of Tolerance] ""The Death Camp of Tolerance"" is the fourteenth episode of the sixth season of the American animated television series ""South Park"", and the 93rd overall episode of the series. [South Park (season 6)] Season six of ""South Park"", an American animated television series created by Trey Parker and Matt Stone, began airing on March 6, 2002.","03/06/2002 [The Death Camp of Tolerance] ""The Death Camp of Tolerance"" is an episode of the television series Star Trek: Enterprise, which was first broadcast on March 6, 2002.",2,REFUTES,"South Park (season 6), The Death Camp of Tolerance",0.18291124133951053
"[John Lindley (cinematographer)] John Warwick Lindley (November 17, 1951 in New York City) is an American cinematographer best known for his work on such films as ""Field of Dreams"", ""Bewitched"", ""Pleasantville"" and ""You've Got Mail"". [You've Got Mail] You've Got Mail is a 1998 American romantic comedy-drama film directed by Nora Ephron, co-written by Nora and Delia Ephron, and starring Tom Hanks and Meg Ryan.","[Nora Ephron] Nora Leah Ephron (July 19, 1941 – June 26, 2010) was an American journalist, screenwriter, director, and producer who was born in New York City. [John Warwick Lindley] John Warwick Lindley (1907 – 1993) was an English cinematographer who worked in the film industry from the 1930s until the 1980s. [You've Got Mail (1998 film)] You've Got Mail is a 1998 American romantic comedy-drama film directed by Nora Ephron and written by Nora Ephron and Kevin Roberts.",2,REFUTES,"John Lindley (cinematographer), You've Got Mail",0.2935033271127115
"[UFC Tonight] Hosted by Kenny Florian and Karyn Bryant, the program features the latest news, highlights, and analysis from the UFC this program was carried over to FS1 from Fuel TV (now Fox Sports 2). [Karyn Bryant] Karyn Elaine Bryant (born December 23, 1968) is an American actress, writer, and television personality.","[Kenny Florian] Kenny Florian (born July 3, 1976) is an American former professional mixed martial artist. [Brooklyn Decker] Brooklyn Danielle Decker Roddick (born April 12, 1987) is an American fashion model and actress best known for her appearances in the Sports Illustrated Swimsuit Issue, including the cover of the 2010 issue.",2,REFUTES,"UFC Tonight, Karyn Bryant",0.06256427215973474
"[Dalia (mythology)] Dalia is the goddess of fate in the Lithuanian mythology. [Dalia (mythology)] Dalia is often confused with and hard to distinguish from Laima, another goddess of fate. [Laima] Laima is a Baltic goddess of fate.",Laima is a goddess of fate in the Balto-Slavic mythology. [Moros mythology] The Moros mythology is a mythological system that was developed by the ancient Greeks.,2,REFUTES,"Dalia (mythology), Laima",0.1058932622315681
"[Moby Dick—Rehearsed] Moby Dick—Rehearsed is a two-act drama by Orson Welles. [Moby Dick—Rehearsed] The original cast included Welles, Christopher Lee, Kenneth Williams, Joan Plowright, Patrick McGoohan, Gordon Jackson, Peter Sallis, and Wensley Pithey. [Joan Plowright] Joan Ann Plowright, Baroness Olivier, DBE (born 28 October 1929), commonly known as Dame Joan Plowright, is an English retired actress whose career has spanned over six decades. [Joan Plowright] She has won two Golden Globe Awards and a Tony Award and has been nominated for an Academy Award, an Emmy and two BAFTA Awards.","[Golden Globe Awards] The 72nd Golden Globe Awards ceremony honoring the best in film and television was held on January 28, 2015, at the Beverly Hilton Hotel in Beverly Hills, California, and was broadcast live on NBC. [Moby Dick—Rehearsed] Moby Dick—Rehearsed is a two-act drama by Herman Melville, first performed in 1898.",2,REFUTES,"Joan Plowright, Moby Dick—Rehearsed",0.10012878361689141
[First East Branch Magalloway River] The First East Branch Magalloway River is a 7.0 mi river in northwestern Maine. [Kennebec River] The Kennebec River is a 170 mi river entirely within the U.S. state of Maine.,"[First East Branch Magalloway River] The First Branch Magalloway River is a 12.9-mile-long (20.8 km) river located in Oxford County, Maine, United States. [Kennebec River] The Kennebec River is a 107-mile-long (172 km) river located in southern and central Maine, United States.",2,REFUTES,"First East Branch Magalloway River, Kennebec River",0.37967951207662026
"[Craig Neal] He was selected by the Portland Trail Blazers in the third round (71st pick overall) of the 1988 NBA draft, and played in the NBA and several minor leagues. [Portland Trail Blazers] The Portland Trail Blazers, commonly known as the Blazers, are an American professional basketball team based in Portland, Oregon.","[Craig Duane Neal] Craig Duane Neal (born December 22, 1969 in Miami, Florida) is a former American professional basketball player. [Miami] Miami is a major city located on the southeastern coast of the United States in the state of Florida.",2,REFUTES,"Craig Neal, Portland Trail Blazers",1.7012779238134462e-78
"[Breakable You] Breakable You is the fourth novel written by American author Brian Morton. [Breakable You] The book was made into a 2017 film starring Holly Hunter, Tony Shalhoub and Alfred Molina. [Alfred Molina] Alfredo ""Alfred"" Molina (born 24 May 1953) is an English-American actor, known for his roles in ""Raiders of the Lost Ark"" (1981), ""Enchanted April"" (1992), ""Maverick"" (1994), ""Boogie Nights"" (1997), ""Chocolat"" (2000), ""Spider-Man 2"" (2004), ""The Da Vinci Code"" (2006), ""An Education"" (2009), """" (2010), ""The Sorcerer's Apprentice"" (2010), ""Rango"" (2011) and ""Whiskey Tango Foxtrot"" (2016).","Breakable You is a novel by Elizabeth Brundage, published in 2000 by Houghton Mifflin. There is no movie starring Alfredo ""Alfred"" Molina based on this book.",2,REFUTES,"Breakable You, Alfred Molina",0.002637758566778023
"[Sphereland] Sphereland: A Fantasy About Curved Spaces and an Expanding Universe is a 1965 novel by Dionys Burger, and is a sequel to ""Flatland"", a novel by ""A Square"" (a pen name of Edwin Abbott Abbott). [Flatland] Flatland: A Romance of Many Dimensions is a satirical novella by the English schoolmaster Edwin Abbott Abbott, first published in 1884 by Seeley & Co. of London.",[Sphereland] Sphereland is a 1985 science fiction novel by American writer Michael Flynn. [Seeley & Co.] Seeley & Co. is a fictional publisher in the Alternate History universe of Harry Turtledoves Southern Victory series.,2,REFUTES,"Flatland, Sphereland",0.04549529034782694
"[Christian Friedrich Schönbein] Christian Friedrich Schönbein (18 October 1799 – 29 August 1868) was a German-Swiss chemist who is best known for inventing the fuel cell (1838) at the same time as William Robert Grove, Robert Cumming and his discoveries of guncotton and ozone. [William Robert Grove] Sir William Robert Grove, PC, FRS FRSE (11 July 1811 – 1 August 1896) was a Welsh judge and physical scientist. [William Robert Grove] He anticipated the general theory of the conservation of energy, and was a pioneer of fuel cell technology.","[Christian Friedrich Schönbein] Christian Friedrich Schönbein (German: [ˈkʁɪstiːan ˈʃøːnbaɪn]; 27 September 1772 – 29 November 1798) was a German-Swiss chemist, physicist, and inventor. [William Robert Grove] William Robert Grove (26 August 1816 – 15 June 1896) was a Welsh judge, legal educator, and chemist.",2,REFUTES,"Christian Friedrich Schönbein, William Robert Grove",0.18383626032768607
"[The Sandman: The Dream Hunters] ""The Sandman: The Dream Hunters"" is a novella by English author Neil Gaiman, illustrated by Yoshitaka Amano. [The Sandman (Vertigo)] The Sandman is a comic book series written by Neil Gaiman and published by DC Comics.","Todd Klein (born 1960) is an American comic book letterer and colorist, best known for his work on DC Comics titles such as The Sandman, Batman, and Superman. [The Sandman: The Dream Hunters] The Sandman: The Dream Hunters is a 1999 novella written by Neil Gaiman and illustrated by Yoshitake Nabeta.",2,REFUTES,"The Sandman (Vertigo), The Sandman: The Dream Hunters",0.3178318191295736
"[Brutti di notte] It is a parody of Luis Buñuel's film ""Belle de Jour"". [Belle de Jour (film)] Belle de Jour (] ) is a 1967 French drama film directed by Luis Buñuel and starring Catherine Deneuve, Jean Sorel, and Michel Piccoli.","Brutti di notte is a 1968 Italian comedy film directed by Luigi Comencini and starring Ugo Tognazzi, Catherine Deneuve, and Marcello Mastroianni. [Catherine Deneuve] Catherine Deneuve (born October 22, 1943) is a French actress, model, and singer who has appeared in films such as Repulsion (1965), The Umbrellas of Cherbourg (1969), and Belle de Jour (1967).",2,REFUTES,"Brutti di notte, Belle de Jour (film)",0.09889263888300219
"[2012–13 Sheffield United F.C. season] Sheffield United Football Club participated in League One, the third level of English football in 2012–13, after having failed to win promotion, losing in the previous season's play-off final. [Dave Kitson] David Barry Kitson (born 21 January 1980) is an English former footballer who played as a striker.",21 January 1980 is the birthdate of this English former professional footballer who played as a striker and who played for the 2012-13 Sheffield United F.C. season. [Danny Higginbottom] Danny Higginbottom (born 21 January 1980) is an English former professional footballer who played as a striker. He played for Sheffield United in the 2012-13 season.,2,REFUTES,"2012–13 Sheffield United F.C. season, Dave Kitson",0.30567925640311416
"[1962–63 Segunda División] Baskonia, Sabadell, Sevilla Atlético, Plus Ultra, Atl. [1962–63 Segunda División] Baleares, Cartagena and Real Jaén were relegated to Tercera División. [Sevilla Atlético] Founded in 1958 it plays in Segunda División and is the reserve team of Sevilla FC, holding home games at ""Viejo Nervión"", with a 7,500-seat capacity.","[Sevilla Atlético] Sevilla Atlético is a football team based in Seville, Spain, that plays in the Spanish third division, known as Tercera División. [Sevilla Atlético] The team was founded in 1958 and has since been promoted and relegated several times between the second and third divisions.",2,REFUTES,"1962–63 Segunda División, Sevilla Atlético",0.1312307818608547
"[Connie Ray] Constance ""Connie"" Ray (born July 10, 1956) is an American film and television actress and playwright. [Connie Ray] Among her highest profile appearances are ""Thank You for Smoking"" (2006) and ""Stuart Little"" (1999), and the television drama ""ER"" (1997). [Connie Ray] She also appeared in ""Ice Princess"" (2005) and on ""George Lopez"" (2002). [Ice Princess] Ice Princess is a 2005 American figure-skating film directed by Tim Fywell, written by Hadley Davis from a story by Meg Cabot and Davis, and starring Michelle Trachtenberg, Joan Cusack, Kim Cattrall and Hayden Panettiere.",[Thank You for Smoking] Thank You for Smoking is a 1955 novel by Christopher Emmeett. [Stuart Little] Stuart Little is a 1999 American fantasy comedy film directed by Rob Minkoff and produced by Roger Swaybill. [The Ice Princess] The Ice Princess is a 2005 British drama film directed by Anand Tucker and written by Frank Cottrell Boyce.,2,REFUTES,"Connie Ray, Ice Princess",0.05750143655912953
"[1920 college football season] Notre Dame was led by its first Walter Camp All-American, George Gipp, who died before the year was over. [George Gipp] George Gipp (February 18, 1895 – December 14, 1920), nicknamed ""The Gipper"", was a college football player who played for the University of Notre Dame.","1920 NCAA football season. [California Golden Bears football] The California Golden Bears football team represents the University of California, Berkeley and competes in the NCAA Division I Football Bowl Subdivision. [Georgia Bulldogs football] The Georgia Bulldogs football team represents the University of Georgia and competes in the NCAA Division I Football Bowl Subdivision. [Harvard Crimson football] The Harvard Crimson football team represents Harvard University and competes in the NCAA Division I Football Bowl Subdivision. [Notre Dame Fighting Irish football] The Notre Dame Fighting Irish football team represents the University of Notre Dame and competes in the NCAA Division I Football Bowl Subdivision. [Princeton Tigers football] The Princeton Tigers football team represents Princeton University and competes in the NCAA Division I Football Bowl Subdivision. [Walter Camp All-American] The Walter Camp All-American team is a list of college football players named as the best in the United States, selected by a poll of sports writers and football coaches. [George Gipp] George Alfred Gipp (July 26, 1895 – November 17, 1920) was an American football player and coach, best known for his time at the University of Notre Dame. He was nicknamed ""The Gipper"". Gipp died of pneumonia on November 17, 1920, at the age of 25.",2,REFUTES,"George Gipp, 1920 college football season",0.08144664647858665
