True Evidence,Generated Evidence,Hops,Label,Topics,Precision,Recall,F1 Score
"[Fucking Hell] Fucking Hell is a German Pilsner or pale lager with an alcohol content of 4.9%. [Fucking Hell] The beer's name was initially controversial. [Fucking, Austria] The village is 33 km north of Salzburg, 4 km east of the Inn river, which forms the German border.","[Pilsner Urquell] Pilsner Urquell is a pale lager brewed by Plzeňský Prazdroj (Pilsner Brewery) in Pilsen, Czech Republic. [Salzburg] Salzburg is a city with a population of around 150,000 in the German-speaking country of Austria.",2,SUPPORTS,"Fucking Hell, Fucking, Austria",0.85204017162323,0.8609674572944641,0.8564805388450623
"[Guitar World] Guitar World is a monthly music magazine devoted to guitarists, published since July 1980. [Golf Digest] Golf Digest is a monthly golf magazine published by Condé Nast Publications in the United States. [Golf Digest] The magazine started in 1950, and was sold to The New York Times Company in 1969. [Golf Digest] The headquarters of ""Golf Digest"" is in Des Moines, Iowa.",[Golf Digest] Golf Digest is a monthly magazine that has been around since 1950. [Guitar World] Guitar World is a monthly magazine that has been around since 1980.,2,SUPPORTS,"Golf Digest, Guitar World",0.9213454127311707,0.8665320873260498,0.8930984735488892
"[Gordonia (plant)] Gordonia is a genus of flowering plants in the family Theaceae, related to ""Franklinia"", ""Camellia"" and ""Stewartia"". [Osbeckia] Osbeckia is a genus of plants in the family Melastomataceae.",1. [Gordonia] Gordonia is a genus of flowering plants in the family Cypress–Magnoliaceae. 2. [Osbeckia] Osbeckia is a genus of flowering plants in the family Sapindaceae.,2,SUPPORTS,"Osbeckia, Gordonia (plant)",0.9272070527076721,0.8962309956550598,0.9114559292793274
"[Jean-Sébastien Bérubé] Jean-Sébastien Bérubé (born July 20, 1990) is a Canadian professional ice hockey player who is currently playing for the Albany Devils in the American Hockey League (AHL). [Jean-Sébastien Bérubé] He was selected by the New Jersey Devils in the 7th round (205th overall) of the 2008 NHL Entry Draft. [New Jersey Devils] Beginning with the 2007–08 season, the Devils relocated to Newark and now play their home games at the Prudential Center.","[Petr Bondra] Petr Bondra (born March 2, 1982 in Pardubice, Czech Republic) is a Canadian professional ice hockey defenceman who currently plays for HC Lev Prague in the Czech Extraliga. [New Jersey Devils] The New Jersey Devils are a professional ice hockey team based in Newark, New Jersey. They are members of the National Hockey League (NHL).",2,SUPPORTS,"Jean-Sébastien Bérubé, New Jersey Devils",0.887607991695404,0.8550626039505005,0.8710314631462097
[Collins and Maconie's Hit Parade] There were 74 hour-long episodes and it was broadcast on BBC Radio 1. [Stuart Maconie] The pair had previously presented an evening show on BBC Radio 2.,"[Andrew Collins] Andrew Collins (born 1963) is a British television producer and presenter. [Stuart Maconie] Stuart Maconie (born 27 May 1962) is a British broadcaster, journalist, author, and television and radio presenter. [Collins and Maconie's Hit Parade] Collins and Maconie's Hit Parade is a British television series that aired on BBC Two from 1995 to 1997.",2,SUPPORTS,"Collins and Maconie's Hit Parade, Stuart Maconie",0.8680194020271301,0.8893872499465942,0.8785733580589294
"[Jack Reacher (film)] Jack Reacher (formerly called One Shot, or alternatively known as Jack Reacher: One Shot) is a 2012 American action thriller film written and directed by Christopher McQuarrie, based on Lee Child's 2005 novel ""One Shot"". [Jack Reacher (film)] The film stars Tom Cruise as the title character, with Rosamund Pike, David Oyelowo, Richard Jenkins, Jai Courtney, Werner Herzog and Robert Duvall also starring. [Rosamund Pike] Following her breakthrough, she won the BIFA Award for Best Supporting Actress for ""The Libertine"" (2004) and portrayed Jane Bennet in ""Pride & Prejudice"" (2005).","[Keira Knightley] Keira Knightley (born 1985) is an English actress. [Pride & Prejudice (1995 film)] The 1995 film ""Pride & Prejudice"" is a romantic drama film based on the 1813 novel of the same name by Jane Austen. [One Shot (film)] One Shot is a 2006 American action thriller film directed by Christopher McQuarrie and starring Tom Cruise, Mark Strong, and Bryce Dallas Howard.",2,SUPPORTS,"Rosamund Pike, Jack Reacher (film)",0.8951139450073242,0.8475710153579712,0.8706939816474915
"[Alan Campbell (actor)] Bruce Alan Campbell (born April 22, 1957), credited professionally as Alan Campbell, is an American television, film and stage actor who is best known for his roles as Derek Mitchell in the 1987–1992 CBS series ""Jake and the Fatman"" and as E.Z. Taylor on the short-lived 1984–1985 ""Three's Company"" spin-off ""Three's a Crowd"". [Jake and the Fatman] Jake and the Fatman is a television crime drama starring William Conrad as prosecutor J. L. (Jason Lochinvar) ""Fatman"" McCabe and Joe Penny as investigator Jake Styles.","[Joe Penny] Joe Penny (born June 25, 1956) is a Canadian actor, best known for his role as Jake Styles on the CBS television network. [Jake Styles] Jake Styles is a fictional character played by Joe Penny in the television series ""Riptide"".",2,SUPPORTS,"Alan Campbell (actor), Jake and the Fatman",0.9052838087081909,0.8404762148857117,0.8716771006584167
"[1999–2000 Parma A.C. season] In the summer following the end of the season, star striker Hernán Crespo ran out of patience, and signed with champions Lazio for a then-world record transfer fee, in a deal that saw Matías Almeyda and Sérgio Conçeicão join Parma. [Matías Almeyda] Matías Jesús Almeyda (] ; born 21 December 1973) is an Argentine retired footballer who played as a defensive midfielder, and the current manager of Mexican club C.D. Guadalajara.",[Matías Almeyda] Matías Jesús Almeyda (born 24 August 1973) is an Argentine former professional footballer and current manager of C.D. Guadalajara. [Sérgio Conçeicão] Sérgio Roberto Conçeicão (born 25 June 1971) is a Brazilian former professional footballer who played as a central defender.,2,SUPPORTS,"1999–2000 Parma A.C. season, Matías Almeyda",0.9215958118438721,0.8778083324432373,0.8991692662239075
"[Eastern Market, Detroit] Eastern Market is a historic commercial district in Detroit, Michigan. [Michigan] Michigan ( ) is a state in the Great Lakes and Midwestern regions of the United States.","Eastern Market is a historic public market located in Detroit, Michigan. [Great Lakes] The Great Lakes are a series of five interconnected freshwater lakes in North America, consisting of Lake Superior, Lake Michigan, Lake Huron, Lake Erie, and Lake Ontario.",2,SUPPORTS,"Eastern Market, Detroit, Michigan",0.86421138048172,0.9063834547996521,0.8847951889038086
"[The Tree of Life (film)] The Tree of Life is a 2011 American experimental epic drama film written and directed by Terrence Malick and featuring a cast of Brad Pitt, Sean Penn, Hunter McCracken, Laramie Eppler, Jessica Chastain, and Tye Sheridan in his debut feature film role. [Terrence Malick] Terrence Frederick Malick ( ; born November 30, 1943) is an American film director, screenwriter and producer.","[Brad Pitt] Brad Pitt (born December 18, 1963) is an American actor and producer. [The Tree of Life (film)] The Tree of Life is a 2011 American experimental drama film written and directed by Terrence Malick.",2,SUPPORTS,"The Tree of Life (film), Terrence Malick",0.9520848393440247,0.8729448318481445,0.9107989072799683
"[Hunter Mountain Fire Tower] The Hunter Mountain Fire Tower is located on the summit of the eponymous mountain, second highest of the Catskill Mountains in the U.S. state of New York. [Catskill Mountains] The Catskill Mountains, also known as the Catskills, are a large area in the southeastern portion of the U.S. state of New York.","Hunter Mountain is the highest peak in the Catskill Mountains, located in the southeastern part of New York, United States. [Hunter Mountain] Hunter Mountain is a mountain in the Catskill Mountains of New York, United States. It is the highest peak in the Catskills, with an elevation of 3,200 feet (970 m) above sea level.",2,SUPPORTS,"Hunter Mountain Fire Tower, Catskill Mountains",0.8934162259101868,0.9061909317970276,0.8997582197189331
"[Manru] Manru is an opera (lyrical drama) in three acts, music by Ignacy Jan Paderewski composed to the libretto by Alfred Nossig (English translation by Henry Edward Krehbiel), based on the novel ""A Hut Behind the Village"" (1843) by Józef Ignacy Kraszewski. [Ignacy Jan Paderewski] Ignacy Jan Paderewski, GBE (] ; 18 November [O.S. 6 November] 1860  – 29 June 1941) was a Polish pianist and composer, politician and spokesman for Polish independence.","[Manru] Manru is a 1934 Polish drama film directed by Henryk Bromek and written by Władysław Szlender. [Józef Piłsudski] Józef Antoni Klemenski (1878 – 1935), known as Józef Piłsudski, was a Polish politician and statesman who played a key role in the re-establishment of the independent Republic of Poland in 1918, after 123 years of foreign rule.",2,SUPPORTS,"Ignacy Jan Paderewski, Manru, O.S. 6 November",0.8663381338119507,0.8370154500007629,0.8514243960380554
"[Archie (comic book)] Archie (also known as Archie Comics) is an ongoing comic book series featuring the Archie Comics character Archie Andrews. [Archie Andrews] Archie Andrews, created in 1941 by publisher John L. Goldwater and artist Bob Montana in collaboration with writer Vic Bloom, is the main character in an American comic book series published by Archie Comics, as well as the long-running ""Archie Andrews"" radio series, a syndicated comic strip, ""The Archie Show"", and ""Archie's Weird Mysteries"".","Archie Andrews is a fictional character, a teenage boy who lives in the fictional town of Riverdale. He was created by cartoonist Bob Montana and first appeared in Pep Comics #22 in 1941. [Vic Bloom] Victor Bloom (born July 20, 1954) is a Canadian actor, writer, and director.",2,SUPPORTS,"Archie (comic book), Archie Andrews",0.8699047565460205,0.8514052629470825,0.8605555891990662
"[The Venetian Macao] The 10500000 sqft Venetian Macao is modeled on its sister casino resort The Venetian Las Vegas, and is the seventh-largest building in the world by floor area. [The Venetian Las Vegas] Designed by KlingStubbins, the hotel tower contains 36 stories and rises 475 ft .","The Venetian Macao is modeled after the Ritz-Carlton in Macao. [KlingStubbins] KlingStubbins is an architectural firm that has designed buildings such as the Museum of Modern Art in New York City, the Harvard Business School, and the Walt Disney Concert Hall in Los Angeles. [The Venetian Macao] The Venetian Macao is a luxury resort, hotel, and casino located in the Macao Special Administrative Region of the People's Republic of China.",2,SUPPORTS,"The Venetian Macao, The Venetian Las Vegas",0.8648343682289124,0.8778517246246338,0.8712944388389587
"[Micky Dolenz] George Michael Dolenz, Jr. (born March 8, 1945) is an American actor, musician, television director, radio personality and theater director, best known as a vocalist and drummer of the 1960s pop/rock band the Monkees. [Jesse James Dupree] Dupree is the lead singer, guitarist, and primary songwriter in the rock band Jackyl, founded in 1991.","Micky Dolenz (born February 8, 1955) is an American musician, actor, and television host. [Jesse James Dupree] Jesse James Dupree (born February 16, 1966) is an American musician, singer, songwriter, and record producer.",2,SUPPORTS,"Jesse James Dupree, Micky Dolenz",0.9408159255981445,0.8847715854644775,0.9119334816932678
"[Presidency of Néstor Kirchner] The Presidency of Néstor Kirchner began on May 25, 2003, when he became President of Argentina. [Presidency of Néstor Kirchner] He was the Governor of Santa Cruz during the 2003 general election, he was elected second to Carlos Menem but became president when Menem refused to go for a required runoff election. [Argentine general election, 2003] Argentina held presidential and parliamentary elections on Sunday, April 27, 2003. [Argentine general election, 2003] Turnout was 78.2%. [Argentine general election, 2003] No one presidential candidate gained enough votes to win outright, but the scheduled runoff was canceled when first-round winner Carlos Menem pulled out, handing the presidency to runner-up Néstor Kirchner.","[Néstor Kirchner] Néstor Carlos Kirchner (August 25, 1950 – November 27, 2010) was the 27th President of Argentina, serving from 2003 to 2007. [Santa Cruz] Santa Cruz is a province in southern Argentina.",2,SUPPORTS,"Argentine general election, 2003, Presidency of Néstor Kirchner",0.8912177681922913,0.8475502729415894,0.8688356280326843
"[Lise Roel and Hugo Höstrup] Lise Roel (born 1928) and Hugo Höstrup, (1928–2004) were architects born in Randers, Denmark, with primary activity and production around 1960-1980 in western and southern Sweden. [Randers] Randers (] ) is a city in Randers Municipality, Central Denmark Region on the Jutland peninsula.",[Lise Roel] Lise Roel (born 1970 in Esbøden) is a Danish architect and artist. [Hugo Hostrup] Hugo Hostrup (born 1969 in Hjørring) is a Danish architect and artist.,2,SUPPORTS,"Lise Roel and Hugo Höstrup, Randers",0.8869677782058716,0.8406387567520142,0.8631820678710938
"[We Need a Little Christmas (album)] It gives an adult contemporary treatment to songs that Williams had previously recorded for 1963's ""The Andy Williams Christmas Album"" (""Away In A Manger"", ""The Christmas Song (Chestnuts Roasting On An Open Fire)"", ""It's The Most Wonderful Time Of The Year"", ""Silent Night""), 1965's ""Merry Christmas"" (""Mary's Little Boy Child""), 1974's ""Christmas Present"" (""Angels We Have Heard On High"", ""Hark! [We Need a Little Christmas (album)] The Herald Angels Sing"", ""I Heard the Bells on Christmas Day"", ""What Child Is This""), and 1990's ""I Still Believe in Santa Claus"" (""I'll Be Home for Christmas"") and includes three songs that Williams had not recorded before. [Hark! The Herald Angels Sing] ""Hark! [Hark! The Herald Angels Sing] The Herald Angels Sing"" is a Christmas carol that first appeared in 1739 in the collection ""Hymns and Sacred Poems"", having been written by Charles Wesley.","[The Andy Williams Christmas Album] The Andy Williams Christmas Album is a 1963 Christmas album by Andy Williams, released on Columbia Records. [Charles Wesley] Charles Wesley ( ; December 1707 – April 22, 1788) was an English hymnwriter and Anglican priest in the 18th century. His hymns, such as ""Hark! The Herald Angels Sing"" and ""O for a Thousand Tongues to Sing"", are still widely used in worship today.",2,SUPPORTS,"We Need a Little Christmas (album), Hark! The Herald Angels Sing",0.8566875457763672,0.8308910131454468,0.84359210729599
[Giuseppe Tornatore] Giuseppe Tornatore (born 27 May 1956) is an Italian film director and screenwriter. [The Best Offer] The Best Offer (Italian: La migliore offerta – entitled Deception in the UK) is a 2013 Italian English-language romantic mystery film written and directed by Giuseppe Tornatore.,"[Giuseppe Tornatore] Giuseppe Tornatore (born 27 March 1956 in Bagheria, Sicily) is an Italian film director, screenwriter, and producer. [The Best Offer] The Best Offer is a 2013 Italian drama film directed by Giuseppe Tornatore and starring Geoffrey Rush, Jim Broadbent, and Donald Sutherland.",2,SUPPORTS,"Giuseppe Tornatore, The Best Offer",0.9291685819625854,0.9234893321990967,0.9263202548027039
"[BWI Rail Station] It is served by Amtrak intercity services (frequent ""Northeast Regional"" and ""Acela Express"" trains plus the daily ""Vermonter"" and ""Palmetto"") and MARC Penn Line regional rail service. [Acela Express] The Acela Express ( ; colloquially abbreviated to Acela) is Amtrak's flagship service along the Northeast Corridor (NEC) in the Northeast United States between Washington, D.C. and Boston via 14 intermediate stops including Baltimore, Philadelphia, and New York City.","[Acela Express] The Acela Express is a service for an Amtrak flagship that includes BWI Rail Station as one of its Amtrak intercity services. [BWI Rail Station] BWI Rail Station, also known as Baltimore–Washington International Thurgood Marshall Airport Rail Station, is a train station located in Baltimore, Maryland, United States.",2,SUPPORTS,"Acela Express, BWI Rail Station",0.8768284916877747,0.8479242920875549,0.8621342182159424
"[Round Table Pizza] Round Table Pizza is a large chain of pizza parlors in the western United States. [Marion's Piazza] Established in 1965 by Marion Glass, the company currently operates 9 restaurants throughout the greater Dayton area.","[Round Table Pizza] Round Table Pizza is a chain of pizza restaurants that was founded in 1959 in Santa Clara, California, United States. [Marion's Piazza] Marion's Piazza is a pizzeria located in the Italian-American neighborhood of Bensonhurst, Brooklyn, New York City.",2,SUPPORTS,"Round Table Pizza, Marion's Piazza",0.9192616939544678,0.9195749759674072,0.9194183349609375
"[Thodi Der] ""Thodi Der"" (English dub: Stay a Little Longer) is a popular song from the soundtrack of the Bollywood film Half Girlfriend. [Half Girlfriend (film)] Half Girlfriend is an Indian romantic drama film based on the novel of the same name written by Chetan Bhagat.","Chetan Bhagat (born 2 April 1977) is an Indian author, columnist, television personality, and speaker. [Thodi Der] ""Thodi Der"" is a song from the Bollywood movie Ae Dil Hai Mushkil (2016).",2,SUPPORTS,"Thodi Der, Half Girlfriend (film)",0.8733682632446289,0.8704643249511719,0.8719138503074646
"[Ren and Stimpy (characters)] Ren and Stimpy, created by John Kricfalusi, are the title characters in the American-Canadian animated television series ""The Ren & Stimpy Show"". [The Ren &amp; Stimpy Show] The Ren & Stimpy Show is an American animated series created by John Kricfalusi for Nickelodeon.","[John Kricfalusi] John Kricfalusi (born April 1955) is a Canadian-American animator, producer, writer, and director, best known for creating The Ren & Stimpy Show (1991–1996). [The Ren and Stimpy Show] The Ren & Stimpy Show is an American-Canadian animated television series created by John Kricfalusi that originally aired from 1991 to 1996 on Nickelodeon.",2,SUPPORTS,"The Ren &amp; Stimpy Show, Ren and Stimpy (characters)",0.909129798412323,0.9295343160629272,0.9192188382148743
[Almost Sunrise] Almost Sunrise is a 2016 American documentary film directed by Michael Collins. [Hail! Hail! Rock 'n' Roll] Rock 'n' Roll is a 1987 documentary film directed by Taylor Hackford that chronicles two 1986 concerts celebrating rock and roll musician Chuck Berry's 60th birthday.,Almost Sunrise (2006) is a documentary film directed by Haithabu. [Hail! Hail! Rock 'n' Roll] Hail! Hail! Rock 'n' Roll is a 1987 documentary film directed by David Malloy.,2,SUPPORTS,"Hail! Hail! Rock 'n' Roll, Almost Sunrise",0.9240119457244873,0.90289705991745,0.9133324027061462
"[La Journée de la jupe] La Journée de la jupe is a 2008 French television film, directed by Jean-Paul Lilienfeld and starring Isabelle Adjani as a high school teacher, a role which earned the actress the 2010 César award for Best Actress in a Leading Role. [César Award] The César Award is the national film award of France.","[Isabelle Adjani] Isabelle Adjani (born 27 June 1955) is a French actress who has won numerous awards for her performances, including a César for Best Actress for her portrayal of Marilyn Monroe in the film ""Quand tu me regardes dans les yeux"" (When You Look Me in the Eyes) in 2010. [César (film award)] The César, also known as the French National Film Award, is an annual award given to recognize and honor outstanding achievements in French cinema.",2,SUPPORTS,"La Journée de la jupe, César Award",0.8684576749801636,0.8840484023094177,0.8761836886405945
"[Kwon Yu-ri] In 2013, she made her film debut in ""No Breathing"". [No Breathing] No Breathing () is a 2013 South Korean sports film set in the world of competitive swimming, starring Seo In-guk, Lee Jong-suk and Kwon Yuri.","[Kwon Yu-ri] Kwon Yu-ri (born June 5, 1991) is a South Korean singer, actress, and model. [Swimming in the film] Swimming is featured in the film ""The Host"" (2006) starring Song Kang-ho, Bae Doo-na, and Park Hee-sook.",2,SUPPORTS,"No Breathing, Kwon Yu-ri",0.8794345259666443,0.8772777318954468,0.8783548474311829
"[Christopher Mont] Dr. Christopher Mont (1496/7–1572) was a sixteenth-century diplomat, born in Koblenz but in 1531 awarded denization in England, where he became an agent of Thomas Cromwell. [Thomas Cromwell] Thomas Cromwell, 1st Earl of Essex ( or ; 1485 – 28 July 1540) was an English lawyer and statesman who served as chief minister to King Henry VIII of England from 1532 to 1540.",[Christopher Mont] Christopher Mont (1695 – 1775) was an English lawyer and politician who was Speaker of the House of Commons. [An English lawyer] An English lawyer is a lawyer who practices law in England.,2,SUPPORTS,"Christopher Mont, Thomas Cromwell",0.8995804786682129,0.8456952571868896,0.8718059659004211
"[Glassroth v. Moore] Glassroth v. Moore, CV-01-T-1268-N, 229 F. Supp. [Glassroth v. Moore] 2d 1290 (M.D. Ala. 2002), and its companion case Maddox and Howard v. Moore, CV-01-T-1269-N, concern then-Alabama Supreme Court Chief Justice Roy S. Moore and a stone monument of the Ten Commandments in the rotunda of the Alabama Judicial Building in Montgomery, Alabama. [Roy Moore] He also is the founder and president of the Foundation for Moral Law.","[Glassroth v. Moore] Glassroth v. Moore was a court case in which the American Civil Liberties Union (ACLU) sued the Foundation of Moral Law and its president, Donny deep, over the display of a stone monument of the Ten Commandments on public property in the town of Elk Creek, Texas. [Foundation of Moral Law] The Foundation of Moral Law is a non-profit organization based in Elk Creek, Texas, which seeks to promote the moral and ethical principles of the Bible. [Ten Commandments] The Ten Commandments are a set of moral and ethical laws that are central to the Abrahamic religions, including Judaism, Christianity, and Islam.",2,SUPPORTS,"Roy Moore, Glassroth v. Moore",0.8596245050430298,0.8365568518638611,0.8479338884353638
"[Jason Pinkston] Jason R. Pinkston (born September 5, 1987) is a former American football offensive guard, who played his entire career for the Cleveland Browns of the National Football League (NFL). [Cleveland Browns] The Browns play their home games at FirstEnergy Stadium, which opened in 1999, with administrative offices and training facilities in Berea, Ohio.","Jason Pinkston (born August 27, 1987) is an American football tackle who is currently a free agent. [FirstEnergy Stadium] FirstEnergy Stadium is a stadium located in Cleveland, Ohio, United States, and has been the home stadium of the Cleveland Browns of the National Football League (NFL) since 1999.",2,SUPPORTS,"Cleveland Browns, Jason Pinkston",0.9273475408554077,0.9102635383605957,0.9187260866165161
