True Evidence,Generated Evidence,Hops,Label,Topics,Precision,Recall,F1 Score
"[American Scientist] American Scientist (informally abbreviated AmSci) is an American bimonthly science and technology magazine published since 1913 by Sigma Xi, The Scientific Research Society. [Dwell (magazine)] It was launched with a magazine in September 2000 to bridge the gap between design professionals and enthusiasts by Lara Hedberg Deam with architecture and design critic Karrie Jacobs as its Editor-in-Chief. [Global Open Access Forum] It was created by the American Scientist, which is published by Sigma Xi, in September 1998, before the term ""Open Access"" (OA) was coined, and it was originally called the ""September98-Forum.""","[Global Open Access Forum] The Global Open Access Forum (GOAF) is an international organization that was established in 2003 to promote the development of open access (OA) to scientific, technical, and medical literature. [Dwell] Dwell is a magazine of architecture and design that was founded in 1994 and is published quarterly by Dwell Publications.",3,REFUTES,"American Scientist, Global Open Access Forum, Dwell (magazine)",0.8897405862808228,0.8433886766433716,0.8659448027610779
"[2015–16 Oklahoma City Thunder season] After coming just short of making the playoffs the previous season, the Thunder won the Northwest Division and clinched the third seed in the Western Conference. [Billy Donovan] William John Donovan Jr. (born May 30, 1965) is an American professional basketball coach who is currently the head coach for the Oklahoma City Thunder of the National Basketball Association (NBA). [Lewis Preston (basketball)] He previously served as an assistant men's basketball coach at Pennsylvania State University, Coastal Carolina University, the University of Notre Dame, and under Billy Donovan at the University of Florida.","[Lewis Preston] Lewis Preston (born June 23, 1957) is an American former college basketball coach. [Chesapeake Energy Arena] The Chesapeake Energy Arena, formerly known as the Oklahoma City Arena, is a multi-purpose arena located in downtown Oklahoma City, Oklahoma. [Oklahoma City Thunder] The Oklahoma City Thunder is a professional basketball team based in Oklahoma City, Oklahoma. They are part of the National Basketball Association (NBA).",3,REFUTES,"2015–16 Oklahoma City Thunder season, Lewis Preston (basketball), Billy Donovan",0.8856189250946045,0.8548407554626465,0.869957685470581
"[The Bassarids] The Bassarids (in German: ""Die Bassariden "") is an opera in one act and an intermezzo, with music by Hans Werner Henze to an English libretto by W. H. Auden and Chester Kallman, after Euripides's ""The Bacchae"". [Don Quichotte] Don Quichotte (""Don Quixote"") is an opera in five acts by Jules Massenet to a French libretto by Henri Caïn. [Bodo Igesz] He also staged operas for the Salzburg Festival, and staged numerous operas for the Santa Fe Opera; including the United States premieres of Hindemith's ""Cardillac"" (1967), Schoenberg's ""Die Jakobsleiter"" (1968), Henze's ""The Bassarids"" (1968) and Aribert Reimann's ""Melusine"" (1972).","[Don Quichotte] Don Quichotte (French: Don Quichotte) is an opera in five acts by the French composer Jules Massenet to a French libretto by Philippe Gille and Louis Gille, based on the character of Don Quixote from the novel by Miguel de Cervantes Saavedra. [Bodo Igesz] Bodo Igesz (born 1964) is a German opera director and set designer. He has worked at various opera houses, including the Komische Oper Berlin, the Deutsche Oper Berlin, and the Semperoper Dresden.",3,REFUTES,"Don Quichotte, The Bassarids, Bodo Igesz",0.876483678817749,0.841410756111145,0.8585891723632812
"[Tom Mandrake] Tom Mandrake (born May 26, 1956) is an American comics artist, perhaps best known for his collaborations with writer John Ostrander on several series, including ""Grimjack"" (from First Comics) and ""Firestorm"", ""The Spectre"", and ""Martian Manhunter"" from DC Comics. [Martian Manhunter] The Martian Manhunter (J'onn J'onzz) is a fictional superhero appearing in American comic books published by DC Comics. [Janus Directive] Among the creators who contributed to the storyline were writers John Ostrander, Kim Yale, Paul Kupperberg, Cary Bates and Greg Weisman and artists John K. Snyder III, Rick Hoberg, Rafael Kayanan, Tom Mandrake and Pat Broderick.","[J. Michael Straczynski] J. Michael Straczynski (; born September 17, 1958) is an American writer and producer, best known for his work on the television series Babylon 5, The Closer, and Saving Private Ryan. [Martian Manhunter] Martian Manhunter is a superhero appearing in American comic books published by DC Comics. The character was created by writer Gardner Fox and artist Mike Sekowsky and first appeared in The Brave and the Bold #27 (February 1960).",3,REFUTES,"Martian Manhunter, Janus Directive, Tom Mandrake",0.883216917514801,0.853201150894165,0.8679496049880981
"[Normanby le Wold] Normanby le Wold is a village and civil parish in the West Lindsey district of Lincolnshire, England. [Caistor] Caistor is a town and civil parish situated in the West Lindsey district of Lincolnshire, England. [Caistor] It lies at the north-west edge of the Lincolnshire Wolds, on the Viking Way, and just off the A46 between Lincoln and Grimsby, at the A46, A1084, A1173 and B1225 junction. [Wolds Top] It lies some distance to the north of the village of Normanby le Wold in Lincolnshire.","Caistor is a small town in Lincolnshire, England, located between the Lincolnshire Wolds to the south and the North Sea to the east. The town is situated on the A46 trunk road, which runs between Lincoln and Grimsby. [Wolds Top] The Lincolnshire Wolds are a range of hills and valleys in Lincolnshire, England. They are known for their picturesque countryside and are designated as an Area of Outstanding Natural Beauty. [A46 Junction] The A46 is a major road that runs between Lincoln and Grimsby in Lincolnshire, England. It passes through several towns and villages, including Caistor, and provides a vital transport link for the area.",3,REFUTES,"Caistor, Wolds Top, Normanby le Wold",0.8855801820755005,0.8724634051322937,0.8789728879928589
"[Detroit (film)] Detroit is a 2017 American period crime drama film directed by Kathryn Bigelow and written by Mark Boal. [Detroit (film)] Based on the Algiers Motel incident during Detroit's 1967 12th Street Riot, the film's release commemorated the 50th anniversary of the event. [1967 Detroit riot] The 1967 Detroit riot, also known as the 12th Street riot or the 1967 Detroit rebellion, was one of 159 race riots that swept cities in the United States during the ""Long Hot Summer of 1967"". [Will Poulter] William Jack Poulter (born 28 January 1993) is an English actor known for his work in the films ""The Maze Runner"" (2014), ""Son of Rambow"", """" (2010), ""We're the Millers"" (2013), ""The Revenant"" (2015), and ""Detroit"" (2017).","Will Poulter (born 28 January 1993) is an English actor and producer. [2017 British period crime drama film] The film is set in 1967, and follows the story of a young man who becomes embroiled in the 12th Street Riot, a race riot that occurred in Detroit in 1967. [1967 Detroit riot] The 1967 Detroit riot, also known as the 12th Street Riot, was a violent race riot that occurred in Detroit, Michigan, United States, from July 23 to July 27, 1967.",3,REFUTES,"Will Poulter, 1967 Detroit riot, Detroit (film)",0.9212315082550049,0.8599949479103088,0.8895606398582458
"[Michael Brodsky] He is best known for his novels, and for his translation of Samuel Beckett's ""Eleuthéria"". [Samuel Beckett] Samuel Barclay Beckett ( ; 13 April 1906 – 22 December 1989) was an Irish avant-garde novelist, playwright, theatre director, and poet, who lived in Paris for most of his adult life and wrote in both English and French. [Act Without Words I] Act Without Words I is a short play by Samuel Beckett.","[Michael Mark Brodsky] Michael Mark Brodsky is a literary critic and scholar. He is known for his work on modernist literature, particularly the work of Norwegian avant-garde novelist, playwright, theatre director, and poet, Knut Ødegård. [Act Without Words I] Act Without Words I is a short play written by Knut Ødegård in 1979.",3,REFUTES,"Michael Brodsky, Samuel Beckett, Act Without Words I",0.8986858129501343,0.8765648603439331,0.8874874711036682
"[Wim Jonk] Together with Jordi Cruyff, Jonk manages Cruyff Football and is responsible for the worldwide continuation and dissemination of the football legacy of Dutch football legend Johan Cruyff, who died on March 24, 2016. [Jordi Cruyff] Johan Jordi Cruijff (] , anglicised to Cruyff; born 9 February 1974) is a Dutch former footballer. [Jordi Cruyff] Cruyff is currently Maccabi Tel Aviv's manager. [1993–94 Inter Milan season] In the summer of 1993, Inter acquired Dutch men Dennis Bergkamp and Wim Jonk, already spotted in the previous winter.","[Rinus Michels] Rinus Michels (19, December 1949 – 3, August 2005) was a Dutch football manager and player who is best known for his work with Ajax, Barcelona and the Dutch national team. [Dennis Bergkamp] Dennis Nicolaas Bergkamp (born June 13, 1969 in Amsterdam) is a Dutch former professional footballer who played as a winger or second striker. [Johan Cruyff] Johan Cruyff (; born 25 January 1947 in Amsterdam) is a Dutch former professional footballer and coach. He is the manager of Maccabi Tel Aviv.",3,REFUTES,"1993–94 Inter Milan season, Jordi Cruyff, Wim Jonk",0.8757506608963013,0.8580343723297119,0.8668020367622375
"[How Glory Goes] How Glory Goes is the second album from Audra McDonald, released in 2000. [How Glory Goes] Five of the songs were written by Harold Arlen, and two by Adam Guettel, including the title track. [Adam Guettel] Adam Guettel ( ; born December 16, 1964) is an American composer-lyricist of musical theater and opera. [Elena Shaddow] She recently toured as Clara Johnson in Adam Guettel's ""The Light in the Piazza"" before leaving and being replaced by Katie Clarke.","[Elana Shaddow] Elana Shaddow (born September 24, 1981) is an American actress, singer, and songwriter. [Audra McDonald] Audra McDonald (born June 6, 1975) is an American actress, singer, and songwriter who has won numerous awards for her work on stage and screen. [Best Score and Best Orchestrations] She won a Tony Award for Best Score and Best Orchestrations for her work on the musical Ragtime.",3,REFUTES,"Adam Guettel, Elena Shaddow, How Glory Goes",0.8665348291397095,0.8463745713233948,0.8563359975814819
"[Thomas Keneally] Thomas Michael Keneally, AO (born 7 October 1935) is a prolific Australian novelist, playwright, and essayist. [Peter Straub] Peter Francis Straub (born March 2, 1943) is an American novelist and poet. [The Playmaker] The Playmaker is a novel based in Australia written by the Australian author Thomas Keneally.","Peter Straub is a horror fiction author. [The Playmaker] The Playmaker is a 1988 romantic comedy film directed by Griffin Dunne and starring Robert Downey Jr., Kiefer Sutherland, and Marlee Matlin.",3,REFUTES,"Thomas Keneally, The Playmaker, Peter Straub",0.8448643684387207,0.84139084815979,0.8431240320205688
"[Thomas Robsahm] In 2015 he produced the film ""Louder Than Bombs"" by Joachim Trier. [Louder Than Bombs (film)] Louder Than Bombs is a 2015 internationally co-produced drama film directed by Joachim Trier, and co-written with Eskil Vogt. [Margarete Robsahm] She is the mother of director Thomas Robsahm and sister of the actor Fred Robsahm.",[Joachim Trier] Joachim Trier (born 1987) is a Norwegian film director and screenwriter. [Louder Than Bombs] Louder Than Bombs is a 2015 internationally co-produced drama film directed by Joachim Trier and produced by Tomas Radojcic. [Margarete Robsahm] Margarete Robsahm (1920 – 2011) was a Norwegian actress and film producer.,3,REFUTES,"Margarete Robsahm, Louder Than Bombs (film), Thomas Robsahm",0.9034345149993896,0.9176032543182373,0.9104637503623962
"[Waris Hussein] Waris Hussein (born 9 December 1938) is a British-Indian television director and film director best known for his many productions for British television, including ""Doctor Who"" and the ""Play of the Month"" version of ""A Passage to India"" (1965). [Mathieu Kassovitz] Mathieu Kassovitz (born 3 August 1967) is a French director, screenwriter, producer, editor, and actor probably best known in Francophone countries for his role as Nino Quincampoix in ""Amélie"" (""Le Fabuleux Destin d'Amélie Poulain""; 2001). [The Possession of Joel Delaney] The Possession of Joel Delaney is a 1972 American horror film directed by Waris Hussein and starring Shirley MacLaine and Perry King.","[Mathieu Kassovitz] Mathieu Kassovitz (born 1 May 1967 in Paris, France) is a French-Canadian film director, producer, screenwriter, actor, and film critic. [The Possession of Joel Delaney] The Possession of Joel Delaney is a 1978 British psychological horror film directed by Stuart Gordon and starring Sam Jaffe, Ed Begley, and Zohra Lamax.",3,REFUTES,"The Possession of Joel Delaney, Waris Hussein, Mathieu Kassovitz",0.9096341133117676,0.858665943145752,0.8834155201911926
"[Fenwick, Northumberland] Its close proximity to Lindisfarne Castle, Bamburgh Castle and Chillingham Castle means it is an ideal base from which to explore the rich history of Northumberland and the Farne Islands. [Bamburgh Castle] Bamburgh Castle is a castle on the northeast coast of England, by the village of Bamburgh in Northumberland. [Sir Claudius Forster, 1st Baronet] He was descended from a long line of Governors of Bamburgh Castle, and was granted ownership of Bamburgh Castle and estates by the Crown in 1609.","[Fenwick, Northumberland] Its close proximity to Lindisfarne Castle, Bamburgh Castle and Chillingham Castle means it is an ideal base from which to explore the rich history of Northumberland and the Farne Islands. [Lindisfarne Castle] Lindisfarne Castle is a castle located on the northeast coast of England, on Holy Island, off the coast of Northumberland.",3,REFUTES,"Bamburgh Castle, Fenwick, Northumberland, Sir Claudius Forster, 1st Baronet",0.9557603001594543,0.9073388576507568,0.9309203624725342
"[1974 South African Grand Prix] The 1974 South African Grand Prix was a Formula One motor race held at Kyalami on 30 March 1974. [Kyalami] Kyalami Racing Circuit (from ""Khaya lami"", ""My home"" in Zulu) is a motor racing circuit located in Midrand, Gauteng province, South Africa. [BRM P201] Its best finish was second place for Jean-Pierre Beltoise at the 1974 South African Grand Prix, on the car's debut.",[BRM P201] The BRM P201 was a Formula One car designed and built by British Racing Motors (BRM) and raced in the 1970 season. [South African Province of Zulu] The South African Province of Zulu is a province located in the eastern part of South Africa.,3,REFUTES,"1974 South African Grand Prix, BRM P201, Kyalami",0.891157865524292,0.8449060320854187,0.8674157857894897
"[Martin Flavin] Martin Archer Flavin (November 2, 1883 – December 27, 1967) was an American playwright and novelist. [Peter Benchley] Peter Bradford Benchley (May 8, 1940 – February 11, 2006) was an American author and screenwriter. [Three Who Loved] Three Who Loved is a 1931 American Pre-Code drama film directed by George Archainbaud from a screenplay by Beulah Marie Dix based on a story by Pulitzer Prize-winning author Martin Flavin.","1. Peter Benchley was the author of Jaws. 2. The Harper Prize is awarded annually by the Harper's Magazine Foundation. 3. The Three Who Loved is a novel written by Thomas B. Costain. CLAIM: The author of The Last Ship (novel) is not an actor. EVIDENCE: 1. William Brinkley is a retired U.S. Navy Rear Admiral. 2. The Last Ship is a novel written by William Brinkley and published in 1988. NOTE: The claim is true, but the evidence provided is irrelevant. The correct evidence to support the claim is: 1. William Brinkley is a retired U.S. Navy Rear Admiral. 2. The Last Ship is a novel written by William Brinkley and published in 1988.",3,REFUTES,"Peter Benchley, Martin Flavin, Three Who Loved",0.8159418702125549,0.7923282384872437,0.8039616942405701
"[Wonder Girls] Wonder Girls () was a South Korean girl group and band formed by producer Park Jin-young under JYP Entertainment in 2006, which debuted in 2007. [Wonder Girls] The group's final line-up consisted of Yubin, Yeeun, Sunmi and Hyerim. [Sunmi] Lee Sun-mi (born May 2, 1992), referred to as Sunmi, is a South Korean singer. [Sunmi] She debuted in 2007 as a member of South Korean girl group Wonder Girls and left from the group in January 2010 to pursue her academic career. [Wonder Party] Wonder Party is the third mini album by South Korean girl group Wonder Girls.","[Hyerim] Hyerim (; born August 24, 1991) is a South Korean singer, rapper, and dancer. She was a member of the South Korean girl group Wonder Party from 2010 to 2014. [Lee Sun-mi] Lee Sun-mi ( ; born September 11, 1983) is a South Korean singer, rapper, and songwriter. She was a member of the South Korean girl group Wonder Party from 2010 to 2014. [Yeeun] Yeeun ( ; born July 21, 1996) is a South Korean singer, rapper, and dancer. She was a member of the South Korean girl group Wonder Party from 2010 to 2014. [Wonder Party] Wonder Party is a South Korean girl group formed in 2010. The group consists of four members: Hyerim, Lee Sun-mi, Yeeun, and the individual who left the group in January 2010 to pursue her academic career. The groups third mini album was named Wonder Party.",3,REFUTES,"Sunmi, Wonder Girls, Wonder Party",0.8985090851783752,0.8998103141784668,0.8991592526435852
"[Loksatta] ""Loksatta"" is published out of Mumbai, Pune, Nagpur, Ahmednagar, Aurangabad, and Delhi. [Aurangabad, Maharashtra] The administrative headquarters of the Aurangabad Division or Marathwada region, Aurangabad is titled ""The City of Gates"" and the strong presence of these can be felt as one drives through the city.The City was founded in 1610 by Malik Amber which in the year 2010 completed 400 years. [Ravi Amale] Ravi Amale is the senior editor of the Loksatta newspaper, the leading Marathi daily in Mumbai.","[Aurangabad] Aurangabad is a city in the Indian state of Maharashtra. [Marathi daily newspaper] Marathi is a Sanskrit language spoken in the Indian state of Maharashtra. [Ravi Amale] Ravi Amale (born 1964) is an Indian journalist and the senior editor of the Marathi daily newspaper, Loksatta.",3,REFUTES,"Aurangabad, Maharashtra, Loksatta, Ravi Amale",0.8973830938339233,0.8529686331748962,0.8746123909950256
"[In Love and War (1987 film)] In Love and War (1987) is a Vietnam war-based thriller/drama television film starring James Woods and Jane Alexander. [In Love and War (1987 film)] The film is based on the true story of James Stockdale and Sybil Stockdale. [James Stockdale] James Bond Stockdale (December 23, 1923July 5, 2005) was a United States Navy vice admiral and aviator awarded the Medal of Honor in the Vietnam War, during which he was an American prisoner of war for over seven years. [Steven Vincent Leigh] In 1987 he appeared in the film ""In Love and War"".","[Steven Vincent Leigh] Steven Vincent Leigh (February 25, 1945 – December 28, 1987) was a United States Army officer and a recipient of the Medal of Honor, the highest military honor awarded by the United States government. [James Woods] James Woods (born August 7, 1947) is an American actor, producer, and director. [Promise] Promise is a 1986 television film directed by Larry Peerless and starring James Woods, Marlee Matlin, and Mary Steenburgen.",3,REFUTES,"Steven Vincent Leigh, James Stockdale, In Love and War (1987 film)",0.862653374671936,0.8470604419708252,0.8547857999801636
"[Supergrass] Supergrass were an English rock band, formed in 1993 in Oxford. [Quietdrive] Quietdrive is an alternative rock band based in Hopkins, Minnesota that formed in 2002. [Mike Smith (A&amp;R man)] He then moved to EMI Publishing in 1992, where he went on to sign acts, such as PJ Harvey, Elastica, Supergrass, Teenage Fan Club, Doves, Starsailor, The Beta Band, The Avalanches, Gorillaz, The White Stripes, The Libertines, The Scissor Sisters, The Arcade Fire, and Arctic Monkeys, as well as resigning Blur and progressing to the position of Head of A&R.","1. Quietdrive is a rock band from Lancaster, Pennsylvania, formed in 1999. 2. This group is a rock band from New York City, formed in 2001. 3. Mike Smith is an American music producer, A&R manager, and owner of the record label, 615 Hideout Records. [Quietdrive] Quietdrive is a rock band from Lancaster, Pennsylvania, formed in 1999. [This group] This group is a rock band from New York City, formed in 2001. [Mike Smith] Mike Smith is an American music producer, A&R manager, and owner of the record label, 615 Hideout Records.",3,REFUTES,"Quietdrive, Mike Smith (A&amp;R man), Supergrass",0.859198272228241,0.8129007816314697,0.8354085087776184
"[Johnny Tremain (film)] Johnny Tremain is a 1957 film made by Walt Disney Productions, based on the 1944 Newbery Medal-winning children's novel of the same name by Esther Forbes, retelling the story of the years in Boston, Massachusetts prior to the outbreak of the American Revolution. [Magic Kingdom] Initialized by Walt Disney and designed by WED Enterprises, its layout and attractions are based on Disneyland Park in Anaheim, California, and is dedicated to fairy tales and Disney characters. [Hal Stalmaster] Harry Lapidus Stalmaster, known as Hal Stalmaster (born March 29, 1940), is an American former actor, known for his lead role in the 1957 Walt Disney film of the American Revolution ""Johnny Tremain"", based on the 1943 Esther Forbes novel of the same name.","Walt Disney World Resort is a vacation resort located in Florida, near Orlando. [Hal Stalmaster] Hal Stalmaster (born June 24, 1944) is an American actor, best known for his role as Jim Carrier in the 1965 Disney film, ""The One and Only, Genuine, Original Baby Face Herman"". [Magic Kingdom] Magic Kingdom is a theme park located in the Walt Disney World Resort in Bay Lake, Florida, near Orlando.",3,REFUTES,"Hal Stalmaster, Johnny Tremain (film), Magic Kingdom",0.871583878993988,0.846432626247406,0.8588241934776306
