True Evidence,Generated Evidence,Hops,Label,Topics,bartscore
"[Werner Jaffé] Jaffé was born in Frankfurt. [Frankfurt] Frankfurt, officially Frankfurt am Main (Literally ""Frankfurt on the Main"", ] ), is a metropolis and the largest city in the German state of Hesse and the fifth-largest city in Germany, with a 2015 population of 732,688 within its administrative boundaries, and 2.3 million in its urban area. [Daniel Gunkel] Daniel Gunkel (born 7 June 1980 in Frankfurt) is a German former footballer. [Klaus Servene] Klaus Servene (*1949 in Marburg, Hesse) is a German writer who lives in Mannheim.","Paul Karrer (1889-1971) was a German actor, born in Munich, the birthplace of the writer Klaus Servene. [Werner Gunter Jaffé Fellner] Werner Gunter Jaffé Fellner (born 1938) is a German former professional tennis player. [Daniel Gunkel] Daniel Gunkel (born 1971) is a German former professional tennis player.",4,REFUTES,"Daniel Gunkel, Frankfurt, Werner Jaffé, Klaus Servene",-3.078354835510254
"[Ann Beattie] Ann Beattie (born September 8, 1947) is an American novelist and short story writer. [Edgar Rice Burroughs] Edgar Rice Burroughs (September 1, 1875 – March 19, 1950) was an American fiction writer best known for his celebrated and prolific output in the adventure and science-fiction genres. [Chilly Scenes of Winter] Chilly Scenes of Winter is Ann Beattie's first novel, published by Doubleday in September, 1976. [John Heard (actor)] He had lead roles in several films, including ""Deceived, 1991,"" ""Chilly Scenes of Winter"", ""Heart Beat"", ""Cutter's Way"", ""Cat People"", and ""C.H.U.D."", as well as supporting roles in ""After Hours"", ""Big"", ""Beaches"", ""Awakenings"", ""Rambling Rose"", ""The Pelican Brief"", ""My Fellow Americans"", ""Snake Eyes"", and ""Animal Factory"".","[John Heard] John Heard (born November 7, 1946) is an American actor. [Edgar Rice Burroughs] Edgar Rice Burroughs (; November 5, 1875 – March 19, 1950) was an American writer, best known for his creation of the Tarzan series. [The Film] The Film is a 1995 adventure film directed by John Frankenheimer and written by John Hodge. The film stars John Heard, Jake Weber, and Alicia Silverstone.",4,REFUTES,"Chilly Scenes of Winter, John Heard (actor), Edgar Rice Burroughs, Ann Beattie",-2.9515676498413086
"[Kremlin Arsenal] Initially constructed in 1736, it has been rebuilt several times. [Moscow Kremlin] The Moscow Kremlin (Russian: Моско́вский Кремль , ""Moskovskiy Kreml""; ] ), usually referred to as the Kremlin, is a fortified complex at the heart of Moscow, overlooking the Moskva River to the south, Saint Basil's Cathedral and Red Square to the east, and the Alexander Garden to the west. [Cathedral of the Archangel] It is located in Cathedral Square of the Moscow Kremlin in Russia between the Great Kremlin Palace and the Ivan the Great Bell Tower. [Tsarevich Dmitry Alexeyevich of Russia] He is buried in the Cathedral of the Archangel.","[Moscow Kremlin] The Moscow Kremlin (Russian: Моско́вский Кремль; IPA: [məskˈkoʊ vʲɪtɕɪ]) is a fortified complex in the heart of Moscow, which includes the remains of several historic buildings, including the Church of the Ascension, the Church of the Sign, the Ivan the Great Bell Tower, the Palace of the Tsars, and the Tsarevich Dmitry Alexeyevich's burial place.",4,REFUTES,"Cathedral of the Archangel, Tsarevich Dmitry Alexeyevich of Russia, Moscow Kremlin, Kremlin Arsenal",-2.21836256980896
"[Cartagena (board game)] Cartagena is a critically acclaimed German-style board game released in 2000, that takes as its theme the legendary 1672 pirate-led jailbreak from the dreaded fortress of Cartagena. [Chess] Chess is a two-player strategy board game played on a chessboard, a checkered gameboard with 64 squares arranged in an 8×8 grid. [Chess] The game is played by millions of people worldwide. [Leo Colovini] His most popular game is ""Cartagena"". [Adolf Albin] Adolf Albin (14 September 1848 – 1 February 1920) was a Romanian chess player.",[Leo Colovini] Leo Colovini (born 1930) is an Italian game designer and inventor. [Adolf Albin] Adolf Albin (30 September 1875 – 20 February 1950) was an Austrian chess player.,4,REFUTES,"Chess, Adolf Albin, Cartagena (board game), Leo Colovini",-2.65248966217041
"[The Strongest Man in the World] The Strongest Man in the World is a 1975 Disney film starring Kurt Russell, still a student in the fictional Medfield College. [Candleshoe] Candleshoe is a 1977 American family adventure film produced by Walt Disney Productions based on the Michael Innes novel ""Christmas at Candleshoe"" and starring Jodie Foster, David Niven, Helen Hayes in her last big screen appearance and Leo McKern. [Now You See Him, Now You Don't] It is the sequel to the 1969 film ""The Computer Wore Tennis Shoes"" and was followed by 1975's ""The Strongest Man in the World"". [John Alderson (actor)] John Alderson (10 April 1916 – 4 August 2006) was an English actor noted for playing the lead in the 1957-58 syndicated western television series, ""Boots and Saddles"", which ran for thirty-eight episodes in a single season, and many supporting roles in films in a career spanning almost forty years, from 1951 to 1990, including ""Don't Go Near the Water"" (1957), ""No Name on the Bullet"" (1959), ""Romanoff and Juliet"" (1961), ""My Fair Lady(1964),"" 'The War Lord"" (1965), ""I Deal in Danger"" (1966), ""Double Trouble"" (1967), ""Hellfighters"" (1968), ""The Molly Maguires"" (1970), ""Top of the Heap"" (1972), ""The Klansman"" (1974), ""The Duchess and the Dirtwater Fox"" (1976), ""Candleshoe"" (1977), ""The Cat from Outer Space"" (1978), ""The Wild Geese"" (1978) and ""The American Way"" (1986).","[Now You See Him, Now You Don't] Now You See Him, Now You Don't is a 1949 American comedy film directed by Edwin H. Landburg and starring Clark Gable, Gene Tierney, and John Alderson. [The Strongest Man In The World] The Strongest Man in the World is a 1960 British science fiction film directed by Norman Abomination and starring John Alderson, Lionel Jeffries, and Yootha Joyce.",4,REFUTES,"The Strongest Man in the World, John Alderson (actor), Now You See Him, Now You Don't, Candleshoe",-2.9200267791748047
"[Better Than Ezra] Better Than Ezra is an American alternative rock band based in New Orleans, Louisiana, and signed to The End Records. [Better Than Ezra] The band formed in 1988 in Baton Rouge, Louisiana. [Melvins] The Melvins are an American rock band that formed in 1983 in Montesano, Washington. [Artifakt] Artifakt is a compilation album by Better Than Ezra, sold only at the band's concerts and through the official Better Than Ezra merchandise website beginning in 2001. [Honey Bucket (song)] ""Honey Bucket"" is a single from American sludge metal band Melvins released in September 21, 1993.","[Honey Bucket (song)] Honey Bucket is a single by the American four-piece sludge metal band Mastodon, released in 2004. [Artifakt] Artifakt is the third compilation album by the American sludge metal band Crowbar, released in 1997.",4,REFUTES,"Melvins, Honey Bucket (song), Artifakt, Better Than Ezra",-2.5472025871276855
"[Non-Stop (film)] Non-Stop is a 2014 American mystery action thriller film directed by Jaume Collet-Serra and starring Liam Neeson, Julianne Moore, Michelle Dockery, Lupita Nyong'o, and Scoot McNairy. [Michelle Dockery] She is most widely known for her performance as Lady Mary Crawley in the ITV (UK) and PBS (U.S.) television period drama series ""Downton Abbey"" (2010–15), for which she was nominated for three consecutive Emmy Awards in the category for Outstanding Lead Actress In Drama Series, and a Golden Globe Award nomination. [Andrew Rona] Some of the over 100 films he has produced are Non-Stop, Project X, Equilibrium, Scream and Scary Movie. [Keep Watching] It was produced by Nicolas Chartier, Andrew Rona, Alex Heineman, Craig J. Flores, Michael Fiore, and Joseph Dembner.",[Keep Watching] Keep Watching is a 2017 British-American science fiction horror film directed by Andrew Douglas and written by Luke Davis. [Downton Abbey] Downton Abbey is a British historical period drama television series created by Julian Fellowes and co-produced by ITV and PBS. [American actress] An American actress is known for playing Lady Mary Crawley in Downton Abbey.,4,REFUTES,"Michelle Dockery, Non-Stop (film), Andrew Rona, Keep Watching",-3.3251044750213623
"[Kazuo Ishiguro] Kazuo Ishiguro OBE, FRSA, FRSL (Japanese: カズオ・イシグロ or 石黒 一雄 ; born 8 November 1954) is a British novelist, screenwriter and short story writer. [Kazuo Ishiguro] He was born in Nagasaki, Japan; his family moved to England in 1960 when he was five. [Kazuo Ishiguro] Ishiguro obtained his bachelor's degree from the University of Kent in 1978 and his Master's from the University of East Anglia's creative writing course in 1980. [Yukio Mishima] Yukio Mishima (三島 由紀夫 , Mishima Yukio ) is the pen name of Kimitake Hiraoka (平岡 公威 , Hiraoka Kimitake , January 14, 1925November 25, 1970) , a Japanese author, poet, playwright, actor, and film director. [Yukio Mishima] Mishima is considered one of the most important Japanese authors of the 20th century. [Yukio Mishima] He was considered for the Nobel Prize in Literature in 1968 but the award went to his countryman Yasunari Kawabata. [Yukio Mishima] His works include the novels ""Confessions of a Mask"" and ""The Temple of the Golden Pavilion"", and the autobiographical essay ""Sun and Steel"". [Yukio Mishima] His avant-garde work displayed a blending of modern and traditional aesthetics that broke cultural boundaries, with a focus on sexuality, death, and political change. [Yukio Mishima] Mishima was active as a nationalist and founded his own right-wing militia, the Tatenokai. [Yukio Mishima] In 1970, he and three other members of his militia staged an attempted ""coup d'état"" when they seized control of a Japanese military base and took the commander hostage, then tried and failed to inspire a coup to restore the Emperor's pre-war powers. [Yukio Mishima] Mishima then committed ritual suicide by ""seppuku"". [Yukio Mishima] The coup attempt became known as the ""Mishima Incident"". [When We Were Orphans] When We Were Orphans is the fifth novel by the British-Japanese author Kazuo Ishiguro, published in 2000. [Madame de Sade] Madame de Sade is a 1965 play written by Yukio Mishima.","[Kazuo Ishiguro] Kazuo Ishiguro (born 23 November 1958) is a British author who was born in Nagasaki, Japan, and moved to England in 1960. [Madame de Sade] Madame de Sade is a play written by Yukio Mishima and first performed in 1971. [When We Were Orphans] When We Were Orphans is the fifth novel by Japanese-born British author Kazuo Ishiguro, published in 2000.",4,REFUTES,"Madame de Sade, Yukio Mishima, When We Were Orphans, Kazuo Ishiguro",-2.27168345451355
"[Michael Foale] Colin Michael Foale, CBE (born 6 January 1957) is a British-American astrophysicist and former NASA astronaut. [Michael Foale] He is a veteran of six Space Shuttle missions and extended missions on both Mir and the International Space Station. [Charles Simonyi] In March 2009, aboard Soyuz TMA-14, he made a second trip to the International Space Station. [STS-63] A night launch and the 20th mission for ""Discovery"", it marked the first time a Space Shuttle mission had a female pilot, Eileen Collins, the first EVAs for both a UK born astronaut Michael Foale and a US astronaut of African heritage Bernard A. Harris, Jr. and it also carried out the successful deployment and retrieval of the Spartan-204 platform, along with the scheduled rendezvous and flyaround of ""Mir"", in preparation for STS-71, the first mission to dock with ""Mir"". [Skat (yacht)] The owner is Charles Simonyi, a former Software Engineer from Microsoft and the fifth space tourist.","[Jerry Ross] Jerry Ross (born December 16, 1948 in Beaver Falls, Pennsylvania) is a former NASA astronaut and engineer. [Skat (yacht)] Skat is a 24-meter (79-foot) luxury yacht that was launched in 1999 and is owned by the businessman and art collector, John B. Fairchild. [STS-63] STS-63 was a NASA Space Shuttle mission in 1995, which included the first spacewalk by a Scottish-born astronaut, John Blaha. [EVA] An EVA, or extravehicular activity, is an activity done outside of a spacecraft or vehicle.",4,REFUTES,"Charles Simonyi, STS-63, Michael Foale, Skat (yacht)",-3.8189966678619385
"[2013 Duke Blue Devils football team] The team was led by head coach David Cutcliffe, in his sixth year, and played its home games at Wallace Wade Stadium in Durham, North Carolina. [David Cutcliffe] He also earned multiple college football coach of the year awards from the Walter Camp Football Foundation, the Maxwell Football Club, and the Bobby Dodd Foundation. [2002 Ole Miss Rebels football team] Coached by David Cutcliffe, the Rebels played their home games at Vaught–Hemingway Stadium in Oxford, Mississippi. [2002 Independence Bowl] The 2002 Independence Bowl was a post-season college football bowl game between the Nebraska Cornhuskers and the Ole Miss Rebels on December 27, 2002, at Independence Stadium in Shreveport, Louisiana.","[Duke Blue Devils football] Duke Blue Devils head coach Mike Krzyzewski has led the Blue Devils to five NCAA championships and 11 Atlantic Coast Conference (ACC) tournament titles. [Ole Miss Rebels football] The Ole Miss Rebels football team represents the University of Mississippi. [Independence Bowl] The Independence Bowl is an annual college football bowl game played in Shreveport, Louisiana.",4,REFUTES,"David Cutcliffe, 2002 Independence Bowl, 2013 Duke Blue Devils football team, 2002 Ole Miss Rebels football team",-3.1974992752075195
"[New York v. Ferber] New York v. Ferber, 458 U.S. 747 (1982) , is a precedential decision given by the United States Supreme Court, which ruled unanimously that the First Amendment right to free speech did not forbid states from banning the sale of material depicting children engaged in sexual activity, even if the material was not obscene. [Lochner v. New York] Lochner v. New York, 198 US 45 (1905) was a landmark US labor law case in the US Supreme Court, holding that limits to working time violated the Fourteenth Amendment. [Osborne v. Ohio] In so doing, the Court extended the holding of ""New York v. Ferber"", 458 U.S. 747 (1982) , which had upheld laws banning the distribution of child pornography against a similar First Amendment challenge, and distinguished ""Stanley v. Georgia"", 394 U.S. 557 (1969) , which had struck down a Georgia law forbidding the possession of pornography by adults in their own homes. [Lochner era] The era takes its name from a 1905 case, ""Lochner v. New York"".","[Penn Central] The Lochner era refers to the period of judicial decisions from 1905 to 1947, during which the Supreme Court of the United States issued several landmark decisions that severely limited the ability of the federal and state governments to regulate labor relations. [Osborne v. Ohio] Osborne v. Ohio (1957) was a landmark Supreme Court case in which the Court held that a state law that prohibited the use of a persons race or ethnicity as a factor in determining eligibility for a state-funded education program was unconstitutional. [Lochner v. New York] Lochner v. New York (1943) was a landmark Supreme Court case in which the Court held that a state law that set maximum hours for bakery workers was unconstitutional. The holding of the Lochner case was extended by the Court overseeing Osborne v. Ohio.",4,REFUTES,"Osborne v. Ohio, New York v. Ferber, Lochner v. New York, Lochner era",-4.398032188415527
"[Todd Phillips] He is best known for writing and directing ""Road Trip"" (2000), ""Old School"" (2003), ""Starsky & Hutch"" (2004), ""The Hangover Trilogy"" (2009, 2011, and 2013), ""Due Date"" (2010) and ""War Dogs"" (2016). [Road Trip (film)] Road Trip is a 2000 American comedy film directed by Todd Phillips and written by Scot Armstrong and Phillips. [Road Trip (film)] The film stars Breckin Meyer, Seann William Scott, Paulo Costanzo, and DJ Qualls as four college friends who embark on an 1800-mile road trip to retrieve an illicit tape mistakenly mailed to a girlfriend. [Avery Waddell] Avery Kidd Waddell is an American director, writer, and actor who's played in many movies like ""In Too Deep"", ""Road Trip"", and ""The New Guy"" and has had guest starred on shows like ""Law & Order"", ""Without a Trace"", and ""Angel"". [Inside Schwartz] Inside Schwartz is an American sitcom that aired on NBC from September until December 2001 starring Breckin Meyer as the title character.",[Inside Schwartz] Inside Schwartz is a 2001 American comedy film directed by David M. Evans. [Road Trip] Road Trip is a 2000 American comedy film directed by Todd Phillips and written by Ezra Swerdlove. [Blue State] Blue State is a 2007 American political comedy film directed by Avery Waddell.,4,REFUTES,"Avery Waddell, Todd Phillips, Inside Schwartz, Road Trip (film)",-3.8275506496429443
"[Yuh-Line Niou] She is a Democratic Party member of the New York State Assembly for the 65th district, the seat previously held by Sheldon Silver. [Sheldon Silver] Sheldon ""Shelly"" Silver (born February 13, 1944) is a former lawyer and Democratic Party politician from New York City, who rose to become the powerful Speaker of the New York State Assembly in 1994 until his arrest on federal corruption charges in 2015. [Alice Cancel] In 2016, Cancel was defeated in the Democratic primary for her seat by Yuh-Line Niou. [Joseph D. Morelle] Speaker Sheldon Silver appointed him as Majority Leader of the New York State Assembly in January 2013.",[Joseph D. Morelle] Joseph D. Morelle (born 1953) is an American politician from New York. He is a member of the Democratic Party and has represented the 111th New York State Assembly district since 2011. [Alice Cancel] Alice Cancel is an American politician from New York. She is a member of the Democratic Party and has represented the 111th New York State Assembly district since 2016.,4,REFUTES,"Alice Cancel, Yuh-Line Niou, Joseph D. Morelle, Sheldon Silver",-3.307568311691284
"[Der Freischütz] Der Freischütz , Op. 77, J. 277, (usually translated as ""The Marksman"" or ""The Freeshooter"") is a German opera with spoken dialogue in three acts by Carl Maria von Weber with a libretto by Friedrich Kind. [Il trovatore] Il trovatore (] ; Italian for ""The Troubadour"") is an opera in four acts by Giuseppe Verdi to an Italian libretto largely written by Salvadore Cammarano, based on the play ""El trovador"" (1836) by Antonio García Gutiérrez. [Magic Hunter] Magic Hunter (Hungarian: ""Bűvös vadász"" , French: ""Freischütz"" ) is a 1994 Hungarian-Swiss-French fantasy film written and directed by Ildikó Enyedi and loosely inspired to the opera Der Freischütz. [Giovanni Guicciardi] He is most remembered today for having created the role of Count di Luna in Verdi's ""Il trovatore"", although he created several other leading roles in operas by lesser known Italian composers.","[Giovanni Guicciardi] Giovanni Guicciardi (1783 – 1846) was an Italian composer, conductor, and violinist. [The Magic Hunter] Ildikó Enyedi (born 1965) is a Hungarian film director, screenwriter, and producer. [The Magic Hunter] The film was released in 1994 and was loosely inspired by the 1956 Hungarian film, The White Bus.",4,REFUTES,"Magic Hunter, Il trovatore, Giovanni Guicciardi, Der Freischütz",-3.041745901107788
