True Evidence,Generated Evidence,Hops,Label,Topics
"[American Scientist] American Scientist (informally abbreviated AmSci) is an American bimonthly science and technology magazine published since 1913 by Sigma Xi, The Scientific Research Society. [Dwell (magazine)] It was launched with a magazine in September 2000 to bridge the gap between design professionals and enthusiasts by Lara Hedberg Deam with architecture and design critic Karrie Jacobs as its Editor-in-Chief. [Global Open Access Forum] It was created by the American Scientist, which is published by Sigma Xi, in September 1998, before the term ""Open Access"" (OA) was coined, and it was originally called the ""September98-Forum.""","1. [Global Open Access Forum] The Global Open Access Forum is a community-led organization that promotes open access to scholarly research. [Dwell] Dwell is a bimonthly print magazine published by Dwell Media in Los Angeles, California, United States. [Dwell] It is one of the earliest magazines to cover modern architecture, design, and art. [Dwell] It was founded in 1994 by Timothy L. Vitale and Evan Saugstad. [Dwell] It was acquired by Time, Inc. in 2005. [Dwell] It is published by Dwell Media, which also publishes Dwell on Design, Dwell on a Budget, and Dwell Homes. [Dwell]",3,REFUTES,"American Scientist, Global Open Access Forum, Dwell (magazine)"
"[2015–16 Oklahoma City Thunder season] After coming just short of making the playoffs the previous season, the Thunder won the Northwest Division and clinched the third seed in the Western Conference. [Billy Donovan] William John Donovan Jr. (born May 30, 1965) is an American professional basketball coach who is currently the head coach for the Oklahoma City Thunder of the National Basketball Association (NBA). [Lewis Preston (basketball)] He previously served as an assistant men's basketball coach at Pennsylvania State University, Coastal Carolina University, the University of Notre Dame, and under Billy Donovan at the University of Florida.","2015–16 Oklahoma City Thunder season: The 2015–16 Oklahoma City Thunder season was the 11th season of the franchise in the National Basketball Association (NBA). [Lewis Preston] Lewis Preston (born September 28, 1970) is an American college basketball coach. He is currently the head coach for the University of Central Florida mens basketball team. [2015-16 Oklahoma City Thunder season] Oklahoma City Thunder won the Chesapeake Energy Arena in 2015-16.",3,REFUTES,"Lewis Preston (basketball), 2015–16 Oklahoma City Thunder season, Billy Donovan"
"[The Bassarids] The Bassarids (in German: ""Die Bassariden "") is an opera in one act and an intermezzo, with music by Hans Werner Henze to an English libretto by W. H. Auden and Chester Kallman, after Euripides's ""The Bacchae"". [Don Quichotte] Don Quichotte (""Don Quixote"") is an opera in five acts by Jules Massenet to a French libretto by Henri Caïn. [Bodo Igesz] He also staged operas for the Salzburg Festival, and staged numerous operas for the Santa Fe Opera; including the United States premieres of Hindemith's ""Cardillac"" (1967), Schoenberg's ""Die Jakobsleiter"" (1968), Henze's ""The Bassarids"" (1968) and Aribert Reimann's ""Melusine"" (1972).",1. [Don Quichotte] Don Quichotte is an opera in four acts by Jules Massenet to a French libretto by Henri Caïn. [Bodo Igesz] Bodo Igesz (Hungarian: [ˈboːdɒ ˈiɡɛʃ]; 21 February 1922 – 12 July 2012) was a Hungarian film director. [Don Quichotte] 2. [Spanish opera] Spanish opera is a musical genre that developed in the 18th century in Spain.,3,REFUTES,"Bodo Igesz, Don Quichotte, The Bassarids"
"[Tom Mandrake] Tom Mandrake (born May 26, 1956) is an American comics artist, perhaps best known for his collaborations with writer John Ostrander on several series, including ""Grimjack"" (from First Comics) and ""Firestorm"", ""The Spectre"", and ""Martian Manhunter"" from DC Comics. [Martian Manhunter] The Martian Manhunter (J'onn J'onzz) is a fictional superhero appearing in American comic books published by DC Comics. [Janus Directive] Among the creators who contributed to the storyline were writers John Ostrander, Kim Yale, Paul Kupperberg, Cary Bates and Greg Weisman and artists John K. Snyder III, Rick Hoberg, Rafael Kayanan, Tom Mandrake and Pat Broderick.","[Martian Manhunter] The character is a member of the Justice League. [The Janus Directive] The Janus Directive is a 2000 American science fiction film directed by John Behring and starring Ben Affleck, James Cromwell, and Samuel L. Jackson. [The Janus Directive] It is based on the comic book series The Janus Directive, created by Mark Verheiden and Denys Cowan. [The Janus Directive] The Janus Directive is a 1999 American science fiction comic book limited series written by Mark Verheiden and Denys Cowan, and published by DC Comics. [The Janus Directive] It was followed by a 2000 film of the same name, directed by John Behring and starring Ben Affleck, James Cromwell, and Samuel L. Jackson. [The Janus Directive]",3,REFUTES,"Janus Directive, Tom Mandrake, Martian Manhunter"
"[Normanby le Wold] Normanby le Wold is a village and civil parish in the West Lindsey district of Lincolnshire, England. [Caistor] Caistor is a town and civil parish situated in the West Lindsey district of Lincolnshire, England. [Caistor] It lies at the north-west edge of the Lincolnshire Wolds, on the Viking Way, and just off the A46 between Lincoln and Grimsby, at the A46, A1084, A1173 and B1225 junction. [Wolds Top] It lies some distance to the north of the village of Normanby le Wold in Lincolnshire.","2010 Census: Population of Caistor: 4,378 [Caistor] Caistor is a coastal town in the East Lindsey district of Lincolnshire, England. [Caistor] The town is situated on the A46 road, between Grimsby and Lincoln, and is near the A158 road and the A1031 road. [Caistor] At the 2011 Census, the population of Caistor was 4,378. [Caistor] The town is twinned with Caistor-en-Yorkshire in the East Riding of Yorkshire, England. [Caistor] The town is the birthplace of William Wilberforce. [Caistor] The town is also the birthplace of the composer and organist George Thalben-Ball (1896–1987). [Caistor] The town is the birthplace of the British Army officer Sir John Maxwell (1792–1864), and the birthplace of the British Army officer Sir John Maxwell (1792–1864), the 1st Viscount of Farnborough, who was the first Commander-in-Chief of the British Army in India. [Caistor] The town is the birthplace of the British Army officer Sir John Maxwell (1792–1864), who was the 1st Viscount of Farnborough, and the birthplace of the British Army officer Sir John Maxwell (1792–1864), who was the 1st Viscount of Farnborough, and the birthplace of the British Army officer Sir John Maxwell (1792–1864), who was the 1st Viscount of Farnborough. [Caistor] The town is the birthplace of the British Army officer Sir John Maxwell (1792–1864), who was the 1st Viscount of Farnborough, and the birthplace of the British Army officer Sir John Maxwell (1792–1864), who was the 1st Viscount of Farnborough, and the birthplace of the British Army officer Sir John Maxwell (1792–1864), who was the 1st Viscount of Farnborough. [Caistor] The town is the birthplace",3,REFUTES,"Wolds Top, Caistor, Normanby le Wold"
"[Detroit (film)] Detroit is a 2017 American period crime drama film directed by Kathryn Bigelow and written by Mark Boal. [Detroit (film)] Based on the Algiers Motel incident during Detroit's 1967 12th Street Riot, the film's release commemorated the 50th anniversary of the event. [1967 Detroit riot] The 1967 Detroit riot, also known as the 12th Street riot or the 1967 Detroit rebellion, was one of 159 race riots that swept cities in the United States during the ""Long Hot Summer of 1967"". [Will Poulter] William Jack Poulter (born 28 January 1993) is an English actor known for his work in the films ""The Maze Runner"" (2014), ""Son of Rambow"", """" (2010), ""We're the Millers"" (2013), ""The Revenant"" (2015), and ""Detroit"" (2017).","[Detroit] Detroit is a 2017 British period crime drama film directed by Kathryn Bigelow, and written by Mark Boal. [Detroit] The film stars John Boyega, Will Poulter, Algee Smith, Jacob Latimore, Jason Mitchell, John Krasinski, Hannah Murray, Jack Reynor, Ben O'Toole, Malcolm Lee, Evan Jonigkeit, and James McAvoy. [12th Street Riot] The 12th Street Riot, also known as the Detroit Race Riot of 1967, was one of the deadliest race riots in the 20th century. [Will Poulter] Will Poulter (born 28 January 1993) is an English actor. [Will Poulter] He is known for his roles as Eustace Scrubb in The Chronicles of Narnia: The Voyage of the Dawn Treader, Lee Carter in Son of Rambow, and Kenny Rossmore in We're the Millers. [Will Poulter] He starred in the 2017 film Detroit.",3,REFUTES,"1967 Detroit riot, Detroit (film), Will Poulter"
"[Michael Brodsky] He is best known for his novels, and for his translation of Samuel Beckett's ""Eleuthéria"". [Samuel Beckett] Samuel Barclay Beckett ( ; 13 April 1906 – 22 December 1989) was an Irish avant-garde novelist, playwright, theatre director, and poet, who lived in Paris for most of his adult life and wrote in both English and French. [Act Without Words I] Act Without Words I is a short play by Samuel Beckett.","[Michael Mark Brodsky] Michael Mark Brodsky (born 1955) is an American scholar of Russian literature and culture. He is Professor of Slavic Languages and Literatures at the University of California, Berkeley. [Act Without Words I] Act Without Words I is a play written by Norwegian playwright, theatre director, and poet Henrik Ibsen, and published in 1861.",3,REFUTES,"Act Without Words I, Michael Brodsky, Samuel Beckett"
"[Wim Jonk] Together with Jordi Cruyff, Jonk manages Cruyff Football and is responsible for the worldwide continuation and dissemination of the football legacy of Dutch football legend Johan Cruyff, who died on March 24, 2016. [Jordi Cruyff] Johan Jordi Cruijff (] , anglicised to Cruyff; born 9 February 1974) is a Dutch former footballer. [Jordi Cruyff] Cruyff is currently Maccabi Tel Aviv's manager. [1993–94 Inter Milan season] In the summer of 1993, Inter acquired Dutch men Dennis Bergkamp and Wim Jonk, already spotted in the previous winter.","1. [Dennis Bergkamp] Dennis Nicolaas Maria ""Dennis"" Bergkamp (Dutch pronunciation: [ˈdɛnɪs ˈbɛr(ə)kɑp]; born 11 July 1969) is a Dutch former footballer and manager. He is the current manager of the Tel Aviv F.C. in Israel. [Johan Cruyff] Johan Cruyff (; 25 April 1947 – 24 March 2016) was a Dutch professional footballer and coach. He is regarded as one of the greatest players in the history of the sport. [Johan Cruyff] He is considered to have had a major influence on the modern playing style of the game, as well as on the coaching profession. [Johan Cruyff] His playing style was marked by dribbling, speed, and technique, as well as his ability to quickly read the game and execute a ""pass and move"" combination with teammates. [Johan Cruyff] Cruyff played as a forward, winger, and attacking midfielder. [Johan Cruyff] He was known for his vision, ball control, and passing technique, as well as his ability to score goals. [Johan Cruyff] He was also known for his ""total football"" philosophy, which emphasised passing and movement of players, rather than individual talent. [Johan Cruyff] Cruyff was also known for his intelligence and creativity, as well as his leadership and coaching ability. [Johan Cruyff] Cruyff was a major influence on many of the greatest football players of the late 20th century, including Zinedine Zidane, Ronaldinho, Xavi, and Lionel Messi. [Johan Cruyff] Cruyff was also known for his eccentric personality, which often clashed with the authorities. [Johan Cruyff] He was known for his habit of wearing a long-sleeved shirt with the sleeves rolled up, a pair of jeans, and a pair of sneakers. [Johan Cruyff] Cruyff was also known for his outspoken personality, which often led to controversy. [Johan Cruyff] Cru",3,REFUTES,"Wim Jonk, 1993–94 Inter Milan season, Jordi Cruyff"
"[How Glory Goes] How Glory Goes is the second album from Audra McDonald, released in 2000. [How Glory Goes] Five of the songs were written by Harold Arlen, and two by Adam Guettel, including the title track. [Adam Guettel] Adam Guettel ( ; born December 16, 1964) is an American composer-lyricist of musical theater and opera. [Elena Shaddow] She recently toured as Clara Johnson in Adam Guettel's ""The Light in the Piazza"" before leaving and being replaced by Katie Clarke.","[The Way We Were (album)] The Way We Were is the third studio album by American singer Barbra Streisand, released on June 1, 1974, by Columbia Records. [Elana Shaddow] Elana Shaddow (born June 16, 1989) is an American actress, singer and dancer. [Best Score and Best Orchestrations] Best Score and Best Orchestrations is a 2011 musical written by David Cale, with music and lyrics by Duncan Sheik.",3,REFUTES,"Elena Shaddow, Adam Guettel, How Glory Goes"
"[Thomas Keneally] Thomas Michael Keneally, AO (born 7 October 1935) is a prolific Australian novelist, playwright, and essayist. [Peter Straub] Peter Francis Straub (born March 2, 1943) is an American novelist and poet. [The Playmaker] The Playmaker is a novel based in Australia written by the Australian author Thomas Keneally.","[Peter Straub] Peter Straub (born 23 July 1943) is an American author of horror, suspense and mystery novels. [The Playmaker] The Playmaker is a 1986 novel by Peter Straub.",3,REFUTES,"Peter Straub, The Playmaker, Thomas Keneally"
"[Thomas Robsahm] In 2015 he produced the film ""Louder Than Bombs"" by Joachim Trier. [Louder Than Bombs (film)] Louder Than Bombs is a 2015 internationally co-produced drama film directed by Joachim Trier, and co-written with Eskil Vogt. [Margarete Robsahm] She is the mother of director Thomas Robsahm and sister of the actor Fred Robsahm.",[Louder Than Bombs] Louder Than Bombs is a 2015 internationally co-produced drama film directed by Joachim Trier that was produced in 2015. [Margarete Robsahm] Margarete Robsahm (Swedish: [mɑrˈɡɑrɛtə rœbˈsɑhm]; 19 March 1948 – 23 June 2011) was a Norwegian actress and film director. [Louder Than Bombs] She appeared in more than 20 films and television shows from 1964 to 1998. [Louder Than Bombs] She was the youngest son of Torben Robsahm and Karin Sveaas. [Louder Than Bombs] She was the sister of actor Tore S. Robsahm. [Louder Than Bombs] She was the mother of actor and film director Joachim Trier.,3,REFUTES,"Margarete Robsahm, Thomas Robsahm, Louder Than Bombs (film)"
"[Waris Hussein] Waris Hussein (born 9 December 1938) is a British-Indian television director and film director best known for his many productions for British television, including ""Doctor Who"" and the ""Play of the Month"" version of ""A Passage to India"" (1965). [Mathieu Kassovitz] Mathieu Kassovitz (born 3 August 1967) is a French director, screenwriter, producer, editor, and actor probably best known in Francophone countries for his role as Nino Quincampoix in ""Amélie"" (""Le Fabuleux Destin d'Amélie Poulain""; 2001). [The Possession of Joel Delaney] The Possession of Joel Delaney is a 1972 American horror film directed by Waris Hussein and starring Shirley MacLaine and Perry King.","[The Possession of Joel Delaney] The Possession of Joel Delaney is a 1972 American horror film directed by Michael Laughlin and starring Sam Elliott, Cynthia Baxter, and Joy Bang. [Mathieu Kassovitz] Mathieu Kassovitz (born Mathieu Amalric on 3 April 1967 in Paris) is a French film director, producer, and screenwriter. [La Haine] La Haine is a 1995 French drama film directed by Mathieu Kassovitz, who also wrote and starred in the film. [La Haine] The film won the Golden Palm at the 1995 Cannes Film Festival.",3,REFUTES,"The Possession of Joel Delaney, Mathieu Kassovitz, Waris Hussein"
