True Evidence,Generated Evidence,Hops,Label,Topics
"[Railroad Labor Board] The Board was terminated on May 20, 1926 when President Calvin Coolidge signed a new Railway Labor Act into law. [Calvin Coolidge] A Republican lawyer from Vermont, Coolidge worked his way up the ladder of Massachusetts state politics, eventually becoming governor of that state.","[Railway Labor Act] The Railway Labor Act was signed into law by President Calvin Coolidge on May 20, 1926. [Calvin Coolidge] Calvin Coolidge (] ; ; 4 July 1872 – 5 January 1933) was an American politician and lawyer who served as the 30th president of the United States from 1923 to 1929. [Calvin Coolidge] A Republican lawyer from New England, Coolidge worked his way up the Massachusetts political ladder, eventually becoming governor of Massachusetts. [Calvin Coolidge] He served as the 29th vice president from 1921 to 1923. [Calvin Coolidge] Upon the sudden death of President Warren G. Harding in 1923, Coolidge was sworn in as the 30th president. [Calvin Coolidge] He planned to be a ""normal"" president, but he was soon faced with the onset of the Great Depression in 1929, just four years into his presidency. [Calvin Coolidge] Coolidge focused his energy on the business of the White House, but he was a frugal man and often refused to spend federal money on improvements to the Executive Mansion, which was in disrepair. [Calvin Coolidge] His reputation as a frugal man and small-government conservative has often been compared with that of Ronald Reagan. [Calvin Coolidge] His political philosophy, which he articulated in his autobiography, is known as ""Coolidge-like conservatism"". [Calvin Coolidge] He was the last president born in the 19th century. [Calvin Coolidge] He was an avid tennis player and billiards player, and he was an accomplished swimmer. [Calvin Coolidge] Coolidge was a Republican and a member of the Business Liberty League. [Calvin Coolidge] He was also a member of the Ku Klux Klan from 1921 to 1928. [Calvin Coolidge] He was the first president to have a pet in the White House, a dog named ""Bill"". [Calvin Coolidge] His father,",2,REFUTES,"Railroad Labor Board, Calvin Coolidge"
"[Powwow Highway] Wes Studi and Graham Greene, who were relatively unknown actors at the time, have small supporting roles. [Wes Studi] Wesley ""Wes"" Studi (Cherokee: ᏪᏌ ᏍᏚᏗ ) (born December 17, 1947) is a Cherokee actor and film producer from Nofire Hollow in Oklahoma. [Wes Studi] He has appeared in Academy Award-winning films, such as ""Dances with Wolves"" (1990) and ""The Last of the Mohicans"" (1992), and in the Academy Award-nominated films """" (1993) and ""The New World"" (2005).","1) Wes Studi was born in 1947. 2) Powwow Highway was released in 1989. 3) Wes Studi played the role of Brave Eagle in Dances with Wolves. EVIDENCE: [Wes Studi] Wes Studi (born December 17, 1947) is an American actor of Cherokee and African American descent. [Dances with Wolves] Dances with Wolves is a 1990 American epic Western film directed, produced, and scored by Kevin Costner. [Powwow Highway] Powwow Highway is a 1989 American comedy-drama road film directed by Graham Wardle and starring Adam Beach, Gary Farmer, and Bronson Pelletier.",2,REFUTES,"Powwow Highway, Wes Studi"
"[We Were Soldiers] It is based on the book ""We Were Soldiers Once… And Young"" (1992) by Lieutenant General (Ret.) [Hal Moore] He was a recipient of the Distinguished Service Cross, which is the U.S. military's second highest decoration for valor, and was the first of his West Point class (1945) to be promoted to brigadier general, major general, and lieutenant general.","[We Were Soldiers Once… And Young] We Were Soldiers Once… And Young is a 1982 American war film directed by Randall Wallace and starring Mel Gibson, Sam Elliott, and Andrew Robinson. [Military Cross] The Military Cross is a British and Commonwealth award for valour ""in the face of the enemy"" awarded to officers and former officers of the regular and territorial army, and the Royal Marines, and awarded for bravery in battle. [Mel Gibson] Mel Colmcille Gerard Gibson AO (born January 3, 1956) is an American actor and film director, with Australian citizenship. [Sam Elliott] Samuel Pack Elliott (born May 9, 1944) is an American actor. [Andrew Robinson] Andrew Robinson (born 1954) is a British actor.",2,REFUTES,"Hal Moore, We Were Soldiers"
"[Electoral district of Fisher] It covers a 94.2 km² suburban and semi rural area on the southern fringes of Adelaide, taking in the suburbs of Aberfoyle Park, Chandlers Hill, Cherry Gardens, Coromandel East, Happy Valley, Reynella East and parts of Clarendon, O'Halloran Hill and Woodcroft. [Aberfoyle Park, South Australia] Aberfoyle Park is a suburb in the City of Onkaparinga in the state of South Australia.","1. [The Hub] The Hub is a shopping centre in the suburb of Aberfoyle Park in the City of Onkaparinga, South Australia. [Electoral district of Fisher] The Electoral district of Fisher is a federal electoral district (formerly known as a division) in the Australian state of South Australia. [Aberfoyle Park] Aberfoyle Park is a suburb of Adelaide, South Australia in the City of Onkaparinga. [2009 Fisher by-election] The 2009 Fisher by-election was a by-election held on 14 February 2009 for the Australian House of Representatives seat of Fisher. [Fisher by-election] The Fisher by-election was held on 14 February 2009. [Fisher by-election] The seat of Fisher was held by the Liberal Party member Mal Washer, who had died on 10 December 2008. [Fisher by-election] The seat of Fisher was won by the Liberal Party candidate, Bruce Scott, who received 53.2% of the primary vote, defeating the Labor Party candidate, Paul Harrisson, who received 46.8%.",2,REFUTES,"Aberfoyle Park, South Australia, Electoral district of Fisher"
"[Sixth-generation jet fighter] The USAF is pursuing development and acquisition of a sixth-generation fighter through the F-X program to complement existing platforms in service such as the Lockheed Martin F-22 Raptor. [Lockheed Martin F-22 Raptor] The Lockheed Martin F-22 Raptor is a fifth-generation, single-seat, twin-engine, all-weather stealth tactical fighter aircraft developed for the United States Air Force (USAF). [Lockheed Martin F-22 Raptor] The prime contractor, Lockheed Martin, built most of the F-22's airframe and weapons systems and conducted final assembly, while Boeing provided the wings, aft fuselage, avionics integration, and training systems.","2018-04-12 https://www.defensenews.com/digital-show-dailies/aero-intl/2018/04/12/french-plan-to-keep-f-16s-flying-until-2030/#:~:text=France's%20DGA%20has%20agreed%20with,the%20Rafale%20and%20the%20F-35. [French Defense Minister] 2018-04-12 https://www.defensenews.com/digital-show-dailies/aero-intl/2018/04/12/french-plan-to-keep-f-16s-flying-until-2030/#:~:text=France's%20DGA%20has%20agreed%20with,the%20Rafale%20and%20the%20F-35. [Lockheed Martin F-22 Raptor] The Lockheed Martin F-22 Raptor is an American fifth-generation, single-seat, twin-engine, all-weather stealth tactical fighter aircraft. It was developed for the United States Air Force (USAF) by Lockheed Martin. [Boeing] The Boeing Company is an American multinational corporation that designs, manufactures, and sells airplanes, rotorcraft, rockets, and missiles. [Lockheed Martin F-22 Raptor] The Lockheed Martin F-22 Raptor is an American fifth-generation, single-seat, twin-engine, all-weather stealth tactical fighter aircraft. It was developed for the United States Air Force (USAF) by Lockheed Martin. [Lockheed Martin F-22 Raptor] The Lockheed Martin F-22 Raptor is an American fifth-generation, single-seat, twin-engine, all-weather stealth tactical fighter aircraft. It was developed for the United States Air Force (USAF) by",2,REFUTES,"Lockheed Martin F-22 Raptor, Sixth-generation jet fighter"
"[Steyr M1912] The Steyr M1912, also known as the Steyr-Hahn, is a semi-automatic pistol developed in 1911 by the Austrian firm Steyr Mannlicher and designed by Karel Krnka, based on the mechanism of the Roth–Steyr M1907. [Steyr Mannlicher] Steyr Mannlicher is a firearms manufacturer based in Sankt Ulrich bei Steyr, Austria.","[Steyr Mannlicher] Steyr Mannlicher is a Norwegian-born firearms manufacturer based in Sankt Ulrich bei Steyr, Austria. [Steyr Mannlicher] It is owned by the Steyr-Daimler-Puch AG, which is owned by the Piech family. [Steyr Mannlicher] It is the oldest firearms manufacturer in Austria. [Steyr Mannlicher] It is the second oldest firearms manufacturer in Europe, after Beretta. [Steyr Mannlicher] The company was founded in 1864 as a gunsmith workshop. [Steyr Mannlicher] In 1895, it was renamed to Steyr Mannlicher, and in 1907, it became a corporation. [Steyr Mannlicher] The company is best known for its Mannlicher rifles, which are chambered in.222 Remington, 5.56×45mm NATO,.243 Winchester,.308 Winchester,.30-06 Springfield,.300 Winchester Magnum,.338 Lapua Magnum,.375 H&H Magnum, 7.62×51mm NATO, and 8.58×70mmR. [Steyr Mannlicher] It also manufactures the Steyr AUG, a selective fire rifle, the Steyr Scout, a bolt-action rifle, and the Steyr TMP, a submachine gun. [Steyr Mannlicher] The company is known for its high quality, and its products are used by military and law enforcement forces around the world. [Steyr Mannlicher]",2,REFUTES,"Steyr M1912, Steyr Mannlicher"
"[Æthelwulf of Berkshire] He received a land grant in 843/44 from Brihtwulf, king of Mercia; and lost his life at the Battle of Reading. [Battle of Reading (871)] The first Battle of Reading was a battle on 4 January 871 at Reading in what is now the English county of Berkshire.","Æthelwulf of Berkshire was killed in the Battle of Reading on 4 January 871, at the age of 47. [Æthelwulf of Berkshire] Æthelwulf of Berkshire (also spelled Ethelwulf) (c. 800 – 4 January 871) was an Anglo-Saxon king of Wessex from 839 to 858. [Battle of Reading] The Battle of Reading was a battle on 4 January 871 at Reading in what is now the English county of Berkshire. The battle was a defeat for the Anglo-Saxon kingdom of Wessex, led by Æthelwulf of Berkshire. [Battle of Reading] The battle was a defeat for the Anglo-Saxon kingdom of Wessex, led by Æthelwulf of Berkshire.",2,REFUTES,"Æthelwulf of Berkshire, Battle of Reading (871)"
"[Municipality of Concord] In 2000, it merged with Drummoyne Council to become the City of Canada Bay Council. [City of Canada Bay] The City of Canada Bay is a local government area in the Inner West of Sydney, New South Wales, Australia.","[Municipality of Concord] The Municipality of Concord was a local government area of Sydney, New South Wales; in summer 2000, it merged with Drummoyne Council to become the council of the City of Canada Bay local government area in the Inner West of Sydney, New South Wales, Australia. [City of Canada Bay] The City of Canada Bay is a local government area in the Inner West of Sydney, New South Wales, Australia. [Drummoyne Council] Drummoyne Council was a local government area in the Inner West of Sydney, New South Wales, Australia. [Drummoyne Council] In summer 2000, it merged with the Municipality of Concord to become the City of Canada Bay local government area. [City of Canada Bay] The City of Canada Bay is a local government area in the Inner West of Sydney, New South Wales, Australia.",2,REFUTES,"Municipality of Concord, City of Canada Bay"
"[Eastern Air Lines Shuttle] Eastern Air Lines Shuttle (or Eastern Air Shuttle) was the brand name of Eastern's air shuttle. [Eastern Air Lines Shuttle] It began operations on April 30, 1961 and was sold in 1989 to Donald Trump, and later became the Trump Shuttle. [American Airlines Shuttle] American Airlines Shuttle is the brand name for American Airlines' hourly air shuttle service operating in the Northeastern United States.","2019-01-15: [Shuttle Service] Shuttle service, in the Northeastern region, was sold to Donald Trump under its former name in June 1989. [Donald Trump] Donald John Trump (born June 14, 1946) is an American businessman, politician, television personality, and author. [Shuttle Service] He is the 45th and current President of the United States, in office since January 20, 2017. [Shuttle Service] His real estate career spanned three decades. [Shuttle Service] He was born and raised in the New York City borough of Queens. [Shuttle Service] He received an economics degree from the Wharton School of the University of Pennsylvania in 1968 and was granted a draft deferment from military service in Vietnam on medical grounds. [Shuttle Service] He took over management of his father's real estate business, Elizabeth, New Jersey-based Trump Management, which had been established in 1924. [Shuttle Service] He renamed the company Trump Organization. [Shuttle Service] The company's first major project was the renovation of the Commodore Hotel in New York City. [Shuttle Service] In 1971, Trump turned his attention to casinos, opening the first with his father at the old Boardwalk and Park Place hotel in Atlantic City, New Jersey. [Shuttle Service] He gained a reputation for making controversial and offensive comments about minorities, women, and the disabled. [Shuttle Service] In 2005, he was inducted into the New Jersey Hall of Fame. [Shuttle Service] He made a record of 1,940 days on the Forbes list of the 400 richest Americans. [Shuttle Service] He was the 544th richest American in 1982, and is ranked 156th in 2015. [Shuttle Service] His net worth is estimated to be $10 billion. [Shuttle Service] He is the second wealthiest person in the United States. [Shuttle Service] His daughter, Ivanka Trump, is an assistant to the president. [Shuttle Service]",2,REFUTES,"American Airlines Shuttle, Eastern Air Lines Shuttle"
"[Tribometer] A tribometer is an instrument that measures tribological quantities, such as coefficient of friction, friction force, and wear volume, between two surfaces in contact. [Tribometer] It was invented by the 18th century Dutch scientist Musschenbroek [Pieter van Musschenbroek] Pieter van Musschenbroek (14 March 1692 – 19 September 1761) was a Dutch scientist.",1. [Tribometer] Tribometer is a Dutch scientist. [Tribometer] He is Dutch. [Tribometer] His name is Tribometer. 2. [Tribometer] Tribometer is a Dutch scientist. [Tribometer] He is Dutch. [Tribometer] His name is Tribometer. 3. [Tribometer] Tribometer is a Dutch scientist. [Tribometer] He is Dutch. [Tribometer] His name is Tribometer. 4. [Tribometer] Tribometer is a Dutch scientist. [Tribometer] He is Dutch. [Tribometer] His name is Tribometer. 5. [Tribometer] Tribometer is a Dutch scientist. [Tribometer] He is Dutch. [Tribometer] His name is Tribometer. 6. [Tribometer] Tribometer is a Dutch scientist. [Tribometer] He is Dutch. [Tribometer] His name is Tribometer. 7. [Tribometer] Tribometer is a Dutch scientist. [Tribometer] He is Dutch. [Tribometer] His name is Tribometer. 8. [Tribometer] Tribometer is a Dutch scientist. [Tribometer] He is Dutch. [Tribometer] His name is Tribometer. 9. [Tribometer] Tribometer is a Dutch scientist. [Tribometer] He is Dutch. [Tribometer] His name is Tribometer. 10. [Tribometer] Tribometer is a Dutch scientist. [Tribometer] He is Dutch. [Tribometer] His name is Tribometer. 11. [Tribometer] Tribometer is a Dutch scientist. [Tribometer] He is Dutch. [Tribometer] His name is Tribometer. 12. [Tribometer] Tribometer is a Dutch scientist. [Tribometer] He is Dutch. [Tribometer] His name is Tribometer. 13. [Tribometer] Tribometer is a Dutch scientist. [Tribometer] He is Dutch. [Tribometer] His name is Tribometer. 14. [Tribometer] Tribometer is a Dutch scientist. [Tribometer] He is Dutch. [Tribometer] His name is Tribometer. 15.,2,REFUTES,"Pieter van Musschenbroek, Tribometer"
"[Svetlana Zakharova (athlete)] She won several international marathons, such as: the Honolulu Marathon (1997, 2002 and 2009), the Chicago Marathon (2003) and the Boston Marathon (2003). [Honolulu Marathon] The Honolulu Marathon (branded JAL Honolulu Marathon for sponsorship reasons) is a major 26.2 mi marathon in Honolulu, Hawaii.","[Svetlana Zakharova] Svetlana Zakharova (Russian: Светлана Захарова; born 19 April 1983) is a Russian long-distance runner. [Honolulu Marathon] The Honolulu Marathon is an annual marathon in Honolulu, Hawaii. [Honolulu Marathon] The race starts in Waikiki and follows a point-to-point course, ending in Kapiolani Park. [Honolulu Marathon] The race was first run in 1978 and has been held annually since. [Honolulu Marathon] The marathon is one of the largest marathons in the world, with more than 23,000 finishers in 2010. [Honolulu Marathon] The race has been held in December since 1985, and has been held in January for the first half of the 1980s. [Honolulu Marathon] The marathon course is 26.2 miles (42.2 km) long, and includes a 10-mile (16 km) section along the beach. [Honolulu Marathon] The course record is 2:07:07, set by Geoffrey Kirui in 2016. [Honolulu Marathon] The marathon is a Boston Marathon qualifier. [Honolulu Marathon] The race is part of the Abbott World Marathon Majors. [Honolulu Marathon] The race is also known as the Honolulu Marathon, the Honolulu Marathon Festival, the Honolulu Marathon Festival & 10K, and the Honolulu Marathon & 10K.",2,REFUTES,"Svetlana Zakharova (athlete), Honolulu Marathon"
"['S Wonderful] It was introduced in the Broadway musical ""Funny Face"" (1927) by Adele Astaire and Allen Kearns. [Adele Astaire] Adele, Lady Charles Cavendish (born Adele Marie Austerlitz; September 10, 1896 – January 25, 1981) was an American dancer, stage actress and singer.","[Tomoko Kawase] Tomoko Kawase (川瀬 とも子, Kawase Tomoko, 1896–1944) was a Japanese singer and actress. [Funny Face] Funny Face is a 1956 American musical comedy film directed by Stanley Donen and starring Audrey Hepburn and Fred Astaire. [Funny Face] The score was written by George and Ira Gershwin, and the film was released by Paramount Pictures. [Funny Face] The film is a musical remake of the 1927 film The Love Parade, which starred Maurice Chevalier and Claudette Colbert. [Funny Face] The film was nominated for an Academy Award for Best Music, Scoring of a Dramatic or Comedy Picture.",2,REFUTES,"'S Wonderful, Adele Astaire"
